material_code,material,Abbreviation,rep,length incl pet. (mm),width (mm),curliness incl pet. (mm),comments,ALL MEASUREMENTS IN MM,Taxon,Rainfall a,Soil P b,room temp,air humidity,rep#,max_temp (C),point_burning_time (s),time to edge (s),RoS (cm/s),bulk density (g/cm3),packing ratio,total mass before (g),total mass after (g),fuel consumption (%),FMC%,%N leaves,%C leaves,%P leaves,mass ash( g),mass char (g),mass unburnt (g),ash% of mass before,char% of mass before,unburnt% of mass before,senesced_leaf_N,senesced_leaf_C,senesced_leaf_P,site_conditions,site_name
NA,senesced,sGei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,NA,NA,3,635.12,410.2,105,0.119,0.03941616,NA,58.06,9.605,83.45676886,6.397984887,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.197950988,45.35250025,0.056248985,low rainfall high soil P,Round Hill woodland
NA,senesced,sGei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,NA,NA,4,566.74,359.2,98,0.128,0.03724372,NA,54.86,NA,NA,6.41093011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.245393344,45.37570584,0.056493482,low rainfall high soil P,Round Hill woodland
NA,senesced,sGei_par,NA,NA,NA,NA,NA,NA,Geijera parviflora,low,high,NA,NA,5,617.02,337.2,119,0.105,0.03763069,NA,55.43,NA,NA,6.415739949,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.335322232,44.72170637,0.055306152,low rainfall high soil P,Round Hill woodland
NA,senesced,sHak_tep,NA,NA,NA,NA,NA,NA,Hakea tephrosperma,low,high,NA,NA,1,739.18,1086.2,127,0.098,0.09184657,NA,135.29,8.471,93.73863552,6.84588934,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.812300155,50.09178871,0.014873554,low rainfall high soil P,Round Hill woodland
NA,senesced,sHak_tep,NA,NA,NA,NA,NA,NA,Hakea tephrosperma,low,high,NA,NA,2,718.66,1393.4,169,0.074,0.09816701,NA,144.6,7.645,94.71300138,7.831562377,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.776896743,51.01491994,0.015589831,low rainfall high soil P,Round Hill woodland
NA,senesced,sHak_tep,NA,NA,NA,NA,NA,NA,Hakea tephrosperma,low,high,NA,NA,3,714.14,1066.6,166,0.075,0.0931093,NA,137.15,8.648,93.69449508,6.362773029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74661405300000006,49.14155728,0.014548281,low rainfall high soil P,Round Hill woodland
NA,senesced,sLas_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,1,627.08,132.4,57,0.219,0.02004752,NA,29.53,1.491,94.95089739,7.781236105,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.061742057,49.49382906,0.031732207,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sLas_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,2,641.48,135,51,0.245,0.0196334,NA,28.92,1.847,93.61341632,7.577639752,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.750668396,49.593934,0.01835894,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sLas_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,3,658.54,143.2,41,0.305,0.0194501,NA,28.65,1.338,95.32984293,8.310700706,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940315058,49.10185042,0.025414162,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sLas_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,4,669.22,143.6,54,0.231,0.0193279,NA,28.47,NA,NA,8.544652701,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846304668,50.5375166,0.022957713,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sLas_fer,NA,NA,NA,NA,NA,NA,Lasiopetalum ferrugineum,high,high,NA,NA,5,612.4,126.4,48,0.26,0.01927359,NA,28.39,NA,NA,6.96485623,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992763111,50.87204088,0.028991561,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sMac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,NA,NA,1,614.3,278.8,81,0.154,0.03757637,NA,55.35,3.232,94.16079494,9.059405941,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.305206181,53.2817112,0.027691067,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sMac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,NA,NA,2,708.56,266.4,106,0.118,0.03792261,NA,55.86,2.174,96.10812746,9.28442029,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.288829046,53.70616028,0.028642965,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sMac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,NA,NA,3,612.12,314.2,85,0.147,0.03879158,NA,57.14,1.922,96.63633182,9.404388715,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.236051319,54.23599609,0.032699699,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sMac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,NA,NA,4,714.32,258,92,0.136,0.03858113,NA,56.83,NA,NA,7.937841243,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.385770667,53.27720031,0.027575359,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sMac_com,NA,NA,NA,NA,NA,NA,Macrozamia communis,high,high,NA,NA,5,685.86,324.4,80,0.156,0.03852003,NA,56.74,NA,NA,9.192200557,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.233309955,53.53085229,0.03250303,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sSan_acu,NA,NA,NA,NA,NA,NA,Santalum acuminatum,low,low,NA,NA,1,715.42,907.4,217,0.058,0.08204345,NA,120.85,11.142,90.78030616,6.976744186,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.748657319,48.71598914,0.020460751,low rainfall low soil P,Round Hill mallee
NA,senesced,sSan_acu,NA,NA,NA,NA,NA,NA,Santalum acuminatum,low,low,NA,NA,2,612.84,643,197,0.063,0.05993211,NA,88.28,9.513,89.22405981,7.229580574,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808938314,47.51794947,0.023212123,low rainfall low soil P,Round Hill mallee
NA,senesced,sSyn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,NA,NA,1,712.38,141.8,30,0.417,0.02104549,NA,31,NA,NA,6.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.718333766,51.14760627,0.021433059,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sSyn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,NA,NA,2,662.02,138,28,0.446,0.02151392,NA,31.69,NA,NA,8.210751538,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527744027,53.58703721,0.018296478,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sSyn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,NA,NA,3,722.72,149.8,35,0.357,0.02203666,NA,32.46,2.591,92.01786815,8.188206538,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.554479382,53.59236002,0.01217357,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sSyn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,NA,NA,4,724.7,145.4,37,0.338,0.02415479,NA,35.58,1.907,94.64024733,7.890271493,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577857833,53.06671399,0.01411272,high rainfall high soil P,Kuring-gai NP hiP
NA,senesced,sSyn_glo,NA,NA,NA,NA,NA,NA,Syncarpia glomulifera,high,high,NA,NA,5,667.08,123,34,0.368,0.02038018,NA,30.02,2.449,91.84210526,7.950963222,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5598067,53.83248613,0.014634196,high rainfall high soil P,Kuring-gai NP hiP
