spp_abbrev,Family,Genus,Species,Growth_form,Raunkiaer_life_form,Height,Clonality,Physical_defence,Photosynthetic pathway,Specific_leaf_area,Laminar_unit_area,Leaf_phenology,Wood_density,Nutrient_uptake_strategy,Dispersal_mode,Seed_mass,Resprouting_capacity,Pollination_syndrome,Fruit_type,Lifespan,Maximum_propagule_longevity,1.1,1.2,2.1,2.2,3.1,3.2,4.2,5.2,unique families,unique. genera,species_name,site_name,nitrogen_fixing,seed_mass_duplicate,Seed_mass_filtered
Pout_char,Sapotaceae,Pouteria,chartacea,Short tree,Phanerophyte,12,None,None,C3,NA,6270,NA,705,Mycorrhizal,Endozoochory,1500,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,1,0,0,0,0,1,0,NA,NA,Pouteria chartacea,McDonald's,no,NA,1500
Pout_myrs,Sapotaceae,Pouteria,myrsinodendron,Tall tree,Phanerophyte,25,None,None,C3,NA,6930,NA,830,Mycorrhizal,Endozoochory,680,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,0,0,0,0,0,1,NA,NA,Pouteria myrsinodendron,Weiss,no,NA,680
Pout_xero,Sapotaceae,Pouteria,xerocarpa,Short tree,Phanerophyte,15,None,None,C3,NA,5280,NA,581,Mycorrhizal,Endozoochory,82,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,1,0,0,0,0,0,0,NA,NA,Pouteria xerocarpa,McDonald's,no,NA,82
Prem_limb,Lamiaceae,Premna,limbata,Liana,Phanerophyte,NA,None,None,C3,NA,10560,NA,NA,Mycorrhizal,Endozoochory,2.2,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,NA,1,1,0,1,1,0,0,0,NA,Tinospora,Premna limbata,Harney's,no,NA,2.2
Prem_serr,Lamiaceae,Premna,serratifolia,Short tree,Phanerophyte,10,None,None,C3,NA,19200,NA,400,Mycorrhizal,Endozoochory,19,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,NA,0,0,0,0,1,0,0,0,NA,Acacia,Premna serratifolia,Mackay's,no,NA,19
Pron_aspe,Thelypteridaceae,Pronephrium,asperum,Short basal,Phanerophyte,2,Clonal belowground,None,C3,NA,9000,NA,NA,No obvious special uptake strategy,Wind,0.001,Yes,None,Spore,Perennial,Short-lived (weeks),0,1,0,0,0,1,0,0,NA,NA,Pronephrium asperum,McDonald's,no,NA,0.001
Pseu_vari,Acanthaceae,Pseuderanthemum,variabile,Shrub,Phanerophyte,1,None,None,C3,NA,6300,NA,NA,Mycorrhizal,Passive,0.86,No,Butterflies,Dry dehiscent or indehsicent without attractant or wing,Perennial,NA,0,0,0,1,0,0,0,0,Acanthaceae,Pseuderanthemum,Pseuderanthemum variabile,Henry's,no,NA,0.86
Psid_guaj,Myrtaceae,Psidium,guajava,Shrub,Phanerophyte,8,None,None,C3,NA,6975,NA,712,Mycorrhizal,Endozoochory,1.7,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,0,0,0,0,0,0,1,NA,Arytera,Psidium guajava,Weiss,no,NA,1.7
Psyc_coel,Rubiaceae,Psychotria,coelospermum,Vine,Phanerophyte,NA,None,None,C3,NA,6888,NA,NA,Mycorrhizal,Endozoochory,13,Yes,Moths,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,0,0,1,1,NA,NA,Psychotria coelospermum,Siam,no,NA,13
Psyc_dall,Rubiaceae,Psychotria,dallachiana,Shrub,Phanerophyte,3,None,None,C3,NA,3900,NA,701,Mycorrhizal,Endozoochory,13,Yes,Moths,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,1,0,0,0,0,0,0,NA,NA,Psychotria dallachiana,McDonald's,no,NA,13
Ptyc_eleg,Arecaceae,Ptychosperma,elegans,Short tree,Phanerophyte,15,None,None,C3,NA,43200,NA,350,Mycorrhizal,Endozoochory,300,No,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,0,1,0,0,Dryopteridaceae,Crassocephalum,Ptychosperma elegans,Shane's,no,Duplicate of Kew_2019_1_00696,NA
Pycn_novo,Menispermaceae,Pycnarrhena,novoguineensis,Liana,Phanerophyte,NA,None,None,C3,NA,17640,NA,NA,Mycorrhizal,Endozoochory,160,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,1,0,0,0,NA,Piper,Pycnarrhena novoguineensis,Mackay's,no,NA,160
Pyrr_long,Polypodiaceae,Pyrrosia,longifolia,Epiphyte,Phanerophyte,0.6,Clonal aboveground,None,CAM,NA,3000,NA,NA,Mycorrhizal,Wind,0.001,No,None,Spore,Perennial,Short-lived (weeks),0,1,0,0,0,0,0,0,NA,Stachytarpheta,Pyrrosia longifolia,McDonald's,no,NA,0.001
Rham_viti,Rhamnaceae,Rhamnella,vitiensis,Liana,Phanerophyte,NA,None,None,C3,NA,3795,NA,NA,Mycorrhizal,Endozoochory,23,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,NA,1,0,1,0,0,0,0,1,NA,Hornstedtia,Rhamnella vitiensis,Harney's,no,NA,23
Rhap_aust,Araceae,Rhaphidophora,australasica,Vine,Phanerophyte,NA,None,None,C3,NA,45000,NA,NA,Mycorrhizal,Endozoochory,0.18,No,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,1,0,0,1,0,0,0,Clusiaceae,Polyscias,Rhaphidophora australasica,McDonald's,no,Duplicate of Kew_2019_1_00590,NA
Rhod_macr,Myrtaceae,Rhodomyrtus,macrocarpa,Short tree,Phanerophyte,8,None,None,C3,NA,15180,NA,741,Mycorrhizal,Endozoochory,0.8,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,1,1,0,1,0,1,NA,Diploglottis,Rhodomyrtus macrocarpa,Zonta,no,NA,0.8
Rhod_sess,Myrtaceae,Rhodamnia,sessiliflora,Short tree,Phanerophyte,10,None,None,C3,NA,6600,NA,797,Mycorrhizal,Endozoochory,30,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,0,1,0,0,0,1,NA,Castanospora,Rhodamnia sessiliflora,Henry's,no,NA,30
Rhus_tait,Anacardiaceae,Rhus,taitensis,Tall tree,Phanerophyte,30,None,None,C3,NA,4500,NA,NA,Mycorrhizal,Endozoochory,12,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,0,0,0,1,Annonaceae,Rhus,Rhus taitensis,Weiss,no,NA,12
Rhys_flav,Sapindaceae,Rhysotoechia,flavescens,Short tree,Phanerophyte,15,None,None,C3,NA,14250,NA,667,Mycorrhizal,Endozoochory,320,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Short-lived (weeks),1,0,0,0,0,0,0,0,NA,NA,Rhysotoechia flavescens,Harney's,no,NA,320
Rhys_robe,Sapindaceae,Rhysotoechia,robertsonii,Tall tree,Phanerophyte,16,None,None,C3,NA,10710,NA,667,Mycorrhizal,Endozoochory,320,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Short-lived (weeks),0,0,0,0,1,0,0,0,NA,NA,Rhysotoechia robertsonii,Mackay's,no,Duplicate of Kew_2019_1_13131,NA
Rour_brac,Connaraceae,Rourea,brachyandra,Liana,Phanerophyte,NA,None,None,C3,NA,5070,NA,NA,Mycorrhizal,Endozoochory,40,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,1,0,0,0,Pandanaceae,Hypolytrum,Rourea brachyandra,Mackay's,no,NA,40
Sage_hamo,Rhamnaceae,Sageretia,hamosa,Liana,Phanerophyte,NA,None,Spines or thorns,C3,NA,7020,NA,NA,Mycorrhizal,Endozoochory,19,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,NA,0,0,0,0,1,0,0,0,NA,Tapeinochilos,Sageretia hamosa,Mackay's,no,NA,19
Sala_dise,Celastraceae,Salacia,disepala,Liana,Phanerophyte,NA,None,None,C3,NA,9600,NA,NA,Mycorrhizal,Endozoochory,3600,Yes,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,0,0,0,1,Nephrolepidaceae,Erycibe,Salacia disepala,Weiss,no,NA,3600
Sarc_mart,Sapindaceae,Sarcopteryx,martyana,Tall tree,Phanerophyte,20,None,None,C3,NA,7215,NA,562,Mycorrhizal,Endozoochory,40,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Short-lived (weeks),0,0,0,0,1,0,0,0,NA,NA,Sarcopteryx martyana,Mackay's,no,NA,40
Sarc_prot,Sapindaceae,Sarcotoechia,protracta,Short tree,Phanerophyte,13,None,None,C3,NA,6120,NA,659,Mycorrhizal,Endozoochory,220,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Short-lived (weeks),0,0,1,1,0,1,0,0,NA,NA,Sarcotoechia protracta,Zonta,no,NA,220
Sche_acti,Araliaceae,Schefflera,actinophylla,Tall tree,Phanerophyte,24,None,None,C3,NA,25200,NA,397,Mycorrhizal,Endozoochory,2.7,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,0,1,0,0,0,1,1,Convolvulaceae,Licuala,Schefflera actinophylla,Zonta,no,Duplicate of Kew_2019_1_00630,NA
Scol_brau,Flacourtiaceae,Scolopia,braunii,Tall tree,Phanerophyte,30,None,None,C3,NA,3600,NA,629,Mycorrhizal,Endozoochory,3.3,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,NA,0,1,1,1,0,1,0,0,NA,Aglaia,Scolopia braunii,McDonald's,no,NA,3.3
Sela_bris,Selaginellaceae,Selaginella,brisbanensis,Short basal,Chamaephyte,0.2,Clonal aboveground,None,C3,NA,0,NA,NA,Mycorrhizal,Wind,0.001,No,None,Spore,Perennial,Short-lived (weeks),0,0,0,0,0,0,1,1,NA,NA,Selaginella brisbanensis,Siam,no,NA,0.001
Sida_rhom,Malvaceae,Sida,rhombifolia,Erect leafy,Phanerophyte,1,None,None,C3,NA,1440,NA,NA,Mycorrhizal,Endozoochory,0.86,Yes,Butterflies,Dry dehiscent or indehsicent without attractant or wing,Perennial,NA,0,0,0,0,1,0,0,0,NA,Psidium,Sida rhombifolia,Mackay's,no,NA,0.86
Sloa_lang,Elaeocarpaceae,Sloanea,langii,Tall tree,Phanerophyte,25,None,None,C3,NA,25740,NA,565,Mycorrhizal,Endozoochory,94,Yes,Hymenoptera (bees),"fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,1,1,0,1,1,1,1,Simaroubaceae,Austrosteenisia,Sloanea langii,McDonald's,no,NA,94
Smil_blum,Smilacaceae,Smilax,blumei,Vine,Phanerophyte,NA,None,Spines or thorns,C3,NA,25500,NA,NA,Mycorrhizal,Endozoochory,63,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,1,0,0,1,0,0,0,NA,NA,Smilax blumei,McDonald's,no,NA,63
Smil_calo,Smilacaceae,Smilax,calophylla,Vine,Phanerophyte,NA,None,Spines or thorns,C3,NA,18000,NA,NA,Mycorrhizal,Endozoochory,28,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,0,0,0,1,0,0,0,NA,NA,Smilax calophylla,Mackay's,no,NA,28
Sola_torv,Solanaceae,Solanum,torvum,Shrub,Phanerophyte,4,None,Spines or thorns,C3,NA,23760,NA,476,Mycorrhizal,Endozoochory,1.1,Yes,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,0,1,1,0,1,1,1,NA,NA,Solanum torvum,Zonta,no,NA,1.1
Stac_jama,Verbenaceae,Stachytarpheta,jamaicensis,Shrub,Phanerophyte,2,Clonal belowground,None,C3,NA,2700,NA,321,Mycorrhizal,Passive,0.82,Yes,Hymenoptera (bees),Dry dehiscent or indehsicent without attractant or wing,Perennial,Short persistent soil (1 to 5 years),0,0,0,0,1,0,1,0,NA,NA,Stachytarpheta jamaicensis,Mackay's,no,NA,0.82
Sten_palu,Blechnaceae,Stenochlaena,palustris,Long basal,Phanerophyte,1.6,Clonal aboveground,None,C3,NA,6000,NA,NA,Mycorrhizal,Wind,0.001,Yes,None,Spore,Perennial,Short-lived (weeks),0,0,0,0,0,1,0,1,Malvaceae,Celastrus,Stenochlaena palustris,Shane's,no,NA,0.001
Stre_brun,Moraceae,Streblus,brunonianus,Tall tree,Phanerophyte,30,None,None,C3,NA,4620,NA,655,Mycorrhizal,Endozoochory,19,Yes,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,NA,0,1,1,0,0,1,1,1,NA,Gynochtodes,Streblus brunonianus,McDonald's,no,Duplicate of Grubb_1996_124,NA
Stry_mino,Strychnaceae,Strychnos,minor,Liana,Phanerophyte,NA,None,None,C3,NA,10560,NA,NA,Mycorrhizal,Endozoochory,27,Yes,Moths,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,0,1,1,1,1,1,1,NA,NA,Strychnos minor,Zonta,no,NA,27
Symp_coch,Symplocaceae,Symplocos,cochinchinensis var. pilosiuscula,Tall tree,Phanerophyte,25,None,None,C3,NA,6936,NA,564,Mycorrhizal,Endozoochory,60,Yes,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,1,1,1,1,1,0,0,NA,NA,Symplocos cochinchinensis var. pilosiuscula,McDonald's,no,NA,60
Syne_nodi,Asteraceae,Synedrella,nodiflora,Erect leafy,Phanerophyte,2,None,None,C3,NA,3600,NA,NA,Mycorrhizal,Wind,1.5,No,Hymenoptera (bees),"Dry dehiscent or indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Perennial,Long persistent in soil (more than 5 years),1,1,1,1,1,1,1,1,Lauraceae,Tournefortia,Synedrella nodiflora,Harney's,no,NA,1.5
Syng_podo,Araceae,Syngonium,podophyllum,Vine,Phanerophyte,NA,Clonal aboveground,None,C3,NA,38760,NA,NA,Mycorrhizal,Passive,94,No,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,0,0,1,0,0,0,Combretaceae,Schefflera,Syngonium podophyllum,Mackay's,no,NA,94
Syni_cord,Sapindaceae,Synima,cordierorum,Tall tree,Phanerophyte,27,None,None,C3,NA,3375,NA,773,Mycorrhizal,Endozoochory,80,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Short-lived (weeks),0,0,0,0,0,0,1,0,NA,NA,Synima cordierorum,Siam,no,NA,80
Syzy_ango,Myrtaceae,Syzygium,angophoroides,Tall tree,Phanerophyte,30,None,None,C3,NA,4200,NA,733,Mycorrhizal,Endozoochory,5520,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,0,0,0,0,1,0,NA,Guioa,Syzygium angophoroides,Siam,no,NA,5520
Syzy_aust,Myrtaceae,Syzygium,australe,Tall tree,Phanerophyte,24,None,None,C3,NA,2400,NA,597,Mycorrhizal,Endozoochory,370,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,0,0,1,0,0,1,NA,Harpullia,Syzygium australe,Mackay's,no,NA,370
Syzy_corm,Myrtaceae,Syzygium,cormiflorum,Tall tree,Phanerophyte,30,None,None,C3,NA,12600,NA,701,Mycorrhizal,Endozoochory,7300,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,1,1,1,1,1,1,1,NA,Mischocarpus,Syzygium cormiflorum,McDonald's,no,Duplicate of Grubb_1996_110,NA
Syzy_saye,Myrtaceae,Syzygium,sayeri,Tall tree,Phanerophyte,35,None,None,C3,NA,8262,NA,637,Mycorrhizal,Endozoochory,920,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),1,0,1,0,0,0,1,1,NA,Rhysotoechia,Syzygium sayeri,Harney's,no,NA,920
Syzy_tier,Myrtaceae,Syzygium,tierneyanum,Tall tree,Phanerophyte,25,None,None,C3,NA,8892,NA,581,Mycorrhizal,Endozoochory,100,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,1,0,0,0,0,0,0,NA,Sarcopteryx,Syzygium tierneyanum,McDonald's,no,NA,100
Syzy_wils,Myrtaceae,Syzygium,wilsonii ssp. wilsonii,Shrub,Phanerophyte,6,None,None,C3,NA,6156,NA,733,Mycorrhizal,Endozoochory,100,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,1,0,0,1,0,0,0,NA,Sarcotoechia,Syzygium wilsonii ssp. wilsonii,McDonald's,no,NA,100
Tabe_pand,Apocynaceae,Tabernaemontana,pandacaqui,Shrub,Phanerophyte,4,None,None,C3,NA,6000,NA,764,Mycorrhizal,Endozoochory,44,Yes,Butterflies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,1,1,1,1,1,0,0,Blechnaceae,Wrightia,Tabernaemontana pandacaqui,McDonald's,no,NA,44
Tape_anan,Zingiberaceae,Tapeinochilos,ananassae,Long basal,Phanerophyte,4,Clonal belowground,None,C3,NA,9240,NA,NA,Mycorrhizal,Endozoochory,1,Yes,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,1,0,0,0,0,1,0,NA,NA,Tapeinochilos ananassae,McDonald's,no,NA,1
Term_seri,Combretaceae,Terminalia,sericocarpa,Tall tree,Phanerophyte,40,None,None,C3,NA,4860,NA,525,Mycorrhizal,Endozoochory,80,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,0,0,0,1,0,0,0,Oleaceae,Merremia,Terminalia sericocarpa,Mackay's,no,NA,80
Tetr_daem,Dilleniaceae,Tetracera,daemeliana,Liana,Phanerophyte,NA,None,None,C3,NA,7440,NA,NA,Mycorrhizal,Endozoochory,12,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,0,0,0,1,Rhizophoraceae,Bridelia,Tetracera daemeliana,Weiss,no,NA,12
Tetr_laxi,Monimiaceae,Tetrasynandra,laxiflora,Tall tree,Phanerophyte,20,None,None,C3,NA,11220,NA,497,Mycorrhizal,Endozoochory,130,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,0,0,1,0,0,0,NA,Darlingia,Tetrasynandra laxiflora,Mackay's,no,NA,130
Tetr_long,Monimiaceae,Tetrasynandra,longipes,Short tree,Phanerophyte,15,None,None,C3,NA,18720,NA,524,Mycorrhizal,Endozoochory,200,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,1,0,1,0,1,1,NA,Grevillea,Tetrasynandra longipes,Zonta,no,NA,200
Tetr_nite,Vitaceae,Tetrastigma,nitens,Liana,Phanerophyte,NA,None,None,C3,NA,8640,NA,NA,Mycorrhizal,Endozoochory,68,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,0,0,1,0,1,1,0,NA,NA,Tetrastigma nitens,Henry's,no,NA,68
Tetr_nord,Dilleniaceae,Tetracera,nordtiana,Liana,Phanerophyte,NA,None,None,C3,NA,3600,NA,436,Mycorrhizal,Endozoochory,12,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,0,0,0,1,Rubiaceae,Claoxylon,Tetracera nordtiana,Weiss,no,Duplicate of Grubb_1996_030,NA
Tetr_pube,Monimiaceae,Tetrasynandra,pubescens,Short tree,Phanerophyte,9,None,None,C3,NA,3600,NA,525,Mycorrhizal,Endozoochory,170,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,1,0,0,0,0,0,0,NA,Helicia,Tetrasynandra pubescens,McDonald's,no,NA,170
Timo_timo,Rubiaceae,Timonius,timon var. timon,Tall tree,Phanerophyte,20,None,None,C3,NA,6480,NA,525,Mycorrhizal,Endozoochory,1.6,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,1,1,1,1,1,1,1,NA,NA,Timonius timon var. timon,McDonald's,no,Duplicate of Grubb_1996_017,NA
Tino_smil,Menispermaceae,Tinospora,smilacina,Liana,Phanerophyte,NA,None,None,C3,NA,18000,NA,NA,Mycorrhizal,Endozoochory,30,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),1,0,1,0,0,0,0,1,NA,Pittosporum,Tinospora smilacina,Harney's,no,NA,30
Toec_eryt,Sapindaceae,Toechima,erythrocarpum,Tall tree,Phanerophyte,20,None,None,C3,NA,22500,NA,645,Mycorrhizal,Endozoochory,90,Yes,Hymenoptera (bees),"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",Perennial,Short-lived (weeks),0,0,0,0,0,0,0,1,NA,NA,Toechima erythrocarpum,Weiss,no,Duplicate of Kew_2019_1_13138,NA
Tour_sarm,Boraginaceae,Tournefortia,sarmentosa,Liana,Phanerophyte,NA,None,None,C3,NA,9120,NA,NA,Mycorrhizal,Endozoochory,21,Yes,Flies,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,1,0,1,0,0,1,1,Menispermaceae,Salacia,Tournefortia sarmentosa,McDonald's,no,NA,21
Tric_pent,Cucurbitaceae,Trichosanthes,pentaphylla,Liana,Phanerophyte,NA,None,None,C3,NA,6300,NA,NA,Mycorrhizal,Endozoochory,86,No,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,Short persistent soil (1 to 5 years),0,1,1,1,1,1,0,0,Poaceae,Coveniella,Trichosanthes pentaphylla,McDonald's,no,NA,86
Tric_plei,Tiliaceae,Trichospermum,pleiostigma,Tall tree,Phanerophyte,25,None,None,C3,NA,37800,NA,700,Mycorrhizal,Endozoochory,0.72,Yes,Hymenoptera (bees),"Dry dehiscent or indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Perennial,NA,1,0,0,0,0,0,0,0,NA,NA,Trichospermum pleiostigma,Harney's,no,NA,0.72
Triu_rhom,Tiliaceae,Triumfetta,rhomboidea,Erect leafy,Phanerophyte,2,None,None,C3,NA,8580,NA,NA,Mycorrhizal,Endozoochory,0.95,Yes,Hymenoptera (bees),Dry dehiscent or indehsicent without attractant or wing,Perennial,NA,0,0,0,0,1,0,0,0,NA,NA,Triumfetta rhomboidea,Mackay's,no,NA,0.95
Trop_scan,Moraceae,Trophis,scandens ssp. scandens,Liana,Phanerophyte,NA,None,None,C3,NA,5460,NA,NA,Mycorrhizal,Endozoochory,86,Yes,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,NA,0,0,0,0,0,0,0,1,NA,Hedyotis,Trophis scandens ssp. scandens,Weiss,no,NA,86
Tylo_bent,Apocynaceae,Tylophora,benthamii,Vine,Phanerophyte,NA,None,None,C3,NA,5760,NA,NA,Mycorrhizal,Wind,19,Yes,Flies,"Dry dehiscent or indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Perennial,Short persistent soil (1 to 5 years),0,0,0,0,0,0,1,0,Boraginaceae,Ilex,Tylophora benthamii,Siam,no,NA,19
Vent_ecor,Rhamnaceae,Ventilago,ecorollata,Liana,Phanerophyte,NA,None,None,C3,NA,1440,NA,NA,Mycorrhizal,Wind,21,Yes,Flies,"Dry dehiscent or indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Perennial,Intermediate (months to less than a year),0,1,0,1,0,1,0,0,NA,NA,Ventilago ecorollata,McDonald's,no,NA,21
Vign_radi,Fabaceae,Vigna,radiata var. sublobata,Vine,Therophyte,NA,None,None,C3,NA,4800,NA,NA,NA,Passive,3.3,Yes,Hymenoptera (bees),Dry dehiscent or indehsicent without attractant or wing,Perennial,Short-lived (weeks),0,0,0,0,0,0,0,1,NA,Amylotheca,Vigna radiata var. sublobata,Weiss,yes,NA,3.3
Vitt_ensi,Vittariaceae,Vittaria,ensiformis,Epiphyte,Other,0.5,Clonal belowground,None,C3,NA,1440,NA,NA,Mycorrhizal,Wind,0.001,No,None,Spore,Perennial,Short-lived (weeks),0,1,0,0,0,0,0,0,NA,NA,Vittaria ensiformis,McDonald's,no,NA,0.001
Wrig_laev,Apocynaceae,Wrightia,laevis ssp. millgar,Tall tree,Phanerophyte,40,None,None,C3,NA,8640,NA,285,Mycorrhizal,Wind,63,Yes,Butterflies,"Dry dehiscent or indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",Perennial,NA,0,0,0,0,0,0,0,1,Burseraceae,Epipremnum,Wrightia laevis ssp. millgar,Weiss,no,NA,63
Xant_octa,Xanthophyllaceae,Xanthophyllum,octandrum,Tall tree,Phanerophyte,25,None,None,C3,NA,8400,NA,653,No obvious special uptake strategy,Endozoochory,220,Yes,Hymenoptera (bees),"Fleshy (berry, pome, pepo, etc.)",Perennial,Short-lived (weeks),0,0,0,0,0,0,0,1,NA,NA,Xanthophyllum octandrum,Weiss,no,NA,220
Xylo_macc,Annonaceae,Xylopia,maccreae,Tall tree,Phanerophyte,25,None,None,C3,NA,3600,NA,719,Mycorrhizal,Endozoochory,150,Yes,Beetles,"Fleshy (berry, pome, pepo, etc.)",Perennial,Intermediate (months to less than a year),0,0,0,0,1,0,1,1,Araliaceae,Centella,Xylopia maccreae,Mackay's,no,NA,150
