Animal species binomial name,Animal genus,Animal subgenus,Animal species,Animal family,Animal subfamily,Animal common name,Animal class,Animal order,Pollinator match column,Pollinator match value
Exoneura ?pictifrons,Exoneura,Exoneura,pictifrons?,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura ?pictifrons,Exoneura,NA,?pictifrons,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""dark""",Exoneura,NA,"""dark""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCA_1""",Exoneura,NA,"""DBCA_1""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCA_3""",Exoneura,NA,"Exoneura ""DBCA_3""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCA_4""",Exoneura,NA,"""DBCA_4""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCA_5""",Exoneura,NA,"""DBCA_5""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCA_6""",Exoneura,NA,"""DBCA_6""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCAPerthHills_1""",Exoneura,NA,"""DBCAPerthHills_1""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCAPerthHills_2""",Exoneura,NA,"""DBCAPerthHills_2""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCAPerthHills_3""",Exoneura,NA,"""DBCAPerthHills_3""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCAPerthHills_4""",Exoneura,NA,"""DBCAPerthHills_4""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCAPerthHills_5""",Exoneura,NA,"""DBCAPerthHills_5""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""DBCAPerthHills_6""",Exoneura,NA,"""DBCAPerthHills_6""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""Exoneura sp 9""",Exoneura,NA,"""sp 9""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""reverseT""",Exoneura,NA,"""reverseT""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""small triangle cf. laeta""",Exoneura,NA,"""small triangle cf. laeta""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura ""tiny""",Exoneura,NA,"""tiny""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneura (Brevineura) ""latte""",Exoneura,Brevineura,"""latte""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura (Brevineura) minutissima,Exoneura,Brevineura,minutissima,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura (Brevineura) roddiana,Exoneura,Brevineura,roddiana,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura (Brevineura) sp.,Exoneura,Brevineura,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura (Brevineura) xanthoclypeata,Exoneura,Brevineura,xanthoclypeata,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura (Exoneura) ?pictifrons,Exoneura,Exoneura,?pictifrons,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) ?pictifrons,Exoneura,Exoneura,pictifrons?,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) ?pictifrons,Exoneura,Exoneura,pictifrons,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
"Exoneura (Exoneura) ""sp.1""",Exoneura,Exoneura,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) bicolor,Exoneura,Exoneura,bicolor,Apidae,Apinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) laeta,Exoneura,Exoneura,laeta,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) laeta?,Exoneura,Exoneura,laeta?,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) obscura,Exoneura,Exoneura,obscura,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) pictifrons?,Exoneura,Exoneura,pictifrons?,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) robusta,Exoneura,Exoneura,robusta,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura (Exoneura) sp.,Exoneura,Exoneura,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura cf. laeta,Exoneura,NA,cf. laeta,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura laeta?,Exoneura,NA,laeta?,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura laeta?,Exoneura,Exoneura,laeta?,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura pictifrons?,Exoneura,Exoneura,pictifrons?,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal subgenus,Exoneura
Exoneura sp.,Exoneura,NA,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura sp. DBCAPerthHills_7,Exoneura,NA,"""DBCAPerthHills_7""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Exoneura spp.,Exoneura,NA,NA,Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
"Exoneurella ""DBCAPerthHills_6""",Exoneura,NA,"""DBCAPerthHills_6""",Apidae,Xylocopinae,NA,Insecta,Hymenoptera,Animal genus,Exoneura
Formicidae,NA,NA,NA,Formicidae,NA,ants,Insecta,Hymnoptera,Animal family,Formicidae
Formicidae,NA,NA,NA,Formicidae,NA,ants,Insecta,Hymenoptera,Animal family,Formicidae
Formicidae sp.,NA,NA,sp.,Formicidae,NA,NA,Insecta,Hymenoptera,Animal family,Formicidae
Formicidae sp.,NA,NA,NA,Formicidae,NA,ants,Insecta,Hymenoptera,Animal family,Formicidae
Iridomyrmex complex A sp. B,Iridomyrmex,NA,NA,Formicidae,Dolichoderinae,NA,Insecta,Hymenoptera,Animal family,Formicidae
Iridomyrmex sp.,Iridomyrmex,NA,NA,Formicidae,Dolichoderinae,NA,Insecta,Hymenoptera,Animal family,Formicidae
Ceylalictus perditellus,Ceylalictus,NA,perditellus,Halictidae,Nomiodinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Halictidae,NA,NA,NA,Halictidae,NA,halictid bees,Insecta,Hymenoptera,Animal family,Halictidae
Halictidae sp.,NA,NA,NA,Halictidae,NA,NA,Insecta,Hymenoptera,Animal family,Halictidae
Halictidae spp.,NA,NA,NA,Halictidae,NA,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Homalictus ""KSP sp.6""",Lasioglossum,Homalictus,KSP sp.6,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Homalictus (?) [recorded as Halictus],Lasioglossum,Homalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum,Lasioglossum,NA,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum ""Walyart sp.1""",Lasioglossum,NA,"""sp.1""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Australictus) peraustrale,Lasioglossum,Australictus,peraustrale,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Australictus) sp.,Lasioglossum,Australictus,NA,Halictidae,Halictinae,NA,Insect,Hymenoptera,Animal family,Halictidae
Lasioglossum (Australictus) sp.,Lasioglossum,Australictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Austrevylaeus) sp.,Lasioglossum,Austrevylaeus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) ?bucculum,Lasioglossum,Chilalictus,?bucculum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) ?hemichalceum macrocephalic,Lasioglossum,Chilalictus,macrocephalic,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) ?melanopterum,Lasioglossum,Chilalictus,melanopterum?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) ?ptyon,Lasioglossum,Chilalictus,?ptyon,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) adustum,Lasioglossum,Chilalictus,adustum,Halictidae,Halictinae,European honeybee,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) alacarinatum,Lasioglossum,Chilalictus,alacarinatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) albopilosum,Lasioglossum,Chilalictus,albopilosum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) appositum,Lasioglossum,Chilalictus,appositum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) brochum,Lasioglossum,Chilalictus,brochum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) brochum?,Lasioglossum,Chilalictus,brochum?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) brunnesetum,Lasioglossum,Chilalictus,brunnesetum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) bubrachium,Lasioglossum,Chilalictus,bubrachium,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) calophyllae,Lasioglossum,Chilalictus,calophyllae,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) cambagei,Lasioglossum,Chilalictus,cambagei,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) castor,Lasioglossum,Chilalictus,castor,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) cf. hemichalceum,Lasioglossum,Chilalictus,cf. hemichalceum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) chapmani,Lasioglossum,Chilalictus,chapmani,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) clelandi,Lasioglossum,Chilalictus,clelandi,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) clypeatum,Lasioglossum,Chilalictus,clypeatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) cognatum,Lasioglossum,Chilalictus,cognatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) colonicum,Lasioglossum,Chilalictus,colonicum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) conspicuum,Lasioglossum,Chilalictus,conspicuum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) ebeneum,Lasioglossum,Chilalictus,ebeneum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) ebenum?,Lasioglossum,Chilalictus,ebenum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) eremaean,Lasioglossum,Chilalictus,eremaean,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) erythrurum,Lasioglossum,Chilalictus,erythrurum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) eurycephalum,Lasioglossum,Chilalictus,eurycephalum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) florale,Lasioglossum,Chilalictus,florale,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) gilesi,Lasioglossum,Chilalictus,gilesi,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) greavesi,Lasioglossum,Chilalictus,greavesi,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) hemichalceum,Lasioglossum,Chilalictus,hemichalceum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) imitans,Lasioglossum,Chilalictus,imitans,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) immaculatum,Lasioglossum,Chilalictus,immaculatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) instabilis,Lasioglossum,Chilalictus,instabilis,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) lanarium,Lasioglossum,Chilalictus,lanarium,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) littleri,Lasioglossum,Chilalictus,littleri,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) mediopolitum,Lasioglossum,Chilalictus,mediopolitum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) medipolitum,Lasioglossum,Chilalictus,mediopolitum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) medipotum,Lasioglossum,Chilalictus,medipotum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) melanopterum,Lasioglossum,Chilalictus,melanopterum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) mirandum,Lasioglossum,Chilalictus,mirandum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) mirandum,Lasioglossum,Chilalictus,mirandum F,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) mundulum,Lasioglossum,Chilalictus,mundulum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) oblitum,Lasioglossum,Chilalictus,oblitum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) occiduum,Lasioglossum,Chilalictus,occiduum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) ochroma,Lasioglossum,Chilalictus,ochroma,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) opacicolle,Lasioglossum,Chilalictus,opacicolle,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) orbatum,Lasioglossum,Chilalictus,orbatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) pachycephalum,Lasioglossum,Chilalictus,pachycephalum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) parasphecodum,Lasioglossum,Chilalictus,parasphecodum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) plebeium?,Lasioglossum,Chilalictus,plebeium?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) pulvitectrum,Lasioglossum,Chilalictus,pulvitectrum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) quadratum,Lasioglossum,Chilalictus,quadratum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) roddi,Lasioglossum,Chilalictus,roddi,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) seductum,Lasioglossum,Chilalictus,seductum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) seminitens,Lasioglossum,Chilalictus,seminitens,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) sororculum,Lasioglossum,Chilalictus,sororculum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insect,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymnoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,NA,Halictidae,Halictinae,NA,Insectra,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) sp.,Lasioglossum,Chilalictus,sp.,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) sp.1,Lasioglossum,Chilalictus,sp.1,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) speculatum,Lasioglossum,Chilalictus,speculatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) teltiri,Lasioglossum,Chilalictus,teltiri,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) triangulatum,Lasioglossum,Chilalictus,triangulatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) veronicae,Lasioglossum,Chilalictus,veronicae,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Chilalictus) vitripenne,Lasioglossum,Chilalictus,vitripenne,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Ctenonomia) sp.,Lasioglossum,Ctenonomia,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus),Lasioglossum,Homalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) ?megastigmus,Lasioglossum,Homalictus,megastigmus?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) ?punctatum,Lasioglossum,Homalictus,?punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Homalictus) ""Homalictus sp.6""",Lasioglossum,Chilalictus,"""Homalictus sp.6""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Homalictus) ""Urbrae1""",Lasioglossum,Homalictus,"""urbrae1""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Homalictus) ""Walyarta sp.1""",Lasioglossum,Homalictus,"""Walyarta sp.1""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Homalictus) ""Walyarta1""",Lasioglossum,Homalictus,"""Walyarta1""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) brisbanensis,Lasioglossum,Homalictus,brisbanensis,Halictidae,Halictinae,NA,Insect,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) brisbanensis,Lasioglossum,Homalictus,brisbanensis,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) cf. holochlorus,Lasioglossum,Homalictus,cf. holochlorus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) cf. houstoni,Lasioglossum,Homalictus,cf. houstoni,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) dampieri,Lasioglossum,Homalictus,dampieri,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) demissus,Lasioglossum,Homalictus,demissus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) dixoni,Lasioglossum,Homalictus,dixoni,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) dotatum,Lasioglossum,Homalictus,dotatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) dotatum,Lasioglossum,Homalictus,dotatus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) dotatus,Lasioglossum,Homalictus,dotatus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) flindersi,Lasioglossum,Homalictus,flindersi,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) holochlorus,Lasioglossum,Homalictus,holochlorus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) holochorus,Lasioglossum,Homalictus,holochorus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) megastigmum,Lasioglossum,Homalictus,megastigmum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) megastigmus,Lasioglossum,Homalictus,megastigmum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) megastigmus,Lasioglossum,Homalictus,megastigmum,Halictidae,Halictinae,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) megastigmus,Lasioglossum,Homalictus,megastigmus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) oxoniellus,Lasioglossum,Homalictus,oxoniellus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) pectinalus,Lasioglossum,Homalictus,pectinalus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) punctatus,Lasioglossum,Homalictus,punctatum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) sp.,Lasioglossum,Homalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymnoptera,Animal family,Halictidae
Lasioglossum (Homalictus) sp.,Lasioglossum,Homalictus,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) sp.,Lasioglossum,Homalictus,"""sp.""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) sp.BIN:AAM1019,Lasioglossum,Homalictus,AAM1019,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) urbanum,Lasioglossum,Homalictus,urbanum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus) urbanus,Lasioglossum,Homalictus,urbanus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Homalictus)?,Lasioglossum,Homalictus,"""sp""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Parasphecides) ""sp.1""",Lasioglossum,Parasphecides,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Parasphecides) ""sp.13""",Lasioglossum,Parasphecides,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Parasphecides) ""sp.5b""",Lasioglossum,Parasphecides,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes)  leichardti,Lasioglossum,Parasphecodes,leichardti,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) ?lichatum F Det. K.S. Prendergast 2024,Lasioglossum,Parasphecodes,lichatum?,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Parasphecodes) ""KSP sp.35""",Lasioglossum,Parasphecodes,"""KSP sp.35""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
"Lasioglossum (Parasphecodes) ""px2""",Lasioglossum,Parasphecodes,"""px2""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) hiltacum,Lasioglossum,Parasphecodes,hiltacum,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) hiltacus,Lasioglossum,Parasphecodes,hiltacus,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insect,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,ichneumonid wasp,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) sp.,Lasioglossum,Parasphecodes,NA,Halictidae,Halictinae,NA,Insecta,Hymnoptera,Animal family,Halictidae
"Lasioglossum (Parasphecodes) sp. ""PX1""",Lasioglossum,Parasphecodes,"""px1""",Halictidae,Halictinae,NA,Insecta,Hymenoptera,Animal family,Halictidae
Lasioglossum (Parasphecodes) sulthica,Lasioglossum,Parasphecodes,sulthica,Halictidae,Halictinae,NA,Insecta,Hymnoptera,Animal family,Halictidae
