genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Pterostylis,Pterostylis foliata," rather slender, glabrous, 10-30 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis," plants terrestrial, usually glabrous; ",,,,,herb,inferred_from_family,terrestrial,terrestrial,,,,,herbaceous,
Pterostylis,Pterostylis curta," slender, glabrous, 10-20 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis longifolia," rather rigid, 10-80 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis biseta," moderately robust, usually 10-35 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis cucullata," stout, glabrous, often dwarfed, 5-25 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis concinna," slender, glabrous, 4-15 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis furcata," plant rather slender, glabrous, 15-30 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis cycnocephala,  ,,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis rufa," slender to moderately robust, 6-30 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis alata,  ,,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis boormanii," rather slender, 7-15 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis mutica," a small slender glabrous species, usually 7-10 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis aphylla, usually a small slender plant 5-15 cm high rarely robust and to 25 cm high; ,,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis pedunculata," very slender, erect, 10-22 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,erect,erect,herbaceous,
Pterostylis,Pterostylis erythroconcha," plant moderately robust, 5-13 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis pusilla," a slender glabrous plant, 4-15 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis xerophila," slender species, 6-20 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis dolichochila," plant slender, 8-20 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis plumosa," moderately robust, 12-30 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis obtusa," very slender, glabrous, 12-25 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis nana," a rather diminutive species, usually 5-10 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis parviflora," a small slender species, 5-25 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis vittata, plant 8-35 cm high; ,,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis robusta," small but robust, 5-20 cm high, glabrous; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis excelsa, slender to robust. ,,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis ovata," short but stout, 5-15 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis tenuissima," slender glabrous plant, 5-28 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis setifera,  ,,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Pterostylis,Pterostylis nutans," slender, glabrous, 7-20 cm high; ",,,,,herb,inferred_from_family,terrestrial,inferred_from_genus,,,,,herbaceous,
Ptilotus,Ptilotus parvifolius,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus gaudichaudii," herbs often with a central erect stem and semi-prostrate lateral ones, simple to corymbosely branched. sparsely foliated; ",,,,,herb,herbs,,,,,erect prostrate,erect prostrate,herbaceous,
Ptilotus,Ptilotus gaudichaudii gaudichaudii," perennial or annual herb with rigid stems to 0.5 m, sometimes to 1 m high, leaves to 5 x 0.8 cm. ",annual perennial,annual perennial,,,herb,herb,,,,,,,herbaceous,
Ptilotus,Ptilotus helipteroides," annual herbs with usually tufted stems often arcuately ascending and sometimes subfastigiately branched, forming clumps of up to 1.5 m diam.; ",annual,annual,,,herb,herbs,,,,,decumbent,ascending,herbaceous,
Ptilotus,Ptilotus helipteroides helipteroides,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus incanus parviflorus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus obovatus," shrubby roundish perennials, 10-120 or more cm tall and across, muchbranched from the base or from the top (then forming terminal clusters), intricate branchlets and foliage softly to scurfy-tomentose, cream to greyish or greyish-glaucous, stems finally becoming dark-barked; ",perennial,perennials,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Ptilotus,Ptilotus obovatus griseus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus seminudus," perennial caespitose herb with 10-20 arcuate-ascending sometimes prostrate simple or moderately branched stems 20-50 cm long loosely tomentose with spreading hairs, ",perennial,perennial,,,herb,herb,,,,,caespitose decumbent prostrate spreading,caespitose ascending prostrate spreading,herbaceous,
Ptilotus,Ptilotus atriplicifolius," open undershrub 20-80 rarely 100 cm tall and across, ",,,,,subshrub,undershrub,,,,,open,open,,
Ptilotus,Ptilotus," shrubs, undershrubs and herbs, perennials or ephemeral annuals, glabrous, ",ephemeral annual perennial,ephemeral annuals perennials,,,herb subshrub shrub,herbs undershrubs shrubs,,,,,,,woody herbaceous,
Ptilotus,Ptilotus nobilis," perennials with pubescent shoots, ",perennial,perennials,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Ptilotus,Ptilotus nobilis angustifolius, more tenuous plants of low bushy growth; ,,,,,,,,,,,bushy,bushy,,
Ptilotus,Ptilotus aristatus," annuals or perennials with a woodytaproot, tufted, erect to spreading; ",annual perennial,annuals perennials,,,herb,inferred_from_life_history,,,,,erect spreading,erect spreading,woody_root herbaceous,woodytaproot
Ptilotus,Ptilotus aristatus aristatus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus aristatus eichlerianus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus blackii, perennial herb of various size and habit. ,perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Ptilotus,Ptilotus beckerianus, glabrous perennial with erect to arcuate mostly simple stems 10-25 cm tall; ,perennial,perennial,,,herb,inferred_from_life_history,,,,,erect,erect,herbaceous,
Ptilotus,Ptilotus chippendalei,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus decipiens," decumbent sometimes bushy annual to circa 30 cm high and more than 35 cm across, stems woodybase, ",annual,annual,,,herb,inferred_from_life_history,,,,,decumbent bushy,decumbent bushy,woody_base herbaceous,woodybase
Ptilotus,Ptilotus parvifolius laetus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus erubescens,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus exaltatus," annual or perennial herbs arising from a thick woody rhizome, stems and foliage hirsute becoming glabrous except for upper parts and leaf axils; ",annual perennial,annual perennial,,,herb,herbs,,,,,rhizomatous,rhizome,herbaceous,
Ptilotus,Ptilotus exaltatus exaltatus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus nobilis nobilis,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus incanus," shrubs and undershrubs with ascending to erect stems, ",,,,,subshrub shrub,undershrubs shrubs,,,,,erect decumbent,erect ascending,woody,
Ptilotus,Ptilotus incanus incanus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus latifolius," annual rarely  perennial, intricately branched, to 0.8 rarely 1 m high and 1.3 m across, ",annual perennial,annual perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Ptilotus,Ptilotus macrocephalus, annual or perennial with a long woodytaproot; ,annual perennial,annual perennial,,,herb,inferred_from_life_history,,,,,,,woody_root herbaceous,woodytaproot
Ptilotus,Ptilotus gaudichaudii parviflorus," annual with stems to circa 0.4 m high, fewer-branched, stem-leaves to 2 x 0.3 cm. ",annual,annual,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Ptilotus,Ptilotus polystachyus, herbaceous annuals or perennials to circa 1.5 m high. ,annual perennial,annuals perennials,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Ptilotus,Ptilotus polystachyus polystachyus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus exaltatus semilanatus, plants more tenuous. ,,,,,,,,,,,,,,
Ptilotus,Ptilotus spathulatus," low perennials with a very stout fusi- to rapiform rhizome to 24 x 1.8 cm, and with up to 30 procumbent stems to circa 40 cm long, radiating from a flat rosette, rarely branched at the apex; ",perennial,perennials,,,herb,inferred_from_life_history,,,,,prostrate rosette rhizomatous,procumbent rosette rhizome,herbaceous,
Ptilotus,Ptilotus spathulatus angustatus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus spathulatus spathulatus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus symonii," muchbranched tenuous perennial with several circa 50 cm long prostrate to curved-ascending stems from a strong fusiform rhizome (to 25 x 1.6 cm), low creeping or sprawling upwards amongst bushes, ",perennial,perennial,,,shrub,bushes,,,,,creeping decumbent prostrate sprawling rhizomatous,creeping ascending prostrate sprawling rhizome,woody,
Ptilotus,Ptilotus obovatus obovatus,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus parvifolius parvifolius,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus murrayi," branching annuals forming mats to circa 80 cm wide, stems creeping or ascending to circa 15 cm high, sometimes red; ",annual,annuals,,,herb,inferred_from_life_history,,,,,mat-forming creeping decumbent,forming mats creeping ascending,herbaceous,
Ptilotus,Ptilotus murrayi major,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus murrayi murrayi,  ,,,,,,,,,,,,,,
Ptilotus,Ptilotus astrolasius," compact roundish soft undershrub, to about 60 cm high, younger stems and foliage mealy-tomentose; ",,,,,subshrub,undershrub,,,,,compact,compact,,
Ptilotus,Ptilotus helipteroides minor, about 2-20 cm tall; ,,,,,,,,,,,,,,
Ptilotus,Ptilotus robynsianus," perennial shrubby plant with stems more or less flexuose, ",perennial,perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Ptilotus,Ptilotus schwartzii,  ,,,,,,,,,,,,,,
Ptychosema,Ptychosema anomalum,  ,,,,,,,,,,,,,,
Puccinellia,Puccinellia stricta," a tufted glabrbus annual, 15-60 cm high; ",annual,annual,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Puccinellia,Puccinellia, tufted or creeping perennials or annuals; ,annual perennial,annuals perennials,,,herb graminoid,inferred_from_life_history,,,,,creeping,creeping,herbaceous,
Puccinellia,Puccinellia fasciculata," a tufted perennial, 5-50 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Puccinellia,Puccinellia distans," a tufted glabrous perennial, 15-60 cm high; ",perennial,perennial,,,herb graminoid,inferred_from_genus_life_history,,,,,,,herbaceous,
Pultenaea,Pultenaea involucrata, mostly compact shrubs; ,,,,,shrub,shrubs,,,,,compact,compact,woody,
Pultenaea,Pultenaea stricta," a small shrub, erect to 1 m high or decumbent, ",,,,,shrub,shrub,,,,,erect decumbent,erect decumbent,woody,
Pultenaea,Pultenaea largiflorens, an erect shrub often 1 m or more high. ,,,,,shrub,shrub,,,,,erect,erect,woody,
Pultenaea,Pultenaea laxiflora," slender prostrate shrub with rounded stems to 50 cm long, ",,,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Pultenaea,Pultenaea quadricolor," low slender semiprostrate shrub, 20-30 cm high; ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea vestita," small shrub, less than 1 m high, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea prostrata," small rather stiff shrub with erect or decumbent branches generally less than 50 cm long, ",,,,,shrub,shrub,,,,,erect decumbent,erect decumbent,woody,
Pultenaea,Pultenaea rigida," much branched rigid shrub, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea scabra," erect shrub, 1-2 m high. ",,,,,shrub,shrub,,,,,erect,erect,woody,
Pultenaea,Pultenaea teretifolia," slender shrub, stems 30-60 (sometimes to 100) cm long, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea trichophylla," small slender shrub, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea trifida," small prostrate shrub, ",,,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Pultenaea,Pultenaea trinervis," diffuse shrub, to 1 m high, quite slender, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea villifera, shrub with terete villous stems; ,,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea viscidula, erect shrub to 1 m high. ,,,,,shrub,shrub,,,,,erect,erect,woody,
Pultenaea,Pultenaea rigida ovata,  ,,,,,shrub,inferred_from_genus,,,,,,,woody,
Pultenaea,Pultenaea canaliculata canaliculata,  ,,,,,shrub,inferred_from_genus,,,,,,,woody,
Pultenaea,Pultenaea teretifolia brachyphylla,  ,,,,,shrub,inferred_from_genus,,,,,,,woody,
Pultenaea,Pultenaea canaliculata latifolia,  ,,,,,shrub,inferred_from_genus,,,,,,,woody,
Pultenaea,Pultenaea teretifolia teretifolia,  ,,,,,shrub,inferred_from_genus,,,,,,,woody,
Pultenaea,Pultenaea rigida rigida,  ,,,,,shrub,inferred_from_genus,,,,,,,woody,
Pultenaea,Pultenaea densifolia, rigid diffuse or divaricate shrub; ,,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea dentata, slender often procurebent shrub; ,,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea tenuifolia," slender low-spreading shrub, stems to 1 m; ",,,,,shrub,shrub,,,,,spreading,spreading,woody,
Pultenaea,Pultenaea daphnoides," shrub 1-3 m high, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea, shrubs; ,,,,,shrub,shrubs,,,,,,,woody,
Pultenaea,Pultenaea acerosa," small rigid much branched shrub 30-60 cm high, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea canaliculata," large shrub, 1-2 m high, ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea elachista," small rigid shrub, 30-50 cm tall; ",,,,,shrub,shrub,,,,,,,woody,
Pultenaea,Pultenaea hispidula," small erect much branched shrub, to 1 m high. ",,,,,shrub,shrub,,,,,erect,erect,woody,
Pultenaea,Pultenaea pedunculata," prostrate densely matted shrub, often with rooting stems, slender but rigid, ",,,,,shrub,shrub,,,,,prostrate,prostrate,woody,
Pyrus,Pyrus," shrubs or trees. mostly deciduous, often spiny when young; ",annual,inferred_from_family,,,shrub tree,shrubs trees,,,,,,,woody,
Pyrus,Pyrus communis," medium to large tree, ",annual,inferred_from_family,,,tree,tree,,,,,,,woody,
Quercus,Quercus, trees with deciduous or evergreen leaves; ,,,,,tree,trees,,,monoecious,inferred_from_family,,,woody,
Quercus,Quercus robur, tree to 30 m high; ,,,,,tree,tree,,,monoecious,inferred_from_family,,,woody,
Quinetia,Quinetia, annual herb with cobwebby  hairs; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Quinetia,Quinetia urvillei, annual herb 3-12 cm high; ,annual,annual,,,herb,herb,,,,,,,herbaceous,
Radyera,Radyera farragei, shrub often circa 1 m high. with stout s from the woodybase; ,perennial,inferred_from_genus,,,shrub,shrub,,,,,,,woody_base woody,woodybase
Radyera,Radyera," perennial softly woody shrubs, densely stellate-tomentose; ",perennial,perennial,,,shrub,shrubs,,,,,,,woody,
Ranunculaceae,Ranunculaceae," herbs, usually terrestrial perennials, some waterplants and some annuals, rarely small shrubs or woodyclimbers; ",annual perennial,annuals perennials,,,herb shrub climber_woody,herbs shrubs woodyclimbers,terrestrial,terrestrial,,,,,woody herbaceous,
Ranunculus,Ranunculus," annual or perennial herbs, sometimes aquatics; ",annual perennial,annual perennial,,,herb,herbs,aquatic,aquatics,,,,,herbaceous,
Ranunculus,Ranunculus rivularis," perennial herb, sometimes submerged. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,submerged,submerged,herbaceous,
Ranunculus,Ranunculus lappaceus," perennial herb, 4-170 cm high. ",perennial,perennial,,,herb,herb,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus inundatus," perennial herb, 5-30 cm high, stoloniferous; vegetative stems creeping, ",perennial,perennial,,,herb,herb,aquatic,inferred_from_genus,,,creeping stoloniferous,creeping stoloniferous,herbaceous,
Ranunculus,Ranunculus robertsonii," perennial herb, 5-25 cm high; ",perennial,perennial,,,herb,herb,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus muricatus," annual, 10-50cm high, almost glabrous; ",annual,annual,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus papulentus,  ,,,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus repens," perennial herb, 15-60 cm high. ",perennial,perennial,,,herb,herb,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus pachycarpus," perennial, 6-40 cm high with fleshy somewhat tuberous roots. ",perennial,perennial,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus pentandrus platycarpus,  ,,,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus parviflorus," annual, 10-40 cm high; ",annual,annual,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus hamatosetosus," annual, 3-25 cm high; ",annual,annual,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus pumilio pumilio,  ,,,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus sessiliflorus pilulifer,  ,,,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus pumilio," annual, 1-35 cm high; ",annual,annual,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus sessiliflorus," annual, 2-35 cm high; ",annual,annual,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus pentandrus," annual, 2-35 cm high; ",annual,annual,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus sessiliflorus sessiliflorus,  ,,,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus pumilio politus,  ,,,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus pentandrus pentandrus,  ,,,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Ranunculus,Ranunculus trilobus," annual, 20-80 cm high, almost glabrous; ",annual,annual,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,,,herbaceous,
Raphanus,Raphanus, annual to perennial herbs. ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Raphanus,Raphanus raphanistrum," annual herbs, slender, erect, simple or branched, 15-50 (rarely to 150) cm tall, scabrous with spreading or reflexed bristles; ",annual,annual,,,herb,herbs,,,,,erect spreading,erect spreading,herbaceous,
Raphanus,Raphanus sativus," annual herbs, simple or branched, erect, 20-100 cm tall, hispid; tap root tuberous, edible; ",annual,annual,,,herb,herbs,,,,,erect,erect,herbaceous,
Rapistrum,Rapistrum, annual or biennial herbs. ,annual biennial,annual biennial,,,herb,herbs,,,,,,,herbaceous,
Rapistrum,Rapistrum rugosum," annual or biennial herbs, branched, erect, 15-60 (rarely to 90) cm tall, hispid, glaucous; ",annual biennial,annual biennial,,,herb,herbs,,,,,erect,erect,herbaceous,
Reichardia,Reichardia tingitana," herb 10-50 cm high, somewhat glaucous; ",,,,,herb,herb,,,,,,,herbaceous,
Reichardia,Reichardia, annual and perennial herbs with a tap root; ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Reseda,Reseda, annual or perennial herbs. ,annual perennial,annual perennial,,,herb,herbs,,,,,,,herbaceous,
Reseda,Reseda odorata," annual or subperennial, erect or sprawling, to 80 cm high, branching from the base, stems prominently ribbed, ",annual,annual,,,herb,inferred_from_genus,,,,,erect sprawling,erect sprawling,herbaceous,
Reseda,Reseda luteola," glabrous erect perennial, to 1.5 m high; ",perennial,perennial,,,herb,inferred_from_genus,,,,,erect,erect,herbaceous,
Reseda,Reseda lutea," perennial, sprawling to erect, branching from the base, to 80 cm high; ",perennial,perennial,,,herb,inferred_from_genus,,,,,erect sprawling,erect sprawling,herbaceous,
Reseda,Reseda alba," annual or rarely perennial, to 70 cm high; ",annual perennial,annual perennial,,,herb,inferred_from_genus,,,,,,,herbaceous,
Resedaceae,Resedaceae," herbs or shrubs, annual or perennial; ",annual perennial,annual perennial,,,herb shrub,herbs shrubs,,,,,,,woody herbaceous,
Restio,Restio tetraphyllus,  ,,,,,,,,,,,,,,
Restio,Restio complanatus,  ,,,,,,,,,,,,,,
Restionaceae,Restionaceae, perennials; ,perennial,perennials,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Retama,Retama, virgate shrubs or small trees; ,,,,,shrub tree,shrubs trees,,,,,,,woody,
Retama,Retama raetam,  ,,,,,,,,,,,,,,
Rhagodia,Rhagodia," dioecious shrubs, ",,,,,shrub,shrubs,,,dioecious,dioecious,,,woody,
Rhagodia,Rhagodia ulicina, dense intricately branched spinescent shrub 0.5-1 m high; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,dense,dense,woody,
Rhagodia,Rhagodia crassifolia, shrub to 1.5 m high; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,,,woody,
Rhagodia,Rhagodia parabolica, rounded shrub 1-2 m high; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,,,woody,
Rhagodia,Rhagodia preissii, shrub to 2 m high; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,,,woody,
Rhagodia,Rhagodia drummondii, open often scrambling shrub to 1.5 m high; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,open,open,woody,
Rhagodia,Rhagodia candolleana, weak spreading shrub; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,spreading,spreading,woody,
Rhagodia,Rhagodia eremaea, rounded shrub to 2 m high; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,,,woody,
Rhagodia,Rhagodia spinescens, shrub to 1.5 m high; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,,,woody,
Rhagodia,Rhagodia candolleana argentea, shrub covered all over with a silvery sheen; ,,,,,shrub,shrub,,,dioecious,inferred_from_genus,,,woody,
Rhagodia,Rhagodia candolleana candolleana,  ,,,,,shrub,inferred_from_genus,,,dioecious,inferred_from_genus,,,woody,
Rhamnaceae,Rhamnaceae," shrubs or trees, sometimes climbing; ",,,,,shrub tree,shrubs trees,,,,,climbing,climbing,woody,
Rhamnus,Rhamnus, largely glabrous shrubs or small trees; ,,,,,shrub tree,shrubs trees,,,,,,,woody,
Rhamnus,Rhamnus alaternus, shrubs or trees to 5 m high; ,,,,,shrub tree,shrubs trees,,,,,,,woody,
Rhyncharrhena,Rhyncharrhena, slender twining shrubs; ,,,,,shrub,shrubs,,,,,,,woody,
Rhyncharrhena,Rhyncharrhena linearis, shrub; ,,,,,shrub,shrub,,,,,,,woody,
Rhynchelytrum,Rhynchelytrum repens," tufted annual or perennial, ",annual perennial,annual perennial,,,herb,inferred_from_life_history,,,,,,,herbaceous,
Rhynchosia,Rhynchosia," climbing, prostrate or sometimes erect herbs or subshrubs; ",,,,,herb subshrub,herbs subshrubs,,,,,erect prostrate climbing,erect prostrate climbing,herbaceous,
Rhynchosia,Rhynchosia minima," perennial climbing or prostrate herb with several branching angular stems 0.15-50 cm (in s.aust.) to several metres long from a woodyrootstock, glabrous to velvety. ",perennial,perennial,,,herb,herb,,,,,prostrate climbing,prostrate climbing,woody_root herbaceous,woodyrootstock
Ricinus,Ricinus, shrubs or large tall herbs; ,,,,,herb shrub,herbs shrubs,,,,,,,woody herbaceous,
Ricinus,Ricinus communis," annual herb or tall branching shrub to 4 m high, glabrous; ",annual,annual,,,herb shrub,herb shrub,,,,,,,woody herbaceous,
Robinia,Robinia, trees or shrubs with imparipinnate leaves; ,,,,,shrub tree,shrubs trees,,,,,,,woody,
Robinia,Robinia pseudoacacia, a tall handsome tree to 17 m high; ,,,,,tree,tree,,,,,,,woody,
Roemeria,Roemeria, annual with a basal rosette becoming shrubs to 40 cm high as the erect inflorescence develops. ,annual,annual,,,shrub,shrubs,,,,,erect rosette,erect rosette,woody,
Romulea,Romulea, small deciduous perennial herbs; ,perennial,perennial,,,herb,herbs,,,,,,,herbaceous,
Romulea,Romulea rosea,  ,perennial,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Romulea,Romulea minutiflora,  ,perennial,inferred_from_genus,,,herb,inferred_from_genus,,,,,,,herbaceous,
Rorippa,Rorippa," annual, biennial or perennial herbs, some aquatic. ",annual biennial perennial,annual biennial perennial,,,herb,herbs,aquatic,aquatic,,,,,herbaceous,
Rorippa,Rorippa eustylis," annual or ephemeral herbs, branched, decumbent to ascending, to 30 cm tall; ",ephemeral annual,ephemeral annual,,,herb,herbs,aquatic,inferred_from_genus,,,decumbent,decumbent ascending,herbaceous,
Rorippa,Rorippa laciniata," plants perennial, ascending to erect, to 40 cm tall; ",perennial,perennial,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,erect decumbent,erect ascending,herbaceous,
Rorippa,Rorippa palustris," annual or biennial, erect, 10-60 cm tall; ",annual biennial,annual biennial,,,herb,inferred_from_genus,aquatic,inferred_from_genus,,,erect,erect,herbaceous,
Rorippa,Rorippa microphylla," perennial, semiaquatic, stoloniferous; ",perennial,perennial,,,herb,inferred_from_genus,semiaquatic,semiaquatic,,,stoloniferous,stoloniferous,herbaceous,
Rorippa,Rorippa nasturtium-aquaticum," perennial, semiaquatic, stoloniferous; ",perennial,perennial,,,herb,inferred_from_genus,semiaquatic,semiaquatic,,,stoloniferous,stoloniferous,herbaceous,
Rosa,Rosa," shrubs, often partially deciduous; ",annual,inferred_from_family,,,shrub,shrubs,,,,,,,woody,
Rosa,Rosa canina, prickly shrub; ,annual,inferred_from_family,,,shrub,shrub,,,,,,,woody,
