genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,joined
Persoonia,Persoonia myrtilloides subsp. cunninghamii,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: P.H.Weston
Persoonia,Persoonia myrtilloides subsp. myrtilloides,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: P.H.Weston
Persoonieae,Persoonieae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persoonioideae,Persoonioideae,"sclerophyllous shrubs or small trees, rarely rainforest trees.",perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Petalostylis,Petalostylis,shrubs.,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,NA
Petalostylis,Petalostylis cassioides,shrub to 3 m tall;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: J.H.Ross
Petalostylis,Petalostylis labicheoides,shrub to 3 m tall;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: J.H.Ross
Petasites,Petasites,perennial dioecious or gynodioecious herbs.,perennial,perennial,NA,NA,herb,herbs,NA,NA,dioecious gynodioecious,dioecious gynodioecious,NA,NA,herbaceous,NA,NA
Petasites,Petasites pyrenaicus,"dioecious, rhizomatous herb to circa 0.4 m high.",perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,dioecious,dioecious,rhizomatous,rhizomatous,herbaceous,NA,Author: I.R. Thompson; Contributor: P.G. Kodela (ed. August 2020); Editor: NA; Acknowledgements: NA
Petermannia,Petermannia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petermannia,Petermannia cirrosa,climber to 6 m.,NA,NA,NA,NA,climber,climber,NA,NA,NA,NA,NA,NA,NA,NA,"Author: J.G. Conran, H.T. Clifford; Contributor: P.G. Kodela (tentative updates, June 2022)"
Petermannioideae,Petermannioideae,perennial vines with prickly stems.,perennial,perennial,NA,NA,climber_herbaceous,vines,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Petrophile,Petrophile ericifolia,shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile fastigiata,erect shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile glauca,erect or low-growing shrub to 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile media,"low, spreading to erect undershrub to 80 cm tall.",NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,erect spreading,erect spreading,NA,NA,Author: D.B.Foreman
Petrophile,Petrophile megalostegia,erect shrub 0.3-1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile merrallii,erect shrub to circa 1.1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile misturata,shrub to circa 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile multisecta,densely branched shrub to 60 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile pauciflora,shrub to circa 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile seminuda,shrub to 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile serruriae,erect or spreading shrub to circa 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile sessilis,erect shrub to 3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile trifurcata,shrub to 65 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile wonganensis,"dense shrub 0.4-1.5 m tall, to 2 m across.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile ericifolia subsp. ericifolia,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile ericifolia subsp. subpubescens,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile,shrubs.,perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,NA
Petrophile,Petrophile acicularis,low tufted shrub to circa 80 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile aculeata,small shrub to circa 35 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile anceps,shrub to circa 60 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile arcuata,spreading shrub to circa 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile aspera,low shrub 0.2-1.3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile biloba,shrub to circa 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile biternata,shrub to 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile brevifolia,"low multistemmed, spreading to erect shrub to 2 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile canescens,erect shrub 2-3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile carduacea,shrub to 1.3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile chrysantha,erect shrub to circa 1 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile circinata,"spreading, prickly, ground-hugging shrub. mostly 25-80 cm tall, occasionally to 1.2 m tall and wide.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile conifera,"bushy, rigid, muchbranched shrub 0.3-1.5 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,bushy,bushy,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile crispata,shrub to circa 0.8 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile cyathiforma,shrub 30-65 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile divaricata,shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile diversifolia,"shrub to 3 m tall, often single-stemmed.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile drummondii,shrub to 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile helicophylla,"prostrate, spreading shrub to circa 30 cm tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate spreading,prostrate spreading,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile heterophylla,spindly shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spindly,spindly,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile imbricata,shrub 1-2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile incurvata,muchbranched shrub to 1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile linearis,erect shrub to 0.8 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile longifolia,prostrate shrub to 50 cm tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate,prostrate,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile macrostachya,"erect, compact, prickly shrub to 1 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect compact,erect compact,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile pedunculata,"erect, spindly to bushy shrub to 2.5 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect bushy spindly,erect bushy spindly,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile phylicoides,shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile plumosa,shrub to 1.3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile pulchella,shrub 1.5-3 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile recurva,"erect, muchbranched shrub to circa 2 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile rigida,divaricate shrub to circa 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile scabriuscula,"dense, spiny shrub to 1.2 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,dense,dense,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile semifurcata,"erect, bushy shrub 0.3-1.5 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect bushy,erect bushy,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile shirleyae,erect shrub 0.3-1.2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile shuttleworthiana,shrub to 2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile squamata,erect shrub to 1.5 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile striata,"shrub 0.2-1 m tall, sometimes multi-stemmed and semi-prostrate.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,prostrate,prostrate,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile stricta,"erect, spreading shrub 0.6-1.6 m tall.",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Author: D.B.Foreman
Petrophile,Petrophile teretifolia,erect or spreading shrub 0.6-2 m tall.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect spreading,erect spreading,woody,NA,Author: D.B.Foreman
Petrophilinae,Petrophilinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Petrorhagia,Petrorhagia,"herbs, annual or perennial, glabrous,",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Petrorhagia,Petrorhagia dubia,"herb, annual.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: Laurie G. Adams; Editor: R.L. Barrett, P.G. Kodela; Contributor: NA; Acknowledgements: NA"
Petrorhagia,Petrorhagia nanteuilii,"herb, annual, glabrous or partly tomentose.",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: Laurie G. Adams; Editor: R.L. Barrett, P.G. Kodela"
Petunia,Petunia,"annual or shortlivedperennial herbs,",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Petunia,Petunia axillaris,annual or shortlivedperennial herb.,annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: D.E. Symon, R.W. Purdie; Contributor: John R. Busby (ed. April 2021"
Phaius,Phaius,evergreen clumping terrestrial orchids with thick coarse roots.,perennial,inferred_from_family,NA,NA,herb,orchids,terrestrial,terrestrial,NA,NA,NA,NA,herbaceous,NA,NA
Phaius,Phaius tancarvilleae var. bernaysii,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Phaius,Phaius tancarvilleae var. australis,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Phaius,Phaius tancarvilleae var. tancarvilleae,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Phaius,Phaius amboinensis,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,Author: D.L. Jones; Editor: Z.P. Groeneveld
Phaius,Phaius robertsii,NA,perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,Author: D.L. Jones; Editor: Z.P. Groeneveld
Phalaenopsis,Phalaenopsis,"small to large epiphytic orchids with sparsely branched, short stems (often just a single stem) and long, coarse roots.",perennial,inferred_from_family,NA,NA,herb,orchids,epiphyte,epiphytic,NA,NA,NA,NA,herbaceous,NA,NA
Phalaenopsis,Phalaenopsis rosenstromii,"Plants usually consisting of a single growth with long, thick, flat roots.",perennial,inferred_from_family,NA,NA,herb,inferred_from_genus,epiphyte,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,Author: D.L. Jones; Editor: Z.P. Groeneveld
Phalaris,Phalaris paradoxa,"annual, caespitose.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris,"annuals or perennials, caespitose or rhizomatous, erect or ± geniculately decumbent from near base, bisexual.",annual perennial,annuals perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,erect caespitose decumbent rhizomatous,erect caespitose decumbent rhizomatous,herbaceous,NA,NA
Phalaris,Phalaris aquatica,"perennial, caespitose and shortly rhizomatous.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,caespitose rhizomatous,caespitose rhizomatous,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris minor,"annual, caespitose.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris arundinacea var. picta,NA,perennial,inferred_from_species,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris arundinacea var. arundinacea,NA,perennial,inferred_from_species,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris arundinacea,"perennial, rhizomatous.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris canariensis,"annual, caespitose.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris coerulescens,"perennial, caespitose.",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phalaris,Phalaris angusta,"annual, caespitose.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,caespitose,caespitose,herbaceous,NA,"Author: P.G. Kodela, C.M. Weiller, I.R. Thompson; Editor: P.G. Kodela"
Phaleria,Phaleria,shrubs or trees.,NA,inferred_from_family,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Phaleria,Phaleria clerodendron,"tall shrub or tree 3.5-10 m high, often multi-stemmed at base.",NA,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.L. Rye; Contributor: John R. Busby (ed. April 2020)
Phaleria,Phaleria chermsideana,shrub or tree 2-10 m high.,NA,inferred_from_family,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.L. Rye; Contributor: John R. Busby (ed. April 2020)
Phaleria,Phaleria octandra,shrub 0.5-3 m high.,NA,inferred_from_family,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: B.L. Rye; Contributor: John R. Busby (ed. April 2020)
Pharochilum,Pharochilum,terrestrial tuberous orchids growing as individuals. Flowering and  Plants dimorphic. sterile plants consisting solely of a leafy rosette;,NA,NA,NA,NA,herb,orchids,terrestrial,terrestrial,NA,NA,rosette,rosette,herbaceous,NA,NA
Pharochilum,Pharochilum daintreanum,"Flowering and  Plants dissimilar, growing as individuals.",NA,NA,NA,NA,herb,inferred_from_genus,terrestrial,inferred_from_genus,NA,NA,NA,NA,herbaceous,NA,NA
Phebalium,Phebalium tuberculosum,erect shrub to 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium whitei,shrub to 1 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium woombye,shrub to 2 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium glandulosum subsp. glandulosum,NA,perennial,inferred_from_growth_form,NA,NA,shrub,inferred_from_species,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium,shrubs or small trees ± covered when young with a lepidote indumentum.,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrubs trees,NA,NA,NA,NA,NA,NA,woody,NA,NA
Phebalium,Phebalium appressum,rounded shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium bifidum,erect shrub to 1.5 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium brachycalyx,shrub circa 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium brevifolium,small shrub circa 0.7 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium bullatum,shrub to 2 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium canaliculatum,erect shrub to 1.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium clavatum,erect pyramidal shrub to 1.3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for the web
Phebalium,Phebalium daviesii,slender shrub;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium distans,small tree to 8 m high (s when young).,perennial,inferred_from_growth_form,NA,NA,tree,tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium drummondii,small shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium elegans,spreading shrub to 0.9 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium festivum,shrub circa 0.6 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium filifolium,rounded shrub to 1.3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium glandulosum,shrub to 2.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G.Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium laevigatum,erect slender shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium lepidotum,rounded shrub to 0.7 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium longifolium,shrub to 3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium lowanense,slender shrub to 0.8 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium megaphyllum,rounded shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited by web
Phebalium,Phebalium microphyllum,rounded shrub circa 0.5 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium nottii,shrub to 3 m high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium obcordatum,shrub to 1.3 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium obovatum,spreading shrub to 1 m high.,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
Phebalium,Phebalium squamulosum,shrub to 3 m high (to slender tree 7 m high).,perennial,inferred_from_growth_form,NA,NA,shrub tree,shrub tree,NA,NA,NA,NA,NA,NA,woody,NA,Author: Paul G. Wilson; Contributor: P.E. Bolton (June 2018) - edited for web
