PlantID,Order - APG,Family - APG,Family - BRI old,Family - BRI current,Genus - current,Genus - synonyms,Genus - synonyms,Genus - synonyms,Genus - synonyms,Species - current,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,Species- synonyms,current full name with authority,current full name without authority,Altitudinal_range_in_Aus_MIN(m),Altitudinal_range_in_Aus_Max(m),Latitudinal_limits_in_Aus_MIN,Latitudinal_limits_in_Aus_MAX,Longitudinal_limits_in_Aus_MIN,Longitudinal_limits_in_Aus_MAX,Endemicity_level,IUCN Conservation_status,EPBC Conservation_status,NCA Conservation_status,Growth Form,Growth Form,Growth Form,Raunkier_life_form,Raunkier_life_form,Raunkier_life_form,Height_max (m),Clonality,Clonality,Physical_defence,Photosynthetic pathway,Photosynthetic pathway,Photosynthetic pathway,Specific_leaf_area,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Leaf_type,MIN _#_of_leaflets_in_array,MAX_#_of_leaflets_in_array,MIN length Leaflet (mm),MAX length Leaflet (mm),MIN width Leaflet (mm),MAX width Leaflet (mm),Laminar Unit Area (mm2),Leaf_phenology,Leaf_longevity,Leaf_fracture_toughness,Wood_density,1_Nutrient_uptake_strategy,1_Dispersal_mode,2_Dispersal_mode,Fruit_type,Fruit_functional_type ,Fruit_accessories,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Width_fruit(mm),Min_length_seed (mm),Max_length_seed (mm),Min_breadth_seed (mm),Max_breadth_seed(mm),Min_width_seed (mm),Max_width_seed(mm),Seed_mass (g),Resprouting_capacity,Suckering_capacity,1_Pollination_syndrome,Nectar_volume,Nectar_concentration,Sex habit,Sex habit,Sex habit,Sex habit,Shade tolerance,References
1807,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,fimbristyloides     ,,,,,,Fimbristylis fimbristyloides (F.Muell.) Druce,Fimbristylis fimbristyloides,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1808,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,furva     ,,,,,,Fimbristylis furva R.Br.,Fimbristylis furva,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1809,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,insignis     ,,,,,,Fimbristylis insignis Thwaites,Fimbristylis insignis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1810,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,lanceolata     ,,,,,,Fimbristylis lanceolata C.B.Clarke,Fimbristylis lanceolata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1811,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,littoralis     ,,,,,,Fimbristylis littoralis Gaudich.,Fimbristylis littoralis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1812,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,macrantha     ,,,,,,Fimbristylis macrantha Boeck.,Fimbristylis macrantha,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1813,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,microcarya     ,,,,,,Fimbristylis microcarya F.Muell.,Fimbristylis microcarya,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1814,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,miliacea     ,,,,,,Fimbristylis miliacea (L.) Vahl,Fimbristylis miliacea,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1815,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,modesta     ,,,,,,Fimbristylis modesta S.T.Blake,Fimbristylis modesta,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1816,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,neilsonii     ,,,,,,Fimbristylis neilsonii F.Muell.,Fimbristylis neilsonii,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1817,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,nuda     ,,,,,,Fimbristylis nuda Boeck.,Fimbristylis nuda,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1818,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,nutans     ,,,,,,Fimbristylis nutans (Retz.) Vahl,Fimbristylis nutans,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1819,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,odontocarpa     ,,,,,,Fimbristylis odontocarpa S.T.Blake,Fimbristylis odontocarpa,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1820,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,oxystachya     ,,,,,,Fimbristylis oxystachya F.Muell.,Fimbristylis oxystachya,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1821,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,pauciflora     ,,,,,,Fimbristylis pauciflora R.Br.,Fimbristylis pauciflora,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1822,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,phaeoleuca     ,,,,,,Fimbristylis phaeoleuca S.T.Blake,Fimbristylis phaeoleuca,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1823,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,polytrichoides     ,,,,,,Fimbristylis polytrichoides (Retz.) R.Br.,Fimbristylis polytrichoides,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1824,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,pterygosperma     ,,,,,,Fimbristylis pterygosperma R.Br.,Fimbristylis pterygosperma,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1825,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,punctata     ,,,,,,Fimbristylis punctata R.Br.,Fimbristylis punctata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1826,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,rara     ,,,,,,Fimbristylis rara R.Br.,Fimbristylis rara,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1827,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,recta     ,,,,,,Fimbristylis recta F.M.Bailey,Fimbristylis recta,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1828,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,schoenoides     ,,,,,,Fimbristylis schoenoides (Retz.) Vahl,Fimbristylis schoenoides,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1829,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,schultzii     ,,,,,,Fimbristylis schultzii Boeck.,Fimbristylis schultzii,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1830,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,sericea     ,,,,,,Fimbristylis sericea R.Br.,Fimbristylis sericea,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1831,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,sieberiana     ,,,,,,Fimbristylis sieberiana Kunth,Fimbristylis sieberiana,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1832,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,signata     ,,,,,,Fimbristylis signata S.T.Blake,Fimbristylis signata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1833,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,simplex     ,,,,,,Fimbristylis simplex S.T.Blake,Fimbristylis simplex,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1834,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,sp. (Esmeralda Gorge S.T.Blake 19640) ,,,,,,Fimbristylis sp. (Esmeralda Gorge S.T.Blake 19640),Fimbristylis sp. (Esmeralda Gorge S.T.Blake 19640),,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1835,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,sp. (Iron Range H.Flecker NQNC8728) ,,,,,,Fimbristylis sp. (Iron Range H.Flecker NQNC8728),Fimbristylis sp. (Iron Range H.Flecker NQNC8728),,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1836,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,sp. (Laura N.Byrnes 3315)  ,,,,,,Fimbristylis sp. (Laura N.Byrnes 3315),Fimbristylis sp. (Laura N.Byrnes 3315),,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1837,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,sp. (Poison Creek S.T.Blake 8561) ,,,,,,Fimbristylis sp. (Poison Creek S.T.Blake 8561),Fimbristylis sp. (Poison Creek S.T.Blake 8561),,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1838,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,sphaerocephala     ,,,,,,Fimbristylis sphaerocephala Benth.,Fimbristylis sphaerocephala,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1839,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,squarrulosa     ,,,,,,Fimbristylis squarrulosa F.Muell.,Fimbristylis squarrulosa,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1840,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,subaristata     ,,,,,,Fimbristylis subaristata Benth.,Fimbristylis subaristata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1841,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,tetragona     ,,,,,,Fimbristylis tetragona R.Br.,Fimbristylis tetragona,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1842,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,tristachya     ,,,,,,Fimbristylis tristachya R.Br.,Fimbristylis tristachya,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1843,Poales,Cyperaceae,Cyperaceae,,Fimbristylis,,,,,velata     ,,,,,,Fimbristylis velata R.Br.,Fimbristylis velata,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1844,Poales,Cyperaceae,Cyperaceae,,Fuirena,,,,,     ,,,,,,Fuirena,Fuirena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Poales,Cyperaceae,Cyperaceae,,Fuirena,,,,,arenosa     ,,,,,,Fuirena arenosa R.Br.,Fuirena arenosa,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1846,Poales,Cyperaceae,Cyperaceae,,Fuirena,,,,,ciliaris     ,,,,,,Fuirena ciliaris (L.) Roxb.,Fuirena ciliaris,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1847,Poales,Cyperaceae,Cyperaceae,,Fuirena,,,,,incrassata     ,,,,,,Fuirena incrassata S.T.Blake,Fuirena incrassata,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1848,Poales,Cyperaceae,Cyperaceae,,Fuirena,,,,,nudiflora     ,,,,,,Fuirena nudiflora S.T.Blake,Fuirena nudiflora,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1849,Poales,Cyperaceae,Cyperaceae,,Fuirena,,,,,umbellata     ,,,,,,Fuirena umbellata Rottb.,Fuirena umbellata,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1850,Poales,Cyperaceae,Cyperaceae,,Gahnia,,,,,     ,,,,,,Gahnia,Gahnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Poales,Cyperaceae,Cyperaceae,,Gahnia,,,,,aspera     ,,,,,,Gahnia aspera (R.Br.) Spreng.,Gahnia aspera,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1852,Poales,Cyperaceae,Cyperaceae,,Gahnia,,,,,insignis     ,,,,,,Gahnia insignis S.T.Blake,Gahnia insignis,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1853,Poales,Cyperaceae,Cyperaceae,,Gahnia,,,,,sieberiana     ,,,,,,Gahnia sieberiana Kunth,Gahnia sieberiana,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1854,Poales,Cyperaceae,Cyperaceae,,Hypolytrum,,,,,compactum     ,,,,,,Hypolytrum compactum Nees & Meyen,Hypolytrum compactum,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,Bruhl 1995/
1855,Poales,Cyperaceae,Cyperaceae,,Hypolytrum,,,,,nemorum     ,,,,,,Hypolytrum nemorum (Vahl) Spreng.,Hypolytrum nemorum,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,Bruhl 1995/
1856,Poales,Cyperaceae,Cyperaceae,,Isolepis,,,,,     ,,,,,,Isolepis,Isolepis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Poales,Cyperaceae,Cyperaceae,,Isolepis,,,,,fluitans     ,,,,,,Isolepis fluitans (L.) R.Br.,Isolepis fluitans,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1858,Poales,Cyperaceae,Cyperaceae,,Isolepis,,,,,humillima     ,,,,,,Isolepis humillima (Benth.) K.L.Wilson,Isolepis humillima,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1859,Poales,Cyperaceae,Cyperaceae,,Isolepis,,,,,inundata     ,,,,,,Isolepis inundata R.Br.,Isolepis inundata,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1860,Poales,Cyperaceae,Cyperaceae,,Lepidosperma,,,,,     ,,,,,,Lepidosperma,Lepidosperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Poales,Cyperaceae,Cyperaceae,,Lepidosperma,,,,,laterale     ,,,,,,Lepidosperma laterale R.Br.,Lepidosperma laterale,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1862,Poales,Cyperaceae,Cyperaceae,,Lepidosperma,,,,,laterale var. laterale     ,,,,,,Lepidosperma laterale R.Br. var. laterale,Lepidosperma laterale var. laterale,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1863,Poales,Cyperaceae,Cyperaceae,,Lepidosperma,,,,,laterale var. angustum     ,,,,,,Lepidosperma laterale var. angustum Benth.,Lepidosperma laterale var. angustum,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1864,Poales,Cyperaceae,Cyperaceae,,Lepironia,,,,,articulata     ,,,,,,Lepironia articulata (Retz.) Domin,Lepironia articulata,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,Bruhl 1995/
1865,Poales,Cyperaceae,Cyperaceae,,Lipocarpha,,,,,chinensis     ,,,,,,Lipocarpha chinensis (Osborn) J.Kern,Lipocarpha chinensis,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1866,Poales,Cyperaceae,Cyperaceae,,Lipocarpha,,,,,microcephala     ,,,,,,Lipocarpha microcephala (R.Br.) Kunth,Lipocarpha microcephala,,,,,,,,,,,,,,,,,,,,,C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hermaphrodite,,,,,Bruhl 1995/
1867,Poales,Cyperaceae,Cyperaceae,,Mapania,,,,,macrocephala     ,,,,,,Mapania macrocephala (Gaudich.) K.Schum.,Mapania macrocephala,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,Bruhl 1995/
1868,Poales,Cyperaceae,Cyperaceae,,Paramapania,,,,,parvibractea     ,,,,,,Paramapania parvibractea (C.B.Clarke) Uittien,Paramapania parvibractea,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monoecious,,,,,Bruhl 1995/
1869,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,     ,,,,,,Rhynchospora,Rhynchospora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,affinis     ,,,,,,Rhynchospora affinis W.Fitzg.,Rhynchospora affinis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,brownii     ,,,,,,Rhynchospora brownii Roem. & Schult.,Rhynchospora brownii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,corymbosa     ,,,,,,Rhynchospora corymbosa (L.) Britton,Rhynchospora corymbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,exserta     ,,,,,,Rhynchospora exserta C.B.Clarke,Rhynchospora exserta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,gracillima     ,,,,,,Rhynchospora gracillima Thwaites,Rhynchospora gracillima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1875,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,heterochaeta     ,,,,,,Rhynchospora heterochaeta S.T.Blake,Rhynchospora heterochaeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,leae     ,,,,,,Rhynchospora leae C.B.Clarke,Rhynchospora leae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1877,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,longisetis     ,,,,,,Rhynchospora longisetis R.Br.,Rhynchospora longisetis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,pterochaeta     ,,,,,,Rhynchospora pterochaeta F.Muell.,Rhynchospora pterochaeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,rubra     ,,,,,,Rhynchospora rubra (Lour.) Makino,Rhynchospora rubra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,submarginata     ,,,,,,Rhynchospora submarginata Kuek.,Rhynchospora submarginata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Poales,Cyperaceae,Cyperaceae,,Rhynchospora,,,,,subtenuifolia     ,,,,,,Rhynchospora subtenuifolia Kuek.,Rhynchospora subtenuifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Poales,Cyperaceae,Cyperaceae,,Schoenoplectus,,,,,articulatus     ,,,,,,Schoenoplectus articulatus (L.) Palla,Schoenoplectus articulatus,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gynomonoecious,,,,,Bruhl 1995/
1883,Poales,Cyperaceae,Cyperaceae,,Schoenoplectus,,,,,dissachanthus     ,,,,,,Schoenoplectus dissachanthus (S.T.Blake) J.Raynal,Schoenoplectus dissachanthus,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gynomonoecious,,,,,Bruhl 1995/
1884,Poales,Cyperaceae,Cyperaceae,,Schoenoplectus,,,,,erectus     ,,,,,,Schoenoplectus erectus (Poir.) Palla ex J.Raynal,Schoenoplectus erectus,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gynomonoecious,,,,,Bruhl 1995/
1885,Poales,Cyperaceae,Cyperaceae,,Schoenoplectus,,,,,laevis     ,,,,,,Schoenoplectus laevis (S.T.Blake) J.Raynal,Schoenoplectus laevis,,,,,,,,,,,,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gynomonoecious,,,,,Bruhl 1995/
