taxon_name,trait_name,value_type,value,unit,observation_id,original_name,authors
Ptilotus chippendalei,leaf_length,maximum,90,mm,2338,Ptilotus chippendalei,"Citation: Benl, Mitt. Bot. M nchen 5:223, fig. p. 227 (1964)."
Ptilotus chippendalei,leaf_width,maximum,20,mm,2338,Ptilotus chippendalei,"Citation: Benl, Mitt. Bot. M nchen 5:223, fig. p. 227 (1964)."
Ptilotus decipiens,leaf_length,maximum,35,mm,2339,Ptilotus decipiens,"Citation: C. Gardner, Enum. Pl. Austral. Occ. 41 (1930)."
Ptilotus decipiens,leaf_width,maximum,15,mm,2339,Ptilotus decipiens,"Citation: C. Gardner, Enum. Pl. Austral. Occ. 41 (1930)."
Ptilotus erubescens,leaf_length,maximum,120,mm,2340,Ptilotus erubescens,"Citation: Schldl., Linnaea 20:575 (1847)."
Ptilotus erubescens,leaf_width,maximum,4,mm,2340,Ptilotus erubescens,"Citation: Schldl., Linnaea 20:575 (1847)."
Ptilotus erubescens,plant_height,maximum,0.4,m,2340,Ptilotus erubescens,"Citation: Schldl., Linnaea 20:575 (1847)."
Ptilotus exaltatus,leaf_length,maximum,200,mm,2341,Ptilotus exaltatus var. exaltatus,"Citation: Nees in Lehm., Pl. Preiss. 1:630 (1845)."
Ptilotus exaltatus,leaf_width,maximum,90,mm,2341,Ptilotus exaltatus var. exaltatus,"Citation: Nees in Lehm., Pl. Preiss. 1:630 (1845)."
Ptilotus exaltatus,plant_height,maximum,1.5,m,2341,Ptilotus exaltatus var. exaltatus,"Citation: Nees in Lehm., Pl. Preiss. 1:630 (1845)."
Ptilotus semilanatus,plant_height,maximum,0.5,m,2342,Ptilotus exaltatus var. semilanatus,NA
Ptilotus gaudichaudii,leaf_length,maximum,50,mm,2343,Ptilotus gaudichaudii var. gaudichaudii,"Citation:  J. Black, Trans. R. Soc. S. Aust. 69:309 (1945)."
Ptilotus gaudichaudii,leaf_width,maximum,8,mm,2343,Ptilotus gaudichaudii var. gaudichaudii,"Citation:  J. Black, Trans. R. Soc. S. Aust. 69:309 (1945)."
Ptilotus modestus,leaf_length,maximum,20,mm,2344,Ptilotus gaudichaudii var. parviflorus,NA
Ptilotus modestus,leaf_width,maximum,3,mm,2344,Ptilotus gaudichaudii var. parviflorus,NA
Ptilotus helipteroides,leaf_length,maximum,65,mm,2345,Ptilotus helipteroides var. helipteroides,"Citation: F. Muell., Fragm. Phyt.Aust. 6:231 (1868)."
Ptilotus helipteroides,leaf_width,maximum,7,mm,2345,Ptilotus helipteroides var. helipteroides,"Citation: F. Muell., Fragm. Phyt.Aust. 6:231 (1868)."
Ptilotus helipteroides,plant_height,maximum,0.6,m,2345,Ptilotus helipteroides var. helipteroides,"Citation: F. Muell., Fragm. Phyt.Aust. 6:231 (1868)."
Ptilotus pseudohelipteroides,leaf_length,maximum,30,mm,2346,Ptilotus helipteroides var. minor,NA
Ptilotus pseudohelipteroides,leaf_width,maximum,5,mm,2346,Ptilotus helipteroides var. minor,NA
Ptilotus incanus,leaf_length,minimum,10,mm,2347,Ptilotus incanus var. incanus,"Citation: Poiret, Encycl. Suppl. 4:620 (1816)."
Ptilotus incanus,leaf_width,minimum,5,mm,2347,Ptilotus incanus var. incanus,"Citation: Poiret, Encycl. Suppl. 4:620 (1816)."
Ptilotus incanus,plant_height,maximum,0.6 0.4,m,2347,Ptilotus incanus var. incanus,"Citation: Poiret, Encycl. Suppl. 4:620 (1816)."
Ptilotus latifolius,leaf_length,maximum,80,mm,2349,Ptilotus latifolius,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 88 (1849) var. latifolius. Common_name: Tangled mulla mulla, white fox tail."
Ptilotus latifolius,leaf_width,maximum,25,mm,2349,Ptilotus latifolius,"Citation: R. Br. in Sturt, Exped. Centr. Aust., Bot. App. 88 (1849) var. latifolius. Common_name: Tangled mulla mulla, white fox tail."
Ptilotus macrocephalus,leaf_length,maximum,160,mm,2350,Ptilotus macrocephalus,"Citation: Poiret, Encycl. Suppl. 4:620 (1816)."
Ptilotus macrocephalus,leaf_width,maximum,15,mm,2350,Ptilotus macrocephalus,"Citation: Poiret, Encycl. Suppl. 4:620 (1816)."
Ptilotus macrocephalus,plant_height,maximum,1.3,m,2350,Ptilotus macrocephalus,"Citation: Poiret, Encycl. Suppl. 4:620 (1816)."
Ptilotus murrayi,leaf_length,minimum,10 10,mm,2351,Ptilotus murrayi,"Citation: F. Muell., Fragm. Phyt. Aust. 3:145 (1863)."
Ptilotus obovatus,leaf_width,maximum,20,mm,2353,Ptilotus obovatus,"Citation: F. Muell., Fragm. Phyt. Aust. 6:228 (1868)."
Ptilotus obovatus,plant_height,maximum,1.2,m,2353,Ptilotus obovatus,"Citation: F. Muell., Fragm. Phyt. Aust. 6:228 (1868)."
Ptilotus polystachyus,leaf_length,maximum,210,mm,2355,Ptilotus polystachyus,"Citation: F. Muell., Fragm. Phyt. Aust. 6:230 (1868), emend. Benl, Mitt. Bot. M nchen 3:517 (1960) var. polystachyus."
Ptilotus polystachyus,leaf_width,maximum,36,mm,2355,Ptilotus polystachyus,"Citation: F. Muell., Fragm. Phyt. Aust. 6:230 (1868), emend. Benl, Mitt. Bot. M nchen 3:517 (1960) var. polystachyus."
Ptilotus schwartzii,plant_height,maximum,1,m,2356,Ptilotus schwartzii,"Citation: F. Muell. ex Tate, Trans. R. Soc. S. Aust. 12:82 (1889) var. schwartzii forma schwartzii."
Ptilotus seminudus,leaf_width,maximum,30,mm,2357,Ptilotus seminudus,"Citation: J. Black, Fl.S. Aust 328, fig. 462 (1948)."
Ptilotus spathulatus,leaf_length,maximum,100,mm,2358,Ptilotus spathulatus,"Citation: Poiret, Encycl. Suppl. 4:620 (1816)."
Pultenaea involucrata,plant_height,maximum,1,m,2368,Pultenaea involucrata,"Citation: Benth., Fl. Aust. 2:138 (1864)."
Pultenaea largiflorens,leaf_length,minimum,4,mm,2369,Pultenaea largiflorens,"Citation: F. Muell. ex Benth., Fl. Aust. 2:134 (1864)."
Pultenaea largiflorens,leaf_length,maximum,10,mm,2369,Pultenaea largiflorens,"Citation: F. Muell. ex Benth., Fl. Aust. 2:134 (1864)."
Pultenaea largiflorens,leaf_width,minimum,1.6,mm,2369,Pultenaea largiflorens,"Citation: F. Muell. ex Benth., Fl. Aust. 2:134 (1864)."
Pultenaea largiflorens,leaf_width,maximum,4,mm,2369,Pultenaea largiflorens,"Citation: F. Muell. ex Benth., Fl. Aust. 2:134 (1864)."
Pultenaea prostrata,leaf_length,minimum,2,mm,2372,Pultenaea prostrata,"Citation: Benth. ex Hook. f., Fl. Tasm. 1:89 (1856)."
Pultenaea trichophylla,leaf_length,minimum,8,mm,2380,Pultenaea trichophylla,"Citation: H.B. Williamson ex J. Black, Fl. S. Aust. 301 (1924)."
Pultenaea trichophylla,leaf_length,maximum,10,mm,2380,Pultenaea trichophylla,"Citation: H.B. Williamson ex J. Black, Fl. S. Aust. 301 (1924)."
Pultenaea trichophylla,leaf_width,minimum,1,mm,2380,Pultenaea trichophylla,"Citation: H.B. Williamson ex J. Black, Fl. S. Aust. 301 (1924)."
Pultenaea trichophylla,leaf_width,maximum,1.5,mm,2380,Pultenaea trichophylla,"Citation: H.B. Williamson ex J. Black, Fl. S. Aust. 301 (1924)."
Pultenaea trinervis,leaf_length,minimum,8,mm,2382,Pultenaea trinervis,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:370 (1923)."
Pultenaea trinervis,leaf_length,maximum,12,mm,2382,Pultenaea trinervis,"Citation: J. Black, Trans. R. Soc. S. Aust. 47:370 (1923)."
Retama raetam,plant_height,maximum,3,m,2408,Retama raetam,"Citation: Webb in Webb & Berth., Phyt. Canar. 2:56 (1842)."
Rhamnus alaternus,leaf_length,minimum,20,mm,2418,Rhamnus alaternus,"Citation: L., Sp. Pl. 193 (1753)."
Rhamnus alaternus,leaf_length,maximum,75,mm,2418,Rhamnus alaternus,"Citation: L., Sp. Pl. 193 (1753)."
Rhamnus alaternus,leaf_width,minimum,5,mm,2418,Rhamnus alaternus,"Citation: L., Sp. Pl. 193 (1753)."
Rhamnus alaternus,leaf_width,maximum,40,mm,2418,Rhamnus alaternus,"Citation: L., Sp. Pl. 193 (1753)."
Melinis repens,plant_height,maximum,1.5,m,2420,Rhynchelytrum repens,NA
Ricinus communis,leaf_length,maximum,600,mm,2422,Ricinus communis,"Citation: L., Sp. Pl. 1007 (1753)."
Rosmarinus officinalis,leaf_length,minimum,15,mm,2430,Rosmarinus officinalis,"Citation: L., Sp. Pl. 23 (1/33)."
Rosmarinus officinalis,leaf_length,maximum,35,mm,2430,Rosmarinus officinalis,"Citation: L., Sp. Pl. 23 (1/33)."
Rosmarinus officinalis,leaf_width,minimum,2,mm,2430,Rosmarinus officinalis,"Citation: L., Sp. Pl. 23 (1/33)."
Rosmarinus officinalis,leaf_width,maximum,3,mm,2430,Rosmarinus officinalis,"Citation: L., Sp. Pl. 23 (1/33)."
Rosmarinus officinalis,plant_height,maximum,1,m,2430,Rosmarinus officinalis,"Citation: L., Sp. Pl. 23 (1/33)."
Rostellularia adscendens var. clementii,leaf_length,minimum,10,mm,2431,Rostellularia adscendens var. clementii,NA
Rostellularia adscendens var. clementii,leaf_length,maximum,45,mm,2431,Rostellularia adscendens var. clementii,NA
Rostellularia adscendens var. clementii,leaf_width,minimum,4,mm,2431,Rostellularia adscendens var. clementii,NA
Rostellularia adscendens var. clementii,leaf_width,maximum,10,mm,2431,Rostellularia adscendens var. clementii,NA
Rostellularia adscendens var. clementii,plant_height,maximum,0.4,m,2431,Rostellularia adscendens var. clementii,NA
Androcalva loxophylla,plant_height,maximum,0.5,m,2433,Rulingia loxophylla,NA
Rumex acetosella,leaf_length,minimum,20,mm,2435,Rumex acetosella,"Citation: L., Sp. Pl. 338 (1753)."
Rumex acetosella,leaf_length,maximum,100,mm,2435,Rumex acetosella,"Citation: L., Sp. Pl. 338 (1753)."
Rumex acetosella,leaf_width,minimum,10,mm,2435,Rumex acetosella,"Citation: L., Sp. Pl. 338 (1753)."
Rumex acetosella,leaf_width,maximum,35,mm,2435,Rumex acetosella,"Citation: L., Sp. Pl. 338 (1753)."
Rumex bidens,plant_height,maximum,0.75,m,2437,Rumex bidens,"Citation: R. Br., Prod. Fl. Nov. Holl. 421 (1810)."
Ruppia megacarpa,leaf_length,minimum,50,mm,2440,Ruppia megacarpa,Author: H.B.S. Womersley
Ruppia megacarpa,leaf_length,maximum,250,mm,2440,Ruppia megacarpa,Author: H.B.S. Womersley
Ruppia megacarpa,leaf_width,minimum,0.4,mm,2440,Ruppia megacarpa,Author: H.B.S. Womersley
Ruppia megacarpa,leaf_width,maximum,1,mm,2440,Ruppia megacarpa,Author: H.B.S. Womersley
Ruppia tuberosa,leaf_length,maximum,100,mm,2442,Ruppia tuberosa,Author: H.B.S. Womersley
Ruppia tuberosa,leaf_width,maximum,0.5,mm,2442,Ruppia tuberosa,Author: H.B.S. Womersley
Rutidosis helichrysoides,plant_height,maximum,0.5,m,2444,Rutidosis helichrysoides,"Citation: DC., Prod. 6:159 (1838)."
Salpichroa origanifolia,leaf_length,maximum,15,mm,2450,Salpichroa origanifolia,"Citation: Baillon, Hist. Pl. 9:288 (1888)."
Salpichroa origanifolia,leaf_width,maximum,10,mm,2450,Salpichroa origanifolia,"Citation: Baillon, Hist. Pl. 9:288 (1888)."
Salvia reflexa,leaf_length,minimum,15,mm,2454,Salvia reflexa,"Citation: Hornem., Enum. Pl. Hort. Hafn. 34 (1807)."
Salvia reflexa,leaf_length,maximum,50,mm,2454,Salvia reflexa,"Citation: Hornem., Enum. Pl. Hort. Hafn. 34 (1807)."
Salvia reflexa,leaf_width,minimum,4,mm,2454,Salvia reflexa,"Citation: Hornem., Enum. Pl. Hort. Hafn. 34 (1807)."
Salvia reflexa,leaf_width,maximum,12,mm,2454,Salvia reflexa,"Citation: Hornem., Enum. Pl. Hort. Hafn. 34 (1807)."
Salvia verbenaca,leaf_length,minimum,30,mm,2455,Salvia verbenaca,"Citation: L., Sp. Pl. 25 (1753)."
Salvia verbenaca,leaf_length,maximum,100,mm,2455,Salvia verbenaca,"Citation: L., Sp. Pl. 25 (1753)."
Salvia verbenaca,leaf_width,minimum,15,mm,2455,Salvia verbenaca,"Citation: L., Sp. Pl. 25 (1753)."
Salvia verbenaca,leaf_width,maximum,60,mm,2455,Salvia verbenaca,"Citation: L., Sp. Pl. 25 (1753)."
Salvia verbenaca,plant_height,maximum,0.7,m,2455,Salvia verbenaca,"Citation: L., Sp. Pl. 25 (1753)."
Sambucus gaudichaudiana,leaf_length,minimum,50,mm,2456,Sambucus gaudichaudiana,"Citation: DC., Prod. 4:322 (1830)."
Sambucus gaudichaudiana,leaf_length,maximum,90,mm,2456,Sambucus gaudichaudiana,"Citation: DC., Prod. 4:322 (1830)."
Sambucus gaudichaudiana,leaf_width,minimum,15,mm,2456,Sambucus gaudichaudiana,"Citation: DC., Prod. 4:322 (1830)."
Sambucus gaudichaudiana,leaf_width,maximum,25,mm,2456,Sambucus gaudichaudiana,"Citation: DC., Prod. 4:322 (1830)."
Santalum acuminatum,leaf_length,minimum,50,mm,2461,Santalum acuminatum,"Citation: A. DC., Prod. 14, 2:684 (1857)."
Santalum acuminatum,leaf_length,maximum,190,mm,2461,Santalum acuminatum,"Citation: A. DC., Prod. 14, 2:684 (1857)."
Santalum acuminatum,leaf_width,minimum,3,mm,2461,Santalum acuminatum,"Citation: A. DC., Prod. 14, 2:684 (1857)."
Santalum acuminatum,leaf_width,maximum,15,mm,2461,Santalum acuminatum,"Citation: A. DC., Prod. 14, 2:684 (1857)."
Santalum lanceolatum,leaf_length,minimum,30,mm,2462,Santalum lanceolatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 356 (1810)."
Santalum lanceolatum,leaf_length,maximum,80,mm,2462,Santalum lanceolatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 356 (1810)."
Santalum lanceolatum,leaf_width,minimum,5,mm,2462,Santalum lanceolatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 356 (1810)."
Santalum lanceolatum,leaf_width,maximum,25,mm,2462,Santalum lanceolatum,"Citation: R. Br., Prod. Fl. Nov. Holl. 356 (1810)."
Santalum murrayanum,leaf_length,minimum,15,mm,2463,Santalum murrayanum,"Citation: C. Gardner, Bull. For. Dept W. Aust. 44:9 (1929)."
Santalum murrayanum,leaf_length,maximum,50,mm,2463,Santalum murrayanum,"Citation: C. Gardner, Bull. For. Dept W. Aust. 44:9 (1929)."
Santalum murrayanum,leaf_width,minimum,2,mm,2463,Santalum murrayanum,"Citation: C. Gardner, Bull. For. Dept W. Aust. 44:9 (1929)."
Santalum murrayanum,leaf_width,maximum,4,mm,2463,Santalum murrayanum,"Citation: C. Gardner, Bull. For. Dept W. Aust. 44:9 (1929)."
Santalum spicatum,leaf_length,minimum,20,mm,2464,Santalum spicatum,"Citation: A. DC., Prod. 14:685 (1857)."
Santalum spicatum,leaf_length,maximum,70,mm,2464,Santalum spicatum,"Citation: A. DC., Prod. 14:685 (1857)."
Santalum spicatum,leaf_width,minimum,5,mm,2464,Santalum spicatum,"Citation: A. DC., Prod. 14:685 (1857)."
Santalum spicatum,leaf_width,maximum,25,mm,2464,Santalum spicatum,"Citation: A. DC., Prod. 14:685 (1857)."
Salicornia quinqueflora,plant_height,maximum,0.5,m,2466,Sarcocornia quinqueflora,NA
Sarcozona praecox,plant_height,maximum,0.2,m,2468,Sarcozona praecox,"Citation: S.T. Blake in H. Eichler, Suppl. 134 (1965)."
Sauropus rigens,leaf_length,minimum,1,mm,2470,Sauropus rigens,"Citation: Airy Shaw, Kew Bull. 35:683 (1980)."
Sauropus rigens,leaf_length,maximum,3,mm,2470,Sauropus rigens,"Citation: Airy Shaw, Kew Bull. 35:683 (1980)."
Sauropus rigens,leaf_width,minimum,2,mm,2470,Sauropus rigens,"Citation: Airy Shaw, Kew Bull. 35:683 (1980)."
Sauropus rigens,leaf_width,maximum,3,mm,2470,Sauropus rigens,"Citation: Airy Shaw, Kew Bull. 35:683 (1980)."
Sixalix atropurpurea,leaf_length,minimum,30,mm,2472,Scabiosa atropurpurea,NA
Sixalix atropurpurea,leaf_length,maximum,150,mm,2472,Scabiosa atropurpurea,NA
Sixalix atropurpurea,leaf_width,minimum,4,mm,2472,Scabiosa atropurpurea,NA
Sixalix atropurpurea,leaf_width,maximum,50,mm,2472,Scabiosa atropurpurea,NA
Schoenoplectus subulatus,leaf_length,minimum,50,mm,2496,Schoenoplectus litoralis,NA
Schoenoplectus subulatus,leaf_length,maximum,100,mm,2496,Schoenoplectus litoralis,NA
Schoenoplectus subulatus,plant_height,maximum,1.5,m,2496,Schoenoplectus litoralis,NA
Schoenoplectus pungens,plant_height,maximum,0.6,m,2497,Schoenoplectus pungens,"Citation:  Palla, Bot. Jb. 10:299 (1889)."
Schoenoplectus tabernaemontani,plant_height,maximum,2,m,2498,Schoenoplectus validus,NA
Schoenus laevigatus,plant_height,maximum,0.6,m,2500,Schoenus brachyphyllus,NA
Schoenus breviculmis,leaf_length,maximum,50,mm,2501,Schoenus breviculmis,"Citation: Benth., Fl. Aust. 7:364 (1878)."
Schoenus breviculmis,plant_height,maximum,0.05,m,2501,Schoenus breviculmis,"Citation: Benth., Fl. Aust. 7:364 (1878)."
Schoenus carsei,plant_height,maximum,0.75,m,2502,Schoenus carsei,NA
Schoenus discifer,plant_height,maximum,0.01,m,2504,Schoenus discifer,"Citation: Tate, Trans. R. Soc. S. Aust. 12:131 (1889)."
Schoenus lepidosperma,plant_height,maximum,0.2,m,2513,Schoenus tenuissimus,NA
Sclerolaena intricata,leaf_length,minimum,10,mm,2543,Sclerolaena intricata,"Citation: A.J. Scott, Reprium nov. Spec. Regni veg. 89:113 (1978)."
Scutellaria humilis,leaf_length,minimum,5,mm,2565,Scutellaria humilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 507 (1810)."
Scutellaria humilis,leaf_length,maximum,20,mm,2565,Scutellaria humilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 507 (1810)."
Scutellaria humilis,leaf_width,minimum,4,mm,2565,Scutellaria humilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 507 (1810)."
Scutellaria humilis,leaf_width,maximum,18,mm,2565,Scutellaria humilis,"Citation: R. Br., Prod. Fl. Nov. Holl. 507 (1810)."
Sebaea ovata,plant_height,maximum,0.2,m,2569,Sebaea ovata,"Citation: R. Br., Prod. Fl. Nov. Holl. 452 (1810)."
Senecio angulatus,leaf_length,minimum,35,mm,2576,Senecio angulatus,"Citation: L.f., Suppl. 369 (1782)."
Senecio angulatus,leaf_length,maximum,50,mm,2576,Senecio angulatus,"Citation: L.f., Suppl. 369 (1782)."
Senecio angulatus,leaf_width,minimum,15,mm,2576,Senecio angulatus,"Citation: L.f., Suppl. 369 (1782)."
Senecio angulatus,leaf_width,maximum,35,mm,2576,Senecio angulatus,"Citation: L.f., Suppl. 369 (1782)."
Senecio behrianus,leaf_length,minimum,20,mm,2577,Senecio behrianus,"Citation: Sonder & F. Muell. ex Sonder, Linnaea 25:527 (1853)."
Senecio behrianus,leaf_length,maximum,30,mm,2577,Senecio behrianus,"Citation: Sonder & F. Muell. ex Sonder, Linnaea 25:527 (1853)."
Senecio behrianus,leaf_width,minimum,1,mm,2577,Senecio behrianus,"Citation: Sonder & F. Muell. ex Sonder, Linnaea 25:527 (1853)."
Senecio behrianus,leaf_width,maximum,2,mm,2577,Senecio behrianus,"Citation: Sonder & F. Muell. ex Sonder, Linnaea 25:527 (1853)."
Senecio behrianus,plant_height,maximum,0.3,m,2577,Senecio behrianus,"Citation: Sonder & F. Muell. ex Sonder, Linnaea 25:527 (1853)."
Senecio biserratus,leaf_length,minimum,60,mm,2578,Senecio biserratus,"Citation: Belcher, Ann. Miss. Bot. Gard. 43:43 (1956)."
Senecio biserratus,leaf_length,maximum,140,mm,2578,Senecio biserratus,"Citation: Belcher, Ann. Miss. Bot. Gard. 43:43 (1956)."
Senecio biserratus,leaf_width,minimum,25,mm,2578,Senecio biserratus,"Citation: Belcher, Ann. Miss. Bot. Gard. 43:43 (1956)."
Senecio biserratus,leaf_width,maximum,50,mm,2578,Senecio biserratus,"Citation: Belcher, Ann. Miss. Bot. Gard. 43:43 (1956)."
Senecio cunninghamii,leaf_length,minimum,30,mm,2579,Senecio cunninghamii,"Citation: DC., Prod. 6:371 (1838)."
Senecio cunninghamii,leaf_length,maximum,150,mm,2579,Senecio cunninghamii,"Citation: DC., Prod. 6:371 (1838)."
Senecio cunninghamii,leaf_width,minimum,3,mm,2579,Senecio cunninghamii,"Citation: DC., Prod. 6:371 (1838)."
Senecio cunninghamii,leaf_width,maximum,20,mm,2579,Senecio cunninghamii,"Citation: DC., Prod. 6:371 (1838)."
Senecio glossanthus,leaf_length,minimum,8,mm,2583,Senecio glossanthus,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:80 (1956)."
Senecio glossanthus,leaf_length,maximum,25,mm,2583,Senecio glossanthus,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:80 (1956)."
Senecio glossanthus,leaf_width,minimum,3,mm,2583,Senecio glossanthus,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:80 (1956)."
Senecio glossanthus,leaf_width,maximum,10,mm,2583,Senecio glossanthus,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:80 (1956)."
Senecio glossanthus,plant_height,maximum,0.4,m,2583,Senecio glossanthus,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:80 (1956)."
Senecio gregorii,leaf_length,minimum,30,mm,2584,Senecio gregorii,"Citation: F. Muell., Enum. Greg. Pl. 8 (1859)."
Senecio gregorii,leaf_length,maximum,90,mm,2584,Senecio gregorii,"Citation: F. Muell., Enum. Greg. Pl. 8 (1859)."
Senecio gregorii,leaf_width,minimum,2,mm,2584,Senecio gregorii,"Citation: F. Muell., Enum. Greg. Pl. 8 (1859)."
Senecio gregorii,leaf_width,maximum,5,mm,2584,Senecio gregorii,"Citation: F. Muell., Enum. Greg. Pl. 8 (1859)."
Senecio hispidulus,leaf_length,minimum,30,mm,2585,Senecio hispidulus,"Citation: A. Rich., Voy. l'Astrolabe 2: t. 34 (1833)."
Senecio hispidulus,leaf_length,maximum,60,mm,2585,Senecio hispidulus,"Citation: A. Rich., Voy. l'Astrolabe 2: t. 34 (1833)."
Senecio hispidulus,leaf_width,minimum,5,mm,2585,Senecio hispidulus,"Citation: A. Rich., Voy. l'Astrolabe 2: t. 34 (1833)."
Senecio hispidulus,leaf_width,maximum,20,mm,2585,Senecio hispidulus,"Citation: A. Rich., Voy. l'Astrolabe 2: t. 34 (1833)."
Senecio hypoleucus,leaf_length,minimum,60,mm,2586,Senecio hypoleucus,"Citation: F. Muell. ex Benth., Fl. Aust. 3:672 (1867)."
Senecio hypoleucus,leaf_length,maximum,150,mm,2586,Senecio hypoleucus,"Citation: F. Muell. ex Benth., Fl. Aust. 3:672 (1867)."
Senecio hypoleucus,leaf_width,minimum,15,mm,2586,Senecio hypoleucus,"Citation: F. Muell. ex Benth., Fl. Aust. 3:672 (1867)."
Senecio hypoleucus,leaf_width,maximum,40,mm,2586,Senecio hypoleucus,"Citation: F. Muell. ex Benth., Fl. Aust. 3:672 (1867)."
Senecio laceratus,leaf_length,maximum,80,mm,2588,Senecio laceratus,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:51 (1956)."
Senecio laceratus,leaf_width,maximum,35,mm,2588,Senecio laceratus,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:51 (1956)."
Senecio magnificus,leaf_length,minimum,50,mm,2591,Senecio magnificus,"Citation: F. Muell., Linnaea 25:418 (1853)."
Senecio magnificus,leaf_length,maximum,90,mm,2591,Senecio magnificus,"Citation: F. Muell., Linnaea 25:418 (1853)."
Senecio magnificus,leaf_width,minimum,15,mm,2591,Senecio magnificus,"Citation: F. Muell., Linnaea 25:418 (1853)."
Senecio magnificus,leaf_width,maximum,25,mm,2591,Senecio magnificus,"Citation: F. Muell., Linnaea 25:418 (1853)."
Senecio megaglossus,leaf_length,minimum,40,mm,2592,Senecio megaglossus,"Citation: F. Muell., Linnaea 25:419 (1853)."
Senecio megaglossus,leaf_length,maximum,70,mm,2592,Senecio megaglossus,"Citation: F. Muell., Linnaea 25:419 (1853)."
Senecio megaglossus,leaf_width,minimum,15,mm,2592,Senecio megaglossus,"Citation: F. Muell., Linnaea 25:419 (1853)."
Senecio megaglossus,leaf_width,maximum,25,mm,2592,Senecio megaglossus,"Citation: F. Muell., Linnaea 25:419 (1853)."
Delairea odorata,leaf_length,minimum,40,mm,2593,Senecio mikanioides,NA
Delairea odorata,leaf_length,maximum,80,mm,2593,Senecio mikanioides,NA
Senecio odoratus,leaf_length,minimum,50 50 30,mm,2595,Senecio odoratus,"Citation: Hornem., Hort. Hafn. 2:809 ( 1815)."
Senecio odoratus,leaf_length,maximum,140 140 90,mm,2595,Senecio odoratus,"Citation: Hornem., Hort. Hafn. 2:809 ( 1815)."
Senecio odoratus,leaf_width,minimum,5 5 20,mm,2595,Senecio odoratus,"Citation: Hornem., Hort. Hafn. 2:809 ( 1815)."
Senecio odoratus,leaf_width,maximum,55 14 55,mm,2595,Senecio odoratus,"Citation: Hornem., Hort. Hafn. 2:809 ( 1815)."
Senecio pterophorus,leaf_length,minimum,50,mm,2599,Senecio pterophorus,"Citation: DC., Prod. 6:389 (1838)."
Senecio pterophorus,leaf_length,maximum,80,mm,2599,Senecio pterophorus,"Citation: DC., Prod. 6:389 (1838)."
Senecio pterophorus,leaf_width,minimum,7,mm,2599,Senecio pterophorus,"Citation: DC., Prod. 6:389 (1838)."
Senecio pterophorus,leaf_width,maximum,15,mm,2599,Senecio pterophorus,"Citation: DC., Prod. 6:389 (1838)."
Senecio quadridentatus,leaf_length,minimum,50,mm,2600,Senecio quadridentatus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:48, t. 194 (1806)."
Senecio quadridentatus,leaf_length,maximum,100,mm,2600,Senecio quadridentatus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:48, t. 194 (1806)."
Senecio quadridentatus,leaf_width,minimum,4,mm,2600,Senecio quadridentatus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:48, t. 194 (1806)."
Senecio quadridentatus,leaf_width,maximum,15,mm,2600,Senecio quadridentatus,"Citation: Labill., Nov. Holl. Pl. Sp. 2:48, t. 194 (1806)."
Senecio squarrosus,leaf_length,minimum,60,mm,2602,Senecio squarrosus,"Citation: A. Rich., Voy. l~strolabe 2:107, t. 35 (1833)."
Senecio squarrosus,leaf_length,maximum,100,mm,2602,Senecio squarrosus,"Citation: A. Rich., Voy. l~strolabe 2:107, t. 35 (1833)."
Senecio squarrosus,leaf_width,minimum,6,mm,2602,Senecio squarrosus,"Citation: A. Rich., Voy. l~strolabe 2:107, t. 35 (1833)."
Senecio squarrosus,leaf_width,maximum,12,mm,2602,Senecio squarrosus,"Citation: A. Rich., Voy. l~strolabe 2:107, t. 35 (1833)."
Senecio tenuiflorus,leaf_length,minimum,40,mm,2603,Senecio tenuiflorus,"Citation: Sieber ex Schultz-Bip., Flora 28:498 (1845)."
Senecio tenuiflorus,leaf_length,maximum,100,mm,2603,Senecio tenuiflorus,"Citation: Sieber ex Schultz-Bip., Flora 28:498 (1845)."
Senecio tenuiflorus,leaf_width,minimum,10,mm,2603,Senecio tenuiflorus,"Citation: Sieber ex Schultz-Bip., Flora 28:498 (1845)."
Senecio tenuiflorus,leaf_width,maximum,25,mm,2603,Senecio tenuiflorus,"Citation: Sieber ex Schultz-Bip., Flora 28:498 (1845)."
Senecio vulgaris,leaf_length,minimum,40,mm,2604,Senecio vulgaris,"Citation: L., Sp. Pl. 2:867 (1753)."
