Family,taxa,presowtreat,germmedium,germcond,germnotes,refdesc,germination_percent,seeds_sown,germination_treatment
POACEAE,Poa billardierei,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",60,20,NA
POACEAE,Poa billardierei,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",65,20,NA
POACEAE,Poa clelandii,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure partly removed),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Poa clelandii,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 70 days,NA,"RBG Kew, Wakehurst Place.",55,20,scarify_fruit
POACEAE,Poa clelandii,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure partly removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_fruit
POACEAE,Poa clelandii,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 77 days,NA,"RBG Kew, Wakehurst Place.",75,20,scarify_fruit
POACEAE,Poa clelandii,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure partly removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_fruit
POACEAE,Poa clelandii,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure partly removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,20,scarify_fruit
POACEAE,Poa drummondiana,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 105 days,NA,"RBG Kew, Wakehurst Place.",60,15,NA
POACEAE,Poa halmaturina,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",55,20,NA
POACEAE,Poa halmaturina,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",70,20,NA
POACEAE,Poa halmaturina,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
POACEAE,Poa halmaturina,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
POACEAE,Poa halmaturina,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 56 days,NA,"RBG Kew, Wakehurst Place.",94,16,NA
POACEAE,Poa helmsii,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,NA,"RBG Kew, Wakehurst Place.",100,11,NA
POACEAE,Poa helmsii,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",100,14,NA
POACEAE,Poa hiemata,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. surgical (seed coat partially removed. seed coat chipped over embryo),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",50,20,scarify_fruit scarify_nick_seed_coat
POACEAE,Poa hiemata,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",75,20,NA
POACEAE,Poa hiemata,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
POACEAE,Poa meionectes,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
POACEAE,Poa meionectes,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",85,20,NA
POACEAE,Poa meionectes,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 21 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
POACEAE,Poa poiformis var. poiformis,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",100,11,NA
POACEAE,Poa poiformis var. poiformis,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,14,NA
POACEAE,Poa poiformis var. poiformis,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",93,15,NA
POACEAE,Poa rodwayi,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",69,16,NA
POACEAE,Pogonatherum crinitum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,NA,"RBG Kew, Wakehurst Place.",67,24,NA
POACEAE,Pogonatherum crinitum,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 70 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
POACEAE,Polypogon tenellus,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 70 days,NA,"RBG Kew, Wakehurst Place.",100,18,NA
POACEAE,Polypogon tenellus,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,NA,"RBG Kew, Wakehurst Place.",73,15,NA
POACEAE,Polypogon tenellus,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,NA,"RBG Kew, Wakehurst Place.",76,17,NA
POACEAE,Pseudopogonatherum contortum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,13,NA
POACEAE,Pseudopogonatherum contortum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,18,NA
POACEAE,Pseudopogonatherum contortum,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
POACEAE,Puccinellia perlaxa,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",73,15,scarify_fruit
POACEAE,Puccinellia perlaxa,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",84,19,scarify_fruit
POACEAE,Puccinellia perlaxa,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",89,18,scarify_fruit
POACEAE,Puccinellia stricta,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",50,20,scarify_fruit
POACEAE,Puccinellia stricta,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 10°C; 42 days,NA,"RBG Kew, Wakehurst Place.",75,20,scarify_fruit
POACEAE,Puccinellia stricta,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_fruit
POACEAE,Puccinellia stricta,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 42 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_fruit
POACEAE,Rottboellia cochinchinensis,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 84 days,NA,"RBG Kew, Wakehurst Place.",55,20,scarify_fruit
POACEAE,Rottboellia cochinchinensis,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_fruit
POACEAE,Rottboellia cochinchinensis,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_fruit
POACEAE,Rottboellia cochinchinensis,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 140 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_fruit
POACEAE,Rytidosperma auriculatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",90,60,NA
POACEAE,Rytidosperma auriculatum,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed with scalpel. de-husked),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,NA,"RBG Kew, Wakehurst Place.",99,77,scarify_fruit
POACEAE,Rytidosperma caespitosum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20/10°C (Therm 8/16); 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Rytidosperma caespitosum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Rytidosperma caespitosum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
POACEAE,Rytidosperma caespitosum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma caespitosum,NA,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma carphoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,10,NA
POACEAE,Rytidosperma carphoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,15,NA
POACEAE,Rytidosperma carphoides,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",91,11,NA
POACEAE,Rytidosperma duttonianum,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Rytidosperma duttonianum,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Rytidosperma duttonianum,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Rytidosperma fulvum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,14,NA
POACEAE,Rytidosperma fulvum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,15,NA
POACEAE,Rytidosperma fulvum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",94,16,NA
POACEAE,Rytidosperma indutum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Rytidosperma indutum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20/10°C (Therm 8/16); 21 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Rytidosperma indutum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Rytidosperma indutum,NA,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 35 days,NA,"RBG Kew, Wakehurst Place.",80,20,NA
POACEAE,Rytidosperma longifolium,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Rytidosperma longifolium,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma longifolium,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma longifolium,NA,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 7 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma penicillatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Rytidosperma penicillatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 49 days,NA,"RBG Kew, Wakehurst Place.",75,20,NA
POACEAE,Rytidosperma penicillatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20/10°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",95,19,NA
POACEAE,Rytidosperma penicillatum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma pilosum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,NA,"RBG Kew, Wakehurst Place.",100,13,NA
POACEAE,Rytidosperma pilosum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",93,15,NA
POACEAE,Rytidosperma racemosum,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Rytidosperma racemosum,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Rytidosperma racemosum,pre-sowing: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,scarify_fruit
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,13,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 77 days,NA,"RBG Kew, Wakehurst Place.",100,13,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 77 days,NA,"RBG Kew, Wakehurst Place.",100,13,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 77 days,NA,"RBG Kew, Wakehurst Place.",100,13,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,16,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 35 days,NA,"RBG Kew, Wakehurst Place.",100,18,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",100,19,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,NA,"RBG Kew, Wakehurst Place.",50,14,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",68,19,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",88,16,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",89,18,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,NA,"RBG Kew, Wakehurst Place.",89,19,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 20/10°C (Therm 8/16); 35 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma setaceum,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,NA,"RBG Kew, Wakehurst Place.",95,20,NA
POACEAE,Rytidosperma tenuius,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,NA,"RBG Kew, Wakehurst Place.",100,11,NA
POACEAE,Saccharum spontaneum,NA,germination medium: 1% agar,germination conditions: light 12/12; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",89,38,NA
POACEAE,Sacciolepis indica,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",70,10,NA
POACEAE,Sacciolepis myosuroides,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 112 days,NA,"RBG Kew, Wakehurst Place.",79,19,scarify_nick_seed_coat
POACEAE,Schizachyrium fragile,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 49 days,NA,"RBG Kew, Wakehurst Place.",92,13,NA
POACEAE,Schizachyrium fragile,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,NA,"RBG Kew, Wakehurst Place.",93,14,NA
POACEAE,Schizachyrium pachyarthron,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 63 days,NA,"RBG Kew, Wakehurst Place.",100,15,NA
POACEAE,Setaria surgens,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 30°C; 49 days,NA,"RBG Kew, Wakehurst Place.",60,20,scarify_fruit
POACEAE,Setaria surgens,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,NA,"RBG Kew, Wakehurst Place.",68,19,scarify_fruit
POACEAE,Sorghum leiocladum,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,NA,"RBG Kew, Wakehurst Place.",65,20,scarify_fruit
POACEAE,Sorghum leiocladum,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 77 days,NA,"RBG Kew, Wakehurst Place.",70,20,scarify_fruit
POACEAE,Sorghum leiocladum,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 28 days,NA,"RBG Kew, Wakehurst Place.",75,20,scarify_fruit
POACEAE,Sorghum leiocladum,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_fruit
POACEAE,Sorghum plumosum,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",70,10,NA
POACEAE,Sorghum stipoideum,NA,germination medium: 1% agar,germination conditions: light 12/12; 21°C,NA,"RBG Kew, Wakehurst Place.",80,10,NA
POACEAE,Sorghum timorense,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,NA,"RBG Kew, Wakehurst Place.",53,19,NA
POACEAE,Spathia neurosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,NA,"RBG Kew, Wakehurst Place.",58,19,NA
POACEAE,Spathia neurosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,NA,"RBG Kew, Wakehurst Place.",77,22,NA
POACEAE,Spathia neurosa,NA,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,NA,"RBG Kew, Wakehurst Place.",90,20,NA
POACEAE,Sporobolus actinocladus,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 12/12; 26°C; 42 days,NA,"RBG Kew, Wakehurst Place.",60,20,scarify_nick_seed_coat
POACEAE,Sporobolus actinocladus,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 30°C; 64 days,NA,"RBG Kew, Wakehurst Place.",80,20,excise_pericarp
POACEAE,Sporobolus actinocladus,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 12/12; 30°C; 43 days,NA,"RBG Kew, Wakehurst Place.",86,50,scarify_fruit excise_pericarp
POACEAE,Sporobolus actinocladus,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 12/12; 30°C; 43 days,NA,"RBG Kew, Wakehurst Place.",88,50,scarify_fruit excise_pericarp
POACEAE,Sporobolus actinocladus,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 8/16; 30°C; 64 days,NA,"RBG Kew, Wakehurst Place.",90,20,excise_pericarp
POACEAE,Sporobolus actinocladus,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 8/16; 40/20°C (Therm 8/16); 64 days,NA,"RBG Kew, Wakehurst Place.",95,20,excise_pericarp
POACEAE,Sporobolus actinocladus,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 8/16; 40/20°C (Therm 8/16); 64 days,NA,"RBG Kew, Wakehurst Place.",95,20,excise_pericarp
POACEAE,Sporobolus australasicus,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 30°C; 70 days,NA,"RBG Kew, Wakehurst Place.",60,50,scarify_fruit excise_pericarp
POACEAE,Sporobolus australasicus,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 8/16; 40/20°C (Therm 8/16); 70 days,NA,"RBG Kew, Wakehurst Place.",66,50,scarify_fruit excise_pericarp
POACEAE,Sporobolus australasicus,pre-sowing treatments: 1. mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed); 2. surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 40/20°C (Therm 8/16); 70 days,NA,"RBG Kew, Wakehurst Place.",80,50,scarify_fruit excise_pericarp
POACEAE,Sporobolus virginicus,pre-sowing: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C; 70 days,NA,"RBG Kew, Wakehurst Place.",68,19,excise_pericarp
POACEAE,Sporobolus virginicus,NA,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 91 days,NA,"RBG Kew, Wakehurst Place.",94,18,NA
POACEAE,Themeda triandra,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 12/12; 33/19°C (Therm 12/12); 42 days,NA,"RBG Kew, Wakehurst Place.",50,20,scarify_nick_seed_coat
POACEAE,Themeda triandra,pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 101mg/l Potassium nitrate (KNO3),germination conditions: light 12/12; 33/19°C (Therm 12/12); 42 days,NA,"RBG Kew, Wakehurst Place.",61,18,scarify_nick_seed_coat
POACEAE,Themeda triandra,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 105 days,NA,"RBG Kew, Wakehurst Place.",80,20,scarify_fruit
POACEAE,Thyridolepis mitchelliana,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,NA,"RBG Kew, Wakehurst Place.",75,20,scarify_fruit
POACEAE,Thyridolepis mitchelliana,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 21 days,NA,"RBG Kew, Wakehurst Place.",85,20,scarify_fruit
POACEAE,Thyridolepis mitchelliana,pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,NA,"RBG Kew, Wakehurst Place.",90,20,scarify_fruit
POACEAE,Triraphis mollis,NA,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 40/20°C (Therm 8/16); 86 days,NA,"RBG Kew, Wakehurst Place.",100,20,NA
POACEAE,Triraphis mollis,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,NA,"RBG Kew, Wakehurst Place.",100,20,excise_pericarp
POACEAE,Triraphis mollis,pre-sowing treatments: surgical (excise pericarp along proximal to distal ridge above embryo-bacon slice),germination medium: 1% agar,germination conditions: light 8/16; 40/20°C (Therm 8/16); 29 days,NA,"RBG Kew, Wakehurst Place.",100,20,excise_pericarp
