species,trait_name,trait_value,number_records,percent_records,notes
Banksia meisneri var. ascendens,flowering_response,minimum time to flowering: <1 month,2,,
Banksia meisneri var. ascendens,flowering_response,not occurred after fire,2,,
Banksia meisneri var. ascendens,flowering_response,median time to no flowering: 1-12 months,2,,
Banksia meisneri var. ascendens,flowering_response,maximum time to no flowering: 25-36 months,2,,
Banksia meisneri var. ascendens,pollinator_type,"bees, wasps, ants",22,23,
Banksia meisneri var. ascendens,pollinator_type,no pollinator observed,22,77,
Banksia meisneri var. ascendens,specific_pollinator,ant,4,,
Banksia meisneri var. ascendens,months_flowering_range,Jun,,,"DISCREPANCY FLAGGED: text states 'Flowering was recorded in June only, whilst buds were recorded as early as March. This is in contrast to the April-August flowering period suggested by George (1981)' - i.e. the book itself flags that its own Atlas data (Jun only) disagrees with George's broader literature claim"
Banksia meisneri var. ascendens,months_flowering_peak,Jun,,,only month with 'fully open' records per text
Banksia meisneri var. ascendens,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia meisneri var. meisneri,growth_form,shrub,22,100,
Banksia meisneri var. meisneri,growth_response,"ground resprout and killed, new seedlings",6,17,
Banksia meisneri var. meisneri,growth_response,"killed, new seedlings",6,50,
Banksia meisneri var. meisneri,growth_response,"killed, no seedlings",6,17,
Banksia meisneri var. meisneri,growth_response,unspecified,6,17,
Banksia meisneri var. meisneri,flowering_response,occurred after fire,5,,
Banksia meisneri var. meisneri,flowering_response,median time to flowering: 13-24 months,5,,
Banksia meisneri var. meisneri,flowering_response,minimum time to flowering: 1-12 months,5,,
Banksia meisneri var. meisneri,flowering_response,not occurred after fire,1,,
Banksia meisneri var. meisneri,flowering_response,maximum time to no flowering: 13-24 months,1,,
Banksia meisneri var. meisneri,pollinator_type,"bees, wasps, ants",2,50,
Banksia meisneri var. meisneri,pollinator_type,no pollinator observed,2,50,
Banksia meisneri var. meisneri,specific_pollinator,bee (unspecified),1,,
Banksia meisneri var. meisneri,months_flowering_range,"May, Jul-Aug",,,"text: 'Flowering is from late autumn to early spring'; chart shows 'fully open' at May (100%), Jul (100%) and Aug (100%), each on a small per-month sample (22 total records)"
Banksia meisneri var. meisneri,months_flowering_peak,"May, Jul, Aug (tied)",,,THIN per-month SAMPLE - each of the three months shows 100% 'fully open' but on very few records
Banksia meisneri var. meisneri,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia menziesii,growth_form,tree,442,85,
Banksia menziesii,growth_form,shrub,442,13,
Banksia menziesii,growth_form,unspecified,442,2,
Banksia menziesii,growth_response,ground resprout,80,10,
Banksia menziesii,growth_response,"ground resprout and killed, new seedlings",80,5,
Banksia menziesii,growth_response,ground resprout and trunk resprout,80,25,
Banksia menziesii,growth_response,"killed, new seedlings",80,2,
Banksia menziesii,growth_response,trunk resprout,80,31,
Banksia menziesii,growth_response,"killed, no seedlings",80,2,
Banksia menziesii,growth_response,unspecified,80,24,
Banksia menziesii,flowering_response,occurred after fire,51,,
Banksia menziesii,flowering_response,median time to flowering: 13-24 months,51,,
Banksia menziesii,flowering_response,minimum time to flowering: <1 month,51,,
Banksia menziesii,flowering_response,not occurred after fire,14,,
Banksia menziesii,flowering_response,median time to no flowering: 13-24 months,14,,
Banksia menziesii,flowering_response,maximum time to no flowering: 13-24 months,14,,
Banksia menziesii,pollinator_type,bird,134,23,
Banksia menziesii,pollinator_type,"butterflies, moths",134,1,
Banksia menziesii,pollinator_type,"bees, wasps, ants",134,16,
Banksia menziesii,pollinator_type,beetles,134,1,
Banksia menziesii,pollinator_type,no pollinator observed,134,59,
Banksia menziesii,specific_pollinator,honeyeater (unspecified),3,,
Banksia menziesii,specific_pollinator,New Holland Honeyeater,6,,
Banksia menziesii,specific_pollinator,Brown Honeyeater,3,,
Banksia menziesii,specific_pollinator,White-cheeked Honeyeater,2,,
Banksia menziesii,specific_pollinator,Singing Honeyeater,2,,
Banksia menziesii,specific_pollinator,Red Wattlebird,4,,
Banksia menziesii,specific_pollinator,Little Wattlebird,4,,
Banksia menziesii,specific_pollinator,Western Spinebill,4,,
Banksia menziesii,specific_pollinator,cockatoos and parrots (unspecified),1,,
Banksia menziesii,specific_pollinator,Port Lincoln Parrot,4,,
Banksia menziesii,specific_pollinator,Western Rosella,2,,
Banksia menziesii,specific_pollinator,Red-tailed Black-Cockatoo,1,,
Banksia menziesii,specific_pollinator,Western Warbler,1,,
Banksia menziesii,specific_pollinator,ant,9,,
Banksia menziesii,specific_pollinator,bee (unspecified),12,,
Banksia menziesii,specific_pollinator,European honey bee,3,,
Banksia menziesii,months_flowering_range,Mar-Aug,,,text: 'The flowering period is from March-August'
Banksia menziesii,months_flowering_peak,May-Jun,,,"chart shows May and Jun both at ~90% 'fully open', the tallest bars"
Banksia menziesii,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia micrantha,growth_form,shrub,31,97,
Banksia micrantha,growth_form,unspecified,31,3,
Banksia micrantha,growth_response,ground resprout,3,100,
Banksia micrantha,flowering_response,occurred after fire,2,,
Banksia micrantha,flowering_response,median time to flowering: 12-13 months,2,,
Banksia micrantha,flowering_response,minimum time to flowering: 1-12 months,2,,
Banksia micrantha,flowering_response,not occurred after fire,0,,
Banksia micrantha,pollinator_type,"bees, wasps, ants",10,10,
Banksia micrantha,pollinator_type,no pollinator observed,10,90,
Banksia micrantha,months_flowering_range,"Dec, Mar-May",,,"text: 'Flowering was recorded in December and also from March to May. There is a lack of records from the intervening months of January and February. However, George (1981) stated that the flowering period is from January to May'"
Banksia micrantha,months_flowering_peak,Dec,,,tallest 'fully open' bar in chart (~100%); Apr also high (~90%)
Banksia micrantha,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia nutans,growth_form,shrub,360,98,
Banksia nutans,growth_form,unspecified,360,2,
Banksia nutans,growth_response,ground resprout,26,4,
Banksia nutans,growth_response,"killed, new seedlings",26,42,
Banksia nutans,growth_response,trunk resprout,26,4,
Banksia nutans,growth_response,"killed, no seedlings",26,4,
Banksia nutans,growth_response,unspecified,26,46,
Banksia nutans,flowering_response,occurred after fire,15,,
Banksia nutans,flowering_response,median time to flowering: 13-24 months,15,,
Banksia nutans,flowering_response,minimum time to flowering: <1 month,15,,
Banksia nutans,flowering_response,not occurred after fire,9,,
Banksia nutans,flowering_response,median time to no flowering: 1-12 months,9,,
Banksia nutans,flowering_response,maximum time to no flowering: 25-36 months,9,,
Banksia nutans,pollinator_type,bird,76,1,
Banksia nutans,pollinator_type,no pollinator observed,76,99,
Banksia nutans,months_flowering_range,"Sep-Jun, predominantly summer",,,text: 'B. nutans flowers predominantly in summer though flowers have been recorded as early as September and as late as June'
Banksia nutans,months_flowering_peak,Jan,,,tallest 'fully open' bar in chart (~65%)
Banksia nutans,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia nutans var. cernuella,growth_form,shrub,100,100,
Banksia nutans var. cernuella,growth_response,"killed, new seedlings",6,33,
Banksia nutans var. cernuella,growth_response,"killed, no seedlings",6,17,
Banksia nutans var. cernuella,growth_response,unspecified,6,50,
Banksia nutans var. cernuella,flowering_response,occurred after fire,5,,
Banksia nutans var. cernuella,flowering_response,median time to flowering: 25-36 months,5,,
Banksia nutans var. cernuella,flowering_response,minimum time to flowering: <1 month,5,,
Banksia nutans var. cernuella,flowering_response,not occurred after fire,1,,
Banksia nutans var. cernuella,flowering_response,maximum time to no flowering: 1-12 months,1,,
Banksia nutans var. cernuella,pollinator_type,no pollinator observed,27,100,
Banksia nutans var. cernuella,months_flowering_range,Jan-Apr,,,"text: 'The main flowering period is January to April, slightly later than that of var. nutans... A single record of var. cernuella flowering in October is possibly indicative of an incorrect identification'"
Banksia nutans var. cernuella,months_flowering_peak,Jan-Feb,,,"chart shows Jan and Feb both ~90% 'fully open', the tallest bars"
Banksia nutans var. cernuella,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia nutans var. nutans,growth_form,shrub,204,100,
Banksia nutans var. nutans,growth_response,ground resprout,13,8,
Banksia nutans var. nutans,growth_response,"killed, new seedlings",13,31,
Banksia nutans var. nutans,growth_response,trunk resprout,13,8,
Banksia nutans var. nutans,growth_response,unspecified,13,54,
Banksia nutans var. nutans,flowering_response,occurred after fire,8,,
Banksia nutans var. nutans,flowering_response,median time to flowering: 13-24 months,8,,
Banksia nutans var. nutans,flowering_response,minimum time to flowering: <1 month,8,,
Banksia nutans var. nutans,flowering_response,not occurred after fire,4,,
Banksia nutans var. nutans,flowering_response,median time to no flowering: 1-12 months,4,,
Banksia nutans var. nutans,flowering_response,maximum time to no flowering: 1-12 months,4,,
Banksia nutans var. nutans,pollinator_type,bird,43,2,
Banksia nutans var. nutans,pollinator_type,no pollinator observed,43,98,
Banksia nutans var. nutans,months_flowering_range,Nov-Mar,,,text: 'The main flowering period is November to March'
Banksia nutans var. nutans,months_flowering_peak,Jan,,,tallest 'fully open' bar in chart (~65%)
Banksia nutans var. nutans,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia oblongifolia,growth_form,tree,492,0.3,
Banksia oblongifolia,growth_form,shrub,492,99,
Banksia oblongifolia,growth_response,ground resprout,98,69,
Banksia oblongifolia,growth_response,"ground resprout and killed, new seedlings",98,5,
Banksia oblongifolia,growth_response,trunk resprout,98,1,
Banksia oblongifolia,growth_response,unspecified,98,24,
Banksia oblongifolia,flowering_response,occurred after fire,47,,
Banksia oblongifolia,flowering_response,median time to flowering: 13-24 months,47,,
Banksia oblongifolia,flowering_response,minimum time to flowering: <1 month,47,,
Banksia oblongifolia,flowering_response,not occurred after fire,23,,
Banksia oblongifolia,flowering_response,median time to no flowering: 1-12 months,23,,
Banksia oblongifolia,flowering_response,maximum time to no flowering: 25-36 months,23,,
Banksia oblongifolia,pollinator_type,bird,243,6,
Banksia oblongifolia,pollinator_type,"bees, wasps, ants",243,13,
Banksia oblongifolia,pollinator_type,flies,243,1,
Banksia oblongifolia,pollinator_type,beetles,243,0.4,
Banksia oblongifolia,pollinator_type,no pollinator observed,243,80,
Banksia oblongifolia,specific_pollinator,honeyeater (unspecified),3,,
Banksia oblongifolia,specific_pollinator,New Holland Honeyeater,2,,
Banksia oblongifolia,specific_pollinator,Brown Honeyeater,6,,
Banksia oblongifolia,specific_pollinator,Tawny-crowned Honeyeater,1,,
Banksia oblongifolia,specific_pollinator,White-plumed Honeyeater,1,,
Banksia oblongifolia,specific_pollinator,Yellow-faced Honeyeater,1,,
Banksia oblongifolia,specific_pollinator,White-cheeked Honeyeater,1,,
Banksia oblongifolia,specific_pollinator,Lewin's Honeyeater,2,,
Banksia oblongifolia,specific_pollinator,Noisy Miner,1,,
Banksia oblongifolia,specific_pollinator,Red Wattlebird,1,,
Banksia oblongifolia,specific_pollinator,Eastern Spinebill,2,,
Banksia oblongifolia,specific_pollinator,friarbird (unspecified),1,,
Banksia oblongifolia,specific_pollinator,Noisy Friarbird,2,,
Banksia oblongifolia,specific_pollinator,ant,13,,
Banksia oblongifolia,specific_pollinator,bee (unspecified),13,,
Banksia oblongifolia,specific_pollinator,European honey bee,9,,
Banksia oblongifolia,months_flowering_range,late Jan-Jul,,,"text: 'It flowers from late January to July'; species hybridises readily with B. robur (20 recorded hybrids) and with B. integrifolia var. integrifolia near Caloundra; two informal varieties (var. oblongifolia, var. minor) were proposed by Conran and Clifford (1987) but are not given separate data pages in this atlas"
Banksia oblongifolia,months_flowering_peak,Apr,,,tallest 'fully open' bar in chart (~65%); May close behind (~62%)
Banksia oblongifolia,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia occidentalis,growth_form,tree,80,25,
Banksia occidentalis,growth_form,shrub,80,72,
Banksia occidentalis,growth_form,unspecified,80,3,
Banksia occidentalis,growth_response,"killed, new seedlings",9,44,
Banksia occidentalis,growth_response,trunk resprout,9,11,
Banksia occidentalis,growth_response,"killed, no seedlings",9,11,
Banksia occidentalis,growth_response,unspecified,9,33,
Banksia occidentalis,flowering_response,occurred after fire,8,,
Banksia occidentalis,flowering_response,median time to flowering: 25-36 months,8,,
Banksia occidentalis,flowering_response,minimum time to flowering: 1-12 months,8,,
Banksia occidentalis,flowering_response,not occurred after fire,0,,
Banksia occidentalis,pollinator_type,bird,35,31,
Banksia occidentalis,pollinator_type,"bees, wasps, ants",35,29,
Banksia occidentalis,pollinator_type,no pollinator observed,35,40,
Banksia occidentalis,specific_pollinator,honeyeater (unspecified),1,,
Banksia occidentalis,specific_pollinator,New Holland Honeyeater,7,,
Banksia occidentalis,specific_pollinator,Tawny-crowned Honeyeater,1,,
Banksia occidentalis,specific_pollinator,Little Wattlebird,1,,
Banksia occidentalis,specific_pollinator,Western Spinebill,1,,
Banksia occidentalis,specific_pollinator,ant,9,,
Banksia occidentalis,specific_pollinator,bee (unspecified),1,,
Banksia occidentalis,months_flowering_range,"Jan, Mar-May, Jul, Sep",,,"text: 'Flowering of B. occidentalis peaks in May, though flowers were recorded from many months of the year'; Hopper (1987) recognised two subspecies (subsp. occidentalis, subsp. formosa) not separately tabulated here"
Banksia occidentalis,months_flowering_peak,May,,,"text and chart agree, tallest 'fully open' bar (~90%)"
Banksia occidentalis,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia oligantha,growth_form,shrub,1,100,
Banksia oligantha,growth_response,no fire-response records,0,,
Banksia oligantha,pollinator_type,no pollinator observed,1,100,
Banksia oligantha,months_flowering_range,Nov,,,"THIN SAMPLE: only 1 total record. text: 'In early October, plants were reported to be ""mainly in bud"". By mid November about 20% were in full flower, and by the end of November most flowers had faded' - describes a transitional bud-to-open-to-fading state through Oct-Nov"
Banksia oligantha,months_flowering_peak,Nov,,,"THIN SAMPLE (1 record); chart shows the single Nov record as 'majority in bud', consistent with the text's description of an early-to-mid flowering transition"
Banksia oligantha,months_fruiting_cones_present,not known,,,THIN SAMPLE (1 total record); species newly described from the Atlas project
Banksia oreophila,growth_form,shrub,31,90,
Banksia oreophila,growth_form,unspecified,31,10,
Banksia oreophila,growth_response,"killed, new seedlings",6,67,
Banksia oreophila,growth_response,unspecified,6,33,
Banksia oreophila,flowering_response,occurred after fire,3,,
Banksia oreophila,flowering_response,median time to flowering: 25-36 months,3,,
Banksia oreophila,flowering_response,minimum time to flowering: 13-24 months,3,,
Banksia oreophila,flowering_response,not occurred after fire,1,,
Banksia oreophila,flowering_response,maximum time to no flowering: 25-36 months,1,,
Banksia oreophila,pollinator_type,"bees, wasps, ants",9,22,
Banksia oreophila,pollinator_type,no pollinator observed,9,78,
Banksia oreophila,specific_pollinator,ant,2,,
Banksia oreophila,months_flowering_range,"Mar, Jun",,,text: 'Flowering was recorded in March and June. George (1981) defined the flowering period as June and July' - the book flags its own narrower/different Atlas result vs George's literature claim
Banksia oreophila,months_flowering_peak,"Mar, Jun (tied)",,,THIN SAMPLE; chart shows both months at 100% 'fully open'
Banksia oreophila,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia ornata,growth_form,shrub,839,90,
Banksia ornata,growth_form,unspecified,839,10,
Banksia ornata,growth_form,tree,839,0.2,
Banksia ornata,growth_response,ground resprout,93,2,
Banksia ornata,growth_response,"ground resprout and killed, new seedlings",93,4,
Banksia ornata,growth_response,"killed, new seedlings",93,59,
Banksia ornata,growth_response,trunk resprout,93,3,
Banksia ornata,growth_response,sucker resprout,93,1,
Banksia ornata,growth_response,"killed, no seedlings",93,2,
Banksia ornata,growth_response,unspecified,93,28,
Banksia ornata,flowering_response,occurred after fire,39,,
Banksia ornata,flowering_response,median time to flowering: 37-48 months,39,,
Banksia ornata,flowering_response,minimum time to flowering: <1 month,39,,
Banksia ornata,flowering_response,not occurred after fire,39,,
Banksia ornata,flowering_response,median time to no flowering: 13-24 months,39,,
Banksia ornata,flowering_response,maximum time to no flowering: 49-60 months,39,,
Banksia ornata,pollinator_type,bird,379,36,
Banksia ornata,pollinator_type,"butterflies, moths",379,0.3,
Banksia ornata,pollinator_type,"bees, wasps, ants",379,17,
Banksia ornata,pollinator_type,flies,379,0.3,
Banksia ornata,pollinator_type,mammals,379,0.3,
Banksia ornata,pollinator_type,no pollinator observed,379,47,
Banksia ornata,specific_pollinator,honeyeater (unspecified),12,,
Banksia ornata,specific_pollinator,New Holland Honeyeater,46,,
Banksia ornata,specific_pollinator,Singing Honeyeater,2,,
Banksia ornata,specific_pollinator,Tawny-crowned Honeyeater,1,,
Banksia ornata,specific_pollinator,Noisy Miner,3,,
Banksia ornata,specific_pollinator,Spiny-cheeked Honeyeater,3,,
Banksia ornata,specific_pollinator,White-faced Honeyeater,1,,
Banksia ornata,specific_pollinator,Red Wattlebird,3,,
Banksia ornata,specific_pollinator,Little Wattlebird,3,,
Banksia ornata,specific_pollinator,Little Thornbill,10,,
Banksia ornata,specific_pollinator,White-browed Babbler,1,,
Banksia ornata,specific_pollinator,ant,8,,
Banksia ornata,specific_pollinator,bee (unspecified),18,,
Banksia ornata,specific_pollinator,European honey bee,7,,
Banksia ornata,months_flowering_range,Mar-Jul,,,text: 'B. ornata flowers in winter when the abundant showy flowers are very attractive to honey-eating birds'; several colour variants exist (cream to yellow/orange/bronze)
Banksia ornata,months_flowering_peak,May,,,tallest 'fully open' bar in chart (~100%); Jun close behind (~90%)
Banksia ornata,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia paludosa,growth_form,shrub,291,98,
Banksia paludosa,growth_form,unspecified,291,2,
Banksia paludosa,growth_response,ground resprout,51,73,
Banksia paludosa,growth_response,"killed, new seedlings",51,4,
Banksia paludosa,growth_response,unspecified,51,24,
Banksia paludosa,flowering_response,occurred after fire,11,,
Banksia paludosa,flowering_response,median time to flowering: 25-36 months,11,,
Banksia paludosa,flowering_response,minimum time to flowering: 13-24 months,11,,
Banksia paludosa,flowering_response,not occurred after fire,21,,
Banksia paludosa,flowering_response,median time to no flowering: 13-24 months,21,,
Banksia paludosa,flowering_response,maximum time to no flowering: 61-72 months,21,,
Banksia paludosa,pollinator_type,bird,191,3,
Banksia paludosa,pollinator_type,"bees, wasps, ants",191,2,
Banksia paludosa,pollinator_type,mammal,191,1,
Banksia paludosa,pollinator_type,no pollinator observed,191,95,
Banksia paludosa,specific_pollinator,New Holland Honeyeater,4,,
Banksia paludosa,specific_pollinator,White-eared Honeyeater,1,,
Banksia paludosa,specific_pollinator,Yellow-faced Honeyeater,1,,
Banksia paludosa,specific_pollinator,Crescent Honeyeater,2,,
Banksia paludosa,specific_pollinator,Red Wattlebird,2,,
Banksia paludosa,specific_pollinator,Eastern Spinebill,3,,
Banksia paludosa,specific_pollinator,ant,2,,
Banksia paludosa,specific_pollinator,European honey bee,2,,
Banksia paludosa,specific_pollinator,Brown Antechinus,1,,
Banksia paludosa,months_flowering_range,May-Aug,,,text: 'B. paludosa flowers from late autumn through winter... the Brown Antechinus (A. stuartii) has been frequently observed and is thought to be the main pollinator' on upland heaths at Barren Grounds Nature Reserve
Banksia paludosa,months_flowering_peak,Jun,,,tallest 'fully open' bar in chart (~65%)
Banksia paludosa,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia petiolaris,growth_form,shrub,51,98,
Banksia petiolaris,growth_form,unspecified,51,2,
Banksia petiolaris,growth_response,"killed, new seedlings",7,14,
Banksia petiolaris,growth_response,unspecified,7,86,
Banksia petiolaris,flowering_response,occurred after fire,0,,
Banksia petiolaris,flowering_response,not occurred after fire,7,,
Banksia petiolaris,flowering_response,median time to no flowering: 1-12 months,7,,
Banksia petiolaris,flowering_response,maximum time to no flowering: 25-36 months,7,,
Banksia petiolaris,pollinator_type,"bees, wasps, ants",25,4,
Banksia petiolaris,pollinator_type,no pollinator observed,25,96,
Banksia petiolaris,months_flowering_range,Oct,,,"DISCREPANCY FLAGGED: text states 'There were few Atlas records of flowering, though George (1981) stated that it is October-December' - the chart's only 'fully open' bar is in October (~40%); Nov and Dec show bud/recently-finished patterns rather than 'fully open'"
Banksia petiolaris,months_flowering_peak,Oct,,,only month with a 'fully open' bar in the chart
Banksia petiolaris,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,"LOW CONFIDENCE - flag for manual check; text notes new shoot growth occurs in many months with no clear season, and the species is non-lignotuberous"
Banksia pilostylis,growth_form,tree,102,2,
Banksia pilostylis,growth_form,shrub,102,97,
Banksia pilostylis,growth_form,unspecified,102,1,
Banksia pilostylis,growth_response,ground resprout,6,50,
Banksia pilostylis,growth_response,"killed, new seedlings",6,33,
Banksia pilostylis,growth_response,unspecified,6,17,
Banksia pilostylis,flowering_response,occurred after fire,4,,
Banksia pilostylis,flowering_response,median time to flowering: 49-60 months,4,,
Banksia pilostylis,flowering_response,minimum time to flowering: 25-36 months,4,,
Banksia pilostylis,flowering_response,not occurred after fire,0,,
Banksia pilostylis,pollinator_type,"bees, wasps, ants",60,25,
Banksia pilostylis,pollinator_type,flies,60,3,
Banksia pilostylis,pollinator_type,beetles,60,7,
Banksia pilostylis,pollinator_type,no pollinator observed,60,65,
Banksia pilostylis,specific_pollinator,ant,13,,
Banksia pilostylis,specific_pollinator,bee (unspecified),1,,
Banksia pilostylis,months_flowering_range,Nov-Jan,,,text: 'The species flowers from November to January'
Banksia pilostylis,months_flowering_peak,Jan,,,chart shows Jan at 100% 'fully open'; Dec also high (~90%)
Banksia pilostylis,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia plagiocarpa,growth_form,tree,21,38,
Banksia plagiocarpa,growth_form,shrub,21,38,
Banksia plagiocarpa,growth_form,unspecified,21,24,
Banksia plagiocarpa,growth_response,"killed, new seedlings",9,44,
Banksia plagiocarpa,growth_response,"killed, new seedlings and trunk resprout",9,11,
Banksia plagiocarpa,growth_response,trunk resprout,9,11,
Banksia plagiocarpa,growth_response,unspecified,9,33,
Banksia plagiocarpa,flowering_response,occurred after fire,5,,
Banksia plagiocarpa,flowering_response,median time to flowering: 1-12 months,5,,
Banksia plagiocarpa,flowering_response,minimum time to flowering: 1-12 months,5,,
Banksia plagiocarpa,flowering_response,not occurred after fire,3,,
Banksia plagiocarpa,flowering_response,median time to no flowering: 1-12 months,3,,
Banksia plagiocarpa,flowering_response,maximum time to no flowering: 1-12 months,3,,
Banksia plagiocarpa,pollinator_type,no pollinator observed,,,0 pollinator-type records reported
Banksia plagiocarpa,months_flowering_range,"Jan, May",,,"chart shows 'fully open' bars only at Jan (~15%) and May (~15%), consistent with the species' thin record base (Jan=1, May=3 records)"
Banksia plagiocarpa,months_flowering_peak,"Jan, May (tied, thin sample)",,,THIN SAMPLE; no explicit Discussion-text flowering-season statement for this species (text focuses on distribution/fire response)
Banksia plagiocarpa,months_fruiting_cones_present,not known,,,"text notes most plants resprouted from epicormic buds after a 1985 fire on Bishops Peak, with only partial fire tolerance"
Banksia praemorsa,growth_form,tree,28,26,
Banksia praemorsa,growth_form,shrub,28,74,
Banksia praemorsa,growth_response,"killed, new seedlings",3,33,
Banksia praemorsa,growth_response,trunk resprout,3,33,
Banksia praemorsa,growth_response,"killed, no seedlings and trunk resprout",3,33,
Banksia praemorsa,flowering_response,occurred after fire,2,,
Banksia praemorsa,flowering_response,median time to flowering: 24-25 months,2,,
Banksia praemorsa,flowering_response,minimum time to flowering: 13-24 months,2,,
Banksia praemorsa,flowering_response,not occurred after fire,1,,
Banksia praemorsa,flowering_response,maximum time to no flowering: 13-24 months,1,,
Banksia praemorsa,pollinator_type,bird,9,22,
Banksia praemorsa,pollinator_type,"bees, wasps, ants",9,56,
Banksia praemorsa,pollinator_type,no pollinator observed,9,22,
Banksia praemorsa,specific_pollinator,New Holland Honeyeater,2,,
Banksia praemorsa,specific_pollinator,ant,6,,
Banksia praemorsa,months_flowering_range,Sep-Nov,,,text: 'The species flowers from September to November'
Banksia praemorsa,months_flowering_peak,Nov,,,tallest 'fully open' bar in chart (~100%); Sep and Oct both ~65%
Banksia praemorsa,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia prionotes,growth_form,tree,386,82,
Banksia prionotes,growth_form,shrub,386,16,
Banksia prionotes,growth_form,unspecified,386,2,
Banksia prionotes,growth_response,ground resprout,35,9,
Banksia prionotes,growth_response,ground resprout and trunk resprout,35,3,
Banksia prionotes,growth_response,"killed, new seedlings",35,46,
Banksia prionotes,growth_response,"killed, no seedlings",35,3,
Banksia prionotes,growth_response,"killed, no seedlings and killed, new seedlings",35,3,
Banksia prionotes,growth_response,unspecified,35,37,
Banksia prionotes,flowering_response,occurred after fire,15,,
Banksia prionotes,flowering_response,median time to flowering: 25-36 months,15,,
Banksia prionotes,flowering_response,minimum time to flowering: <1 month,15,,
Banksia prionotes,flowering_response,not occurred after fire,8,,
Banksia prionotes,flowering_response,median time to no flowering: 13-24 months,8,,
Banksia prionotes,flowering_response,maximum time to no flowering: 25-36 months,8,,
Banksia prionotes,pollinator_type,bird,114,32,
Banksia prionotes,pollinator_type,"butterflies, moths",114,1,
Banksia prionotes,pollinator_type,"bees, wasps, ants",114,15,
Banksia prionotes,pollinator_type,flies,114,1,
Banksia prionotes,pollinator_type,no pollinator observed,114,51,
Banksia prionotes,specific_pollinator,honeyeater (unspecified),12,,
Banksia prionotes,specific_pollinator,New Holland Honeyeater,2,,
Banksia prionotes,specific_pollinator,Brown Honeyeater,2,,
Banksia prionotes,specific_pollinator,White-cheeked Honeyeater,3,,
Banksia prionotes,specific_pollinator,Singing Honeyeater,4,,
Banksia prionotes,specific_pollinator,Tawny-crowned Honeyeater,1,,
Banksia prionotes,specific_pollinator,wattlebird (unspecified),1,,
Banksia prionotes,specific_pollinator,Red Wattlebird,2,,
Banksia prionotes,specific_pollinator,Eastern Spinebill,1,,
Banksia prionotes,specific_pollinator,lorikeets and allies (unspecified),1,,
Banksia prionotes,specific_pollinator,ant,10,,
Banksia prionotes,specific_pollinator,bee (unspecified),5,,
Banksia prionotes,specific_pollinator,aphid,1,,
Banksia prionotes,months_flowering_range,"Feb-Jun, plus flowers recorded as late as October",,,text: 'Flowers occur mainly between February and June when they are frequently visited by honey-eating birds. Flowers were also recorded as late as October'
Banksia prionotes,months_flowering_peak,Apr-May,,,"chart shows Apr and May both ~90% 'fully open', the tallest bars"
Banksia prionotes,months_fruiting_cones_present,uncertain - not confidently isolated from chart,,,LOW CONFIDENCE - flag for manual check
Banksia pulchella,growth_form,shrub,147,98,
Banksia pulchella,growth_form,unspecified,147,2,
Banksia pulchella,growth_response,"killed, new seedlings",11,36,
Banksia pulchella,growth_response,unspecified,11,64,
Banksia pulchella,flowering_response,occurred after fire,4,,
Banksia pulchella,flowering_response,median time to flowering: 12-13 months,4,,
Banksia pulchella,flowering_response,minimum time to flowering: 1-12 months,4,,
Banksia pulchella,flowering_response,not occurred after fire,3,,
Banksia pulchella,flowering_response,median time to no flowering: 1-12 months,3,,
Banksia pulchella,flowering_response,maximum time to no flowering: 1-12 months,3,,
Banksia pulchella,pollinator_type,"bees, wasps, ants",85,20,
Banksia pulchella,pollinator_type,flies,85,4,
Banksia pulchella,pollinator_type,beetles,85,2,
Banksia pulchella,pollinator_type,no pollinator observed,85,74,
Banksia pulchella,specific_pollinator,ant,13,,
Banksia pulchella,specific_pollinator,bee (unspecified),1,,
