,Name ID,Species Name,Family Name,Naturalised,Consveration Code,Response To Fire,Response To Fire Auth,Flowering Month,Flowering Month Auth,Months Until First Flowering,Months Until First Flowering Auth,Months Until Peak Flowering,Months Until Peak Flowering Auth,Months To Flowering Decline,Months To Flowering Decline Auth,Response To Dieback,Response To Dieback Auth,Longevity
653, 2203, Hakea ruscifolia (Candle Hakea), Proteaceae, N,, 4, NDB, Nov,, 24, NDB,,,,, 7, NDB, 4
654, 2204, Hakea scoparia, Proteaceae, N,, 1, NDB, Jun,, 36, MUI,,,,,,, 4
655, 2211, Hakea subsulcata, Proteaceae, N,,,,,, 72, MUI,,,,,,, 4
656, 2212, Hakea sulcata (Furrowed Hakea), Proteaceae, N,, 1, VDM, Sep,,,,,,,,,, 4
657, 2214, Hakea trifurcata (Two-leaf Hakea), Proteaceae, N,, 1, LMC, May,, 48, LMC,,,,,,, 4
658, 2215, Hakea undulata (Wavy-leaved Hakea), Proteaceae, N,, 1, NDB, Oct,, 29, NDB,,,,,,, 4
659, 2216, Hakea varia (Variable-leaved Hakea), Proteaceae, N,, 1, LMC, Aug,, 24, GWJ,,,,, 8, RTW, 4
660, 2218," Hakea victoria (Royal Hakea, Dalyongurd)", Proteaceae, N,, 1, NDB, Jul,, 48, MUI,,,,,,, 4
661, 3961, Hardenbergia comptoniana (Native Wisteria), Fabaceae, N,, 5, GWJ, Aug,, 30, GWJ,,,,,,, 4
662, 8027, Helichrysum macranthum, Asteraceae, N,, 8, GWJ, Dec,, 18, GWJ,,,,,,, 4
663, 8044, Helipterum cotula (Mayweed Sunray), Asteraceae, N,, 2, VDM,,, 12, VDM,,,,,,, 1
664, 6839, Hemiandra pungens (Snakebush), Lamiaceae, N,, 2, LMC, Aug,, 24, LMC,,,,,,, 4
665, 11645, Hemiandra pungens var. pungens, Lamiaceae, N,, 2, NDB, Oct,, 33, NDB,,,,,,, 4
666, 6856, Hemigenia incana (Silky Hemigenia), Lamiaceae, N,, 2,, Oct,, 33, NDB,,,,,,, 4
667, 6866, Hemigenia pritzelii, Lamiaceae, N,, 2, GWJ,,,,,,,,,,, 4
668, 6867, Hemigenia ramosissima, Lamiaceae, N, T, 2, GWJ,,,,,,,,,,, 4
669, 6871, Hemigenia sericea (Silky Hemigenia), Lamiaceae, N,, 5, NDB, Nov,, 13, NDB,,,,,,, 4
670, 5108, Hibbertia acerosa (Needle Leaved Guinea Flower), Dilleniaceae, N,, 5, VDM, Aug,,,,,,,,,, 4
671, 5109, Hibbertia amplexicaulis, Dilleniaceae, N,, 4, NDB, Sep,, 24, NDB,,,,,,, 4
672, 5112, Hibbertia aurea, Dilleniaceae, N,, 5, VDM,,,,,,,,,,, 4
673, 5114, Hibbertia commutata, Dilleniaceae, N,, 5, NDB, Nov,, 32, NDB,,,,, 5, RTW, 4
674, 5116, Hibbertia crassifolia, Dilleniaceae, N,, 5, VDM, Aug,, 24, VDM,,,,,,, 4
675, 5117, Hibbertia cuneiformis (Cutleaf Hibbertia), Dilleniaceae, N,, 5, NDB, Sep,, 20, NDB,,,,,,, 4
676, 5118, Hibbertia cunninghamii, Dilleniaceae, N,, 5, NDB, Aug,, 24, NDB,,,,,,, 4
677, 5126, Hibbertia furfuracea, Dilleniaceae, N,, 5, NDB, Sep,, 18, NDB,,,,,,, 4
678, 5128, Hibbertia glaberrima, Dilleniaceae, N,, 5, GWJ, Sep,, 24, GWJ,,,,,,, 4
679, 5132, Hibbertia grossulariifolia, Dilleniaceae, N,, 5, GWJ,,, 6, GWJ,,,,,,, 4
680, 5135, Hibbertia hypericoides (Yellow Buttercups), Dilleniaceae, N,, 5, NDB, Nov,, 22, NDB,,,,,,, 4
681, 5137, Hibbertia inconspicua, Dilleniaceae, N,, 2, NDB, Oct,, 24, NDB,,,,,,, 4
682, 5139, Hibbertia lasiopus (Large Hibbertia), Dilleniaceae, N,, 5, BEL,,,,,,,,,,, 4
683, 5143, Hibbertia lineata, Dilleniaceae, N,, 2, LMC, Jan,, 18, LMC,,,,,,, 4
684, 5146, Hibbertia montana, Dilleniaceae, N, 4, 4, NDB, Aug,, 22, NDB,,,,,,, 4
685, 5154, Hibbertia perfoliata, Dilleniaceae, N,, 5, NDB, Aug,, 18, NDB,,,,,,, 4
686, 5155, Hibbertia pilosa (Hairy Guinea Flower), Dilleniaceae, N,, 5, VDM, Aug,,,,,,,,,, 4
687, 5161, Hibbertia quadricolor, Dilleniaceae, N,, 5, NDB, Sep,, 18, NDB,,,,,,, 4
688, 5162, Hibbertia racemosa (Stalked Guinea Flower), Dilleniaceae, N,, 5, NDB, Jul,, 29, NDB,,,,,,, 4
689, 5164, Hibbertia rhadinopoda, Dilleniaceae, N,, 5, NDB, Dec,, 21, NDB,,,,,,, 4
690, 5169, Hibbertia serrata (Serrate Leaved Guinea Flower), Dilleniaceae, N,, 2, GWJ,,, 18, GWJ,,,,,,, 4
691, 5170, Hibbertia silvestris, Dilleniaceae, N,, 5, NDB, Dec,, 21, NDB,,,,,,, 4
692, 444, Holcus lanatus (Yorkshire Fog), Poaceae, Y,,,,,,,,,,,,,, 4
693, 6222, Homalosciadium homalocarpum, Apiaceae, N,, 2, NDB, Oct,, 9, NDB,,,,,,, 1
694, 5816, Homalospermum firmum, Myrtaceae, N,, 5, GWJ,,, 12, GWJ,,,,,,, 4
695, 3964, Hovea chorizemifolia (Holly-leaved Hovea), Fabaceae, N,, 5, NDB, Jun,, 29, NDB,,,,, 3, NDB, 4
696, 3965, Hovea elliptica (Tree Hovea), Fabaceae, N,, 5, NDB, Oct,, 18, NDB,,,,,,, 4
697, 3966," Hovea pungens (Devil's Pins, Puyenak)", Fabaceae, N,, 2, LMC, Jul,, 36, LMC,,,,,,, 4
698, 3967, Hovea stricta, Fabaceae, N,, 5, VDM, Jul,, 24, VDM,,,,,,, 4
699, 3968, Hovea trisperma (Common Hovea), Fabaceae, N,, 2, NDB, Aug,, 42, NDB,,,,, 3, NDB, 4
700, 12741, Hyalosperma cotula, Asteraceae, N,, 2, NDB, Oct,, 12, NDB,,,,,,, 1
701, 5218, Hybanthus debilissimus, Violaceae, N,, 9, NDB, Oct,, 18, NDB,,,,,,, 4
702, 5221, Hybanthus floribundus, Violaceae, N,,,,,, 24, VDM,,,,,,, 4
703, 6241, Hydrocotyle tetragonocarpa, Araliaceae, N,, 8, GWJ,,, 6, GWJ,,,,,,, 1
704, 5817," Hypocalymma angustifolium (White Myrtle, Kudjid)", Myrtaceae, N,, 4, NDB, Apr,, 48, MUI,,,,,,, 4
705, 5818, Hypocalymma cordifolium, Myrtaceae, N,, 5, NDB, Aug,, 15, NDB,,,,,,, 4
706, 5825, Hypocalymma robustum (Swan River Myrtle), Myrtaceae, N,, 5, GWJ, Aug,, 24, GWJ,,,,,,, 4
707, 5827, Hypocalymma strictum, Myrtaceae, N,, 5, NDB, Nov,, 32, NDB,,,,, 11, RTW, 4
708, 5829, Hypocalymma xanthopetalum, Myrtaceae, N,, 5, VDM, Aug,, 24, VDM,,,,,,, 4
709, 8086, Hypochaeris glabra (Smooth Catsear), Asteraceae, Y,,,,,, 24, GWJ,,,,,,, 2
710, 11699, Hypoxis glabella var. glabella, Hypoxidaceae, N,, 4, NDB, Jul,, 4, NDB,,,,,,, 4
711, 11845, Hypoxis occidentalis var. quadriloba, Hypoxidaceae, N,, 4, NDB, Jul,, 18, NDB,,,,,,, 4
712, 15, Isoetes tripus, Isoetaceae, N,,,,,,,,,,,,,, 4
713, 917, Isolepis marginata (Coarse Club-rush), Cyperaceae, N,, 8, GWJ,,, 6, GWJ,,,,, 3, RTW, 4
714, 918, Isolepis nodosa, Cyperaceae, N,, 5, GWJ,,, 6, GWJ,,,,, 3, RTW, 4
715, 2222, Isopogon attenuatus, Proteaceae, N,, 5, NDB, Oct,, 22, NDB,,,,,,, 4
716, 2223, Isopogon axillaris, Proteaceae, N,, 9, GWJ, Sep,, 24, NDB,,,,, 12, RTW, 4
717, 8844, Isopogon crithmifolius, Proteaceae, N,, 4, NDB, Oct,, 21, NDB,,,,, 10, NDB,
718, 2230, Isopogon formosus (Rose Coneflower), Proteaceae, N,, 1, LMC, Sep,, 24, LMC,,,,, 4, RTW, 4
719, 2231, Isopogon latifolius, Proteaceae, N, 4, 5, LMC, Nov,, 30, LMC,,,,,,, 4
720, 2232, Isopogon linearis, Proteaceae, N,, 5, NDB, Sep,, 30, NDB,,,,, 3, NDB, 4
721, 2233, Isopogon longifolius, Proteaceae, N,, 4, NDB, Sep,, 36, VDM,,,,, 7, NDB, 4
722, 2237, Isopogon sphaerocephalus (Drumstick Isopogon), Proteaceae, N,, 5, NDB, Nov,, 20, NDB,,,,,,, 4
723, 7396, Isotoma hypocrateriformis (Woodbridge Poison), Campanulaceae, N,, 2, LMC, Oct,, 12, LMC,,,,,,, 1
724, 3992, Isotropis cuneifolia (Granny Bonnets), Fabaceae, N,, 5, NDB, Dec,, 9, NDB,,,,,,, 4
725, 8092, Ixiolaena viscosa (Sticky Ixiolaena), Asteraceae, N,, 8, GWJ,,,,,,,,,,, 1
726, 4008, Jacksonia densiflora, Fabaceae, N,, 5, BEL,,,,,,,,,,, 4
727, 4010, Jacksonia floribunda (Holly Pea), Fabaceae, N,, 2, VDM, Aug,, 24, VDM,,,,,,, 4
728, 4012, Jacksonia furcellata (Grey Stinkwood), Fabaceae, N,,,,,, 12, GWJ,,,,,,, 4
729, 4014, Jacksonia grevilleoides, Fabaceae, N,,,, Feb,,,,,,,,,, 4
730, 4029," Jacksonia sternbergiana (Stinkwood, Kapur)", Fabaceae, N,, 1, BEL, Jan,,,,,,,,,, 4
731, 1297, Johnsonia lupulina (Hooded Lily), Hemerocallidaceae, N,, 4, NDB, Nov,, 27, NDB,,,,, 1, RTW, 4
732, 1298, Johnsonia pubescens (Pipe Lily), Hemerocallidaceae, N,, 2, VDM, Aug,, 24, VDM,,,,,,, 4
733, 1185, Juncus kraussii (Sea Rush), Juncaceae, N,,,,,, 33, GWJ,,,,,,, 4
734, 4036, Kennedia carinata, Fabaceae, N,, 2, NDB, Sep,, 32, NDB,,,,,,, 4
735, 4037, Kennedia coccinea (Coral Vine), Fabaceae, N,, 2, NDB, Sep,, 20, NDB,,,,, 3, NDB, 4
736, 4040, Kennedia macrophylla (Augusta Kennedia), Fabaceae, N,, 5, NDB, Oct,, 18, NDB,,,,, 3, NDB, 4
737, 4044, Kennedia prostrata (Scarlet Runner), Fabaceae, N,, 2, NDB, Aug,, 19, NDB,,,,, 3, NDB, 4
738, 1221," Kingia australis (Kingia, Pulonok)", Dasypogonaceae, N,, 7, NDB, Dec,, 2, NDB,,,,, 1, RTW, 4
739, 5832," Kunzea ericifolia (Spearwood, Pondil)", Myrtaceae, N,, 1, NDB, Nov,, 30, NDB,,,,,,, 4
740, 5835, Kunzea micrantha, Myrtaceae, N,,,, Aug,, 36, MUI,,,,,,, 4
741, 5841, Kunzea recurva, Myrtaceae, N,, 1, GWJ, Oct,, 48, MUI,,,,, 2, RTW, 4
742, 5843, Kunzea spicata, Myrtaceae, N,,,, Sep,, 48, MUI,,,,,,, 4
743, 3667, Labichea lanceolata (Tall Labichea), Fabaceae, N,, 5, BEL,,,,,,,,,,, 4
744, 3669, Labichea punctata (Lance-leaved Cassia), Fabaceae, N,, 4, NDB, Sep,, 33, NDB,,,,,,, 4
745, 6780, Lachnostachys eriobotrya (Lambswool), Lamiaceae, N,, 5, BEL, Sep,,,,,,,,,, 4
746, 6782, Lachnostachys verbascifolia (Lambs' Tails), Lamiaceae, N,, 5, VDM, Aug,,,,,,,,,, 4
747, 8097, Lagenifera huegelii, Asteraceae, N,, 9, NDB, Oct,, 10, NDB,,,,,,, 4
748, 18585, Lagenophora huegelii, Asteraceae, N,, 9, NDB, Oct,, 12, NDB,,,,,,, 4
749, 2248," Lambertia inermis (Chittick, Djidiok)", Proteaceae, N,, 1, LMC, Dec,, 60, LMC,,,,,,, 4
750, 2249, Lambertia multiflora (Many-flowered Honeysuckle), Proteaceae, N,, 5, VDM, Sep,, 24, VDM,,,,,,, 4
751, 2250, Lambertia orbifolia (Round-leaf Honeysuckle), Proteaceae, N,, 2, NDB, Nov,, 62, NDB,,,,, 7,, 4
752, 2252, Lambertia rariflora (Green Honeysuckle), Proteaceae, N,, 2, NDB, Feb,, 48, NDB,,,,,,, 4
753, 5031, Lasiopetalum drummondii, Malvaceae, N,, 5, VDM,,, 24, VDM,,,,,,, 4
754, 5033, Lasiopetalum floribundum (Free Flowering Lasiopetalum), Malvaceae, N,, 2, NDB, Nov,, 36, NDB,,,,,,, 4
755, 5034, Lasiopetalum glabratum, Malvaceae, N,, 5, NDB, Nov,, 25, NDB,,,,,,, 4
756, 1301, Laxmannia brachyphylla (Stilted Paper-lily), Asparagaceae, N,, 2, LMC, Sep,, 24, LMC,,,,,,, 4
757, 1305, Laxmannia omnifertilis, Asparagaceae, N,, 2, BEL, Jul,,,,,,,,,, 4
758, 1308, Laxmannia sessiliflora (Nodding Lily), Asparagaceae, N,, 2, VDM, Jun,,,,,,,,,, 4
759, 7568, Lechenaultia biloba (Blue Leschenaultia), Goodeniaceae, N,, 4, NDB, Nov,, 24, VDM,,,,,,, 4
760, 7572, Lechenaultia expansa, Goodeniaceae, N,, 2, NDB, Dec,, 35, NDB,,,,,,,
761, 7574, Lechenaultia floribunda (Free-flowering Leschenaultia), Goodeniaceae, N,, 2, VDM, Oct,, 12, GWJ,,,,,,, 4
762, 7575, Lechenaultia formosa (Red Leschenaultia), Goodeniaceae, N,, 2, LMC, Jun,, 21, NDB,,,,, 4,, 4
763, 7579, Lechenaultia laricina (Scarlet Leschenaultia), Goodeniaceae, N, T, 5, NDB, Oct,, 24, NDB,,,,,,, 4
764, 7585, Lechenaultia pulvinaris (Cushion Leschenaultia), Goodeniaceae, N, 4, 2, NDB, Nov,, 18, NDB,,,,, 4,, 4
765, 1073, Lepidobolus chaetocephalus (Bristle-headed Chaff Rush), Restionaceae, N,, 5, BEL,,,,,,,,,,, 4
766, 925, Lepidosperma angustatum, Cyperaceae, N,, 4, NDB, Nov,, 26, NDB,,,,, 3, RTW, 4
767, 8310, Lepidosperma canescens, Cyperaceae, N,, 5, GWJ, Apr,, 24, GWJ,,,,, 3, RTW, 4
768, 931, Lepidosperma drummondii, Cyperaceae, N,, 4, NDB, Jun,, 72, MUI,,,,,,, 4
769, 932, Lepidosperma effusum (Spreading Sword-sedge), Cyperaceae, N,, 4, NDB, Nov,, 24, NDB,,,,, 3, RTW, 4
770, 933," Lepidosperma gladiatum (Coast Sword-sedge, Kerbin)", Cyperaceae, N,, 4, NDB, Apr,, 24, NDB,,,,, 3, NDB, 4
771, 936, Lepidosperma leptostachyum, Cyperaceae, N,, 4, NDB, Dec,, 24, NDB,,,,, 3, RTW, 4
772, 937, Lepidosperma longitudinale (Pithy Sword-sedge), Cyperaceae, N,, 4, GWJ, Oct,, 24, NDB,,,,,,, 4
773, 938, Lepidosperma persecans, Cyperaceae, N,, 4, NDB, May,, 72, MUI,,,,,,, 4
774, 945, Lepidosperma squamatum, Cyperaceae, N,, 4, LMC, Dec,, 22, NDB,,,,,,, 4
775, 947, Lepidosperma tenue, Cyperaceae, N,, 5, BEL,,, 12, GWJ,,,,,,, 4
776, 948, Lepidosperma tetraquetrum, Cyperaceae, N,, 4, NDB, Nov,, 22, NDB,,,,, 3, RTW, 4
777, 1653, Leporella fimbriata (Hare Orchid), Orchidaceae, N,, 11, GWJ, Jun,, 12, GWJ,,,,, 3, RTW, 4
778, 1076, Leptocarpus aristatus (Bearded Twine-rush), Restionaceae, N,, 5, NDB, Sep,, 18, NDB,,,,,,, 4
779, 1082, Leptocarpus tenax (Slender Twine Rush), Restionaceae, N,, 5, GWJ,,,,,,,,, 3, RTW, 4
780, 15418, Leptoceras menziesii, Orchidaceae, N,, 4, NDB, Sep,, 7, NDB,,,,,,, 4
781, 2342, Leptomeria cunninghamii, Santalaceae, N,, 2, NDB, Aug,, 29, NDB,,,,,,, 4
782, 2345, Leptomeria ericoides, Santalaceae, N,, 2, NDB, Jul,, 28, NDB,,,,, 5, NDB, 4
783, 15428, Leptosema aphyllum, Fabaceae, N,, 2, NDB, Aug,, 60, MUI,,,,,,, 4
784, 5847, Leptospermum erubescens (Roadside Teatree), Myrtaceae, N,, 5, BEL,,, 46, MUI,,,,,,, 4
785, 5857, Leptospermum spinescens, Myrtaceae, N,, 5, LMC, Oct,, 30, LMC,,,,,,, 4
786, 3613, Leucaena leucocephala (Leucaena), Fabaceae, Y,, 2, LMC, May,,,,,,,,,, 4
787, 6360, Leucopogon australis (Spiked Beard-heath), Ericaceae, N,, 5, NDB, Aug,, 16, NDB,,,,, 5, NDB, 4
788, 6367, Leucopogon capitellatus, Ericaceae, N,, 4, NDB, Aug,, 29, NDB,,,,, 8, RTW, 4
789, 6379, Leucopogon crassiflorus, Ericaceae, N,, 2, VDM, Aug,, 60, VDM,,,,,,, 4
790, 6382, Leucopogon cucullatus, Ericaceae, N,,,, Feb,,,,,,,,,, 4
791, 6387, Leucopogon distans, Ericaceae, N,,,,,,,,,,,, 12, RTW, 4
792, 6394, Leucopogon gibbosus, Ericaceae, N,, 2, LMC, Jan,, 30, LMC,,,,,,, 4
793, 6396, Leucopogon glabellus, Ericaceae, N,, 5, NDB, Feb,, 29, NDB,,,,, 5,, 4
794, 6400, Leucopogon gracillimus, Ericaceae, N,, 2, NDB, Sep,, 33, NDB,,,,, 4,, 4
795, 6416, Leucopogon nutans (Drooping Leucopogon), Ericaceae, N,, 5, BEL,,,,,,,,,,, 4
796, 6417, Leucopogon obovatus, Ericaceae, N,, 5, GWJ, May,, 18, NDB,,,,, 4, NDB, 4
797, 6425, Leucopogon oxycedrus, Ericaceae, N,, 5, BEL,,,,,,,,,,, 4
798, 6427, Leucopogon parviflorus (Coast Beard-heath), Ericaceae, N,, 5, GWJ,,, 30, GWJ,,,,,,, 4
799, 6436, Leucopogon propinquus, Ericaceae, N,, 4, NDB, Apr,, 27, GWJ,,,,, 7, NDB, 4
800, 6439, Leucopogon pulchellus (Beard-heath), Ericaceae, N,, 2, NDB, Jul,, 43, NDB,,,,,,, 4
801, 9217, Leucopogon revolutus, Ericaceae, N,, 5, NDB, Aug,, 24, NDB,,,,,,, 4
802, 6453, Leucopogon unilateralis, Ericaceae, N,, 2, GWJ, Jun,, 24, GWJ,,,,,,, 4
803, 6454, Leucopogon verticillatus (Tassel Flower), Ericaceae, N,, 5, NDB, Aug,, 29, NDB,,,,, 9, NDB, 4
804, 7674, Levenhookia preissii (Preiss's Stylewort), Stylidiaceae, N,, 2, NDB, Dec,, 13, NDB,,,,,,, 4
805, 7676, Levenhookia pusilla (Midget Stylewort), Stylidiaceae, N,, 8, NDB, Dec,, 10, NDB,,,,,,, 1
806, 59, Lindsaea linearis (Screw Fern), Lindsaeaceae, N,,,,,,,,,,,, 1, RTW, 4
807, 4362, Linum marginale (Wild Flax), Linaceae, N,, 4, NDB, Nov,, 21, NDB,,,,,,, 4
808, 7400, Lobelia alata (Angled Lobelia), Campanulaceae, N,, 8, NDB, Oct,, 12, GWJ,,,,,,, 4
809, 7402, Lobelia gibbosa (Tall Lobelia), Campanulaceae, N,, 8, GWJ, Oct,, 12, GWJ,,,,,,, 4
810, 7403, Lobelia heterophylla (Wing-seeded Lobelia), Campanulaceae, N,, 8, NDB, Nov,, 12, GWJ,,,,,,, 1
811, 7405, Lobelia rarifolia, Campanulaceae, N,, 8, GWJ, Dec,, 12, GWJ,,,,,,, 1
812, 7407, Lobelia rhytidosperma (Wrinkled-seeded Lobelia), Campanulaceae, N,, 8, GWJ, Nov,, 12, GWJ,,,,,,, 1
813, 7408, Lobelia tenuior (Slender Lobelia), Campanulaceae, N,, 8, GWJ, Dec,, 6, GWJ,,,,,,, 1
814, 6506, Logania campanulata (Bell-flowered Logania), Loganiaceae, N,, 2, NDB, Jan,, 15, NDB,,,,,,, 4
815, 6511, Logania serpyllifolia, Loganiaceae, N,, 2, LMC, Dec,, 24, LMC,,,,, 2, RTW, 4
816, 6515, Logania vaginalis (White Spray), Loganiaceae, N,, 9, NDB, Nov,, 20, NDB,,,,,,, 4
817, 1223, Lomandra caespitosa (Tufted Mat Rush), Asparagaceae, N,, 4, GWJ, Nov,, 33, GWJ,,,,,,, 4
818, 1224, Lomandra collina (Pale Mat Rush), Asparagaceae, N,, 4, NDB, Oct,, 12, NDB,,,,,,, 4
819, 1225, Lomandra drummondii, Asparagaceae, N,, 4, NDB, Oct,, 20, NDB,,,,, 3, RTW, 4
820, 1227, Lomandra hastilis, Asparagaceae, N,, 2, LMC, Nov,, 36, LMC,,,,,,, 4
821, 1229, Lomandra integra, Asparagaceae, N,, 5, NDB, May,, 17, NDB,,,,,,, 4
822, 1234, Lomandra nigricans, Asparagaceae, N,, 4, NDB, Oct,, 6, NDB,,,,, 3, RTW, 4
823, 1237, Lomandra ordii, Asparagaceae, N, 4, 5, GWJ, Nov,, 12, NDB,,,,, 3, RTW, 4
824, 1238, Lomandra pauciflora, Asparagaceae, N,, 4, NDB,,, 12, NDB,,,,,,, 4
825, 1239, Lomandra preissii, Asparagaceae, N,, 4, GWJ,,, 12, GWJ,,,,,,, 4
826, 1240, Lomandra purpurea (Purple Mat Rush), Asparagaceae, N,, 3, GWJ,,, 12, GWJ,,,,,,, 4
827, 1244, Lomandra sonderi, Asparagaceae, N,, 4, NDB, Sep,, 18, NDB,,,,,,, 4
828, 1246, Lomandra suaveolens, Asparagaceae, N,, 4, GWJ, Jun,, 18, GWJ,,,,,,, 4
829, 1093, Loxocarya fasciculata, Restionaceae, N,, 4, NDB,,, 12, NDB,,,,, 8, RTW, 4
830, 1094, Loxocarya flexuosa, Restionaceae, N,, 4, GWJ, Nov,, 12, NDB,,,,, 3, RTW, 4
831, 1096, Loxocarya pubescens, Restionaceae, N,, 4, GWJ,,,,,,,,,,, 4
832, 1198, Luzula meridionalis (Field Woodrush), Juncaceae, N,, 4, NDB, Sep,, 24, NDB,,,,,,, 4
833, 1097, Lyginia barbata, Anarthriaceae, N,, 5, GWJ,,, 21, GWJ,,,,, 3, RTW, 4
834, 1655, Lyperanthus nigricans (Red Beak Orchid), Orchidaceae, N,, 11, NDB, Sep,, 9, NDB,,,,,,, 4
835, 1656, Lyperanthus serratus (Rattle Beak Orchid), Orchidaceae, N,, 11, GWJ,,, 6, GWJ,,,,,,, 4
836, 6456, Lysinema ciliatum (Curry Flower), Ericaceae, N,, 8, NDB, Jul,, 48, LMC,,,,, 12, RTW, 4
837, 85," Macrozamia riedlei (Zamia, Djiridji)", Zamiaceae, N,, 7, NDB, Aug,, 29, NDB,,,,, 11, RTW, 4
838, 17636, Marianthus coeruleopunctatus (Blue-spotted Marianthus), Pittosporaceae, N,, 5, GWJ, Nov,, 21, GWJ,,,,,,, 4
839, 17694, Meeboldina scariosa, Restionaceae, N,, 4, GWJ,,,,,,,,,,, 4
840, 5868, Melaleuca acerosa (Coastal Honeymyrtle), Myrtaceae, N,, 5,,,, 24, GWJ,,,,,,, 4
841, 5869, Melaleuca acuminata, Myrtaceae, N,, 1,, Jul,, 48, MUI,,,,,,, 4
842, 5877, Melaleuca basicephala, Myrtaceae, N, 4,,, May,, 24, MUI,,,,,,, 4
843, 5885, Melaleuca calycina, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
844, 5887, Melaleuca cardiophylla (Tangling Melaleuca), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
845, 5890, Melaleuca cliffortioides, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
846, 5896, Melaleuca cordata, Myrtaceae, N,,,, May,, 72, MUI,,,,,,, 4
847, 5900, Melaleuca cuticularis (Saltwater Paperbark), Myrtaceae, N,, 6, GWJ, Sep,, 33, GWJ,,,,,,, 4
848, 9180, Melaleuca cymbifolia, Myrtaceae, N,, 5, BEL,,, 48, MUI,,,,,,, 4
849, 5904, Melaleuca depressa, Myrtaceae, N,, 5, VDM, Nov,,,,,,,,,, 4
850, 5905, Melaleuca diosmifolia, Myrtaceae, N,, 1, NDB,,, 84, MUI,,,,,,, 4
851, 5909," Melaleuca elliptica (Granite Bottlebrush, Ngow)", Myrtaceae, N,, 1, NDB,,, 60, MUI,,,,,,, 4
852, 5913, Melaleuca glaberrima, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
853, 5917, Melaleuca hamulosa, Myrtaceae, N,, 5, BEL,,,,,,,,,,,
854, 5919, Melaleuca holosericea, Myrtaceae, N,, 4, NDB, Dec,, 35, NDB,,,,,,,
855, 5920, Melaleuca huegelii (Chenille Honeymyrtle), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
856, 5921, Melaleuca incana (Grey Honeymyrtle), Myrtaceae, N,, 5, NDB, Aug,, 22, NDB,,,,,,, 4
857, 13273, Melaleuca incana subsp. incana, Myrtaceae, N,, 1, GWJ, Oct,, 33, NDB,,,,,,, 4
858, 5922," Melaleuca lanceolata (Rottnest Teatree, Moonah)", Myrtaceae, N,,,,,, 36, MUI,,,,,,, 4
859, 5926, Melaleuca lateritia (Robin Redbreast Bush), Myrtaceae, N,, 5, BEL,,, 60, MUI,,,,,,, 4
860, 5927, Melaleuca laxiflora, Myrtaceae, N,,,,,, 72, MUI,,,,,,, 4
861, 5938, Melaleuca microphylla, Myrtaceae, N,, 6, GWJ, Nov,, 24, GWJ,,,,,,, 4
862, 5943, Melaleuca nesophila (Mindiyed), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
863, 5945, Melaleuca oldfieldii, Myrtaceae, N, 2,,,,, 48, MUI,,,,,,, 4
864, 18394, Melaleuca parviceps, Myrtaceae, N,, 4, NDB, Nov,, 22, NDB,,,,,,,
865, 5946, Melaleuca pauciflora, Myrtaceae, N,, 5, GWJ, Feb,, 18, GWJ,,,,,,, 4
866, 5948, Melaleuca pentagona, Myrtaceae, N,, 5, LMC, Nov,, 36, LMC,,,,,,, 4
867, 5952, Melaleuca preissiana (Moonah), Myrtaceae, N,, 6, NDB, Jan,, 24, NDB,,,,,,, 4
868, 5955, Melaleuca pulchella (Claw Flower), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
869, 5956, Melaleuca pungens, Myrtaceae, N,,,,,, 72, MUI,,,,,,, 4
870, 5957, Melaleuca quadrifaria, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
871, 5958, Melaleuca radula (Graceful Honeymyrtle), Myrtaceae, N,, 5, BEL,,, 36, MUI,,,,,,, 4
872, 5959, Melaleuca rhaphiophylla (Swamp Paperbark), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
873, 5961," Melaleuca scabra (Rough Honeymyrtle, Wurru Bush)", Myrtaceae, N,, 5, VDM,,, 72, MUI,,,,,,, 4
874, 5975, Melaleuca subtrigona, Myrtaceae, N,, 5, BEL,,, 72, MUI,,,,,,, 4
875, 5978, Melaleuca teretifolia (Banbar), Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
876, 5980, Melaleuca thymoides, Myrtaceae, N,, 5, NDB, Nov,, 44, NDB,,,,, 9, RTW, 4
877, 5981, Melaleuca thyoides, Myrtaceae, N,, 5, BEL,,,,,,,,,,, 4
878, 5983, Melaleuca trichophylla, Myrtaceae, N,, 5, BEL, Sep,, 36, VDM,,,,,,, 4
879, 5984," Melaleuca uncinata (Broom Bush, Kwidjard)", Myrtaceae, N,, 5, BEL, Dec,, 72, MUI,,,,,,, 4
880, 5987, Melaleuca viminea (Mohan), Myrtaceae, N,, 1, NDB, Nov,, 60, NDB, 180, NDB, 480, NDB, 3, NDB, 4
881, 955, Mesomelaena pseudostygia, Cyperaceae, N,, 4, BEL, May,,,,,,,,,, 4
