IDmerg1,ID_all,species_name,species_abb,site_name,site_details,siteold,site_data_old,replicates_toughness,replicates_CN,spp_old,SLA_cm2_g_new,leaf_area_mm2_new,PSIpd,PSImd,Kh,Ks,Kl,LL,Gs,Amass,Aarea,RD_MASS,leaf_N_mass_new,leaf_P_mass_new,Cmass,leaf_N_area_g_m2_new,leaf_P_area_g_m2_new,max_ht,ci,ca_ci,wue,Aarea_gs,trans,trans_es,d15N,d13C,max_height_m,SPo,TLP,H2OTLP,symH2O,elast_mod,shootH20,ci_ca,SWCsap,SWCstem,SWCbark,BarkThick,n(bark),Wshear(Jm01),Toughness(Jm-2),leaf thickness,date,id,time1,par,PsmassUSE_raw,tleaf,PsAreaUse_raw,GsUSE_raw,gc_raw,ci_raw,CO2a_raw,wue_raw,SLA_raw
162,186,Eutaxia microphylla,eutmic,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,Eutmic,11.26,NA,NA,NA,NA,NA,NA,0.97,322,92.7,10.3,14.9,1.89,0.078,48.58,1.68,0.069,0.7,293,81,1.66,0.032,6.19,579.6,-2.9755,-26.6691,0.65,NA,NA,NA,NA,NA,NA,0.012345679,,,,,,,,,,,,,,,,,,,,,
,,Eutaxia microphylla,Eutmic,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,a,933,1620,105.2494,28.29285,10.57983,252.6278,0.152717,277.4558,361,1.550099,99.48123
,,Eutaxia microphylla,Eutmic,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,b,1005,1715,75.53496,26.01868,8.662445,178.4228,0.109201,274.6627,367,1.955913,87.1982
,,Eutaxia microphylla,Eutmic,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,c,1010,1740,87.45932,26.3695,9.570648,156.2645,0.095996,252.3741,365,2.380543,91.38286
,,Eutaxia microphylla,Eutmic,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,d,1115,1400,132.2996,22.78145,16.49826,664.7043,0.376149,334.9246,390,1.417628,80.19
,,Eutaxia microphylla,Eutmic,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281098,e,1155,1780,62.83633,23.86993,6.176954,358.0933,0.212756,328.0363,367,1.016,101.727
130,153,Exocarpos aphyllus,exoaph,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Exoaph,2.99,NA,NA,NA,NA,NA,NA,2.83,114,8.8,4.1,11.5,1.07,0.11,52.09,3.56,0.367,NA,311,73,1.33,0.036,3.09,205.3,1.9041,-26.4853,NA,NA,NA,NA,NA,NA,NA,0.01369863,,,,,,4.64,3522,1.31,,,,,,,,,,,,,
,,Exocarpos aphyllus,Exoaph,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,newstem,1153,1540,5.60308,25.97497,2.737942,117.3972,0.072594,326.1301,377,1.008,20.46456
,,Exocarpos aphyllus,Exoaph,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,newstem,1114,1570,7.03329,26.64295,3.12217,105.5179,0.06538,324.8339,388.5,1.0704,22.52694
,,Exocarpos aphyllus,Exoaph,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,newstem,1146,1560,13.7256,27.28861,6.494915,119.1882,0.07368,281.5271,385,1.917342,21.13283
131,154,Geijera parviflora,geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Geipar,5.31,671.5,-2.88,-3.44,6.23E-06,0.637,4.70E-04,2.46,128,55.2,10.4,5.7,1.7,0.105,47.5,3.2,0.198,10.3,201,156,3.67,0.081,2.82,230.5,3.5874,-27.2386,10.3,-3.2,-4.42,75.68,88.38,13.05,61.65,0.006410256,60.52,89.865,140.221,1.54,10,0.25,624,0.4,,,,,,,,,,,,,
,,Geijera parviflora,Geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,915,1499,91.58568,27.28667,15.78282,144.9789,0.089233,174.533,362,4.4785,58.02873
,,Geijera parviflora,Geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,955,1580,57.28956,28.33728,10.43793,150.3376,0.092448,245.0481,370,2.882547,54.88593
,,Geijera parviflora,Geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1113,1575,36.45629,25.4358,7.950708,90.11414,0.055982,199.2363,351,4.01085,45.85288
,,Geijera parviflora,Geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,d,1210,1200,51.8805,25.66279,9.479574,64.65222,0.040339,125.7027,371,5.665828,54.72872
,,Geijera parviflora,Geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,941,1480,63.39108,26.87605,10.10097,215.1276,0.130861,263.3158,351,2.259,62.75742
,,Geijera parviflora,Geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,b,955,1645,46.37501,29.29594,8.885781,91.58358,0.056881,183.2504,352,3.336,52.19013
,,Geijera parviflora,Geipar,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,c,1055,1788,39.39177,28.05728,9.983269,139.6984,0.086059,212.6013,339,3.077991,39.45779
,,Gompholobium glabratum,Gomgla,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,1013,1800,49.45349,26.70666,7.871059,231.5864,0.140487,297.7885,365,1.660065,62.82953
,,Gompholobium glabratum,Gomgla,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1125,1000,22.22624,23.95898,3.809775,236.4017,0.143293,355.0913,392,0.96222,58.34003
,,Gompholobium glabratum,Gomgla,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1046,1100,47.46346,25.50813,7.404538,189.1916,0.115584,299.8059,374,2.130185,64.10051
,,Gompholobium glabratum,Gomgla,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,g,1138,1000,37.12144,24.84708,6.2438,123.7905,0.076465,282.1259,374,2.621571,59.45328
,,Gompholobium glabratum,Gomgla,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1052,1200,58.06948,24.26766,9.231622,258.7985,0.156288,285.9212,351,3.129569,62.90279
76,88,Gompholobium glabratum,gomgra,Kuring-gai NP lowP,hiRloP,"sydloP,glp",syd_loP,3,5,Gomgra,7.71,119.63,-0.9,-1.37,NA,NA,NA,2.33,208,42.9,6.9,9,1.23,0.018,50.3,1.59,0.023,1.8,304,67,2.1,0.033,3.29,208,-2.532,-28.6178,1.8,-1.68,-1.89,91.26,77.97,19.5,56.44,0.014925373,57.76,64.87,100.002,0.67222,9,0.34,848,0.39,,,,,,,,,,,,,
22,23,Gompholobium latifolium,gomlat,Kuring-gai NP hiP,hiRhiP,"sydhiP,ghp",syd_hiP,5,5,Gomlat,10.52,389.46,-0.22,-0.53,NA,NA,NA,2.2,NA,NA,NA,NA,1.71,0.031,49.83,1.63,0.029,2.6,NA,NA,NA,NA,NA,NA,-0.3958,-32.4603,2.6,-1.72,-1.99,87.72,92.3,14.28,59.87,NA,68.06,77.24,167.369,0.59,10,0.36,1169,0.31,,,,,,,,,,,,,
163,187,Grevillea anethifolia,greane,Round Hill mallee,loRloP,RHM,wnsw_loP,5,5,greane,NA,NA,NA,NA,NA,NA,NA,NA,40,36.2,5.2,10.5,NA,NA,49.86,NA,NA,NA,137,227,4.53,0.131,1.16,71.9,-0.9113,-25.9871,NA,NA,NA,NA,NA,NA,NA,0.004405286,,,,,,,,,,,,,,,,,,,,,
,,Grevillea anethifolia,Greane,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,1,920,1100,45.23162,23.78452,6.667292,40.26464,0.025228,93.9391,367,6.938,67.84107
,,Grevillea anethifolia,Greane,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,2,928,1600,26.40163,28.14234,4.58038,43.33796,0.027139,180.2817,363,3.287625,57.64069
,,Grevillea anethifolia,Greane,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,3,940,1470,29.90478,28.26547,4.270049,27.18143,0.017069,113.8443,377,4.725952,70.03381
,,Grevillea anethifolia,Greane,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,4,945,1250,38.0856,27.49338,5.381582,47.19385,0.029534,157.6207,352,3.816714,70.77027
,,Grevillea anethifolia,Greane,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,5,1000,1400,33.8632,28.84791,4.766866,32.14534,0.020169,124.5301,374,4.4895,71.0387
,,Grevillea anethifolia,Greane,Round Hill mallee,loRloP,RHM,wnsw_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,6,1002,1400,43.56648,27.71908,5.801389,49.58645,0.031019,150.0647,349,3.919195,75.09662
78,92,Grevillea buxifolia,grebux,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,3,5,Grebux,9.1,51.06,-0.53,-1.09,NA,NA,NA,1.25,206,59.3,8.6,10.8,0.71,0.023,51.02,0.78,0.025,2,293,79,2.87,0.042,3.01,206.1,-2.5675,-29.0991,2,-1.48,-2.25,73.65,76.93,18.18,58.77,0.012658228,69.29,72.87,86.337,0.82,10,0.29,978,0.29,,,,,,,,,,,,,
,,Grevillea buxifolia,Grebux,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,935,1000,61.69409,24.6627,11.92036,166.8519,0.102318,250.3807,376,4.002415,51.75523
,,Grevillea buxifolia,Grebux,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1155,1900,27.92733,25.64106,4.380589,165.3584,0.101428,362.0321,418,1.318179,63.75246
,,Grevillea buxifolia,Grebux,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1043,1000,70.0515,24.36433,8.534315,224.2968,0.13623,304.3152,376,2.357679,82.08216
,,Grevillea buxifolia,Grebux,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1137,1000,62.28753,24.57496,10.97239,168.0273,0.103019,246.8087,362,3.734186,56.76752
,,Grevillea buxifolia,Grebux,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1025,1500,70.59885,24.46589,8.171789,201.8612,0.123063,283.7864,357,3.124021,86.39338
,,Grevillea buxifolia,Grebux,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,"b,sun",1043,1350,63.4674,23.42779,7.866892,310.3354,0.185826,309.4528,357,2.70642,80.67658
80,94,Grevillea speciosa,grespe,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,3,5,Grespe,6.51,156.99,-0.49,-0.99,NA,NA,NA,1.56,301,50.3,8.8,7.4,0.86,0.024,50.37,1.32,0.037,2.2,298,67,2.15,0.029,4.1,300.8,-1.3587,-28.8476,2.2,-1.98,-2.46,86.4,70.75,10.35,50.25,0.014925373,69.12,73.15,101.819,0.57,10,0.69,2075,0.33,,,,,,,,,,,,,
,,Grevillea speciosa,Grespe,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151098,,1030,1000,25.82371,28.28391,5.757958,99.74877,0.061866,244.4657,350,2.219656,44.84873
,,Grevillea speciosa,Grespe,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,955,1000,37.0898,22.52601,6.532907,512.6988,0.297134,343.9812,374,0.982632,56.77381
,,Grevillea speciosa,Grespe,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1115,1050,26.56393,23.29705,5.30384,239.6646,0.145192,322.2555,367.5,1.445625,50.08434
,,Grevillea speciosa,Grespe,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1025,1000,78.62074,24.5373,15.14575,485.305,0.282487,304.3021,365,2.533494,51.90945
,,Grevillea speciosa,Grespe,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1128,1100,50.35567,24.98289,9.358266,235.9282,0.143018,294.5641,369,2.411797,53.80876
,,Grevillea speciosa,Grespe,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1045,1560,83.42928,25.82953,10.7959,231.1932,0.140258,278.5925,363,3.320833,77.27864
81,95,Hakea dactyloides,hakdac,Kuring-gai NP lowP,hiRloP,"sydloP,glp",syd_loP,3,5,Hakdac,3.91,1243.49,-0.44,-1.41,6.14E-06,0.464,2.30E-04,3.45,197,45,12.6,3.9,0.53,0.018,52.74,1.37,0.046,3.8,235,119,4.73,0.064,2.66,196.7,0.9787,-28.9436,3.8,-2.43,-3.22,89.47,45.94,11.37,41.29,0.008403361,75.62,73.54,74.089,0.59375,8,3.24,6529,0.49,,,,,,,,,,,,,
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151098,,1220,1000,42.56399,30.14902,9.075542,96.82614,0.060083,183.9668,347,3.34621,46.89966
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151098,,1225,1100,58.0819,31.38004,11.14469,177.0593,0.108392,223.2189,337,2.627216,52.11621
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,1010,1374,37.46194,24.72046,13.74132,162.805,0.099904,232.2514,377,5.816286,27.26226
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1150,1000,35.21557,22.5228,10.44777,166.0381,0.101833,234.357,343,4.898829,33.7063
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1205,1800,45.89007,25.01339,14.78953,231.4985,0.140436,237.5877,348,6.045333,31.02876
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,d,1215,1880,62.78568,26.20144,17.21948,325.735,0.194556,273.9023,368,5.080755,36.462
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1010,1000,45.62425,22.46865,14.47257,277.1403,0.166858,264.3747,356,5.502696,31.52462
,,Hakea dactyloides,Hakdac,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1150,1000,32.58173,24.80399,9.971498,136.2043,0.083957,227.619,354,4.537944,32.67486
132,155,Hakea tephrosperma,haktep,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,Haktep,3.12,110.79,-1.76,-2.2,7.83E-06,0.478,6.75E-04,3.4,92,22.2,12.2,2.4,0.73,0.03,48.4,2.34,0.096,8.3,142,230,4.68,0.132,2.61,166,1.5785,-24.7403,8.3,-3.12,-4.72,80.98,56.02,14.24,40.81,0.004347826,56.346,60.82,73.388,0.665,10,3.37,3144,1.07,,,,,,,,,,,,,
,,Hakea tephrosperma,Haktep,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271098,a,1250,1680,34.74613,26.2931,18.72446,103.1772,0.063955,59.09684,361,6.736351,18.55655
,,Hakea tephrosperma,Haktep,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,a,947,1470,20.25073,27.24147,9.39552,83.93142,0.052196,184.929,379,3.608,21.5536
,,Hakea tephrosperma,Haktep,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,b,1021,1627,19.10602,28.05417,11.38162,112.1734,0.069426,188.5215,366,3.357319,16.78674
,,Hakea tephrosperma,Haktep,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,c,1050,1450,20.26404,27.08786,11.30624,57.53475,0.035942,54.9001,380,6.495294,17.92287
,,Hakea tephrosperma,Haktep,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,d,1107,1400,25.03071,26.41151,14.60303,120.2781,0.07434,172.6914,382,4.232632,17.14076
,,Hakea tephrosperma,Haktep,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291098,e,1116,1737,13.77935,27.35189,7.737195,76.3987,0.047573,191.8889,367,3.644065,17.80923
83,98,Hakea teretifolia,hakter,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,3,5,Hakter,4.68,138.15,-0.55,-1.22,NA,NA,NA,1.75,272,34.9,14.1,4.1,0.52,0.021,47.94,1.11,0.045,3,263,99,3.86,0.052,3.66,271.8,-1.6731,-28.1708,3,-2.3,-3.14,85.55,58.25,18.66,57.66,0.01010101,97.28,106.98,149.307,0.81,10,1.16,2946,0.4,,,,,,,,,,,,,
,,Hakea teretifolia,Hakter,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,1105,1000,29.60805,22.19599,11.39852,255.1692,0.154189,277.8267,359,3.247881,25.97535
,,Hakea teretifolia,Hakter,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1135,1000,43.8457,22.36732,17.57096,476.8665,0.277949,301.4703,371,3.366825,24.9535
,,Hakea teretifolia,Hakter,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1225,1800,36.91968,25.938,16.60831,238.8418,0.144714,237.6276,362,3.582082,22.22964
,,Hakea teretifolia,Hakter,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1125,1000,25.25389,24.86538,8.359898,158.7358,0.097474,270.6067,365,3.159111,30.20838
,,Hakea teretifolia,Hakter,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1035,1000,38.97729,24.11335,16.71281,229.3998,0.139211,225.1258,351,5.941615,23.32181
133,156,Helichrysum apiculatum,helapi,Round Hill woodland,loRhiP,RHW,wnsw_hiP,5,4-5,helapi,26.13,NA,NA,NA,NA,NA,NA,NA,133,260.6,10.1,35.7,NA,NA,NA,1.03,NA,NA,216,145,3.31,0.076,3.06,239.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006896552,,,,,,,,,,,,,,,,,,,,,
,,Helichrysum apiculatum,Helapi,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21198,,1205,1460,236.8339,24.3991,12.87685,184.188,0.112621,214.4566,337,3.842136,183.9222
,,Helichrysum apiculatum,Helapi,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,a,934,1545,223.8734,27.97238,8.925811,77.66343,0.04835,167.0799,365,3.689583,250.8158
,,Helichrysum apiculatum,Helapi,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,b,952,1440,143.2306,28.80014,5.085306,61.52142,0.038406,220.3131,368,2.5492,281.6558
,,Helichrysum apiculatum,Helapi,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,c,1117,1570,273.6255,24.64777,11.90439,180.5936,0.11049,241.725,360,3.077542,229.8526
,,Helichrysum apiculatum,Helapi,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,d,1133,1612,410.9682,24.77427,12.78026,196.6458,0.119988,235.8928,352,3.263299,321.5649
,,Helichrysum apiculatum,Helapi,Round Hill woodland,loRhiP,RHW,wnsw_hiP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11198,e,1150,1685,274.9187,26.12996,9.167193,97.51033,0.060501,218.1839,383,3.425957,299.8941
84,99,Hibbertia bracteata,hibbra,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,3,5,Hibbra,9.08,92.45,-0.99,-1.18,NA,NA,NA,0.92,218,53.9,6.7,7.4,1.04,0.027,43.3,1.15,0.03,1.3,303,62,2.11,0.031,3.19,218.1,-7.1328,-28.9422,1.3,-1.61,-2.54,76.37,64.05,23.09,63.5,0.016129032,83.45,91.7,129.456,0.525,7,0.33,1193,0.28,,,,,,,,,,,,,
,,Hibbertia bracteata,Hibbra,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,1055,1000,51.76374,22.73968,6.732935,311.3483,0.186402,312.8419,355,1.997733,76.88139
,,Hibbertia bracteata,Hibbra,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1115,1100,88.86157,23.82132,8.541215,238.5913,0.144568,291.4798,359,2.276909,104.0386
,,Hibbertia bracteata,Hibbra,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,c,1210,1720,33.40369,26.54996,4.962845,194.271,0.118586,322.3116,376,1.234333,67.30754
,,Hibbertia bracteata,Hibbra,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1030,1000,43.57897,24.21739,6.582712,196.6419,0.119986,317.0942,382,1.909447,66.20215
,,Hibbertia bracteata,Hibbra,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,f,1055,1000,41.03552,24.4573,5.238368,115.2504,0.071293,281.8312,363,3.079857,78.33647
,,Hibbertia bracteata,Hibbra,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91298,a,1048,1660,64.776,25.65188,8.345592,252.6542,0.152732,295.1887,358,2.184453,77.61702
87,103,Lambertia formosa,lamfor,Kuring-gai NP lowP,hiRloP,"sydloP,glp",syd_loP,3,5,Lamfor,4.51,125.17,-0.59,-1.16,1.57E-05,1.29,5.37E-04,2.48,220,37.2,9.3,3.7,0.6,0.023,50.11,1.34,0.051,3,288,82,3.04,0.042,3.07,220.3,-3.8407,-28.6484,3,-2.12,-2.65,87.46,62.4,12.86,48.19,0.012195122,95.97,92.66,120.495,0.425,2,1.26,2485,0.51,,,,,,,,,,,,,
,,Lambertia formosa,Lamfor,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,a,945,989,38.72782,22.9458,10.81374,237.6548,0.144023,312.1602,397,2.728806,35.81353
,,Lambertia formosa,Lamfor,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21298,b,1120,1000,41.66298,23.05076,10.57691,210.764,0.1283,264.3022,354,3.5112,39.39049
,,Lambertia formosa,Lamfor,Kuring-gai NP lowP,hiRloP,sydloP,syd_loP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31298,e,1020,1000,28.04687,22.86134,4.304632,118.7334,0.073404,316.7545,385,2.142826,65.1551
