species_name,original_name,Tasmania,Tasmania_rounded,Barlow,CPBR,GrassBase,RBGSYD,SAH,TMAG,WAH,Barlow_yes,CPBR_yes,GrassBase_yes,RBGSYD_yes,SAH_yes,TMAG_yes,WAH_yes,sum_matches,plant_height_outcome
Gymnoschoenus sphaerocephalus,Gymnoschoenus sphaerocephalus,0.5,0.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Gyrostemon thesioides,Gyrostemon thesioides,0.8,0.8,NA,NA,NA,0.46649999999999997,0.7,0.8,0.7,NA,NA,NA,0,0,1,0,1,omit
Haemodorum distichophyllum,Haemodorum distichophyllum,0.1,0.1,0.0625,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Hakea epiglottis,Hakea epiglottis,4,4,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Hakea lissosperma,Hakea lissosperma,6,6,3,NA,NA,2.6665,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Hakea microcarpa,Hakea microcarpa,2,2,1.3,NA,NA,1.3335,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Hakea nodosa,Hakea nodosa,4,4,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Hakea sericea,Hakea sericea,3.8,3.8,3.1166666666666667,NA,NA,2,4.5,NA,NA,0,NA,NA,0,0,NA,NA,0,keep
Hakea teretifolia,Hakea teretifolia,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Haloragis heterophylla,Haloragis heterophylla,0.5,0.5,0.325,NA,NA,0.325,0.2575,NA,NA,0,NA,NA,0,0,NA,NA,0,keep
Haloragis myriocarpa,Haloragis myriocarpa,0.6,0.6,0.44999999999999996,NA,NA,NA,0.315,NA,NA,0,NA,NA,NA,0,NA,NA,0,keep
Gonocarpus teucrioides,Haloragis teucrioides,0.35,0.35,0.275,NA,NA,0.30000000000000004,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,keep
Ozothamnus costatifructus,Helichrysum costatifructum,0.441667,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Argentipallium dealbatum,Helichrysum dealbatum,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Helichrysum leucopsideum,Helichrysum leucopsideum,0.5,0.5,NA,NA,NA,0.325,0.2575,NA,0.3,NA,NA,NA,0,0,NA,0,0,keep
Xerochrysum papillosum,Helichrysum papillosum,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Helichrysum pumilum,Helichrysum pumilum,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Helichrysum rutidolepis,Helichrysum rutidolepis,0.4,0.4,NA,NA,NA,0.275,0.20750000000000002,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Helichrysum scorpioides,Helichrysum scorpioides,0.5,0.5,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Hemarthria uncinata,Hemarthria uncinata,1,1,NA,NA,0.65,0.6665,0.41000000000000003,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Herpolirion novae-zelandiae,Herpolirion novae-zelandiae,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Hibbertia acicularis,Hibbertia acicularis,1.5,1.5,NA,NA,NA,0.9,0.3,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Hibbertia aspera,Hibbertia aspera,0.6,0.6,NA,NA,NA,0.3335,2,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Hibbertia basaltica,Hibbertia basaltica,0.2,0.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Hibbertia empetrifolia,Hibbertia empetrifolia,1,1,NA,NA,NA,0.2665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Hibbertia hirsuta,Hibbertia hirsuta,0.8,0.8,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Hibbertia hirticalyx,Hibbertia hirticalyx,0.7,0.7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Hibbertia procumbens,Hibbertia procumbens,0.2,0.2,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,0,keep
Hibbertia prostrata,Hibbertia prostrata,0.2,0.2,NA,NA,NA,NA,0.5,0.9,NA,NA,NA,NA,NA,0,0,NA,0,keep
Hibbertia riparia,Hibbertia riparia,1.2,1.2,NA,NA,NA,0.4,0.5,0.9,NA,NA,NA,NA,0,0,0,NA,0,keep
Hibbertia sericea,Hibbertia sericea,0.7,0.7,NA,NA,NA,0.6665,0.5,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Hibbertia serpyllifolia,Hibbertia serpyllifolia,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hierochloe fraseri,Hierochloe fraseri,0.6,0.6,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,keep
Hierochloe rariflora,Hierochloe rariflora,0.1,0.1,NA,NA,0.635,0.6665,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Hierochloe redolens,Hierochloe redolens,1,1,NA,NA,0.6799999999999999,0.6665,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,keep
Histiopteris incisa,Histiopteris incisa,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hovea heterophylla,Hovea heterophylla,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hovea linearis,Hovea linearis,1.2,1.2,NA,NA,NA,0.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Hovea longifolia,Hovea longifolia,3,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Huperzia australiana,Huperzia australiana,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Huperzia varia,Huperzia varia,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hyalosperma demissum,Hyalosperma demissum,0.02,0.02,NA,NA,NA,0.125,0.025,NA,0.02,NA,NA,NA,0,0,NA,1,1,omit
Trithuria filamentosa,Hydatella filamentosa,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hydrocotyle callicarpa,Hydrocotyle callicarpa,0.08,0.08,NA,NA,NA,0.045,0.0405,NA,0.045,NA,NA,NA,0,0,NA,0,0,keep
Hydrocotyle capillaris,Hydrocotyle capillaris,0.05,0.05,NA,NA,NA,NA,0.051000000000000004,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Hydrocotyle hirta,Hydrocotyle hirta,0.05,0.05,NA,NA,NA,NA,NA,NA,0.060000000000000005,NA,NA,NA,NA,NA,NA,0,0,keep
Hydrocotyle tripartita,Hydrocotyle muscosa,0.05,0.05,NA,NA,NA,0.060000000000000005,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Hydrocotyle pterocarpa,Hydrocotyle pterocarpa,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hydrocotyle sibthorpioides,Hydrocotyle sibthorpioides,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Microtis orbicularis,Hydrorchis orbicularis,0.25,0.25,NA,NA,NA,NA,0.1575,NA,0.25,NA,NA,NA,NA,0,NA,1,1,omit
Hymenanthera dentata,Hymenanthera dentata,4,4,NA,NA,NA,2.6665,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Hymenophyllum australe,Hymenophyllum australe,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hymenophyllum cupressiforme,Hymenophyllum cupressiforme,0.09,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hymenophyllum flabellatum,Hymenophyllum flabellatum,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Craspedophyllum marginatum,Hymenophyllum marginatum,0.035,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hymenophyllum peltatum,Hymenophyllum peltatum,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hymenophyllum darwinii,Hymenophyllum rarum,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hypericum gramineum,Hypericum gramineum,0.4,0.4,NA,NA,NA,0.25,0.201,NA,0.3,NA,NA,NA,0,0,NA,0,0,keep
Hypericum japonicum,Hypericum japonicum,0.15,0.15,NA,NA,NA,0.1,NA,NA,0.06999999999999999,NA,NA,NA,0,NA,NA,0,0,keep
Hypolaena fastigiata,Hypolaena fastigiata,0.65,0.65,NA,NA,NA,0.42500000000000004,NA,NA,0.22499999999999998,NA,NA,NA,0,NA,NA,0,0,keep
Hypolepis villoso-viscida,Hypolepis amaurorachis,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hypolepis rugosula,Hypolepis rugosula,1.2,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hypoxis glabella,Hypoxis glabella,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hypoxis hygrometrica,Hypoxis hygrometrica,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Hypoxis vaginata,Hypoxis vaginata,0.2,0.2,0.35,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Indigofera australis,Indigofera australis,2.5,2.5,NA,NA,NA,1.6665,2,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Isoetes gunnii,Isoetes gunnii,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Isoetopsis graminifolia,Isoetopsis graminifolia,0.05,0.05,NA,NA,NA,0.0335,0.05,NA,0.035,NA,NA,NA,0,1,NA,0,1,omit
Isolepis alpina,Isolepis alpina,0.248,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Isolepis aucklandica,Isolepis aucklandica,0.12,0.12,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Isolepis cernua,Isolepis cernua,0.2,0.2,NA,NA,NA,0.11,0.09,NA,0.3,NA,NA,NA,0,0,NA,0,0,keep
Isolepis crassiuscula,Isolepis crassiuscula,0.248,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Isolepis fluitans,Isolepis fluitans,0.1,0.1,NA,NA,NA,0.0665,NA,NA,0.1,NA,NA,NA,0,NA,NA,1,1,omit
Isolepis hookeriana,Isolepis hookeriana,0.12,0.12,NA,NA,NA,0.08,0.12,NA,NA,NA,NA,NA,0,1,NA,NA,1,omit
Isolepis inundata,Isolepis inundata,0.5,0.5,NA,NA,NA,0.275,0.155,NA,0.25,NA,NA,NA,0,0,NA,0,0,keep
Isolepis marginata,Isolepis marginata,0.1,0.1,NA,NA,NA,0.0665,0.010750000000000001,NA,0.11,NA,NA,NA,0,0,NA,0,0,keep
Isolepis montivaga,Isolepis montivaga,0.04,0.04,NA,NA,NA,0.0225,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Ficinia nodosa,Isolepis nodosa,1,1,NA,NA,NA,0.575,0.775,NA,1,NA,NA,NA,0,0,NA,1,1,omit
Isolepis cernua var. platycarpa,Isolepis platycarpa,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Isolepis subtilissima,Isolepis subtilissima,0.1,0.1,NA,NA,NA,0.0615,0.12,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Isophysis tasmanica,Isophysis tasmanica,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Isopogon ceratophyllus,Isopogon ceratophyllus,1,1,0.575,NA,NA,NA,1.2,NA,NA,0,NA,NA,NA,0,NA,NA,0,keep
Isotoma fluviatilis,Isotoma fluviatilis,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus amabilis,Juncus amabilis,1.1,1.1,NA,NA,NA,NA,0.61,NA,0.725,NA,NA,NA,NA,0,NA,0,0,keep
Juncus antarcticus,Juncus antarcticus,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus astreptus,Juncus astreptus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus australis,Juncus australis,1,1,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Juncus bassianus,Juncus bassianus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus bufonius,Juncus bufonius,0.2,0.2,NA,NA,NA,NA,0.151,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Juncus caespiticius,Juncus caespiticius,0.55,0.55,NA,NA,NA,NA,0.20500000000000002,NA,0.345,NA,NA,NA,NA,0,NA,0,0,keep
Juncus curtisiae,Juncus curtisiae,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus falcatus,Juncus falcatus,0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus filicaulis,Juncus filicaulis,0.45,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus gregiflorus,Juncus gregiflorus,1.4,1.4,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,0,0,keep
Juncus holoschoenus,Juncus holoschoenus,0.75,0.75,NA,NA,NA,NA,0.45,NA,0.65,NA,NA,NA,NA,0,NA,0,0,keep
Juncus kraussii,Juncus kraussii,1.5,1.5,NA,NA,NA,NA,1,NA,0.75,NA,NA,NA,NA,0,NA,0,0,keep
Juncus pallidus,Juncus pallidus,1.35,1.35,NA,NA,NA,NA,2,NA,1.25,NA,NA,NA,NA,0,NA,0,0,keep
Juncus pauciflorus,Juncus pauciflorus,0.85,0.85,NA,NA,NA,NA,0.5125,NA,0.65,NA,NA,NA,NA,0,NA,0,0,keep
Juncus planifolius,Juncus planifolius,0.6,0.6,NA,NA,NA,NA,0.155,NA,0.625,NA,NA,NA,NA,0,NA,0,0,keep
Juncus procerus,Juncus procerus,1.45,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus ratkowskyanus,Juncus ratkowskyanus,0.806364,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus revolutus,Juncus revolutus,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus sandwithii,Juncus sandwithii,0.14,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus sarophorus,Juncus sarophorus,1.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Juncus subsecundus,Juncus subsecundus,0.9,0.9,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0,0,keep
Juncus vaginatus,Juncus vaginatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Kennedia prostrata,Kennedia prostrata,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Kunzea ambigua,Kunzea ambigua,4,4,NA,NA,NA,23.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Agrostis aemula,Lachnagrostis aemula,0.6,0.6,NA,NA,NA,0.4,0.3125,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Agrostis billardierei,Lachnagrostis billardierei,0.5,0.5,NA,NA,0.15000000000000002,0.3335,0.6,NA,NA,NA,NA,0,0,0,NA,NA,0,keep
Agrostis avenacea,Lachnagrostis filiformis,0.7,0.7,NA,NA,NA,0.46649999999999997,0.4716666666666666,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Agrostis aemula,Lachnagrostis punicea,0.65,0.65,NA,NA,NA,0.4,0.3125,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Agrostis pilosula,Lachnagrostis scabra subsp scabra,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lagarostrobos franklinii,Lagarostrobos franklinii,20,20,30,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,keep
Lagenophora lanata,Lagenifera gracilis,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lagenophora huegelii,Lagenifera huegelii,0.1,0.1,NA,NA,NA,NA,NA,NA,0.19499999999999998,NA,NA,NA,NA,NA,NA,0,0,keep
Lagenophora stipitata,Lagenifera stipitata,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lagenophora stipitata,Lagenophora stipitata,0.934724,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lasiopetalum macrophyllum,Lasiopetalum macrophyllum,3,3,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Lasiopetalum micranthum,Lasiopetalum micranthum,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lastreopsis acuminata,Lastreopsis acuminata,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Laxmannia orientalis,Laxmannia orientalis,0.15,0.15,0.15,NA,NA,0.1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,1,omit
Lemna disperma,Lemna disperma,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leontodon taraxacoides,Leontodon taraxacoides subsp taraxacoides,0.4,0.4,NA,NA,NA,NA,0.1825,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Lepidium africanum,Lepidium hyssopifolium,0.5,0.5,NA,NA,NA,0.4,0.45,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Lepidium pseudotasmanicum,Lepidium pseudotasmanicum,0.4,0.4,NA,NA,NA,0.30000000000000004,0.31,NA,0.30000000000000004,NA,NA,NA,0,0,NA,0,0,keep
Lepidosperma concavum,Lepidosperma concavum,0.6,0.6,NA,NA,NA,0.4,0.6,NA,NA,NA,NA,NA,0,1,NA,NA,1,omit
Lepidosperma curtisiae,Lepidosperma curtisiae,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lepidosperma elatius,Lepidosperma elatius,1.8,1.8,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Lepidosperma ensiforme,Lepidosperma ensiforme,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lepidosperma filiforme,Lepidosperma filiforme,1,1,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Lepidosperma gladiatum,Lepidosperma gladiatum,3,3,NA,NA,NA,0.725,1,NA,1,NA,NA,NA,0,0,NA,0,0,keep
Lepidosperma globosum,Lepidosperma globosum,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lepidosperma gunnii,Lepidosperma gunnii,0.4,0.4,NA,NA,NA,0.275,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Lepidosperma inops,Lepidosperma inops,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lepidosperma laterale,Lepidosperma laterale,1,1,NA,NA,NA,0.65,0.52,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Lepidosperma longitudinale,Lepidosperma longitudinale,2,2,NA,NA,NA,1.3,0.08,NA,1.25,NA,NA,NA,0,0,NA,0,0,keep
Lepidosperma neesii,Lepidosperma neesii,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lepidosperma oldfieldii,Lepidosperma oldfieldii,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lepilaena cylindrocarpa,Lepilaena cylindrocarpa,0.25,0.25,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,1,NA,NA,1,omit
Leptecophylla divaricata,Leptecophylla divaricata,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptecophylla juniperina,Leptecophylla juniperina,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptinella filicula,Leptinella filicula,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptinella longipes,Leptinella longipes,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptinella reptans,Leptinella reptans,0.1,0.1,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Apodasmia brownii,Leptocarpus brownii,0.5,0.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Leptocarpus tenax,Leptocarpus tenax,1.3,1.3,NA,NA,NA,0.9,1,NA,0.7,NA,NA,NA,0,0,NA,0,0,keep
Leptoceras menziesii,Leptoceras menziesii,0.275778,0.28,NA,NA,NA,NA,0.10300000000000001,NA,0.2,NA,NA,NA,NA,0,NA,0,0,keep
Leptomeria drupacea,Leptomeria drupacea,2.5,2.5,2.5,NA,NA,2,NA,2.5,NA,1,NA,NA,0,NA,1,NA,2,omit
Leptomeria glomerata,Leptomeria glomerata,0.3,0.3,0.3,NA,NA,NA,NA,0.3,NA,1,NA,NA,NA,NA,1,NA,2,omit
Leptorhynchos nitidulus,Leptorhynchos linearis,0.4,0.4,NA,NA,NA,0.175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Leptorhynchos squamatus,Leptorhynchos squamatus,0.4,0.4,NA,NA,NA,0.25,0.20500000000000002,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Leptospermum glaucescens,Leptospermum glaucescens,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptospermum grandiflorum,Leptospermum grandiflorum,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptospermum laevigatum,Leptospermum laevigatum,5,5,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Leptospermum lanigerum,Leptospermum lanigerum,18,18,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,keep
Leptospermum nitidum,Leptospermum nitidum,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptospermum riparium,Leptospermum riparium,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptospermum rupestre,Leptospermum rupestre,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leptospermum scoparium,Leptospermum scoparium,5,5,NA,NA,NA,1.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Sporadanthus tasmanicus,Lepyrodia tasmanica,1.22857,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leucophyta brownii,Leucophyta brownii,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,2,omit
Leucopogon australis,Leucopogon australis,2,2,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,NA,0,0,keep
Leucopogon collinus,Leucopogon collinus,0.6,0.6,NA,NA,NA,0.65,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Leucopogon ericoides,Leucopogon ericoides,2,2,NA,NA,NA,0.6,0.465,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Acrothamnus hookeri,Leucopogon hookeri,0.5,0.5,NA,NA,NA,0.3335,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Leucopogon milliganii,Leucopogon milliganii,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leucopogon montanus,Leucopogon montanus,1.26667,1.27,NA,NA,NA,0.23349999999999999,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Leucopogon parviflorus,Leucopogon parviflorus,5,5,NA,NA,NA,3.1,2.56,NA,1.65,NA,NA,NA,0,0,NA,0,0,keep
Leucopogon piliferus,Leucopogon pilifer,0.1,0.1,NA,NA,NA,0.055,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,keep
Leucopogon stuartii,Leucopogon stuartii,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Leucopogon virgatus,Leucopogon virgatus,0.5,0.5,NA,NA,NA,0.4,0.3175,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
Libertia pulchella,Libertia pulchella,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lilaeopsis polyantha,Lilaeopsis polyantha,0.3,0.3,NA,NA,NA,NA,NA,NA,0.135,NA,NA,NA,NA,NA,NA,0,0,keep
Lindsaea linearis,Lindsaea linearis,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Linum albidum,Linum albidum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Linum marginale,Linum marginale,1,1,NA,NA,NA,NA,0.255,1,0.35,NA,NA,NA,NA,0,1,0,1,omit
Liparophyllum gunnii,Liparophyllum gunnii,0.85,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Acrothamnus montanus,Lissanthe montana,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,keep
Lissanthe strigosa,Lissanthe strigosa,1,1,NA,NA,NA,0.425,0.515,NA,NA,NA,NA,NA,0,0,NA,NA,0,keep
