Family,Nameinfra,Fire_Response_Adult,Resprout_Type
POACEAE,Sarga plumosum,1,5
POACEAE,Sarga timorense,1,5
EUPHORBIACEAE,Sauropus androgynus,NA,NA
EUPHORBIACEAE,Sauropus arenosus,NA,NA
EUPHORBIACEAE,Sauropus brunonis,2,2
EUPHORBIACEAE,Sauropus brunonis var. ovatus,NA,NA
EUPHORBIACEAE,Sauropus ditassoides,2,2
EUPHORBIACEAE,Sauropus dunlopii,2,2
EUPHORBIACEAE,Sauropus elachophyllus,NA,NA
EUPHORBIACEAE,Sauropus filicinus,2,2
EUPHORBIACEAE,Sauropus glaucus,2,2
EUPHORBIACEAE,Sauropus gracilis,2,2
EUPHORBIACEAE,Sauropus huntii,2,1
EUPHORBIACEAE,Sauropus ochrophyllus,2,2
EUPHORBIACEAE,Sauropus paucifolius,2,2
EUPHORBIACEAE,Sauropus ramosissimus,2,2
EUPHORBIACEAE,Sauropus rigens,NA,NA
EUPHORBIACEAE,Sauropus rigidulus,1,5
EUPHORBIACEAE,Sauropus rimophilus,2,2
EUPHORBIACEAE,Sauropus salignus,NA,NA
EUPHORBIACEAE,Sauropus sp. Jabiru (C.R.Dunlop 3381),NA,NA
EUPHORBIACEAE,Sauropus sp. Mann River (I.D.Cowie 8724),1,5
EUPHORBIACEAE,Sauropus sp. Port Essington (I.D.Cowie 3418),1,5
EUPHORBIACEAE,Sauropus stenocladus subsp. indeterminate,2,2
EUPHORBIACEAE,Sauropus stenocladus subsp. pinifolius,NA,NA
EUPHORBIACEAE,Sauropus stenocladus subsp. stenocladus,NA,NA
EUPHORBIACEAE,Sauropus thesioides,NA,NA
EUPHORBIACEAE,Sauropus torridus,NA,NA
EUPHORBIACEAE,Sauropus trachyspermus,8,13
GOODENIACEAE,Scaevola amblyanthera var. amblyanthera,NA,NA
GOODENIACEAE,Scaevola amblyanthera var. centralis,2,1
GOODENIACEAE,Scaevola amblyanthera var. indeterminate,NA,NA
GOODENIACEAE,Scaevola angulata,3,NA
GOODENIACEAE,Scaevola basedowii,NA,NA
GOODENIACEAE,Scaevola browniana subsp. browniana,NA,NA
GOODENIACEAE,Scaevola browniana subsp. grandiora,NA,NA
GOODENIACEAE,Scaevola browniana subsp. indeterminate,3,NA
GOODENIACEAE,Scaevola collaris,NA,NA
GOODENIACEAE,Scaevola collina,NA,NA
GOODENIACEAE,Scaevola depauperata,2,1
GOODENIACEAE,Scaevola glabrata,2,NA
GOODENIACEAE,Scaevola graminea,NA,NA
GOODENIACEAE,Scaevola humilis,NA,NA
GOODENIACEAE,Scaevola laciniata,NA,NA
GOODENIACEAE,Scaevola macrostachya,NA,NA
GOODENIACEAE,Scaevola obovata,NA,NA
GOODENIACEAE,Scaevola ovalifolia,NA,NA
GOODENIACEAE,Scaevola parvibarbata,2,NA
GOODENIACEAE,Scaevola parvifolia subsp. indeterminate,NA,NA
GOODENIACEAE,Scaevola parvifolia subsp. parvifolia,2,1
GOODENIACEAE,Scaevola revoluta subsp. indeterminate,2,2
GOODENIACEAE,Scaevola revoluta subsp. revoluta,NA,NA
GOODENIACEAE,Scaevola revoluta subsp. stenostachya,NA,NA
GOODENIACEAE,Scaevola spinescens,3,2
GOODENIACEAE,Scaevola taccada,NA,NA
ARALIACEAE,Schefflera actinophylla,3,5
ANACARDIACEAE,Schinus molle var. areira,NA,NA
POACEAE,Schismus barbatus,1,NA
POACEAE,Schizachyrium crinizonatum,NA,NA
POACEAE,Schizachyrium dolosum,NA,NA
POACEAE,Schizachyrium fragile,1,5
POACEAE,Schizachyrium occultum,NA,NA
POACEAE,Schizachyrium pachyarthron,NA,NA
POACEAE,Schizachyrium perplexum,NA,NA
POACEAE,Schizachyrium pseudeulalia,1,5
POACEAE,Schizachyrium sp. wingless (S.T.Blake 17764),NA,NA
SCHIZAEACEAE,Schizaea dichotoma,2,1
SAPINDACEAE,Schleichera oleosa,NA,NA
ASTERACEAE,Schoenia ayersii,1,NA
ASTERACEAE,Schoenia cassiniana,1,NA
ASTERACEAE,Schoenia ramosissima,1,NA
CYPERACEAE,Schoenoplectus dissachanthus,1,5
CYPERACEAE,Schoenoplectus laevis,1,5
CYPERACEAE,Schoenoplectus lateriflorus,1,5
CYPERACEAE,Schoenoplectus litoralis,NA,NA
CYPERACEAE,Schoenoplectus mucronatus,NA,NA
CYPERACEAE,Schoenoplectus praelongatus,NA,NA
CYPERACEAE,Schoenus calostachyus,NA,NA
CYPERACEAE,Schoenus centralis,NA,NA
CYPERACEAE,Schoenus falcatus,NA,NA
CYPERACEAE,Schoenus punctatus,2,2
CYPERACEAE,Schoenus sp. Deaf Adder Gorge (C.R.Dunlop 4444),NA,NA
CYPERACEAE,Schoenus sp. Douglas Springs (C.R.Michell 2787),NA,NA
CYPERACEAE,Schoenus sparteus,2,2
TILIACEAE,Schoutenia ovata,2,2
CYPERACEAE,Scleria annularis,1,5
CYPERACEAE,Scleria biflora subsp. biflora,NA,NA
CYPERACEAE,Scleria biflora subsp. indeterminate,NA,NA
CYPERACEAE,Scleria brownii,2,1
CYPERACEAE,Scleria caricina,NA,NA
CYPERACEAE,Scleria carphiformis,NA,NA
CYPERACEAE,Scleria ciliaris,2,1
CYPERACEAE,Scleria laxa,NA,NA
CYPERACEAE,Scleria levis,2,1
CYPERACEAE,Scleria lingulata,2,1
CYPERACEAE,Scleria lithosperma var. lithosperma,2,1
CYPERACEAE,Scleria mikawana,NA,NA
CYPERACEAE,Scleria novae-hollandiae,1,5
CYPERACEAE,Scleria pergracilis,NA,NA
CYPERACEAE,Scleria poaeformis,NA,NA
CYPERACEAE,Scleria polycarpa,2,1
CYPERACEAE,Scleria psilorrhiza,NA,NA
CYPERACEAE,Scleria pygmaea,1,5
CYPERACEAE,Scleria rugosa,1,3
CYPERACEAE,Scleria sp. Jabiru (L.A.Craven 6342),NA,NA
CYPERACEAE,Scleria sp. McMinns Lagoon (M.M.J.van Balgooy 1272),NA,NA
CYPERACEAE,Scleria sp. Oenpelli (P.K.Latz 3049),NA,NA
CYPERACEAE,Scleria sp. Wilton River (P.K.Latz 2756A),NA,NA
CYPERACEAE,Scleria sphacelata,2,1
CYPERACEAE,Scleria terrestris,NA,NA
CYPERACEAE,Scleria tricuspidata,1,5
CHENOPODIACEAE,Sclerochlamys brachyptera,NA,NA
SCLERODERMATACEAE,Scleroderma flavidum,NA,NA
CHENOPODIACEAE,Sclerolaena bicornis var. bicornis,NA,NA
CHENOPODIACEAE,Sclerolaena birchii,1,5
CHENOPODIACEAE,Sclerolaena calcarata,NA,NA
CHENOPODIACEAE,Sclerolaena clelandii,NA,NA
CHENOPODIACEAE,Sclerolaena convexula,1,5
CHENOPODIACEAE,Sclerolaena cornishiana,1,5
CHENOPODIACEAE,Sclerolaena costata,1,5
CHENOPODIACEAE,Sclerolaena crenata,NA,NA
CHENOPODIACEAE,Sclerolaena cuneata,NA,NA
CHENOPODIACEAE,Sclerolaena decurrens,NA,NA
CHENOPODIACEAE,Sclerolaena densiflora,NA,NA
CHENOPODIACEAE,Sclerolaena deserticola,NA,NA
CHENOPODIACEAE,Sclerolaena diacantha,1,5
CHENOPODIACEAE,Sclerolaena eriacantha,NA,NA
CHENOPODIACEAE,Sclerolaena glabra,NA,NA
CHENOPODIACEAE,Sclerolaena intricata,NA,NA
CHENOPODIACEAE,Sclerolaena johnsonii,1,5
CHENOPODIACEAE,Sclerolaena lanicuspis,NA,NA
CHENOPODIACEAE,Sclerolaena limbata,NA,NA
CHENOPODIACEAE,Sclerolaena longicuspis,NA,NA
CHENOPODIACEAE,Sclerolaena minuta,NA,NA
CHENOPODIACEAE,Sclerolaena muelleri,NA,NA
CHENOPODIACEAE,Sclerolaena muricata var. muricata,NA,NA
CHENOPODIACEAE,Sclerolaena obliquicuspis,NA,NA
CHENOPODIACEAE,Sclerolaena parallelicuspis,NA,NA
CHENOPODIACEAE,Sclerolaena parviflora,NA,NA
CHENOPODIACEAE,Sclerolaena patenticuspis,NA,NA
CHENOPODIACEAE,Sclerolaena symoniana,NA,NA
CHENOPODIACEAE,Sclerolaena urceolata,NA,NA
CHENOPODIACEAE,Sclerostegia disarticulata,NA,NA
CHENOPODIACEAE,Sclerostegia tenuis,NA,NA
SCROPHULARIACEAE,Scoparia dulcis,NA,NA
RUBIACEAE,Scyphiphora hydrophylacea,NA,NA
EUPHORBIACEAE,Sebastiania chamaelea,3,NA
ASCLEPIADACEAE,Secamone elliptica,2,2
PORTULACACEAE,Sedopsis filsonii,2,1
PORTULACACEAE,Sedopsis sp. sandstone (G.J.Leach 3524),NA,NA
POACEAE,Sehima nervosum,3,NA
SELAGINELLACEAE,Selaginella ciliaris,1,5
SELAGINELLACEAE,Selaginella pygmaea,NA,NA
SELAGINELLACEAE,Selaginella sp. Mt Howship (D.L.Jones 1543),NA,NA
SELAGINELLACEAE,Selaginella uliginosa,1,5
ANACARDIACEAE,Semecarpus australiensis,2,7
ASTERACEAE,Senecio cunninghamii var. serratus,2,NA
ASTERACEAE,Senecio glossanthus,NA,NA
ASTERACEAE,Senecio gregorii,1,5
ASTERACEAE,Senecio laceratus,1,NA
ASTERACEAE,Senecio lautus subsp. dissectifolius,NA,NA
ASTERACEAE,Senecio magnificus,1,5
CAESALPINIACEAE,Senna alata,NA,NA
CAESALPINIACEAE,Senna artemisioides subsp. alicia,2,NA
CAESALPINIACEAE,Senna artemisioides subsp. artemisioides,3,2
CAESALPINIACEAE,Senna artemisioides subsp. coriacea,NA,NA
CAESALPINIACEAE,Senna artemisioides subsp. filifolia,3,2
CAESALPINIACEAE,Senna artemisioides subsp. glaucifolia,NA,NA
CAESALPINIACEAE,Senna artemisioides subsp. helmsii,3,2
CAESALPINIACEAE,Senna artemisioides subsp. indeterminate,1,5
CAESALPINIACEAE,Senna artemisioides subsp. Kuyunba (B.Pitts 113),NA,NA
CAESALPINIACEAE,Senna artemisioides subsp. oligophylla,3,2
CAESALPINIACEAE,Senna artemisioides subsp. petiolaris,3,2
CAESALPINIACEAE,Senna artemisioides subsp. quadrifolia,3,NA
CAESALPINIACEAE,Senna artemisioides subsp. sturtii,3,2
CAESALPINIACEAE,Senna artemisioides subsp. symonii,NA,NA
CAESALPINIACEAE,Senna cladophylla,NA,NA
CAESALPINIACEAE,Senna costata,NA,NA
CAESALPINIACEAE,Senna curvistyla,NA,NA
CAESALPINIACEAE,Senna glutinosa subsp. glutinosa,3,2
CAESALPINIACEAE,Senna glutinosa subsp. indeterminate,NA,NA
CAESALPINIACEAE,Senna glutinosa subsp. pruinosa,3,2
CAESALPINIACEAE,Senna heptanthera,NA,NA
CAESALPINIACEAE,Senna leptoclada,1,5
CAESALPINIACEAE,Senna magnifolia,NA,NA
CAESALPINIACEAE,Senna notabilis,3,2
CAESALPINIACEAE,Senna obtusifolia,1,5
CAESALPINIACEAE,Senna occidentalis,1,5
CAESALPINIACEAE,Senna oligoclada,1,5
CAESALPINIACEAE,Senna phyllodinea,NA,NA
CAESALPINIACEAE,Senna planitiicola,NA,NA
CAESALPINIACEAE,Senna pleurocarpa var. pleurocarpa,2,1
CAESALPINIACEAE,Senna procumbens,NA,NA
CAESALPINIACEAE,Senna sericea,3,2
CAESALPINIACEAE,Senna siamea,NA,NA
CAESALPINIACEAE,Senna sp. Pine Creek (P.Martensz 480),NA,NA
CAESALPINIACEAE,Senna surattensis,2,7
CAESALPINIACEAE,Senna timorensis,2,7
CAESALPINIACEAE,Senna tora,NA,NA
CAESALPINIACEAE,Senna venusta,NA,NA
PEDALIACEAE,Sesamum indicum,NA,NA
FABACEAE,Sesbania benthamiana,NA,NA
FABACEAE,Sesbania brachycarpa,NA,NA
FABACEAE,Sesbania cannabina var. cannabina,NA,NA
FABACEAE,Sesbania cannabina var. indeterminate,1,5
FABACEAE,Sesbania cannabina var. sericea,NA,NA
FABACEAE,Sesbania chippendalei,NA,NA
FABACEAE,Sesbania erubescens,NA,NA
FABACEAE,Sesbania formosa,1,5
FABACEAE,Sesbania javanica,NA,NA
FABACEAE,Sesbania sesban,NA,NA
FABACEAE,Sesbania simpliciuscula,NA,NA
AIZOACEAE,Sesuvium portulacastrum,NA,NA
POACEAE,Setaria apiculata,1,5
POACEAE,Setaria dielsii,NA,NA
POACEAE,Setaria incrassata,NA,NA
POACEAE,Setaria italica,NA,NA
POACEAE,Setaria oplismenoides,NA,NA
POACEAE,Setaria pumila,NA,NA
POACEAE,Setaria queenslandica,NA,NA
POACEAE,Setaria sphacelata,NA,NA
POACEAE,Setaria surgens,1,5
POACEAE,Setaria verticillata,NA,NA
MALVACEAE,Sida acuta,3,2
MALVACEAE,Sida ammophila,3,2
MALVACEAE,Sida arenicola,NA,NA
MALVACEAE,Sida argillacea,2,2
MALVACEAE,Sida brachypoda,NA,NA
MALVACEAE,Sida calyxhymenia,NA,NA
MALVACEAE,Sida cardiophylla,NA,NA
MALVACEAE,Sida carinatus,NA,NA
MALVACEAE,Sida cleisocalyx,NA,NA
MALVACEAE,Sida cordifolia,3,2
MALVACEAE,Sida corrugata,NA,NA
MALVACEAE,Sida cryphiopetala,NA,NA
MALVACEAE,Sida cunninghamii,3,2
MALVACEAE,Sida echinocarpa,NA,NA
MALVACEAE,Sida everistiana,NA,NA
MALVACEAE,Sida fibulifera,2,2
MALVACEAE,Sida filicaulis,NA,NA
MALVACEAE,Sida filiformis,1,5
MALVACEAE,Sida goniocarpa,NA,NA
MALVACEAE,Sida intricata,NA,NA
MALVACEAE,Sida laevis,NA,NA
MALVACEAE,Sida macropoda,NA,NA
MALVACEAE,Sida petrophila,NA,NA
MALVACEAE,Sida phaeotricha,2,NA
MALVACEAE,Sida platycalyx,3,2
MALVACEAE,Sida pusilla,NA,NA
MALVACEAE,Sida rhombifolia,NA,NA
MALVACEAE,Sida rohlenae subsp. indeterminate,NA,NA
MALVACEAE,Sida rohlenae subsp. rohlenae,NA,NA
MALVACEAE,Sida sp. Ambalindum (C.R.Dunlop 2080),NA,NA
MALVACEAE,Sida sp. Bond Springs (D.J.Nelson 2538),NA,NA
MALVACEAE,Sida sp. excedentifolia (J.L.Egan 1925),NA,NA
MALVACEAE,Sida sp. Golden Calyces (G.J.Leach 1966),NA,NA
MALVACEAE,Sida sp. Hale River (P.K.Latz 12036),NA,NA
MALVACEAE,Sida sp. Horseshoe Bend (R.E.Winkworth 798),NA,NA
MALVACEAE,Sida sp. Huckitta (P.K.Latz 12592),2,2
MALVACEAE,Sida sp. Kathleen Springs (A.C.Beauglehole 26934),NA,NA
MALVACEAE,Sida sp. limestone (D.E.Albrecht 5748),2,NA
MALVACEAE,Sida sp. Mt Bundey (J.Russell-Smith 8104),3,2
MALVACEAE,Sida sp. Petermann Ranges (B.G.Thomson 2340),1,5
MALVACEAE,Sida sp. Pindan (B.G.Thomson 3398),2,2
MALVACEAE,Sida sp. Rabbit Flat (P.K.Latz 12326),NA,NA
MALVACEAE,Sida sp. Rainbow Valley (D.E.Albrecht 6601),NA,NA
MALVACEAE,Sida sp. Suplejack Station (T.S.Henshall 2345),NA,NA
MALVACEAE,Sida sp. Wakaya Desert (P.K.Latz 11894),2,2
MALVACEAE,Sida sp. Walhallow Station (C.Edgoose 28/Oct/94),NA,NA
MALVACEAE,Sida sp. Watarrka (D.E.Albrecht 8672),NA,NA
MALVACEAE,Sida sp. Western sand dunes (P.K.Latz 11980),NA,NA
MALVACEAE,Sida spinosa,NA,NA
MALVACEAE,Sida subspicata,NA,NA
MALVACEAE,Sida trichopoda,NA,NA
MALVACEAE,Sida virgata,NA,NA
ASTERACEAE,Siemssenia capillaris,1,NA
ASTERACEAE,Sigesbeckia australiensis,1,NA
CARYOPHYLLACEAE,Silene nocturna,NA,NA
SIMAROUBACEAE,SIMAROUBACEAE sp. Mary River (I.D.Cowie 1454),NA,NA
BRASSICACEAE,Sisymbrium erysimoides,1,NA
BRASSICACEAE,Sisymbrium irio,1,NA
BRASSICACEAE,Sisymbrium orientale,1,NA
SMILACACEAE,Smilax australis,2,6
FABACEAE,Smithia conferta,NA,NA
SOLANACEAE,Solanum americanum,NA,NA
SOLANACEAE,Solanum asymmetriphyllum,1,5
SOLANACEAE,Solanum carduiforme,NA,NA
SOLANACEAE,Solanum centrale,2,1
SOLANACEAE,Solanum chenopodinum,2,1
SOLANACEAE,Solanum chippendalei,2,1
SOLANACEAE,Solanum clarkiae,1,5
SOLANACEAE,Solanum cleistogamum,2,1
SOLANACEAE,Solanum coactiliferum,2,1
SOLANACEAE,Solanum cunninghamii,NA,NA
SOLANACEAE,Solanum dioicum,NA,NA
SOLANACEAE,Solanum diversiflorum,NA,NA
SOLANACEAE,Solanum eardleyae,2,1
SOLANACEAE,Solanum eburneum,NA,NA
SOLANACEAE,Solanum echinatum,1,5
SOLANACEAE,Solanum elaeagnifolium,NA,NA
SOLANACEAE,Solanum ellipticum,2,1
SOLANACEAE,Solanum erianthum,NA,NA
SOLANACEAE,Solanum esuriale,NA,NA
SOLANACEAE,Solanum ferocissimum,NA,NA
SOLANACEAE,Solanum gilesii,2,1
SOLANACEAE,Solanum heteropodium,NA,NA
SOLANACEAE,Solanum lasiophyllum,NA,NA
SOLANACEAE,Solanum leopoldense,NA,NA
SOLANACEAE,Solanum lucani,1,5
SOLANACEAE,Solanum melanospermum,NA,NA
SOLANACEAE,Solanum melongena,NA,NA
SOLANACEAE,Solanum nigrum,1,5
SOLANACEAE,Solanum oedipus,NA,NA
SOLANACEAE,Solanum orbiculatum subsp. indeterminate,NA,NA
SOLANACEAE,Solanum orbiculatum subsp. macrophyllum,2,1
SOLANACEAE,Solanum orbiculatum subsp. orbiculatum,2,1
SOLANACEAE,Solanum petraeum,NA,NA
SOLANACEAE,Solanum petrophilum,2,1
SOLANACEAE,Solanum pugiunculiferum,NA,NA
SOLANACEAE,Solanum quadriloculatum,2,1
SOLANACEAE,Solanum seaforthianum,NA,NA
SOLANACEAE,Solanum seitheae,NA,NA
SOLANACEAE,Solanum sp. Mt Brockman (L.A.Craven 2371),NA,NA
SOLANACEAE,Solanum sturtianum,NA,NA
SOLANACEAE,Solanum tetrandrum,1,5
SOLANACEAE,Solanum torvum,NA,NA
SOLANACEAE,Solanum tudununggae,NA,NA
SOLANACEAE,Solanum tumulicola,2,1
SOLANACEAE,Solanum yirrkalense,NA,NA
ASTERACEAE,Sonchus asper,NA,NA
ASTERACEAE,Sonchus oleraceus,1,5
SONNERATIACEAE,Sonneratia alba,NA,NA
SONNERATIACEAE,Sonneratia lanceolata,NA,NA
FABACEAE,Sophora longipes,2,2
FABACEAE,Sophora tomentosa subsp. australis,NA,NA
POACEAE,Sorghum almum,NA,NA
POACEAE,Sorghum bicolor,NA,NA
LILIACEAE,Sowerbaea alliacea,2,2
IRIDACEAE,Sparaxis tricolor,NA,NA
VERBENACEAE,Spartothamnella puberula,3,2
VERBENACEAE,Spartothamnella teucriiflora,3,2
POACEAE,Spathia neurosa,NA,NA
BIGNONIACEAE,Spathodea campanulata,NA,NA
ORCHIDACEAE,Spathoglottis paulinae,2,4
CARYOPHYLLACEAE,Spergularia marina,NA,NA
CARYOPHYLLACEAE,Spergularia sp. Andado (A.S.Mitchell 146),NA,NA
RUBIACEAE,Spermacoce articularis,NA,NA
RUBIACEAE,Spermacoce auriculata,3,NA
RUBIACEAE,Spermacoce breviflora*,1,5
RUBIACEAE,Spermacoce gilliesiae,NA,NA
RUBIACEAE,Spermacoce hillii,NA,NA
RUBIACEAE,Spermacoce inaperta,NA,NA
RUBIACEAE,Spermacoce laevigata,NA,NA
RUBIACEAE,Spermacoce latifolia,NA,NA
RUBIACEAE,Spermacoce leptoloba,1,5
RUBIACEAE,Spermacoce membranacea,1,5
RUBIACEAE,Spermacoce omissa,NA,NA
RUBIACEAE,Spermacoce pogostoma,NA,NA
RUBIACEAE,Spermacoce remota,NA,NA
RUBIACEAE,Spermacoce sp. aequabilis (K.G.Brennan 1013),1,5
RUBIACEAE,Spermacoce sp. aurantiseta (M.Lazarides 7080),NA,NA
RUBIACEAE,Spermacoce sp. brevicilia (R.K.Harwood 1091),NA,NA
RUBIACEAE,Spermacoce sp. brevidens (K.A.Menkhorst 218),NA,NA
RUBIACEAE,Spermacoce sp. calliantha (R.K.Harwood 553),NA,NA
RUBIACEAE,Spermacoce sp. cardiophora (M.Lazarides 8002),NA,NA
RUBIACEAE,Spermacoce sp. caudata (K.G.Brennan 3913),NA,NA
RUBIACEAE,Spermacoce sp. congestanthera (N.B.Byrnes 2115),NA,NA
RUBIACEAE,Spermacoce sp. discreta (I.D.Cowie 8252),NA,NA
RUBIACEAE,Spermacoce sp. diversistyla (C.R.Dunlop 5443),NA,NA
RUBIACEAE,Spermacoce sp. dolichosperma (R.K.Harwood 846),3,NA
RUBIACEAE,Spermacoce sp. dolichosperma (R.K.Harwood 846)*,NA,NA
RUBIACEAE,Spermacoce sp. elaiosoma (C.R.Dunlop 9465),NA,NA
RUBIACEAE,Spermacoce sp. erectiloba (J.R.Clarkson 2881),1,5
RUBIACEAE,Spermacoce sp. erosa (R.K.Harwood 734),NA,NA
RUBIACEAE,Spermacoce sp. erythrosepala (C.R.Dunlop 5860),NA,NA
RUBIACEAE,Spermacoce sp. fabiformis (R.K.Harwood 1034),NA,NA
RUBIACEAE,Spermacoce sp. graniticola (N.B.Byrnes 2059),NA,NA
RUBIACEAE,Spermacoce sp. lamprosperma (R.Pullen 9497),NA,NA
RUBIACEAE,Spermacoce sp. latimarginata (R.K.Harwood 789),NA,NA
RUBIACEAE,Spermacoce sp. lignosa (L.G.Adams 3123),NA,NA
RUBIACEAE,Spermacoce sp. occultiseta (C.R.Dunlop 6679),NA,NA
RUBIACEAE,Spermacoce sp. parviceps (L.A.Craven 2469),NA,NA
RUBIACEAE,Spermacoce sp. phalloides (F.A.K.Bleeser  01/Apr/27),NA,NA
RUBIACEAE,Spermacoce sp. platyloba (R.K.Harwood 1135),NA,NA
RUBIACEAE,Spermacoce sp. protrusa (M.J.Clark 1016),NA,NA
RUBIACEAE,Spermacoce sp. redacta (L.A.Craven 2262),NA,NA
RUBIACEAE,Spermacoce sp. resinosula (G.M.Chippendale 3351),NA,NA
RUBIACEAE,Spermacoce sp. retitesta (R.J.Fensham 103),NA,NA
RUBIACEAE,Spermacoce sp. rupicola (G.J.Leach 2806),NA,NA
RUBIACEAE,Spermacoce sp. scabrisina (R.K.Harwood 552),NA,NA
RUBIACEAE,Spermacoce sp. stigmatosa (I.D.Cowie 2765),NA,NA
RUBIACEAE,Spermacoce sp. suprahila (R.K.Harwood 557),NA,NA
RUBIACEAE,Spermacoce sp. tectanthera (R.K.Harwood 850),NA,NA
RUBIACEAE,Spermacoce sp. trichosiphonia (N.B.Byrnes 2107),NA,NA
RUBIACEAE,Spermacoce stenophylla,1,5
RUBIACEAE,Spermacoce verticillata,NA,NA
ASTERACEAE,Sphaeranthus africanus,NA,NA
ASTERACEAE,Sphaeranthus indicus,NA,NA
ASTERACEAE,Sphaeromorphaea australis,NA,NA
THELYPTERIDACEAE,Sphaerostephanos heterocarpus,NA,NA
THELYPTERIDACEAE,Sphaerostephanos unitus var. unitus,2,1
ASTERACEAE,Sphagneticola trilobata,NA,NA
SPHENOCLEACEAE,Sphenoclea zeylanica,NA,NA
POACEAE,Spinifex littoreus,NA,NA
POACEAE,Spinifex longifolius,NA,NA
LEMNACEAE,Spirodela polyrhiza,NA,NA
ANACARDIACEAE,Spondias mombin,NA,NA
POACEAE,Sporobolus actinocladus,2,2
POACEAE,Sporobolus africanus,NA,NA
POACEAE,Sporobolus australasicus,1,5
POACEAE,Sporobolus blakei,NA,NA
POACEAE,Sporobolus caroli,NA,NA
POACEAE,Sporobolus coromandelianus,NA,NA
POACEAE,Sporobolus indicus,NA,NA
POACEAE,Sporobolus jacquemontii,NA,NA
POACEAE,Sporobolus latzii,NA,NA
POACEAE,Sporobolus lenticularis,NA,NA
POACEAE,Sporobolus mitchellii,2,1
POACEAE,Sporobolus natalensis,NA,NA
POACEAE,Sporobolus pulchellus,1,5
POACEAE,Sporobolus pyramidalis,NA,NA
POACEAE,Sporobolus scabridus,NA,NA
POACEAE,Sporobolus virginicus,2,1
VERBENACEAE,Stachytarpheta australis,NA,NA
VERBENACEAE,Stachytarpheta cayennensis,NA,NA
VERBENACEAE,Stachytarpheta jamaicensis,NA,NA
VERBENACEAE,Stachytarpheta mutabilis,NA,NA
STACKHOUSIACEAE,Stackhousia clementii,3,2
STACKHOUSIACEAE,Stackhousia intermedia,1,5
STACKHOUSIACEAE,Stackhousia megaloptera,2,1
STACKHOUSIACEAE,Stackhousia sp. Lake Mackay (P.K.Latz 12870),NA,NA
STACKHOUSIACEAE,Stackhousia sp. Mt Liebig (D.E.Albrecht 5837),NA,NA
ACANTHACEAE,Staurogyne leptocaulis subsp. decumbens,NA,NA
CARYOPHYLLACEAE,Stellaria media,NA,NA
CARYOPHYLLACEAE,Stellaria pallida,NA,NA
SCROPHULARIACEAE,Stemodia debilis,NA,NA
SCROPHULARIACEAE,Stemodia florulenta,3,2
SCROPHULARIACEAE,Stemodia glabella,NA,NA
SCROPHULARIACEAE,Stemodia grossa,NA,NA
SCROPHULARIACEAE,Stemodia lathraia,NA,NA
SCROPHULARIACEAE,Stemodia lythrifolia,1,5
SCROPHULARIACEAE,Stemodia sp. Manners Creek (T.S.Henshall 1779),NA,NA
SCROPHULARIACEAE,Stemodia sp. Tanami (P.K.Latz 8218),NA,NA
SCROPHULARIACEAE,Stemodia tephropelina,1,5
SCROPHULARIACEAE,Stemodia viscosa,1,5
STEMONACEAE,Stemona australiana,2,2
STEMONACEAE,Stemona prostrata,2,2
RHAMNACEAE,Stenanthemum petraeum,2,2
RHAMNACEAE,Stenanthemum sp. Palm Valley (P.K.Latz 10086),NA,NA
PROTEACEAE,Stenocarpus acacioides,2,10
PROTEACEAE,Stenocarpus cunninghamii,2,2
PROTEACEAE,Stenocarpus verticis,2,2
BLECHNACEAE,Stenochlaena palustris,2,2
BRASSICACEAE,Stenopetalum anfractum,1,NA
BRASSICACEAE,Stenopetalum decipiens,1,5
BRASSICACEAE,Stenopetalum lineare,1,NA
BRASSICACEAE,Stenopetalum nutans,1,5
BRASSICACEAE,Stenopetalum velutinum,1,NA
MYRTACEAE,Stenostegia congesta,1,5
MENISPERMACEAE,Stephania japonica var. indeterminate,2,2
MENISPERMACEAE,Stephania japonica var. japonica,NA,NA
MENISPERMACEAE,Stephania japonica var. timoriensis,NA,NA
STERCULIACEAE,Sterculia holtzei,2,2
STERCULIACEAE,Sterculia quadrifida,2,2
GLEICHENIACEAE,Sticherus flabellatus var. compactus,2,2
CONVOLVULACEAE,Stictocardia tiliifolia,3,2
ASTERACEAE,Streptoglossa adscendens,1,5
ASTERACEAE,Streptoglossa bubakii,1,5
ASTERACEAE,Streptoglossa cylindriceps,NA,NA
ASTERACEAE,Streptoglossa decurrens,NA,NA
ASTERACEAE,Streptoglossa liatroides,NA,NA
ASTERACEAE,Streptoglossa macrocephala,2,2
ASTERACEAE,Streptoglossa odora,3,2
SCROPHULARIACEAE,Striga curviflora,1,5
SCROPHULARIACEAE,Striga parviflora,NA,NA
SCROPHULARIACEAE,Striga squamigera,NA,NA
LOGANIACEAE,Strychnos lucida,2,6
LOGANIACEAE,Strychnos minor,3,2
STYLIDIACEAE,Stylidium accedens,NA,NA
STYLIDIACEAE,Stylidium adenophorum,NA,NA
STYLIDIACEAE,Stylidium aquaticum,NA,NA
STYLIDIACEAE,Stylidium candelabrum,NA,NA
STYLIDIACEAE,Stylidium capillare,NA,NA
STYLIDIACEAE,Stylidium ceratophorum,NA,NA
STYLIDIACEAE,Stylidium claytonioides,NA,NA
STYLIDIACEAE,Stylidium cordifolium,NA,NA
STYLIDIACEAE,Stylidium desertorum,1,5
STYLIDIACEAE,Stylidium diffusum,NA,NA
