taxon_name,original_text,text,absolute_min,min,max,absolute_max,units,checked
Pultenaea praecipua,"Description: Erect shrub to 1 m; branchlets with short appressed hairs. Leaves alternate, oblanceolate, 9.2â€“21.6 mm long, 0.6â€“2.1 mm wide, apex acuminate, margins sometimes almost flat, but usually inrolled, or tightly inrolled, surfaces discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules c. 4 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 1 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, glabrous, attached near base of calyx tube. Calyx c. 6 mm long; lobes acute. Ovary glabrous. Pods not seen.",erect shrub to 1 m;,,,1,,m,checked
Pultenaea praecipua subsp. praecipua,"Description: Erect shrub to 1 m; branchlets with short appressed hairs. Leaves alternate, oblanceolate, 9.2â€“21.6 mm long, 0.6â€“2.1 mm wide, apex acuminate, margins sometimes almost flat, but usually inrolled, surfaces discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules c. 4 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 1 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, glabrous, attached near base of calyx tube. Calyx c. 6 mm long; lobes acute. Ovary glabrous. Pods not seen.",erect shrub to 1 m;,,,1,,m,checked
Pultenaea praecipua subsp. temperata,"Description: Erect shrub to 0.8 m; branchlets with short appressed hairs. Leaves alternate, oblanceolate, 9.2â€“21.6 mm long, 0.6â€“1.2 mm wide, apex acuminate, margins sometimes almost flat, but usually inrolled, surfaces discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules c. 4 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers not seen, pedicels to 1 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, glabrous, attached near base of calyx tube. Calyx c. 5 mm long; lobes acuminate. Pods not seen.",erect shrub to 0.8 m;,,,0.8,,m,checked
Pultenaea sp. Nandewar Range (D.F.Mackay 863),"Description: Previously confused with P. procumbens, difering in being an erect shrub to 1.5 m. Currently under revision at NSW.","previously confused with procumbens, difering in being an erect shrub to 1.5 m. currently under revision at nsw.",,,1.5,,m,checked
Pultenaea tenebrosa,"Description: Erect shrub to 2 m; branchlets glabrous or with spreading hairs. Leaves alternate, linear to nearly terete, 5.7â€“16.6 mm long, 0.4â€“0.8 mm wide, apex acuminate, margins tightly inrolled but not enclosing upper surfaace, surfaces discolorous, lower surface green on sides with a dark red-brown medial stripe, darker than glaucous-green upper surface; stipules c. 5 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 8 mm long, sessile; bracteoles c. 4 mm long, lacking stipules, narrow-ovate to ovate, acuminate, glabrous, attached near middle of calyx tube. Calyx 5â€“6 mm long; lobes acuminate. Ovary glabrous. Pods not Seen.",erect shrub to 2 m;,,,2,,m,checked
Pultenaea williamsii,"Description: Shrub to 3 m high; branchlets with sparse to moderately dense straight or crisped hairs. Leaves alternate, narrow-elliptic, flat to concave, 13.2â€“24 mm long, 1.8â€“3.8 mm wide, apex acute, mucronate, margins incurved, lower surface darker than upper; stipules 2.3â€“4.5 mm long. Inflorescences irregular, not terminal, lax, leafy; bracts absent. Flowers 9â€“11 mm long; pedicels 2.2â€“4.6 mm long; bracteoles 1.8â€“2.7 mm long, lacking stipules, lanceolate, acuminate, sparsely hairy, attached just above base of calyx tube. Calyx 4.6â€“6.2 mm long, sparsely hairy; lobes acuminate. Ovary glabrous. Pods 8â€“8.6 mm long, turgid.",shrub to 3 m high;,,,3,,m,checked
Radermachera sinica,"Description: China Doll Radermachera sinica (Hance) Hemsl., often grown as a houseplant, is possibly naturalised in the Sydney region as a garden escape. It can grow to be a tree to 10 m tall (and possibly up to 30 m) with usually bipinnate, glossy green leaves to 70 cm long, ovate to narrowly ovate or elliptic-ovate leaflets 2.5â€“7 cm long, and flowers with usually white, campanulate-funnelform corolla to c. 10 cm long.","china doll radermachera sinica (hance) hemsl. often grown as a houseplant, is possibly naturalised in the sydney region as a garden escape. it can grow to be a tree to 10 m tall (and possibly up to 30 m) with usually bipinnate, glossy green leaves to 70 cm long, ovate to narrowly ovate or elliptic-ovate leaflets 2.5â€“7 cm long, and flowers with usually white, campanulate-funnelform corolla to circa 10 cm long.",,,10,,m,checked
Rhaphidospora bonneyana,"Description: Shrub to 40 cm high, glabrous or hairy; branches divaricate with spinescent lateral branchlets. Leaves often clustered on older stems, linear to elliptic, 2â€“8 mm long, 0.5â€“1 mm wide, margins entire, ± sessile. Axillary clusters 1â€“5-flowered; peduncles spinescent with age; bracts and bracteoles < 1 mm long. Calyx c. 2 mm long. Corolla pale lilac or white with red spots on lower lip; tube c. 7 mm long; upper lip c. 2 mm long, lower lip 3.5 mm long. Capsule c. 15 mm long; seeds sharply tuberculate on margin.",shrub to 40 cm high,,,40,,cm,checked
Rhodosphaera rhodanthema,"Description: Tree to 20 m high with brown to grey scaly bark; branchlets with reddish lenticels. Leaves mostly 8â€“20 cm long; leaflets 3â€“11, oblong-ovate to narrow-elliptic, 3â€“10 cm long, 10â€“25 mm wide, apex short-acuminate, base obtuse, asymmetric with midvein curved, both surfaces ± glabrous except for small red-brown hairy domatia on lower surface; petiole 3â€“8 cm long, petiolules 3â€“5 mm long. Panicles mostly 10â€“20 cm long; pedicels 1â€“2 mm long, bracteate. Sepals 1.8â€“2 mm long. Petals c. 3 mm long, pinkish red. Drupe ± globose, 8â€“11 mm diam., glossy brown; clusters remain on the plant for many months.",tree to 20 m high with brown to grey scaly bark;,,,20,,m,checked
Rutidosis murchisonii,"Description: Erect herb up to 40 cm high. Leaves mostly cauline, linear or linear-elliptic, 1- 6 cm long, 1â€“3 mm wide, sessile, upper surface woolly or ± glabrous, lower surface woolly. Heads terminal; involucres ± hemispherical, 8â€“10 mm diam., involucral bracts glabrous, florets yellow. Achenes c.1 mm long; pappus of 8â€“12 narrow acute scales with long cilia on margin.",erect herb up to 40 cm high.,,,40,,cm,checked
Sagittaria calycina var. calycina,"Description: Emergent caespitose aquatic perennial to 1 m high, with submerged, floating, but mainly emergent leaves; either a fibrous-rooted annual, or a perennial with a short thick rhizome. Emergent leaves prominently veined, strongly sagittate (floating leaves sagittate or not), to 25 cm long and 20 cm wide, with the lobes to 15 cm long and 10 cm wide. Flowers c. 2.5 cm diam. Sepals 3â€“8 mm long. Petals about twice as long as sepals, white or white with purple base. Stamens 12-numerous, filaments linear and sparsely pubescent. Female flowers with or without a ring of functional stamens; carpels numerous.",emergent caespitose aquatic perennial to 1 m high with submerged,,,1,,m,checked
Salix humboldtiana cv. Pyramidalis,"Description: Columnar tree to 15 m high, evergreen in warmer areas, branches slender; twigs flexible, puberulous with weak spreading hairs, reddish green becoming bronze coloured. Leaves linear-lanceolate, 9â€“15 cm long, 6â€“10 mm wide, acute, mostly glabrous, bright green above, paler below, margins with glandular teeth. Catkins male, terminal, 3â€“10 cm long, 6â€“10 mm wide, on short lateral shoots. Produces low amounts of pollen.",columnar tree to 15 m high evergreen in warmer areas,,,15,,m,checked
Salix matsudana cv. Tortuosa,"Description: Tree to 15 m high with a short single trunk; crown globose; bark pale grey-brown, shallowly fissured with age; upper branches and twigs weeping and contorted; twigs green-brown, densely villous at first becoming glabrous. Leaves lanceolate, 8â€“13 cm long, 10â€“25 mm wide, strongly contorted; finally glabrous, margins regularly toothed. Catkins female, densely flowered, on short leafy shoots, cylindrical, 1â€“2 cm long, becoming lengthened and ovaries developing to release aborted seed. No seeds produced.",tree to 15 m high with a short single trunk; crown globose;,,,15,,m,checked
Sambucus australasica,"Description: Evergreen shrub or small tree to 4 m high, ± glabrous. Leaves imparipinnate, 6â€“25 cm long; leaflets 3 or 5, narrow-elliptic to oblanceolate, 2â€“10 cm long, 4â€“30 mm wide, apex acuminate, base usually not asymmetric, margins coarsely toothed, lamina soft and ± glabrous; petiole 2â€“10 cm long, lateral petiolules 2â€“5 mm long; stipules lanceolate, peg-like, caducous, or even absent. Inflorescences 10â€“20 diam. Flowers usually 3-merous. Corolla c. 3 mm long, white. Fruit ovoid to ± globose, c. 5 mm diam., yellow.",evergreen shrub or small tree to 4 m high  glabrous.,,,4,,m,checked
Sambucus gaudichaudiana,"Description: Evergreen shrub to 2 m high, herbaceous, grooved stems from a perennial tuberous /rhizomatous rootstock, ± sparsely hispid. Leaves imparipinnate with some leaflets often further divided and leaves ± bipinnate, 10â€“35 cm long; leaflets (3-)5â€“11, basal pair stipule-like; leaflets ovate to narrow-lanceolate, mostly 3â€“15 cm long, 10â€“60 mm wide, apex acuminate, base asymmetric, margins toothed to ± lobed, lamina sparsely hispid; petiole ± absent, lateral petiolules 3â€“10 mm long; stipules leaf-like. Inflorescences 8â€“20 cm diam. Flowers mostly 4-merous. Corolla c. 5 mm long, white. Fruit ovoid, c. 5 mm long, white, edible.","evergreen shrub to 2 m high herbaceous, grooved stems from a perennial tuberous /rhizomatous rootstock,  sparsely hispid.",,,2,,m,checked
Saururus cernuus,"Description: Erect aromatic herbs to 140 cm high; rhizomes long, to 20 mm diam. Stems several per node, warty near base. Leaves ovate, 2â€“17 cm long, 1â€“10 cm wide; apex acuminate. base cordate; petiole to 1â€“10 cm long. Inflorescence usually drooping, 5â€“35 cm long; rachis white; bracts white or green, 1.5â€“3.0 mm long (distinct portion), fused to pedicel. Schizocarps brown, 1.5â€“3 mm long, rugose. Seeds brown, smooth.",erect aromatic herbs to 140 cm high;,,,140,,cm,checked
Schefflera actinophylla,"Description: Tree to c. 10 m high, often multistemmed, glabrous. Leaves palmately compound; leaflets usually 7â€“16 oblong to oblong-obovate, usually 8â€“30 cm long, 4â€“8 cm wide (saplings often with 3, much smaller leaflets), apex acuminate, base ± rounded, margins entire, lamina dark green, glabrous, leathery; petiole 15â€“40 cm long; petiolules 4â€“8 cm long; fused interpetiolar stipule to 5 cm long. Flowers sessile in shortly pedunculate heads; heads 10â€“20 mm diam.; peduncles 1â€“25 mm long, subtended by stipule-like bracts; rachis of inflorescence to 60 cm long, and often clustered at end of branches. Calyx truncate, c. 1 mm long. Petals 7â€“18, but usually 12, 3â€“5 mm long, red. Stamens same number as petals. Drupe 3â€“5 mm long, ribbed, dark red.","tree to circa 10 m high often multistemmed, glabrous.",,,10,,m,checked
Schinus molle var. areira,"Description: Tree to 10 m high, branchlets pendent. Leaves 12â€“25 cm long; leaflets 17â€“35 ± alternate, terminal leaflet often reduced, lanceolate to linear, 15â€“50 mm long, 2â€“10 mm wide, apex acute and mucronate, base ± cuneate, margins ± entire, mostly glabrous; petiole 2â€“5 cm long, petiolules 0â€“1 mm long. Inflorescences ± glabrous, shorter than the leaves; flowers c 2.5 mm long, pedicels 1â€“2 mm long. Drupe ± globose, 4â€“6 mm diam., bluish pink to red.",tree to 10 m high branchlets pendent.,,,10,,m,checked
Schinus terebinthifolia,"Description: Shrub or small tree to 7 m high. Leaves pinnate with 3â€“9 leaflets (mostly 5â€“9), the rachis slightly winged; leaflets opposite, sessile, elliptic, 3â€“8 cm long, 1â€“2.5 cm wide; apex obtuse to acute and minutely apiculate, base obtuse to acute, or attenuate in terminal leaflet; terminal leaflet slightly larger than others. Inflorescence terminal or in upper leaf axils, 5â€“11 cm long. Petals ovate, c. 2 mm long, white. Drupe spherical, 4â€“5 mm diameter, red, glossy.",shrub or small tree to 7 m high.,,,7,,m,checked
Schizeilema fragoseum,"Description: Perennial herb forming dark green patches about 12 cm high and 50 cm diam., glabrous Leaves circular-cordate to reniform, 4.5â€“11 mm long, 9.5â€“22 mm wide, discolorous with the lower surface paler; petiole 3â€“12 cm long, slender; stipules scarious, partly fused to petiole, acuminate or laciniate towards apex. Bracts 5â€“8, ovate, fused at the base, lobed or laciniate towards apex. Sepals ovate-triangular, to 0.5 mm long. Petals ovate, c. 1 mm long. Fruit ovate to elliptic, 2â€“3 mm long, 1.3â€“1.9 mm wide, smooth.","perennial herb forming dark green patches about 12 cm high and 50 cm diam. glabrous leaves circular-cordate to reniform, 4.5â€“11 mm long, 9.5â€“22 mm wide, discolorous with the lower surface paler;",,,12,,cm,checked
Sowerbaea juncea,"Description: Tufted herb to c. 75 cm high. Leaves semiterete to terete, 5â€“50 cm long, 0.8â€“1.8 mm wide; ligule 2.5â€“12 mm long. Scapes 8â€“75 cm long; flower clusters mostly > 20-flowered, 1.5â€“3.5 cm diam.; outer bracts ± ovate, acute, 4â€“7.5 mm long, inner bracts fimbriate; peduncle ± robust, usually simple; pedicels 1â€“14 mm long, spreading to decurved. Tepals lavender to pink to white, ± equal, 5â€“9 mm long, ± obtuse. Filaments 1.2â€“1.8 mm long; anthers smooth, 2.5â€“3.2 mm long; staminodes ± equalling fertile filaments, occasionally with anther vestiges to 0.5 mm long. Style 3.5â€“4.2 mm long. Capsule 2â€“3 mm diam.",tufted herb to circa 75 cm high.,,,75,,cm,checked
Stephanophysum longifolium,"Description: Erect, perennial herb, or subshrub to 1 m high. Branches 4-angled, glabrous. Leaves with petioles c. 2 cm long; lamina ovate, to c. 6â€“8 cm long, 2.4â€“3.9 cm wide; base cuneate or attenuate; margin slightly crenulate; apex acuminate or acute; surface covered with cystoliths, bright green above, paler below. Inflorescence axillary, dichasium; peduncle to 6.5 cm long, minutely hairy; bracteoles linear, less than calyx length; pedicel to 5 mm long. Calyx 8â€“11 mm long, 0.6â€“0.7 mm wide, minutely hairy. Corolla bright red, throat yellow internally with red venation; tube c. 1 cm long, minutely hairy on outer surface, inner surface glabrous except hairy and glandular at base of stamens; throat c. 2 cm long; lobes c. 3â€“5 mm long. Stamens with filaments c. 11 mm long, glabrous; anthers 2-celled. Ovary constricted at base and apex; style minutely hairy, c. 23 mm long. Capsule 13â€“14 mm long, with glands and hairs present, 5â€“13-seeded, each seed c. 2.5 mm diam., with a well-developed hook.","erect perennial herb, or subshrub to 1 m high.",,,1,,m,checked
Strobilanthes anisophylla,"Description: Shrub to c. 1.5 m high; stems prominently ridged, often square in cross section, glabrous, nodes swollen. Leaves opposite, glabrous, strongly unequal in size, the smaller leaf often deciduous and leaves appearing alternate; narrowly ovate to lanceolate, up to c. 11 cm long and c. 2 cm wide, margins shallowly toothed, upper surface darker green than lower surface, both surfaces with numerous linear cystoliths, more prominent above due to darker leaf colour; petiole up to 8 mm long. Inflorescences axillary, of long-pedunculate cymes forming panicles, up to 5 cm long; pedicels c. 1 mm long; bracts usually 2â€“3 mm long, occasionally leaf-like. Sepals 5â€“8 mm long, united at base, glandular-hairy, reddish, tipped purple. Corolla mauve, glabrous; tube purple veined, c. 2 cm long; lips c. 5 mm long. Capsule 7â€“10 mm long, glandular hairy.",shrub to circa 1.5 m high;,,,1.5,,m,checked
Symphoricarpos albus,"Description: Dense shrub about 1 m tall. Leaves to 5 (â€“7) cm long, 3 cm wide, elliptic or more or less orbicular, often lobed on fresh shoots. Flower clusters 3â€“4 cm long; summer. Flowers pink, bell-shaped, stamens slightly protruding. Fruit about 1 cm wide, pure white.",dense shrub about 1 m tall.,,,1,,m,checked
Syngonium podophyllum,"Description: Climber to over 10 m high on supporting vegetation. Stems 1â€“2.5 cm wide. Sap milky. Distinguished by juvenile simple arrowhead shaped leaves and thin adult leaves with 5â€“11 leaflets. Leaves alternate, adult leaves with leaf stalks 10â€“60 cm long, median adult leaflet 16â€“38 cm long, 6â€“17 cm wide. Flowers in spadixes, 4â€“11 spadixes per axil. Flowers enclosed in a cream-white to green spathe 9â€“11 cm long, male flowers above the female flowers. Fruit a red to reddish-orange berry when ripe. Seeds black or brown.",climber to over 10 m high on supporting vegetation.,,,10,,m,checked
Tabernaemontana pandacaqui,"Description: Shrub to 3 m high, glabrous. Leaves elliptic to oblanceolate, 5â€“18 cm long, 2â€“5 cm wide, apex ± short-acuminate, base gradually narrowed, lamina soft, glabrous; base of petiole expanded into a small erect, ovate appendage appressed to the branchlet and enclosing the axillary bud; petiole 3â€“15 mm long. Cymes axillary, shorter than leaves. Flowers 15â€“20 mm diam., white, fragrant. Calyx lobes c. 2 mm long. Corolla tube 10â€“15 mm long, lobes 6â€“8 mm long, asymmetric. Follicles narrow-ovoid or narrow ellipsoid with acuminate apex, 1â€“4 cm long, 8â€“10 mm diam., green and turning yellow; seeds 3â€“16, embedded in sticky red pulp.",shrub to 3 m high glabrous.,,,3,,m,checked
Tetrapanax papyrifer,"Description: Shrub to 4 m high. Leaves ovate to broad ovate, 14â€“55 cm long, 8â€“28 cm wide, palmately 7â€“9-lobed, often with secondary lobing and with the obtuse ultimate lobes often dentate; discolorous (darker above); upper surface more or less glabrous; lower surface with a pale close indumentum, main veins conspicuous, petiole 5â€“55 cm long. Inflorescence a large compound panicle, up to 50 c. or more long, loosely floccose throughout, the umbels very regular in size, usually c. 1.5 cm diam.; pedicels c. 5 mm long, hairy.",shrub to 4 m high.,,,4,,m,checked
Torilis nodosa,"Description: Procumbent to erect bristly hairy annual to 60 cm high; stems much-branched, rigid, striate. Leaves 1â€“2-pinnate, lamina 4â€“7 cm long; leaflets ovate-oblong with linear lobes; petiole often ± equal to lamina with scarious basal sheath; all covered with long stiff hairs. Umbels leaf-opposed, subglobose; peduncle to 20 mm long; bracts absent; rays 3â€“5, to c. 4 mm long; bracteoles linear, to c. 2 mm long, acute; pedicels c. 1 mm. Sepals minute, triangular, < 0.5 mm long. Petals white. Stamens pink. Fruit ovoid, 2.5â€“4 mm long; umbels with mericarps of 2 types, the inner tuberculate, the outer long-bristly.",procumbent to erect bristly hairy annual to 60 cm high;,,,60,,cm,checked
Trachymene ceratocarpa,"Description: Decumbent to erect annual herb to 15 cm high, stems glabrous or rarely with scattered hairs. Basal leaves circular-cordate, 7â€“21 mm long, palmately divided into 3 obovate-cuneate lobed segments, sometimes further divided into 2 or 3 secondary lobes; petiole 5â€“40 mm long; stem leaves smaller, less divided; glabrous or with a few scattered hairs. Umbels 3â€“5-flowered; peduncle 5â€“10 mm long; bracts 4, lanceolate, c. 2 mm long, ± as long as flowers; pedicels very short. Flowers blue or white. Sepals absent. Petals ovate, imbricate, not inflexed at apex. Fruit laterally compressed, circular, 3â€“4 mm long, 6-ribbed on each side; apical appendage 3â€“5 mm long, horizontally spreading.",decumbent to erect annual herb to 15 cm high,,,15,,cm,checked
Trachymene composita,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3â€“8 cm long, 4â€“10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3â€“5 lobed; segments obovate to cuneate, 4â€“32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20â€“45 mm diam., c. 100â€“200 flowered; peduncle 2.5â€“11 cm long, glabrous or sparsely hairy towards base; bracts 20â€“35, 4â€“7 mm long. Flowers bisexual. Petals 1.5â€“2.5 mm long, white. Ovary unilocular or 2-locular. Fruit broad ovate to semicircular, 2.5â€“4 mm long, brown; one or both mericarps maturing. Mericarps 2.1â€“3.0 mm wide. Carpophores entire, 1â€“2 mm long.",erect robust annual or biennial herb to 250 cm high,,,250,,cm,checked
Trachymene composita var. composita,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3â€“8 cm long, 4â€“10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3â€“5 lobed; segments obovate to cuneate, 4â€“32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20â€“45 mm diam., c. 100â€“200 flowered; peduncle 2.5â€“11 cm long, glabrous or sparsely hairy towards base; bracts 20â€“35, 4â€“7 mm long. Flowers bisexual. Petals 1.5â€“2.5 mm long, white. Ovary glabrous, unilocular or 2-locular. Fruit broad ovate to semicircular, 2.5â€“4 mm long, brown; one or both mericarps maturing. Mericarps 2.1â€“3.0 mm wide, smooth or tuberculate, ribs rounded. Carpophores entire, 1â€“2 mm long.",erect robust annual or biennial herb to 250 cm high,,,250,,cm,checked
Trachymene composita var. robertsonii,"Description: Erect robust annual or biennial herb, to 250 cm high, with stout taproot; stems villous with glandular hairs to almost glabrous Leaves mostly towards the base of the plant, lamina broad ovate, 3â€“8 cm long, 4â€“10 cm wide, sparsely hairy to pilose, paler on the undersurface, deeply 3â€“5 lobed; segments obovate to cuneate, 4â€“32 mm wide; margins toothed; petiole to 20 cm long with broadly sheathing ciliate base. Umbels borne in dichasial cymes or in a compound umbel of dichasial cymes; subtended by tri-fid to simple, entire bracts, each umbel 20â€“45 mm diam., c. 100â€“200 flowered; peduncle 2.5â€“11 cm long, glabrous or sparsely hairy towards base; bracts 20â€“35, 4â€“7 mm long. Flowers bisexual. Petals 1.5â€“2.5 mm long, white. Ovary unilocular or 2-locular, villous. Fruit broad ovate to semicircular, 2.5â€“4 mm long, brown; one or both mericarps maturing. Mericarps 2.1â€“3.0 mm wide, villous, ribs inconspicuous. Carpophores entire, 1â€“2 mm long.",erect robust annual or biennial herb to 250 cm high,,,250,,cm,checked
Trachymene cyanopetala,"Description: Annual herb, to 20 cm high; stems glabrous. Leaves deeply 3-lobed to dissected, lamina broad ovate in outline, 1â€“3 cm long, 1â€“3 cm wide; segments elliptic or cuneate, 1â€“4 mm wide, sparsely hairy; petiole 10â€“35 mm long. Umbels 2.5â€“14 mm diam. 2â€“5 flowered; peduncle 5â€“40 mm long glabrous or hairy; bracts 4â€“5, 1.5â€“3 mm long. Flowers bisexual. Petals 0.8â€“1.3 mm long, white, purple or blue. Ovary 2-locular, densely hairy. Fruit broad ovate, 2â€“6 mm long, brown to purple; both mericarps maturing. Mericarps 1.6â€“3 mm wide; sparsely to densely villous. Carpophores entire, 1.7â€“2.6 mm long.",annual herb to 20 cm high;,,,20,,cm,checked
Trachymene glaucifolia,"Description: Erect annual herb to 60 cm high, sometimes with a perennial rootstock; stems sparingly branched, glabrous. Leaves mostly towards the base of the plant, 3â€“5-lobed to dissected, lamina ovate in outline, 2â€“5 cm long, 3â€“5 cm wide; segments linear to elliptic, 1â€“7 mm wide; glabrous to sparsely hairy; petiole 3.5â€“10.5 c, long. Umbels 10â€“25 mm diam. in flower, 20â€“30 mm diam. in fruit, 80â€“120 flowered; peduncle 2â€“12 cm long with glandular hairs at the base, subtended by leaf-like bracts becoming sessile and tri-fid. Bracts 15â€“18, 4â€“9 mm long. Flowers bisexual or male. Petals 1.6â€“1.9 mm long, blue turning white. Ovary unilocular, glabrous or glandular hairy. Fruit semicircular, 4.5â€“5.5 mm long, brown; consisting of only one mericarp. Mericarps 3.9â€“5.5 mm wide, weakly to strongly papillate; the papillae terminated by glandular trichomes, often breaking off. Carpophores entire, 2.5â€“3 mm long.",erect annual herb to 60 cm high sometimes with a perennial rootstock;,,,60,,cm,checked
Trachymene humilis subsp. humilis,"Description: Perennial herb, to 40 cm high with a stout rootstock, glabrous or almost so. Leaves in basal rosette; lamina elliptic to ovate, 0.5â€“4 cm long, 0.2â€“2.5 cm wide, margins entire to 5â€“7 lobed; petiole 1â€“13 cm long. Umbels 9â€“23 mm diam., 24â€“44 flowered on peduncles arising from the base, 6â€“40 cm long. Bracts 12â€“16, 4â€“12 mm long. Flowers bisexual. Petals 1.2â€“1.7 mm long, white to pink. Ovary 2-locular. Fruit broad ovate, 2â€“3.5 mm long, brown; both mericarps maturing. Mericarps 2â€“3 mm wide, smooth or rugose. Carpophores entire, with four apical appendages, 0.5â€“1.0 mm long.","perennial herb to 40 cm high with a stout rootstock, glabrous or almost so.",,,40,,cm,checked
Trachymene incisa,"Description: Erect perennial herb to 80 cm high with thick perennial rootstock; sparsely hairy to almost glabrous. Leaves mostly towards the base of the plant, deeply 3â€“5-lobed to dissected, laminar broad ovate in outline, 1.4â€“6.5 cm long, 1.5â€“8 cm wide; segments elliptic or linear, 0.5â€“5 mm wide; petiole to 13 cm long. Umbels borne in dichasial cymes subtended by leaf-like bracts, becoming tri-fid or simple and sessile; each umbel 7â€“22 mm diam., 30â€“60 flowered; peduncle 4â€“24 cm long. Bracts 10â€“14, 3â€“7 mm long. Flowers bisexual. Petals 0.9â€“2.2 mm long, white or rarely pink. Ovary 2-locular. Fruit broad ovate, 2.4â€“3.6 mm long, brown; one or both mericarps maturing. Mericarps 1.8â€“2 mm wide; smooth or tuberculate to papillate. Carpophores entire or shortly 2 or 4-fid, 1.2â€“2.1 mm long.",erect perennial herb to 80 cm high with thick perennial rootstock;,,,80,,cm,checked
Trachymene ochracea,"Description: Erect herb, to 75 cm high. Leaves mostly towards the base of the plant, deeply 3â€“5-lobed to dissected, laminar circular in outline, 1.5â€“3.5 cm long, 2â€“5.5 cm wide; segments linear, 1â€“3 mm wide; petiole to 10 cm long. Umbels borne in dichasial cymes subtended by leaf-like bracts, becoming linear and entire; each umbel 7â€“18 mm diam., 30â€“60 flowered; peduncle 3â€“8 cm long, glandular hairy towards the base. Bracts 13â€“18, 4â€“5 mm long. Flowers bisexual. Petals 1.2â€“1.8 mm long, white, pink in bud. Ovary 2-locular. Fruit broad ovate 2â€“2.5 mm long, brown; both mericarps maturing. Mericarps 1.5â€“1.7 mm wide, papillate or rugose. Carpophores entire to shortly 2-fid, 0.6â€“1.0 mm long.",erect herb to 75 cm high.,,,75,,cm,checked
Trachymene ornata,"Description: Annual herb, to 15 cm high; stems sparsely hairy. Leaves deeply 3-lobed to dissected, lamina ovate in outline, 1â€“3 cm long, 0.5â€“3 cm wide; segments elliptic to obovate, 1â€“5 mm wide, sparsely hairy; petiole 6â€“30 mm long. Umbels 4â€“18 mm diam., 3â€“7 flowered; peduncle 1.5â€“4.5 cm long, sparsely hairy; bracts 5â€“6, 2â€“4 mm long. Flowers bisexual. Petals 0.9â€“1.1 mm long, white or blue. Ovary 2-locular, felted. Fruit broad ovate, 3.5â€“5.7 mm long (including indumentum), white or tinged purple; both mericarps maturing. Mericarps 2.2â€“2.8 mm wide (including indumentum); densely woolly. Carpophores entire, 1.7â€“2.7 mm long.",annual herb to 15 cm high;,,,15,,cm,checked
Trachymene scapigera,"Description: Perennial herb, to 10 cm high, rhizomatous. Leaves in basal rosette; lamina 3â€“5-lobed to dissected, broad ovate in outline, 0.8â€“2 cm long, 1â€“3.5 cm wide; segments ovate to cuneate, 0.5â€“1.8 cm wide; covered by sparse long hairs; petiole 3â€“14 cm long. Umbels 10â€“23 mm diam., 20â€“50 flowered on peduncles arising from the base, 12â€“35 cm long. Bracts 10â€“14, 2.5â€“7.5 mm long. Flowers bisexual or female. Petals 1.1â€“1.2 mm long, white. Ovary 2-locular. Fruit broad ovate to orbicular, 3â€“5 mm long, brown; one or both mericarps maturing. Mericarps 2.5â€“3.6 mm wide, smooth. Carpophores entire, with four apical appendages, 0.6â€“0.8 mm long.","perennial herb to 10 cm high, rhizomatous.",,,10,,cm,checked
