source,taxon_name,original_text,text,category,l_absolute_min,l_min,l_max,l_absolute_max,l_units,w_absolute_min,w_min,w_max,w_absolute_max,w_units,checked
missed_pn,Proiphys cunninghamii,"Description: Herb with bulb to 5 cm diam. Leaves few; lamina ovate, 10-25 cm long and 6.5-13 cm wide, margins flat, apex acute or short-acuminate, base rounded to shallowly cordate; petiole 8-25 cm long. Scape 25-80 cm high; umbel 5-12-flowered; involucral bracts 2 or 3, 15-50 mm long; pedicels 10-35 mm long. Perianth white; tube 7-16 mm long; lobes 10-20 mm long. Corona 10-20 mm long, the expanded filaments united for 12-16 mm; lobes recurved. Fruit 10-20 mm diam.", fruit 10-20 mm diam.,fruit,,10,20,,mm,,10,20,,mm,checked
missed_pn,Pseuderanthemum variabile,"Description: Perennial herb, mostly 15-30 cm high, branches hairy. Leaves often jointed at base; lamina lanceolate to ovate, usually 2-7 cm long, 3-40 mm wide, apex acute to obtuse, margins Ã‚Â± entire, upper surface with cystoliths, lower surface sometimes purple and gland-dotted; petiole 5-30 mm long. Inflorescences elongate, terminal flowers usually showy, lower ones small and often cleistogamous; pedicels 1-8 mm long; bracteoles 2-4 mm long. Calyx 4-8 mm long. Corolla white to mauve, sometimes with darker spots on lower lobe; tube mostly 10-15 mm long, lobes 5-8 mm long. Capsule 10-15 mm long, pubescent or glabrous."," capsule 10-15 mm long, pubescent or glabrous.",capsule,,10,15,,mm,,,,,,checked
missed_pn,Psilocaulon granulicaule,"Description: Shrub with branches to 50 cm long. Leaves to 15 mm long, c. 1 mm wide. Flowers solitary, terminal or axillary on short shoots. Petaloid staminodes white. Capsule globose, 2-4 mm diam."," capsule globose, 2-4 mm diam.",capsule,,2,4,,mm,,2,4,,mm,checked
missed_pn,Pultenaea aculeata,"Description: Erect to procumbent shrub to 4 m; branchlets spreading-pubescent. Leaves alternate, linear, crowded on upper parts of branches, apex prominently aristate, margins tightly inrolled, adaxial surface enclosed, so appearing terete with a groove on the upper surface, 3.6-14 mm long, 0.4-0.8 mm wide, surfaces discolorous, lower surface darker than upper; stipules 2-3 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers 8-9 mm long, pedicels 0.5-1.5 mm long; bracteoles c. 3 mm long, lacking stipules, narrow-ovate, aristate, sparsely appressed hairy, attached near base of calyx tube. Calyx 4-5 mm long; lobes acuminate. Ovary glabrous except at base of style. Pod 5-6 mm long, turgid."," pod 5-6 mm long, turgid.",pod,,5,6,,mm,,,,,,checked
missed_pn,Pultenaea cunninghamii,"Description: Erect shrub; stems glabrous to sparsely spreading-hairy. Leaves mostly opposite or in whorls of 3, ovate to broad-rhomboid, flat, 8-22 mm long, 6-25 mm wide, apex aristate, margins flat to incurved, surfaces concolorous; stipules 1.5-2.5 mm long. Inflorescences subterminal, lax, leafy; bracts absent. Flowers 8-15 mm long; pedicels 2-5 mm long; bracteoles 2-5 mm long, lacking stipules, linear-ovate, subulate, glabrous, attached to lower part of calyx tube. Calyx 5-8 mm long, glabrous or ciliate; lobes acuminate. Ovary glabrous. Pod 6-7 mm long, turgid."," pod 6-7 mm long, turgid.",pod,,6,7,,mm,,,,,,checked
missed_pn,Pultenaea forsythiana,"Description: Erect shrub; stems with mixed spreading, curled and occasionally ferruginous, hairs. Leaves alternate, linear to narrow-elliptic to narrow-obovate, often concave, 7-30 mm long, 1.5-2.5 mm wide, apex aristate, margins flat to recurved, lower surface darker than upper; stipules 2-3 mm long. Inflorescences subterminal or apparently terminal, with 1 to several flowers, often on lateral short shoots; bracts c. 2 mm long, 2-3-lobed, ovate, subulate, keeled, glabrous, persistent. Flowers 7-13 mm long; pedicels 2-3 mm long; bracteoles 1.5-3 mm long, lacking stipules, ovate, acuminate, mostly hairy, attached at base of calyx tube. Calyx 4-7 mm long, glabrous to glabrescent; lobes ciliate, acuminate to acute. Ovary hairy. Pod 6-8 mm long, turgid."," pod 6-8 mm long, turgid.",pod,,6,8,,mm,,,,,,checked
missed_pn,Pultenaea mutabilis,"Description: Erect shrub to 4 m; branchlets with loosely appressed hairs. Leaves alternate, linear or oblanceolate, 6.1-21.7 mm long, 0.4-1.0 or 1.2-3.1 mm wide, apex acuminate, margins not inrolled, nearly flat, or strongly inrolled, almost terete, surfaces weakly discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules 1.5-2 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 2 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, appressed hairy, attached near base of calyx tube. Calyx c. 6 mm long; lobes acuminate. Ovary glabrous. Pods c. 5 mm long, turgid."," pods   5 mm long, turgid.",pod,,,5,,mm,,,,,,checked
missed_pn,Pultenaea mutabilis var. angusta,"Description: Erect shrub to 4 m; branchlets glabrous with loosely appressed hairs. Leaves alternate, oblanceolate, 6.1-18.3 mm long, 0.4-1.0 mm wide, apex acuminate, margins inrolled and channelled but dorsal surface visible, surfaces discolorous, lower surface bright green, darker than slightly glaucous-green upper surface; stipules c. 2.2 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 2 mm long; bracteoles c. 1.5 mm long, lacking stipules, narrow-ovate to ovate, acuminate, sparesely appressed hairy, attached near base of calyx tube. Calyx c. 4.5 mm long; lobes acuminate. Ovary glabrous. Pods c. 5 mm long, turgid."," pods   5 mm long, turgid.",pod,,,5,,mm,,,,,,checked
missed_pn,Pultenaea mutabilis var. mutabilis,"Description: Erect shrub to 4 m; branchlets glabrous with loosely appressed hairs. Leaves alternate, oblanceolate, 9.8-21.7 mm long, 1.3-3.1 mm wide, apex acuminate, margins not inrolled, nearly flat, surfaces weakly discolorous, lower surface green, slightly darker than glaucous-green upper surface; stipules c. 2 mm long. Inflorescence irregular, not terminal, dense but not contracted, leafy, the leaves often smaller and with slightly enlarged stipules; bracts absent. Flowers c. 10 mm long, pedicels to 2 mm long; bracteoles c. 2 mm long, lacking stipules, narrow-ovate to ovate, acuminate, appressed hairy, attached near base of calyx tube. Calyx c. 6 mm long; lobes acuminate. Ovary glabrous. Pods c. 5 mm long, turgid."," pods   5 mm long, turgid.",pod,,,5,,mm,,,,,,checked
missed_pn,Pultenaea subternata,"Description: Erect shrub; stems spreading-pubescent. Leaves opposite or in whorls of 3, ovate, flat to concave, 5-8 mm long, 2-4 mm wide, apex aristate, margins incurved to involute, concolorous or upper surface slightly darker than lower; stipules c. 2 mm long. Inflorescences subterminal, lax, leafy; bracts absent. Flowers c. 10 mm long; pedicels 3-4 mm long; bracteoles c. 5 mm long, lacking stipules, linear- to narrow-ovate, bristly, hairy or rarely glabrous, attached at base or lower part of calyx tube. Calyx 5-7 mm long, moderately hairy; lobes acuminate. Ovary hairy only at apex. Pod c. 6 mm long, turgid."," pod   6 mm long, turgid.",pod,,,6,,mm,,,,,,checked
missed_pn,Pultenaea williamsii,"Description: Shrub to 3 m high; branchlets with sparse to moderately dense straight or crisped hairs. Leaves alternate, narrow-elliptic, flat to concave, 13.2-24 mm long, 1.8-3.8 mm wide, apex acute, mucronate, margins incurved, lower surface darker than upper; stipules 2.3-4.5 mm long. Inflorescences irregular, not terminal, lax, leafy; bracts absent. Flowers 9-11 mm long; pedicels 2.2-4.6 mm long; bracteoles 1.8-2.7 mm long, lacking stipules, lanceolate, acuminate, sparsely hairy, attached just above base of calyx tube. Calyx 4.6-6.2 mm long, sparsely hairy; lobes acuminate. Ovary glabrous. Pods 8-8.6 mm long, turgid."," pods 8-8.6 mm long, turgid.",pod,,8,8.6,,mm,,,,,,checked
missed_pn,Rhaphidospora bonneyana,"Description: Shrub to 40 cm high, glabrous or hairy; branches divaricate with spinescent lateral branchlets. Leaves often clustered on older stems, linear to elliptic, 2-8 mm long, 0.5-1 mm wide, margins entire, Ã‚Â± sessile. Axillary clusters 1-5-flowered; peduncles spinescent with age; bracts and bracteoles < 1 mm long. Calyx c. 2 mm long. Corolla pale lilac or white with red spots on lower lip; tube c. 7 mm long; upper lip c. 2 mm long, lower lip 3.5 mm long. Capsule c. 15 mm long; seeds sharply tuberculate on margin.", capsule   15 mm long;,capsule,,,15,,mm,,,,,,checked
missed_pn,Rhodosphaera rhodanthema,"Description: Tree to 20 m high with brown to grey scaly bark; branchlets with reddish lenticels. Leaves mostly 8-20 cm long; leaflets 3-11, oblong-ovate to narrow-elliptic, 3-10 cm long, 10-25 mm wide, apex short-acuminate, base obtuse, asymmetric with midvein curved, both surfaces ± glabrous except for small red-brown hairy domatia on lower surface; petiole 3-8 cm long, petiolules 3-5 mm long. Panicles mostly 10-20 cm long; pedicels 1-2 mm long, bracteate. Sepals 1.8-2 mm long. Petals c. 3 mm long, pinkish red. Drupe ± globose, 8-11 mm diam., glossy brown; clusters remain on the plant for many months."," drupe ± globose, 8-11 mm diam., glossy brown; clusters remain on the plant for many months.",drupe,,8,11,,mm,,8,11,,mm,checked
missed_pn,Rostellularia adscendens,"Description: Ascending herb, usually 10-50 cm high, usually Ã‚Â± pubescent; lower branches often with woody base. Leaves mostly oblong to Ã‚Â± ovate, 5-30 mm long, 2-8 mm wide, with large curved cystoliths perpendicular to midrib and often smaller curved cystoliths between. Spikes 1-5 cm long, dense, sometimes interrupted at base; bracts ovate, 3-5.5 mm long, usually with hairs on apical half of margins and on green parts. Calyx 5-7 mm long, green. Corolla 4-10 mm long, with 2 longitudinal folds with darker striations. Capsule mostly 5-7 mm long, glabrous or sometimes pubescent in upper half."," capsule mostly 5-7 mm long, glabrous or sometimes pubescent in upper half.",capsule,,5,7,,mm,,,,,,checked
missed_pn,Rostellularia adscendens var. adscendens,"Description: Light to dark green ascending herb to 10-50 cm high, with few, rarely many, branches; glabrous or sparsely hairy; lower branches often with woody base. Leaves linear-oblong to broadly ovate, mostly 13-30 mm long, 2-6 mm wide, glabrous or sparsely white-hairy, with large (although not visible with unaided eye) cystoliths perpendicular to midrib and often smaller curved cystoliths between. Spikes 1-5 cm long, dense, sometimes interrupted at base. Bracts ovate, 3-5 mm long, usually with hairs on margins and midrib, sometimes all over. Calyx 5-7 mm long, green. Corolla 6-8 mm long along upper surface, with 2 longitudinal folds with darker striations. Style 5-6 mm long. Capsule 6-7.5 mm long, glabrous or sometimes pubescent in upper half."," capsule 6-7.5 mm long, glabrous or sometimes pubescent in upper half.",capsule,,6,7.5,,mm,,,,,,checked
missed_pn,Rostellularia adscendens var. latifolia,"Description: Small herb or shrubs 10-40 cm high, decumbent; glabrous or sparsely hairy. Leaves narrowly to broadly ovate, 4.3-15 mm long, 2-6 mm wide, both surfaces sparsely white-hairy, sometimes glabrous above, with large (although not visible with unaided eye) cystoliths perpendicular to midrib and often smaller curved cystoliths between. Petiole 0.5-1.5 mm long. Spikes 1-5 cm long, dense, sometimes interrupted at base. Bracts ovate, 3-5.5 mm long, usually densely hairy on margins and midrib, sometimes sparsely all over. Calyx 5-7 mm long, green. Corolla 4-6 mm long along upper side, with 2 longitudinal folds with darker striations. Style 3-5 mm long. Capsules mostly 4.5-6 mm long, glabrous or sometimes pubescent in upper half."," capsules mostly 4.5-6 mm long, glabrous or sometimes pubescent in upper half.",capsule,,4.5,6,,mm,,,,,,checked
missed_pn,Rostellularia obtusa,"Description: Sprawling or prostrate, rarely decumbent herb, often with white hairs on ridges, denser at nodes and on young parts. Leaves ovate, 10-30 mm long, 5-15 mm wide, margins Ã‚Â± entire, both surfaces sparsely to moderately hairy, upper surface with cystoliths; petiole 3-10 mm long. Spikes mostly 0.5-4 cm long, usually dense, not interrupted at base; bracts obovate, 3-5 mm long, with a few short hairs on margins and sometimes on midrib and on green parts. Calyx 4-5 mm long, only midrib green. Corolla 4.5-6 mm long, purple to blue with paler blotches. Capsule 4.5-6.5 mm long, glabrous or sometimes pubescent at apex."," capsule 4.5-6.5 mm long, glabrous or sometimes pubescent at apex.",capsule,,4.5,6.5,,mm,,,,,,checked
missed_pn,Ruellia simplex,"Description: Erect, rhizomatous perennial herb. Stems glabrous, nodes often ciliate. Leaf blades lanceolate to narrowlly elliptic or linear, c. 5-16 cm long, 0.3-1.5 cm wide, entire, subulate to acute apically, glabrous with sessile glands on abaxial surface. Petioles short to subsessile and ciliate. Flowers bourne in dichotomous cymes. Corollas white or blue to purple, 3-4 cm long, tubular at the base. Fruit a capsule, narrowly oblong to lanceolate in shape, 2-3 cm long."," fruit a capsule, narrowly oblong to lanceolate in shape, 2-3 cm long.",capsule,,2,3,,cm,,,,,,checked
missed_pn,Ruellia squarrosa,"Description: Sprawling perennial shrub with branches to 60 (-100) cm long, densely white-pilose (some hairs with small glandular apex). Leaf blades mostly ovate to narrowly ovate, to 7 cm long and 2.7 cm wide, attenuate at base, entire, acute apically; younger leaves densely white-pilose, sparser with age; petioles to 2 cm long. Inflorescence axillary, solitary; bracteoles linear, 4.5-9 mm long, much shorter than calyx, pubescence as on stems and leaves but usually glandular. Flowers on pedicel to 1 mm long; calyx 10-16 mm long, with linear lobes joined only at the very base, reflexed after fruit is lost; corolla blue, finely pubescent externally on tube, throat and veins of lobes; tube c. 25 mm long; throat c. 12 mm long, curved slightly; lobes c. 15 mm long, more or less equal. Stamens with filaments c. 10 and 14 mm long. Stigma very unequally 2-lobed. Capsule 12-15 mm long, glabrous, 16-20-seeded, very shortly stipitate; seed c. 2 mm diam., thickened rim with mucilaginous hairs."," capsule 12-15 mm long, glabrous, 16-20-seeded, very shortly stipitate;",capsule,,12,15,,mm,,,,,,checked
missed_pn,Rutidosis murchisonii,"Description: Erect herb up to 40 cm high. Leaves mostly cauline, linear or linear-elliptic, 1- 6 cm long, 1-3 mm wide, sessile, upper surface woolly or Ã‚Â± glabrous, lower surface woolly. Heads terminal; involucres Ã‚Â± hemispherical, 8-10 mm diam., involucral bracts glabrous, florets yellow. achene c.1 mm long; pappus of 8-12 narrow acute scales with long cilia on margin.", achene  1 mm long;,achene,,,1,,mm,,,,,,checked
missed_pn,Sambucus gaudichaudiana,"Description: Evergreen shrub to 2 m high, herbaceous, grooved stems from a perennial tuberous /rhizomatous rootstock, Ã‚Â± sparsely hispid. Leaves imparipinnate with some leaflets often further divided and leaves Ã‚Â± bipinnate, 10-35 cm long; leaflets (3-)5-11, basal pair stipule-like; leaflets ovate to narrow-lanceolate, mostly 3-15 cm long, 10-60 mm wide, apex acuminate, base asymmetric, margins toothed to Ã‚Â± lobed, lamina sparsely hispid; petiole Ã‚Â± absent, lateral petiolules 3-10 mm long; stipules leaf-like. Inflorescences 8-20 cm diam. Flowers mostly 4-merous. Corolla c. 5 mm long, white. Fruit ovoid, c. 5 mm long, white, edible."," fruit ovoid,   5 mm long, white, edible.",fruit,,,5,,mm,,,,,,checked
missed_pn,Sambucus nigra,"Description: Deciduous shrub, usually 2-5 m high, much-branched, woody, usually glabrous. Leaves imparipinnate; leaflets 3 to 7, ovate to ± elliptic, mostly 4-8 cm long, 20-45 mm wide, apex acuminate to acute, base not asymmetric, margins regularly toothed in upper two-thirds, lamina ± leathery, glabrescent; petiole 2-5 cm long, lateral petiolules 2-4 mm long; stipules usually small and caducous (or even absent). Inflorescences 5-20 cm diam. Corolla c. 3 mm long, white. Fruit ± ovoid, c. 5 mm long, black."," fruit ± ovoid,   5 mm long, black.",fruit,,,5,,mm,,,,,,checked
missed_pn,Saururus cernuus,"Description: Erect aromatic herbs to 140 cm high; rhizomes long, to 20 mm diam. Stems several per node, warty near base. Leaves ovate, 2-17 cm long, 1-10 cm wide; apex acuminate. base cordate; petiole to 1-10 cm long. Inflorescence usually drooping, 5-35 cm long; rachis white; bracts white or green, 1.5-3.0 mm long (distinct portion), fused to pedicel. schizocarp brown, 1.5-3 mm long, rugose. Seeds brown, smooth."," schizocarp brown, 1.5-3 mm long, rugose.",schizocarp,,1.5,3,,mm,,,,,,checked
missed_pn,Scandix pecten-veneris,"Description: Annual herb 15-50 cm high, stems branched, striate, glabrescent. Leaves 2-3-pinnate, oblong or narrow-triangular in outline; lamina 3-5 cm long, 1.5-3 cm wide; segments linear, to 3 mm long, sparsely hairy; petiole to 7 cm long, with a 1.5-2 cm long scarious sheathing base. Umbels with 1-3 rays, 1.5-2 mm long; peduncle 2-5 cm long; bracts absent; bracteoles c. 5, entire or with 2 or more irregular lobes; pedicels 1.5-3 mm long, elongating and thickening in fruit. Flowers c. 1 mm diam., 3 outer petals larger than 2 others. Fruit linear-oblong, 3-8 cm long, laterally compressed, distinctly 5-ribbed, the seed-bearing part 8-12 mm long, the beak 3-5 cm long."," fruit linear-oblong, 3-8 cm long, laterally compressed, distinctly 5-ribbed, the seed-bearing part 8-12 mm long, the beak 3-5 cm long.",fruit,,3,8,,cm,,,,,,checked
missed_pn,Schefflera actinophylla,"Description: Tree to c. 10 m high, often multistemmed, glabrous. Leaves palmately compound; leaflets usually 7-16 oblong to oblong-obovate, usually 8-30 cm long, 4-8 cm wide (saplings often with 3, much smaller leaflets), apex acuminate, base Ã‚Â± rounded, margins entire, lamina dark green, glabrous, leathery; petiole 15-40 cm long; petiolules 4-8 cm long; fused interpetiolar stipule to 5 cm long. Flowers sessile in shortly pedunculate heads; heads 10-20 mm diam.; peduncles 1-25 mm long, subtended by stipule-like bracts; rachis of inflorescence to 60 cm long, and often clustered at end of branches. Calyx truncate, c. 1 mm long. Petals 7-18, but usually 12, 3-5 mm long, red. Stamens same number as petals. Drupe 3-5 mm long, ribbed, dark red."," drupe 3-5 mm long, ribbed, dark red.",drupe,,3,5,,mm,,,,,,checked
missed_pn,Schinus molle var. areira,"Description: Tree to 10 m high, branchlets pendent. Leaves 12-25 cm long; leaflets 17-35 ± alternate, terminal leaflet often reduced, lanceolate to linear, 15-50 mm long, 2-10 mm wide, apex acute and mucronate, base ± cuneate, margins ± entire, mostly glabrous; petiole 2-5 cm long, petiolules 0-1 mm long. Inflorescences ± glabrous, shorter than the leaves; flowers c 2.5 mm long, pedicels 1-2 mm long. Drupe ± globose, 4-6 mm diam., bluish pink to red."," drupe ± globose, 4-6 mm diam., bluish pink to red.",drupe,,4,6,,mm,,4,6,,mm,checked
missed_pn,Schinus terebinthifolia,"Description: Shrub or small tree to 7 m high. Leaves pinnate with 3-9 leaflets (mostly 5-9), the rachis slightly winged; leaflets opposite, sessile, elliptic, 3-8 cm long, 1-2.5 cm wide; apex obtuse to acute and minutely apiculate, base obtuse to acute, or attenuate in terminal leaflet; terminal leaflet slightly larger than others. Inflorescence terminal or in upper leaf axils, 5-11 cm long. Petals ovate, c. 2 mm long, white. Drupe spherical, 4-5 mm diameter, red, glossy."," drupe spherical, 4-5 mm diameter, red, glossy.",drupe,,4,5,,mm,,4,5,,mm,checked
missed_pn,Schizeilema fragoseum,"Description: Perennial herb forming dark green patches about 12 cm high and 50 cm diam., glabrous Leaves circular-cordate to reniform, 4.5-11 mm long, 9.5-22 mm wide, discolorous with the lower surface paler; petiole 3-12 cm long, slender; stipules scarious, partly fused to petiole, acuminate or laciniate towards apex. Bracts 5-8, ovate, fused at the base, lobed or laciniate towards apex. Sepals ovate-triangular, to 0.5 mm long. Petals ovate, c. 1 mm long. Fruit ovate to elliptic, 2-3 mm long, 1.3-1.9 mm wide, smooth."," fruit ovate to elliptic, 2-3 mm long, 1.3-1.9 mm wide, smooth.",fruit,,2,3,,mm,,1.3,1.9,,mm,checked
missed_pn,Secamone elliptica,"Description: Glabrous climber, sometimes tall; old stems with thick, fissured, soft corky bark; latex opaque, milky. Leaves with lamina narrow-lanceolate to ovate, 2-5.5 cm long, 8-20 mm wide, thin, soft to firm, apex acute or acuminate, base rounded or cuneate, veins faint, lamina glands absent; petiole 1-4 mm long, slender. Cymes branched, shorter than leaves. Flowers 3.5-5 mm diam., pale yellow. Calyx lobes c. 1 mm long. Corolla c. 3 mm long. Follicles paired, lanceolate, 3.5-6.5 cm long."," follicles paired, lanceolate, 3.5-6.5 cm long.",follicle,,3.5,6.5,,cm,,,,,,checked
missed_pn,Sesuvium portulacastrum,"Description: Prostrate herb with stems to 1 m long, rooting at nodes. Leaves linear to lanceolate or oblanceolate, to 7 cm long, 5-10 mm wide. Flowers solitary, axillary, pedicellate; bracts absent. Perianth lobes 6-9 mm long, dorsal mucro c. 1.5 mm long. Filaments c. 6 mm long. Capsule c. 8 mm long; seeds c. 1.5 mm across, smooth, black.", capsule   8 mm long;,capsule,,,8,,mm,,,,,,checked
missed_pn,Sida sp. Musselbrook (M.B.Thomas MRS437) Qld Herbarium,"Description: Erect or procumbent subshrub, often with long trailing stems to 80 cm long. Leaves ovate-cordate to lanceolate, 5-40 mm long, stipules filiform. Flowers axillary, solitary on filiform pedicels to 40 mm long. Calyx 2-5 mm long, lobes acute. Corolla 5-10 mm long, orange-yellow. Fruit conical, 4-5 mm diam., ± glabrous; mericarp 5-8, channelled at summit, wrinkled on back."," fruit conical, 4-5 mm diam., ± glabrous; mericarp 5-8, channelled at summit, wrinkled on back.",fruit,,,,,,,4,5,,mm,checked
missed_pn,Siloxerus multiflorus,"Description: Annual herb 1.5-5 cm high; stem single and erect, or several and ascending, very sparsely hairy with long straight hairs. Leaves opposite at base, alternate above, linear-lanceolate, 3-10 mm long, 0.5-1 mm wide, sparsely hairy. Heads sessile in clusters subtended by clusters of leaves; individual heads Ã‚Â± globose, 2-4 mm diam.; involucral bracts 3-seriate, glabrous; outer bracts hyaline, inner bracts hyaline except for herbaceous midrib. Florets c. 25 in terminal heads, fewer in lateral ones, Ã‚Â± as long as involucre, c. 3 mm long; corolla white, 4-toothed. achene oblanceolate, c. 1 mm long, dark brown, base and apex strongly oblique, surface with several globose papillae; pappus of 7-11 obovate scales, 1-2 mm long, whitish, margins entire."," achene oblanceolate,   1 mm long, dark brown, base and apex strongly oblique, surface with several globose papillae;",achene,,,1,,mm,,,,,,checked
missed_pn,Sowerbaea juncea,"Description: Tufted herb to c. 75 cm high. Leaves semiterete to terete, 5-50 cm long, 0.8-1.8 mm wide; ligule 2.5-12 mm long. Scapes 8-75 cm long; flower clusters mostly > 20-flowered, 1.5-3.5 cm diam.; outer bracts Ã‚Â± ovate, acute, 4-7.5 mm long, inner bracts fimbriate; peduncle Ã‚Â± robust, usually simple; pedicels 1-14 mm long, spreading to decurved. Tepals lavender to pink to white, Ã‚Â± equal, 5-9 mm long, Ã‚Â± obtuse. Filaments 1.2-1.8 mm long; anthers smooth, 2.5-3.2 mm long; staminodes Ã‚Â± equalling fertile filaments, occasionally with anther vestiges to 0.5 mm long. Style 3.5-4.2 mm long. Capsule 2-3 mm diam.", capsule 2-3 mm diam.,capsule,,,,,,,2,3,,mm,checked
missed_pn,Stephanophysum longifolium,"Description: Erect, perennial herb, or subshrub to 1 m high. Branches 4-angled, glabrous. Leaves with petioles c. 2 cm long; lamina ovate, to c. 6-8 cm long, 2.4-3.9 cm wide; base cuneate or attenuate; margin slightly crenulate; apex acuminate or acute; surface covered with cystoliths, bright green above, paler below. Inflorescence axillary, dichasium; peduncle to 6.5 cm long, minutely hairy; bracteoles linear, less than calyx length; pedicel to 5 mm long. Calyx 8-11 mm long, 0.6-0.7 mm wide, minutely hairy. Corolla bright red, throat yellow internally with red venation; tube c. 1 cm long, minutely hairy on outer surface, inner surface glabrous except hairy and glandular at base of stamens; throat c. 2 cm long; lobes c. 3-5 mm long. Stamens with filaments c. 11 mm long, glabrous; anthers 2-celled. Ovary constricted at base and apex; style minutely hairy, c. 23 mm long. Capsule 13-14 mm long, with glands and hairs present, 5-13-seeded, each seed c. 2.5 mm diam., with a well-developed hook."," capsule 13-14 mm long, with glands and hairs present, 5-13-seeded, each seed   2.5 mm diam., with a well-developed hook.",capsule,,13,14,,mm,,,,,,checked
missed_pn,Strobilanthes anisophylla,"Description: Shrub to c. 1.5 m high; stems prominently ridged, often square in cross section, glabrous, nodes swollen. Leaves opposite, glabrous, strongly unequal in size, the smaller leaf often deciduous and leaves appearing alternate; narrowly ovate to lanceolate, up to c. 11 cm long and c. 2 cm wide, margins shallowly toothed, upper surface darker green than lower surface, both surfaces with numerous linear cystoliths, more prominent above due to darker leaf colour; petiole up to 8 mm long. Inflorescences axillary, of long-pedunculate cymes forming panicles, up to 5 cm long; pedicels c. 1 mm long; bracts usually 2-3 mm long, occasionally leaf-like. Sepals 5-8 mm long, united at base, glandular-hairy, reddish, tipped purple. Corolla mauve, glabrous; tube purple veined, c. 2 cm long; lips c. 5 mm long. Capsule 7-10 mm long, glandular hairy."," capsule 7-10 mm long, glandular hairy.",capsule,,7,10,,mm,,,,,,checked
missed_pn,Tabernaemontana pandacaqui,"Description: Shrub to 3 m high, glabrous. Leaves elliptic to oblanceolate, 5-18 cm long, 2-5 cm wide, apex Ã‚Â± short-acuminate, base gradually narrowed, lamina soft, glabrous; base of petiole expanded into a small erect, ovate appendage appressed to the branchlet and enclosing the axillary bud; petiole 3-15 mm long. Cymes axillary, shorter than leaves. Flowers 15-20 mm diam., white, fragrant. Calyx lobes c. 2 mm long. Corolla tube 10-15 mm long, lobes 6-8 mm long, asymmetric. Follicles narrow-ovoid or narrow ellipsoid with acuminate apex, 1-4 cm long, 8-10 mm diam., green and turning yellow; seeds 3-16, embedded in sticky red pulp."," follicles narrow-ovoid or narrow ellipsoid with acuminate apex, 1-4 cm long, 8-10 mm diam., green and turning yellow;",follicle,,1,4,,cm,,8,10,,mm,checked
missed_pn,Tetragonia decumbens,"Description: Soft, prostrate, slightly succulent, green or purplish herb with underground tuber; stems much-branched, glabrous or papillose or with hair-like scales. Leaves broad-ovate to circular, 1-8 cm long, 6-35 mm wide, upper leaves narrower, tapering to a petiole 5-30 mm long. Flowers grouped, pedicels 5-25 mm long, papillose. Perianth lobes c. 3 mm long, green; tube with 4 distinct ribs from an early stage. Stamens many. Fruit 5-15 mm long, 10-20 mm wide, dark, dry, with 4 thin, spongy wings, covered with globular vesicles, the central portion quite woody."," fruit 5-15 mm long, 10-20 mm wide, dark, dry, with 4 thin, spongy wings, covered with globular vesicles, the central portion quite woody.",fruit,,5,15,,mm,,10,20,,mm,checked
missed_pn,Tetragonia eremaea,"Description: Prostrate spreading annual or possibly a short-lived perennial. Leaves rhombic to lanceolate, to 8 cm long, to 3 cm wide, semisucculent, papillose; petiolate. Flowers usually solitary. Perianth lobes 4, 0.5-1 mm long; tube swollen, 4-ribbed from an early stage. Stamens alternating with perianth lobes. Styles and loculi mostly 4 (3-6). Fruit 4-6 mm long, 5-10 mm wide, woody, laterally winged; wings 4, stiff but not woody, one pair slightly larger than the other; seeds 3-8, pyriform, c. 2 mm long, light brown."," fruit 4-6 mm long, 5-10 mm wide, woody, laterally winged; wings 4, stiff but , one pair slightly larger than the other;",fruit,,4,6,,mm,,5,10,,mm,checked
missed_pn,Tetragonia microptera,"Description: Prostrate spreading annual or possibly a short-lived perennial. Leaves alternate, ovate to circular, 1-3 cm long, to 2 cm wide; petiolate. Flowers in groups of 2-5, 1-2 mm long. Perianth segments 3 or 4, triangular. Stamens alternating with, and usually as many as, perianth segments. Styles 2 or 3. Fruit obpyramidal, 2-4 mm long, papillose, truncate at the top with 3 or 4 projecting ridges forming flat triangular extensions at the top."," fruit obpyramidal, 2-4 mm long, papillose, truncate at the top with 3 or 4 projecting ridges forming flat triangular extensions at the top.",fruit,,2,4,,mm,,,,,,checked
