TRY Data Explorer Output	2020-5-28
Trait List

TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum	
3417	Moss: potentially hyaline hairpoint	657		644	
3416	Moss: protonema persistence	721		708	
3421	Moss: seta length	614		601	
3413	Moss: shoot length	716		703	
3412	Moss: stem growth direction	721		708	
3427	Moss: vegetative regeneration	3600		707	
3151	Mycoheterotrophy	3	2	2	
1447	Mycorhizza: soil ergosterol content per soil dry mass or growth medium dry mass	21	21	16	
1436	Mycorrhiza fungi: concentration of arbuscular mycorrhizal spores in soil	6	6	1	
3370	Mycorrhiza status and microbial interactions	770		767	
7	Mycorrhiza type	116787	56333	7238	
1423	Mycorrhiza: dry mass of external ectomycorrhizal mycelium (EEM) in soil per ground area	12	12	3	
1424	Mycorrhiza: fraction of mycorrhizae on roots that are of the contact exploration type	12	12	1	
1425	Mycorrhiza: fraction of mycorrhizae on roots that are of the long-distance exploration type	12	12	1	
1426	Mycorrhiza: fraction of mycorrhizae on roots that are of the medium-distance exploration type	12	12	1	
1427	Mycorrhiza: fraction of mycorrhizae on roots that are of the short-distance exploration type	12	12	1	
1428	Mycorrhiza: fraction of mycorrhizal tips that are living	24	24	4	
1422	Mycorrhiza: length of arbuscular mycorrhizal (AM) hyphae per soil dry mass	31	31	1	
3150	Mycorrhiza: PLFA proxy for mycorrhizal hyphal carbon (C) per soil mass	26	26	13	
1430	Mycorrhizal colonization AM: fraction of root length that contains arbuscular mycorrhizal structures	486	486	213	
1431	Mycorrhizal colonization EM: fraction of root length colonized by ectomycorrhizal structure	18	14	7	
1433	Mycorrhizal colonization: classified fractions of root length that contain mycorrhizae	5554	5554	2001	
1432	Mycorrhizal colonization: fraction of root length that contains hyphae	4	4	1	
1435	Mycorrhizal colonization: fraction of root length with mycorrhizla hyphae, arbuscules, or vesicles	649	481	181	
1429	Mycorrhizal colonization: fraction of root tips that contain mycorrhizal structures	283	283	120	
1434	Mycorrhizal colonization: number of colonized root tips per root branch length	16	16	2	
1030	Mycorrhizal infection intensity	6975	5719	2540	
2949	Paleo trait: leaf area	612		50	
2950	Paleo trait: leaf mass per area	612		50	
2948	Paleo trait: leaf petiole width	612		50	
1014	Plant above ground hydraulic conductance	16		15	
3124	Plant aboveground woody biomass per ground area	25	25	1	
3459	Plant belowground relative growth rate	460		4	
5	Plant bifurcation ratio	36	36	36	
3435	Plant biomass and allometry: Bark cross-sectional area at breast height	141	141	1	
3444	Plant biomass and allometry: Bark mass per plant	1323	1323	37	
2555	Plant biomass and allometry: Belowground plant organ dry mass per plant	9	9	9	
2773	Plant biomass and allometry: Belowground plant organ mass fraction (fraction of belowground plant or	112	112	45	
449	Plant biomass and allometry: Branch dry mass (alive, dead) per plant	1772	1169	21	
137	Plant biomass and allometry: branch dry mass per plant dry mass	40	40	37	
3447	Plant biomass and allometry: Branch mass per plant	6552	6396	362	
452	Plant biomass and allometry: Branch nitrogen (N) content per plant	3	3	1	
1020	Plant biomass and allometry: Ccone (strobilus) dry mass per plant	325	325	6	
458	Plant biomass and allometry: Coarse root dry mass per plant	1661	1607	122	
465	Plant biomass and allometry: Coarse root dry mass per plant dry mass	10	10	4	
1534	Plant biomass and allometry: Coarse root mass fraction (fraction of coarse root dry mass per whole p	1175	1175	84	
3449	Plant biomass and allometry: Coarse root mass per plant	2095	2095	103	
20	Plant biomass and allometry: Crown (canopy) area per plant	2070	2069	222	
3440	Plant biomass and allometry: Crown (canopy) area: projected as seen from above	7414	7338	293	
2814	Plant biomass and allometry: Crown (canopy) volume per plant	192	192	51	
2043	Plant biomass and allometry: Fine root (absorptive) dry mass per plant	41	41	4	
3268	Plant biomass and allometry: Fine root (absorptive) exudation rate per plant	4	4	4	
2282	Plant biomass and allometry: Fine root (absorptive) length per plant	21	21	3	
2261	Plant biomass and allometry: Fine root (absorptive) mass fraction (fraction of absorptive fine root 	48	48	4	
2299	Plant biomass and allometry: Fine root (transport) dry mass per plant	18	18	2	
2538	Plant biomass and allometry: Fine root (transport) length per plant	13	13	3	
473	Plant biomass and allometry: Fine root dry mass per plant	4417	4357	296	
466	Plant biomass and allometry: Fine root dry mass per plant dry mass	10	10	4	
2026	Plant biomass and allometry: Fine root length per plant	2197	2196	112	
2021	Plant biomass and allometry: Fine root length ratio (RLR): fine root length per plant dry mass	56	56	12	
2005	Plant biomass and allometry: Fine root mass fraction (fraction of fine root dry mass to whole plant 	1992	1992	147	
3448	Plant biomass and allometry: Fine root mass per plant	1672	1672	93	
469	Plant biomass and allometry: Fine root nitrogen (N) content per plant	2	2	1	
1031	Plant biomass and allometry: Inflorescences per plant	155	155	5	
3051	Plant biomass and allometry: Leaf dry mass (cotyledons) per plant	72	72	13	
388	Plant biomass and allometry: Leaf dry mass (paracotyledons) per plant	68		68	
129	Plant biomass and allometry: Leaf dry mass per plant	11731	9638	473	
110	Plant biomass and allometry: Leaf dry mass per plant dry mass (leaf weight ratio, LWR)	4505	1900	821	
3040	Plant biomass and allometry: Leaf dry mass production rate per plant	235		51	
3406	Plant biomass and allometry: Leaf fresh mass per plant	1288	1288	20	
3441	Plant biomass and allometry: Leaf mass (dry or fresh) per plant	17069	16907	587	
502	Plant biomass and allometry: Leaf nitrogen (N) content per plant	4	4	2	
671	Plant biomass and allometry: Leaf nitrogen (N) content per plant nitrogen (N) content	20		10	
3036	Plant biomass and allometry: Leaf number production rate per plant	236		51	
3125	Plant biomass and allometry: Leaf petiole dry mass per plant	92		1	
1032	Plant biomass and allometry: Leaves per plant (emergent, mature, senescent)	9341	8558	91	
3457	Plant biomass and allometry: Litter (leaf) dry mass (dead leaves) per plant	484		3	
3460	Plant biomass and allometry: Litter (leaf) number of dead leaves per plant	460		4	
700	Plant biomass and allometry: Plant dry mass	3675	1559	238	
119	Plant biomass and allometry: Plant dry mass per plant fresh mass	17		17	
117	Plant biomass and allometry: Plant dry mass per plant volume	17		17	
3451	Plant biomass and allometry: Plant mass	8878	8878	277	
776	Plant biomass and allometry: Plant surface area per plant dry mass of all green parts	320		66	
130	Plant biomass and allometry: Reproductive dry mass per plant	5553	5550	251	
1046	Plant biomass and allometry: Reproductive dry mass per plant dry mass (reproductive weight fraction)	278	278	32	
1033	Plant biomass and allometry: Reproductive organs per plant	52		52	
1048	Plant biomass and allometry: Rhizome dry mass per plant dry mass (rhizome weight fraction)	173	173	12	
363	Plant biomass and allometry: Root dry mass per plant	9613	4623	454	
3405	Plant biomass and allometry: Root fresh mass per plant	1426	1426	20	
3461	Plant biomass and allometry: Root length of primary roots per plant	234		3	
1509	Plant biomass and allometry: Root length per plant	16	16	4	
470	Plant biomass and allometry: Root mass fraction (fraction of root dry mass per whole plant dry mass)	2968	2802	349	
3450	Plant biomass and allometry: Root mass per plant	9061	9061	276	
669	Plant biomass and allometry: Root nitrogen (N) content per plant nitrogen (N) content	20		10	
3032	Plant biomass and allometry: Root surface area per plant	287		59	
1307	Plant biomass and allometry: Root tips per plant	1023	1023	39	
3408	Plant biomass and allometry: Root volume per plant	1425	1425	20	
132	Plant biomass and allometry: Seed mass per plant	966		9	
131	Plant biomass and allometry: Seed number per plant	9578	83	1466	
403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	40163	19127	760	
408	Plant biomass and allometry: Shoot nitrogen (N) content per plant	196	196	126	
1034	Plant biomass and allometry: Shoots per plant	410		1	
3439	Plant biomass and allometry: Stem cross-sectional area at base of the crown	1325	1302	152	
3437	Plant biomass and allometry: Stem cross-sectional area at base of the plant	9704	9626	375	
3438	Plant biomass and allometry: Stem cross-sectional area at breast height	8626	8466	394	
128	Plant biomass and allometry: Stem dry mass per plant	7782	5436	719	
136	Plant biomass and allometry: Stem dry mass per plant dry mass per plant	515	349	180	
3445	Plant biomass and allometry: Stem mass (including branches) per plant	14421	14265	533	
529	Plant biomass and allometry: Stem nitrogen (N) content per plant	3	3	1	
670	Plant biomass and allometry: Stem nitrogen (N) content per plant nitrogen (N) content	20		10	
3012	Plant biomass and allometry: Stems per plant	744	744	51	
3059	Plant biomass and allometry: Supportive structure (stem, twig, leaf petiole, leaf sheeth) dry mass p	729	729	27	
3446	Plant biomass and allometry: Whole plant aboveground mass	14972	14816	548	
3431	Plant biomass and allometry: Wood (heartwood) cross-sectional area at base	24	24	1	
3433	Plant biomass and allometry: Wood (heartwood) cross-sectional area at base of crown	36	30	1	
3432	Plant biomass and allometry: Wood (heartwood) cross-sectional area at breast height	421	415	5	
3443	Plant biomass and allometry: Wood (heartwood) mass per plant	212	212	12	
3428	Plant biomass and allometry: Wood (sapwood) cross-sectional area at base	168	168	20	
3430	Plant biomass and allometry: Wood (sapwood) cross-sectional area at base of crown	277	271	10	
3429	Plant biomass and allometry: Wood (sapwood) cross-sectional area at breast height	1475	1469	30	
3442	Plant biomass and allometry: Wood (sapwood) mass per plant	239	239	13	
800	Plant biomass and allometry: Wood dry mass per plant	342	342	10	
478	Plant biomass and allometry: Wood dry mass per plant dry mass	475	475	119	
3399	Plant canopy anthocyanin content per ground area (anthocyanin mass per leaf area * LAI)	45	45	45	
3398	Plant canopy carotenoid content per ground area (carotenoid mass per leaf area * LAI)	45	45	45	
3397	Plant canopy chlorophyll content per ground area (chlorophyll mass per leaf area * LAI)	45	45	45	
3395	Plant canopy dry mass per ground area (leaf mass per area * LAI)	45	45	45	
3396	Plant canopy water content per ground area (leaf water content * LAI)	45	45	45	
435	Plant carbon (C) allocation to root, stem, leaves	440	5	96	
1481	Plant carbon (C) allocation: aboveground/belowground net primary production (NPP) ratio	148	146	51	
3027	Plant carbon (C) content per plant dry mass	122	117	14	
1021	Plant carbon/nitrogen (C/N) ratio	229	229	16	
341	Plant clonal growth form	9045	49	2872	
1023	Plant containing salt glands	1287		904	
1024	Plant dead organ retainment: leaves, branches, flowers	386		286	
346	Plant defence mechanisms: chemical	3182		2503	
345	Plant defence mechanisms: physical	5353	555	1659	
1025	Plant diameter of leaf rosette	3		1	
1026	Plant dry mass height distribution	1844	96	121	
1027	Plant exposure	148		113	
916	Plant fragmentation	52		52	
3407	Plant fresh mass	1437	1437	20	
197	Plant functional type (PFT)	79720	78572	6930	
42	Plant growth form	1832245	559256	147827	
3401	Plant growth form detailed consolidated	165540		165051	
3400	Plant growth form simple consolidated	213372		212639	
587	Plant growth rate	9812	6795	5320	
77	Plant growth rate relative (plant relative growth rate, RGR)	5772	543	879	
1028	Plant harvest index: diametral quotient	25	25	1	
3107	Plant height generative	35283	14076	3528	
1015	Plant height growth relative to diameter growth	30		29	
364	Plant height of lowest branch	12917	12754	484	
567	Plant height of lowest branch versus total plant height (furcation index)	199	199	107	
3361	Plant height of lowest flower	152	152	152	
3010	Plant height to plant dry mass ratio	900	900	68	
3106	Plant height vegetative	249551	161194	28944	
1016	Plant height versus plant width relationship	2399		1743	
3119	Plant height: %trees > 6m	36	36	36	
3118	Plant height: coefficient of variation of plant height	90	90	90	
3039	Plant height: erectness ratio of not elongated to elongated height	258		57	
2993	Plant horizontal length of a bent / trailing organism	17	17	2	
604	Plant human usage types	46482		5726	
752	Plant hydraulic conductance	43	8	26	
343	Plant life form (Raunkiaer life form)	92036	61835	15766	
59	Plant lifespan (longevity)	68809	17358	24712	
788	Plant light requirement	1923	11	1399	
347	Plant mating system	6124		3685	
599	Plant moisture use type	2037		2020	
1029	Plant mono/poly carpic	885		667	
814	Plant morphological adaptations: root metamorphoses	4410	3729	1532	
813	Plant morphological adaptations: seed or dispersal unit metamorphoses	12717		3032	
817	Plant morphological adaptations: shoot metamorphoses	7735	160	3687	
816	Plant morphological adaptations: storage organs	9410	376	3594	
770	Plant mortality rate	1715	1704	293	
668	Plant nitrogen (N) content per plant dry mass	142	117	24	
3070	Plant nitrogen (N) uptake efficiency (plant nitrogen acquired per nitrogen available)	20	20	4	
8	Plant nitrogen(N) fixation capacity	76040	19400	18247	
511	Plant number of branches per tree	4782	4738	26	
361	Plant number of offspring shoots per parent shoot per year	8717		2837	
201	Plant nutrition mode (heterotrophy)	12797		6445	
155	Plant ontogeny: age of maturity (first flowering)	12054		4284	
1035	Plant ontogeny: time to emergence	82		1	
1036	Plant ontogeny: time to first leaf	82		1	
679	Plant palatability	10077	379	2551	
3028	Plant phosphorus (P) content per plant dry mass	122	117	14	
609	Plant propagation type	21274		3133	
1100	Plant recruitment efficiency	1033	970	324	
621	Plant relationship of stem mass, height and diameter	35	35	8	
335	Plant reproductive phenology timing	59838	12715	8276	
439	Plant respiration rate per plant nitrogen (N) content 	24	24	1	
819	Plant resprouting capacity	18674	597	15997	
681	Plant secondary compounds	379	267	374	
3371	Plant species use for bioremediation	768		765	
1017	Plant tree allometry model parameters	270	260	60	
1251	Plant vegetative phenology (leaf phenology)	4974	659	2670	
344	Plant vegetative regeneration capacity	7440	355	4211	
1008	Plant vegetative regeneration species offspring size relative to parent	8730		2845	
356	Plant vegetative reproduction: clonal growth organ	535	66	333	
329	Plant vegetative reproduction: clonality of ramets	2545	226	1822	
149	Plant vegetative reproduction: distance between ramets	805	770	591	
334	Plant vegetative reproduction: lateral spread	10493	1578	2905	
328	Plant vegetative reproduction: number of ramets	253	93	93	
1206	Plant vegetative reproduction: pattern forming	1538		1120	
358	Plant vegetative reproduction: persistence of connection between clonal growth organs	8716		2844	
357	Plant vegetative reproduction: role of clonal growth organ in plant growth	8766		2838	
613	Plant vegetative reproduction: spread rate	2034		2016	
1207	Plant vegetative reproduction: spread distance 	94	94	94	
320	Plant vital attributes of persistence and establishment	23296	18383	2620	
2952	Plant water loss on drying	33	33	33	
3025	Plant wet biomass	376		2	
38	Plant woodiness	231503	82105	79298	
1042	Pollen diameter	738		458	
1043	Pollen heteromorphy	28		17	
1044	Pollen viability	114		69	
29	Pollination syndrome	32966	1429	15631	
684	Reproductive structures nitrogen (N) content per reproductive structures dry mass	138		137	
688	Reproductive structures nitrogen/phosphorus (N/P) ratio	79		78	
685	Reproductive structures phosphorus (P) content per reproductive structures dry mass	101		100	
1047	Rhizome (presence / absence)	52		52	
247	Root alcohol dehydrogenase (ADH) activity	144		6	
1049	Root aluminium (Al) content per root dry mass	8	7	5	
1465	Root ammonium (NH4+) uptake rate per root fresh mass	16	16	8	
1050	Root antimony (Sb) content per root dry mass	1	1	1	
1051	Root arsenic (As) content per root dry mass	1	1	1	
1321	Root ash carbon (C) content per root carbon (C) content	2	1	1	
1324	Root ash content per root dry mass	2	1	1	
1318	Root boron (B) content per root dry mass	1	1	1	
3136	Root branching intensity 3: number of root tips per total root length	856	856	42	
3480	Root branching intensity: number of root branches per root length	233		3	
1053	Root cadmium (Cd) content per root dry mass	1	1	1	
1054	Root calcium (Ca) content per root dry mass	1741	1740	44	
1336	Root carbon (C) content not hydrolyzable in acid extractives per root carbon (C) content	1	1	1	
1498	Root carbon (C) content per ground area	61	61	5	
84	Root carbon (C) content per root dry mass	3842	2833	408	
90	Root carbon (C) isotope signature (delta 13C)	318	25	99	
1055	Root carbon/nitrogen (C/N) ratio	3284	2653	290	
1310	Root cellulose carbon (C) per root carbon (C) content	2	1	1	
91	Root cellulose content per root dry mass	384	90	119	
1056	Root chromium (Cr) content per root dry mass	1	1	1	
1287	Root conduit diameter	1	1	1	
1074	Root copper (Cu) content per root dry mass	2	2	2	
3152	Root cross-sectional area	1	1	1	
3131	Root cross-sectional area of root stele	1	1	1	
3132	Root cross-sectional area of vessel	1	1	1	
1517	Root cross-sectional area ratio of stele to cortex	49	49	7	
1280	Root cross-sectional fraction of stele area to root area	2	2	2	
379	Root cross-sectional xylem area 	12		12	
1519	Root debris decomposition rate constant 	37	37	17	
3148	Root decomposition: fraction of carbon (C) remaining	3	3	3	
3149	Root decomposition: fraction of nitrogen (N) remaining	65	65	10	
1367	Root decomposition: fraction of root dry mass not decomposed to original root dry mass	438	438	11	
83	Root diameter	1816	533	403	
1486	Root dry mass fraction in respective root diameter class	4	4	2	
1487	Root dry mass fraction in respective root order	1	1	1	
798	Root dry mass per ground area	1598	1202	117	
785	Root dry mass per root fresh mass (root dry matter content; RDMC)	2447	2258	108	
116	Root dry mass per root volume (root density, root tissue density)	17		17	
3029	Root dry mass per soil layer	1148		59	
1482	Root dry mass to leaf dry mass ratio	88	88	35	
1417	Root dry mass turnover	2	2	1	
1418	Root dry mass turnover rate	167	167	35	
3033	Root evenness of dry mass vertical distribution	284		59	
3035	Root evenness of length vertical distribution	284		59	
3034	Root evenness of surface area vertical distribution	284		59	
3158	Root exudate content per soil dry mass: soil concentration of root exudates	6		6	
245	Root exudation rate	363		9	
3157	Root exudation rate per root surface area	32	32	8	
1454	Root exudation: carbon (C) exudation as fraction of root carbon (C) growth	4	4	1	
1455	Root exudation: carbon (C) exudation as fraction of root dry mass	20	20	5	
1281	Root fraction of metaxylem cell wall thickness to vessel diameter	1	1	1	
1282	Root fraction of protoxylem cell wall thickness to vessel diameter	1	1	1	
1411	Root growth rate: fine root dry mass production per day per coarse root length	12	12	6	
1410	Root growth rate: fine root length production per day per coarse root length	12	12	6	
1407	Root growth: amplitude of monthly net root production	23	23	1	
1408	Root growth: probability that monthly net root production is greater than 0	92	92	1	
1390	Root growth: root carbon (C) production per ground area and time	25	25	2	
1394	Root growth: root dry mass production per ground area per day	8	8	1	
1393	Root growth: root dry mass production per ground area per duration of exposition	16	16	1	
1392	Root growth: root dry mass production per ground area per month	48	48	4	
1391	Root growth: root dry mass production per ground area per year	241	241	24	
1400	Root growth: root length production per ground area per exposition period	16	16	1	
1401	Root growth: root length production per ground area per year	17	17	1	
1414	Root growth: root surface area produced per ground area per exposition period	16	16	1	
1413	Root growth: root surface area produced per ground area per year	12	12	1	
1311	Root hemicellulose carbon (C) per root carbon (C) content	2	1	1	
93	Root hemicellulose content per root dry mass	335	33	129	
1312	Root hemicellulose content per root dry mass	2	1	1	
1476	Root hydraulic conductivity	140	140	1	
1077	Root iron (Fe) content per root dry mass	5	4	4	
1078	Root lead (Pb) content per root dry mass	1	1	1	
1079	Root length	1086	253	157	
1507	Root length density (RLD): root length per ground area	51	51	13	
1506	Root length fraction belonging to species	18	18	5	
1489	Root length fraction in respective root diameter class (e.g. fine root length per total root length;	153	153	145	
1515	Root length per length of higher order root (root branching architecture)	232	232	58	
1510	Root length per minirhizotron screen area	16	16	4	
1080	Root length per root dry mass (specific root length, SRL)	2883	1383	503	
3030	Root length per soil layer	1148		59	
1508	Root length per soil volume	206	182	24	
1389	Root length relative growth rate	8	8	8	
1452	Root length: distance from root base to tip	7	7	6	
3168	Root Li uptake of molar Li per root length	16	16	8	
1375	Root lifespan: fraction of root tips that survive after one year	71	71	9	
1372	Root lifespan: fraction of roots that live to the age in “root age”	13	13	1	
1331	Root lignin carbon (C) content per root carbon (C) content	2	1	1	
88	Root lignin content per root dry mass	417	123	138	
1301	Root link length (segments between two nodes or a node and a tip)	190	190	33	
3481	Root links per root branch	4	4	1	
1345	Root lipid content per root dry mass	4	3	4	
1081	Root magnesium (Mg) content per root dry mass	1714	1713	35	
1269	Root manganese (Mn) content per root dry mass	10	10	3	
1082	Root mercury (Hg) content per root dry mass	1	1	1	
1289	Root metaxylem cell wall thickness	1	1	1	
1286	Root metaxylem vessel diameter	1	1	1	
1438	Root microbial relations: nodule dry mass on dead roots per ground area	25	25	2	
1437	Root microbial relations: nodule dry mass on living roots per ground area	3	3	1	
1446	Root microbial relations: ratio of fungal rRNA gene copy number to bacterial rRNA gene copy number	8	8	2	
1445	Root microbial relations: ratio of root fungal carbon (C) to root bacterial carbon	16	16	16	
1444	Root microbial relations: root bacterial biomass carbon (C) content per root dry mass	16	16	16	
1443	Root microbial relations: root fungal biomass carbon (C) content per root dry mass	16	16	16	
1439	Root microbial relations: root glucosamine content per root dry mass	19	19	16	
1441	Root microbial relations: root microbial biomass carbon (C) content per root dry mass	18	18	15	
1442	Root microbial relations: root microbial biomass nitrogen (N) content per root dry mass	15	15	15	
1083	Root molybdenum (Mo) content per root dry mass	1	1	1	
815	Root morphological adaptations: aerenchyma	725	9	568	
1379	Root mortality: root dry mass mortality per ground area and time	2	2	2	
1440	Root muramic acid content per root dry mass	19	19	16	
1501	Root necromass (dead dry mass) per ground area for specified soil depth increment	157	157	1	
1513	Root necromass to biomass ratio	41	41	1	
1084	Root nickel (Ni) content per root dry mass	2	2	2	
80	Root nitrogen (N) content per root dry mass	5446	3458	773	
513	Root nitrogen (N) content per root dry mass versus leaf nitrogen (N) content per leaf dry mass	3	3	2	
1315	Root nitrogen (N) content per root length	70	70	6	
81	Root nitrogen (N) isotope signature (delta 15N)	466	173	115	
1502	Root nitrogen (N) per ground area	185	185	4	
1466	Root nitrogen (N) uptake per ground area per year	33	33	1	
1472	Root nitrogen (N) uptake preference: ammonium (NH4+), nitrate (NO3-), organic nitrogen (N)	26	26	15	
462	Root nitrogen (N) uptake rate	269	20	70	
463	Root nitrogen (N) uptake rate per NPP	2	2	1	
687	Root nitrogen/phosphorus (N/P) ratio	161		157	
1361	Root non-structural carbon (C) content per root carbon (C) content	2	1	1	
1283	Root number of tracheary elements per crossection	1	1	1	
3130	Root number of vessels per cross-section	1	1	1	
1316	Root organic nitrogen (N) content per root dry mass	20	20	5	
1085	Root persistence (lifespan, longevity)	108	2	61	
1271	Root phenols content per root dry mass	81	81	16	
683	Root phosphorus (P) content per root dry mass	2281	2110	240	
390	Root phosphorus (P) uptake rate per root dry mass	23		23	
1341	Root polyphenol content per root dry mass	3	3	3	
246	Root porosity (fraction of root aerenchyma air space)	1345	1034	150	
1093	Root position along clonal growth organ	8610		2827	
1086	Root potassium (K) content per root dry mass	1743	1741	48	
1290	Root protoxylem cell wall thickness	1	1	1	
1288	Root protoxylem vessel diameter	1	1	1	
568	Root radial oxygen loss	430		5	
1356	Root ratio of lignin to nitrogen (N)	35	35	24	
1357	Root ratio of organic nitrogen (N) to total N	20	20	5	
1358	Root ratio of polyphenol to nitrogen (N)	3	3	3	
514	Root respiration rate per root dry mass	3393	1084	102	
515	Root respiration rate per root nitrogen (N) content	48	48	2	
517	Root respiration rate per root surface area	2	2	1	
516	Root respiration temperature dependence	48	48	1	
1075	Root root hair length	261	233	51	
1076	Root root hair presence	287		144	
6	Root rooting depth	10106	6533	3886	
1512	Root rooting depth: fraction of root dry mass contained in depth interval	70	70	6	
3014	Root silica (SiO2) content per root dry mass	11	11	11	
1270	Root silicon (Si) content per root dry mass	17	17	12	
1087	Root sodium (Na) content per root dry mass	6	6	4	
86	Root soluble components content per root dry mass	293		99	
1495	Root species abundance: fraction of total root dry mass composed of respective species	18	18	5	
3147	Root starch content per dry mass	32	32	3	
1279	Root stele diameter	2	2	2	
1278	Root stele fraction: stele diameter divided by root diameter	1	1	1	
1343	Root structural carbon (C) content per root carbon (C) content	2	1	1	
662	Root sugar content per root dry mass	48		16	
1088	Root sulfur (S) content per root dry mass	27	27	6	
1491	Root surface area fraction in respective root order	1	1	1	
1089	Root surface area per root dry mass (specific root area)	594	190	173	
3031	Root surface area per soil layer	1148		59	
3015	Root tannin content per root dry mass	81	81	16	
1514	Root tip fraction in diameter class	354	330	15	
2099	Root tips per absorptive fine root dry mass (specific absorptive fine root tip abundance, SRTA)	123	55	100	
1843	Root tips per fine root dry mass (specific fine root tip abundance, SRTA)	1292	1226	103	
1306	Root tips per ground area	92	92	9	
1298	Root tips per root dry mass (specific root tip abundance, SRTA)	120	120	27	
1308	Root tips per soil volume	38	38	8	
82	Root tissue density (root dry mass per root volume)	3747	2397	404	
1090	Root titanium (Ti) content per root dry mass	1	1	1	
675	Root total non-structural carbon (TNC) content per root dry mass	77	56	17	
65	Root type, root architecture	11572	572	5535	
371	Root vessel diameter	14	1	14	
1091	Root volume per root dry mass 	258	141	147	
1479	Root water uptake rate per root length	52	52	2	
1480	Root water uptake rate per soil volume per hour	149	149	1	
1285	Root xylem vessel density in stele: number of xylem vessels per square millimeter of root stele	1	1	1	
1092	Root zinc (Zn) content per root dry mass	2	2	2	
9	Root/shoot ratio	5991	2414	557	
33	Seed (seedbank) longevity	50959	375	2500	
3482	Seed / ovule ratio	32		21	
1099	Seed area	316		71	
2944	Seed carbon (C) content per dry mass (or diaspore)	144	144	13	
3041	Seed curvature	288		58	
26	Seed dry mass	211243	22133	27022	
1101	Seed germinability group	30		30	
112	Seed germination lag time	63		63	
95	Seed germination rate (germination efficiency)	64710		15822	
3123	Seed germination rate per day (maximum)	63		63	
596	Seed germination requirement	6237	202	3504	
34	Seed germination stimulation	965	2	670	
353	Seed germination temperature	1740		601	
1102	Seed germination type	547		405	
234	Seed heteromorphy	3530		1159	
27	Seed length	11759	270	2551	
1268	Seed lift-off velocity	47	47	46	
2946	Seed mass per inflorescence	143	143	1	
350	Seed morphology type	7695		2774	
678	Seed mucilaginous	296	296	296	
2945	Seed nitrogen (N) content per dry mass (or diaspore)	174	144	44	
3372	Seed nitrogen (N) content per seed	30		30	
351	Seed number per dispersal unit	2860	48	2618	
1103	Seed number per flower	1738		564	
1104	Seed number per inflorescence (total, fertile, infertile)	2665	429	719	
336	Seed number per ramet	2837		591	
138	Seed number per reproducton unit	14786	42	1718	
1105	Seed number per square meter	1090		574	
1106	Seed number per stem	2658		295	
2810	Seed number per unknown unit	8		7	
96	Seed oil content per seed mass	14720		2946	
1110	Seed or fruit biomass per ground area	47		17	
3000	Seed phosphorus (P) content per dry mass (or diaspore)	178	148	43	
3373	Seed phosphorus (P) content per seed	30		30	
1112	Seed presence or absence	52		52	
3045	Seed projected perimeter	288		58	
97	Seed protein content per seed mass	11854		2377	
1107	Seed releasing height	5149	5149	144	
349	Seed shape	1486	1299	736	
610	Seed spread rate	2276		2097	
98	Seed storage behaviour	12492		10161	
1108	Seed structure type	4162		2054	
3043	Seed surface area	1440		58	
66	Seed terminal velocity	34320	3487	2335	
238	Seed thickness	6246	176	1357	
1109	Seed viability	1827		190	
3042	Seed volume	1152		58	
239	Seed width	8784	112	1698	
3044	Seed width to length ratio	288		58	
1111	Seedbank density	43548		1631	
2809	Seedbank duration	38929		1549	
2807	Seedbank number of layers	40342		1586	
2808	Seedbank thickness of top layer	33002		1447	
159	Seedbank type	89951	136	3335	
359	Seeding frequency	41		34	
611	Seedling vigor	1989		1973	
1113	Shoot aluminium (Al) content per shoot dry mass	3	3	1	
3360	Shoot branch length	5	5	5	
1114	Shoot branching density	923	923	37	
3403	Shoot branching distance	380	380	24	
1123	Shoot branching number	923	923	37	
140	Shoot branching type; shoot branching architecture	13497	129	3650	
704	Shoot calcium (Ca) content per shoot dry mass	281	83	203	
775	Shoot carbon (C) content per shoot dry mass	554	9	124	
1115	Shoot carbon (C) isotope signature (delta 13C)	9	9	2	
409	Shoot carbon/nitrogen (C/N) ratio	2600	192	2050	
1116	Shoot cellulose content per shoot dry mass	3	3	1	
1117	Shoot copper (Cu) content per shoot dry mass	81		21	
1118	Shoot cyclicity	8634	42	2844	
1255	Shoot emergences (pubescence, hairs, spines, thorns)	3480	3298	1322	
1119	Shoot fresh mass	829	747	21	
1120	Shoot fresh mass per shoot dry mass	116		116	
1121	Shoot hemicellulose content per shoot dry mass	3	3	1	
705	Shoot iron (Fe) content per shoot dry mass	161	80	98	
1186	Shoot length to first flower	2041	2041	22	
1122	Shoot lignin content per shoot dry mass	3	3	1	
702	Shoot magnesium (Mg) content per shoot dry mass	281	83	203	
703	Shoot manganese (Mn) content per shoot dry mass	161	80	98	
404	Shoot necromass	126	126	88	
1124	Shoot nickel (Ni) content per shoot dry mass	81		21	
339	Shoot nitrogen (N) content per shoot dry mass	1283	89	196	
1125	Shoot nitrogen (N) isotope signature (delta 15N)	9	9	2	
437	Shoot number of leaves	86	86	15	
1126	Shoot organic nitrogen (N) content per shoot dry mass	115		115	
340	Shoot phosphorus (P) content per shoot dry mass	1117	89	245	
701	Shoot potassium (K) content per shoot dry mass	287	89	204	
1127	Shoot sodium (Na) content per shoot dry mass	198		135	
