Site,Species,Latitude,Longitude,Reference.s.,Asat_area_micromol.m2.s,gsw_mmol.m2.s,CiCa,Vcmax25_micromol.m2.s,LMA_g.m2,LeafN_area_g.m2,LeafP_area_g.m2,PNUE,PPUE,MAP,MAT,MI,Radiation,AET,PET,GDD0,Isothermality,Max.Temp,Min.Temp,Temp.Seasonality,VPD,Soil.Phosphorus,Soil.Nitrogen,pH,X.Clay,X.Sand,X.Silt,ECE,BDW,SOC,source_id,collection_date
Robson Creek,Flindersia brayleyana,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.91,79.33333333,0.656666667,22.38185667,172.5633333,2.123333333,0.129666667,2.312401884,37.86632391,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Cernusak_unpub,2022
Robson Creek,Gillbeea adenopetala,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,6.759090909,121.5272727,0.705454545,28.03364273,115.2223541,NA,NA,NA,NA,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Robson Creek,Litsea leefeana,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,5.607647059,92.40588235,0.671764706,24.45393118,NA,NA,NA,NA,NA,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Robson Creek,Myristica globosa ssp. muelleri,-17.12,145.63,Bloomfield et al. 2018 Functional Ecology,5.606153846,69.38461538,0.616153846,27.43890662,105.2038462,1.666692308,0.100853846,3.363640559,55.58691175,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bloomfield_2018,2018
Robson Creek,Neolitsea dealbata,-17.12,145.63,"Gray, Wright et al 2019 AoB PLANTS",5.6275,64.7,0.525,36.6638375,107.6042875,NA,NA,NA,NA,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Gray_2019,2019
Robson Creek,Opisthiolepis heterophylla,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology,6.203333333,73.66666667,0.59,31.21352333,155.49,1.553,0.085666667,3.994419403,72.41245136,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Cernusak_unpub,2022
Robson Creek,Polyscias australiana,-17.12,145.63,"Gray, Wright et al 2019 AoB PLANTS",5.086666667,45.9,0.51,28.56296333,71.12009333,NA,NA,NA,NA,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Gray_2019,2019
Robson Creek,Polyscias elegans,-17.12,145.63,Bloomfield et al. 2018 Functional Ecology,8.08,128.5733333,0.689333333,34.701976,95.88533333,1.617866667,0.083353333,4.994231086,96.93673518,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bloomfield_2018,2018
Robson Creek,Prunus turneriana,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology; Bloomfield et al. 2018 Functional Ecology,9.029444444,145.3444444,0.668888889,39.34588,120.4472222,1.954111111,0.111894444,4.620742594,80.69609255,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Bloomfield_2018; Cernusak_unpub,2018/2022
Robson Creek,Sloanea australis subsp. parviflora,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.943333333,59,0.62,23.11407667,97.71666667,1.182,0.111666667,4.182177101,44.26865672,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Cernusak_unpub,2022
Robson Creek,Sloanea langii,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology,7.56,115,0.636666667,34.80987,129.4033333,1.289666667,0.101,5.86197984,74.85148515,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Cernusak_unpub,2022
Robson Creek,Syzygium johnsonii,-17.12,145.63,Bloomfield et al. 2018 Functional Ecology,2.036666667,28.93333333,0.67,9.318470333,110.2866667,1.145333333,0.121033333,1.778230501,16.8273203,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bloomfield_2018,2018
Robson Creek,Xanthophyllum octandrum,-17.12,145.63,L. Cernusak; Bauman et al. 2022 Global Change Biology,4.973333333,62.33333333,0.62,23.56593,128.87,2.248333333,0.104333333,2.212008895,47.66773163,1761.951335,21.12504885,1.222861388,17.17881686,1083.683701,1440.843053,244.5698127,52.8263359,25.64534205,16.4175869,44.12051873,0.497530946,270,1801.437164,4.4,0.468550771,46.28211975,18.68307813,4.277418216,1.190453966,3.414717754,Bauman_2022; Cernusak_unpub,2022
Scheyville,Acacia falcata,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",11.192,375.4,0.79367114,49.340712,157.4761,3.615337,NA,3.095700346,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Brunoniella australis,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",5.736,90.7,0.67146624,29.012278,67.26492,2.682256,NA,2.138498339,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Bursaria spinosa,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",4.548,93.42,0.72849256,21.394742,96.12769,1.91544,NA,2.374389174,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Dichondra repens,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",13.06666667,236.8333333,0.674425717,66.42437,43.91462,1.431177,NA,9.130014433,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Einadia hastata,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",6.37,74.66,0.56725886,37.305234,66.3046,4.042591,NA,1.575722105,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Eremophila debilis,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",11.33428571,225.4285714,0.665703386,58.15861714,70.36491,2.206362,NA,5.137092514,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Eucalyptus crebra,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",9.81,250.8,0.74941888,45.66566,131.8124,2.193359,NA,4.472592038,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Eucalyptus moluccana,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",17.9,580.2,0.74836634,83.638682,156.1164,3.165416,NA,5.654864953,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Glycine microphylla,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",5.786,82.08,0.61679618,31.465992,64.35491,2.323084,NA,2.490654664,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Hardenbergia violacea,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",20.24,423,0.66931684,102.946168,78.51919,2.494712,NA,8.113160958,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Microlaena stipoides,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",5.988,196,0.78274984,26.853532,29.45413,0.8511064,NA,7.035548082,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
Scheyville,Pratia purpurascens,-33.61,150.88,"Leishman, M. R., Thomson, V. P., & Cooke, J. (2010). Native and exotic invasive plants have fundamentally similar carbon capture strategies. Journal of Ecology, 98(1), 28-42.",5.214,73.34,0.64346516,28.06209,31.63442,1.6541,NA,3.152167342,NA,845.3985891,17.73719431,0.63062006,17.13860807,795.3629716,1340.58309,211.7086856,47.93065171,23.67380425,11.74577082,70.70102688,0.652397114,314.8256242,1401.364803,4.606626987,0.312489152,49.80341593,15.59246858,10.37476603,1.373022834,1.643740177,Leishman_2010,2010
SolarVillage,Cochlospermum fraseri,-12.62,131.17,"Eamus, D., Myers, B., Duff, G., Williams, R. 1999. A cost-benefit alysis of leavesw of eight Australian savan tree species of differing leaf life-span. Photosynthetica 36(4): 575-586",12.4,NA,NA,NA,50.05005,0.89,NA,13.93258427,NA,1661.09125,27.45325993,0.844148302,20.90904396,1152.537924,1967.771831,328.7663899,60.44799716,33.53672053,21.41946495,39.62071343,1.288382424,143.6249446,733.9091599,5.009228706,0.292815149,75.89301809,10.95476945,3.317125161,1.430696487,1.581139247,Eamus_1999,1999
SolarVillage,Xanthostemon paradoxus,-12.62,131.17,"Eamus, D., Myers, B., Duff, G., Williams, R. 1999. A cost-benefit alysis of leavesw of eight Australian savan tree species of differing leaf life-span. Photosynthetica 36(4): 575-586",11.9,NA,NA,NA,80,0.88,NA,13.52272727,NA,1661.09125,27.45325993,0.844148302,20.90904396,1152.537924,1967.771831,328.7663899,60.44799716,33.53672053,21.41946495,39.62071343,1.288382424,143.6249446,733.9091599,5.009228706,0.292815149,75.89301809,10.95476945,3.317125161,1.430696487,1.581139247,Eamus_1999,1999
Sturt Plains,Eucalyptus coolabah,-17.07,133.19,Cernusak et al. 2006 PCE; Cernusak et al. 2011 Agricultural and Forest Meteorology,NA,NA,NA,NA,NA,2.32,NA,NA,NA,637.6651286,26.61161367,0.305682894,22.55250543,746.6312652,2086.034717,318.5876624,54.16322074,33.93223449,19.29502707,70.22142042,1.885531268,149.5115614,434.4996065,6.542829037,0.141442239,37.01874669,10.32213688,29.94728406,1.50587074,0.488190909,Cernusak_2006; Cernusak_2011,2006/2011
Sturt Plains,Eucalyptus pruinosa,-17.07,133.19,Cernusak et al. 2006 PCE; Cernusak et al. 2011 Agricultural and Forest Meteorology,NA,NA,NA,NA,NA,2.81,NA,NA,NA,637.6651286,26.61161367,0.305682894,22.55250543,746.6312652,2086.034717,318.5876624,54.16322074,33.93223449,19.29502707,70.22142042,1.885531268,149.5115614,434.4996065,6.542829037,0.141442239,37.01874669,10.32213688,29.94728406,1.50587074,0.488190909,Cernusak_2006; Cernusak_2011,2006/2011
Swamp,Acacia auriculiformis,-12.7,131,Prior et al. 2003 Functional Ecology,14.4,750,0.9172507,48.25657,105.2632,2.61,0.13,5.517241379,110.7692308,1693.095553,27.5837155,0.858257963,20.92312825,1155.03231,1972.711734,330.3644353,60.84226431,33.5636568,21.72257303,38.60501034,1.291956354,169.1649047,921.4455634,5.02850914,0.301325023,71.70046234,10.53355408,4.03365771,1.423183918,1.539458513,Prior_2003,2003
Swamp,Lophostemon lactifluus,-12.7,131,Prior et al. 2003 Functional Ecology,8.4,540,0.9328841,27.73052,120.4819,1.16,0.06,7.24137931,140,1693.095553,27.5837155,0.858257963,20.92312825,1155.03231,1972.711734,330.3644353,60.84226431,33.5636568,21.72257303,38.60501034,1.291956354,169.1649047,921.4455634,5.02850914,0.301325023,71.70046234,10.53355408,4.03365771,1.423183918,1.539458513,Prior_2003,2003
Swamp,Melaleuca viridiflora,-12.7,131,Prior et al. 2003 Functional Ecology,14.1,1070,0.9431267,46.10138,227.2727,1.39,0.06,10.14388489,235,1693.095553,27.5837155,0.858257963,20.92312825,1155.03231,1972.711734,330.3644353,60.84226431,33.5636568,21.72257303,38.60501034,1.291956354,169.1649047,921.4455634,5.02850914,0.301325023,71.70046234,10.53355408,4.03365771,1.423183918,1.539458513,Prior_2003,2003
Syd_hiP,Acacia floribunda,-33.6,151.27,Wright et al. 2001 Functional Ecology,11.03172675,190.3123625,0.691088063,49.98378625,103.906165,2.14,0.051,5.1550125,216.3083676,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Allocasuarina sp,-33.6,151.27,Wright et al. 2001 Functional Ecology,9.444367286,156.9776757,0.692657186,42.78672429,147.5055571,1.94,0.067,4.86823056,140.9607058,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Astrotricha floccosa,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany; Wright et al. 2001 Functional Ecology,11.13080773,163.9427645,0.687787782,56.14562727,75.89118455,1.061245027,0.038163492,10.48844276,291.6611452,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009; Wright_2001,2001/2009
Syd_hiP,Breynia oblongifolia,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany,NA,NA,NA,NA,120.1871,1.935013,0.03531859,NA,NA,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009,2009
Syd_hiP,Correa reflexa,-33.6,151.27,Wright et al. 2001 Functional Ecology,4.459087286,104.5641114,0.772270686,19.70848571,63.23275286,0.63,0.024,7.077916327,185.7953036,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Dodonaea triquetra,-33.6,151.27,Wright et al. 2001 Functional Ecology,20.69026571,244.0394,0.528535843,156.0587829,100.4574271,1.92,0.069,10.77618006,299.8589234,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Eucalyptus paniculata,-33.6,151.27,Wright et al. 2001 Functional Ecology,9.225653143,131.3046057,0.618627986,44.86755286,126.0746571,1.34,0.057,6.884815778,161.8535639,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Eucalyptus umbra,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany; Wright et al. 2001 Functional Ecology,7.876824222,101.9396656,0.604175311,34.78511375,210.1234222,1.848707667,0.083359246,4.260719185,94.49250854,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009; Wright_2001,2001/2009
Syd_hiP,Lambertia formosa,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany,10.59338,84.54198,0.6836455,46.8394,211.0725,0.6543248,0.03867577,16.18978831,273.9022391,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009,2009
Syd_hiP,Lasiopetalum ferrugineum,-33.6,151.27,Wright et al. 2001 Functional Ecology,8.130855833,142.029985,0.667395983,43.358965,108.6111217,1.3,0.037,6.254504487,219.7528604,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Leptospermum polygalifolium,-33.6,151.27,Wright et al. 2001 Functional Ecology,8.587665,205.067475,0.785248588,34.7483325,80.0356025,1.09,0.043,7.878591743,199.7131395,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Lomatia silaifolia,-33.6,151.27,Wright et al. 2001 Functional Ecology,5.883676833,108.580035,0.720107567,26.02028167,128.8567767,0.88,0.064,6.685996402,91.93245052,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Macrozamia communis,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany; Wright et al. 2001 Functional Ecology,6.852406667,92.32953667,0.556180933,40.74321333,264.7296,3.931425444,0.1603832,1.742982733,42.72521478,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009; Wright_2001,2001/2009
Syd_hiP,Notelaea longifolia,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany,3.0934275,37.344845,0.6748365,14.180045,178.4925,1.2352165,0.052339965,2.504360572,59.10259015,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009,2009
Syd_hiP,Persoonia linearis,-33.6,151.27,Wright et al. 2001 Functional Ecology,7.412569,218.1126667,0.821253717,27.62281,163.4502717,1.24,0.084,5.977878226,88.24486905,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Pomaderris ferruginea,-33.6,151.27,Wright et al. 2001 Functional Ecology,7.554207,136.2123488,0.705378213,34.8158875,83.11475625,0.96,0.033,7.868965625,228.9153636,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Pultenaea daphnoides,-33.6,151.27,Wright et al. 2001 Functional Ecology,9.601638444,133.9031478,0.626910567,56.41910444,102.6876967,NA,NA,NA,NA,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Pultenaea flexilis,-33.6,151.27,Wright et al. 2001 Functional Ecology,10.08947,187.1717857,0.700780971,48.32637,88.25807571,NA,NA,NA,NA,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Wright_2001,2001
Syd_hiP,Syncarpia glomulifera,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany; Wright et al. 2001 Functional Ecology,9.463439667,109.8670044,0.6409204,48.22248889,155.2385444,1.393864111,0.058906281,6.789356001,160.6524718,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009; Wright_2001,2001/2009
Syd_hiP,Synoum glandulosum,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany; Wright et al. 2001 Functional Ecology,5.972784111,77.08546,0.638620889,31.05509778,93.46253,1.442268333,0.075313012,4.141243327,79.30613761,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009; Wright_2001,2001/2009
Syd_hiP,Xylomelum pyriforme,-33.6,151.27,Niinemets et al. 2009 J of Experimental Botany; Wright et al. 2001 Functional Ecology,8.989806818,124.3056309,0.612729873,47.22935,163.3012182,1.366986545,0.057062112,6.576368179,157.5442361,1314.528051,17.46277938,1.002853043,16.78360075,1019.746952,1310.788315,212.8343088,43.98704379,21.458927,13.70376785,58.86551285,0.507862215,236.1964124,1692.280769,4.412062804,0.406858504,48.40742747,12.22097619,8.015041351,1.329528292,2.861268838,Niinemets_2009; Wright_2001,2001/2009
Syd_loP,Acacia myrtifolia,-33.69,151.14,Niinemets et al. 2009 J of Experimental Botany,7.585569,111.4653,0.6570255,36.24616,142.0563,2.358135,0.02101995,3.216766216,360.8747404,1189.107784,17.39507681,0.913815289,16.81230367,965.7995792,1301.256171,206.8918042,46.7857645,22.41901494,12.30700522,64.46130813,0.569790682,287.5629254,1710.385631,4.38119332,0.617668152,55.98067729,18.23437564,10.3645916,1.190898697,2.697973371,Niinemets_2009,2009
