Date,Run,Species,Filter Paper,Assay type,Ramp rate (˚C/h),Combination,Fv/Fm,Tcrit (˚C)-hot,Tcrit (˚C)-cold,experiment,location name,latitude (deg),longitude (deg)
20190829,1,Escallonia rubra,Dry,Hot,60,,0.705,45.91,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,1,Escallonia rubra,Dry,Hot,60,,0.69,45.95,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.733,41.66,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.738,45.63,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.748,43.09,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.75,44.12,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.76,43.95,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.731,42.5,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.745,42.68,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.751,42.68,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.743,42.42,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,1,Wahlenbergia ceracea,Dry,Hot,60,,0.776,45.1,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Melaleuca citrina,Dry,Hot,60,,0.652,43.01,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,2,Melaleuca citrina,Dry,Hot,60,,0.654,43.19,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,2,Melaleuca citrina,Dry,Hot,60,,0.652,36.05,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,2,Melaleuca citrina,Dry,Hot,60,,0.67,42.67,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,2,Melaleuca citrina,Dry,Hot,60,,0.669,42.65,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,2,Melaleuca citrina,Dry,Hot,60,,0.686,44.15,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190829,2,Escallonia rubra,Dry,Hot,60,,0.7,45.61,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Escallonia rubra,Dry,Hot,60,,0.687,45.63,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Escallonia rubra,Dry,Hot,60,,0.674,44.13,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Escallonia rubra,Dry,Hot,60,,0.657,49.2,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Escallonia rubra,Dry,Hot,60,,0.724,44.76,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Escallonia rubra,Dry,Hot,60,,0.672,43.2,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Escallonia rubra,Dry,Hot,60,,0.726,44.54,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Escallonia rubra,Dry,Hot,60,,0.685,44.91,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.717,41.86,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.777,46.7,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.742,42.29,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.753,45.05,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.732,42.1,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.737,44.91,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.736,43.54,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.725,41.87,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.757,43.96,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190829,2,Wahlenbergia ceracea,Dry,Hot,60,,0.753,44.71,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Melaleuca citrina,Dry,Hot,30,,0.694,40.11,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190902,1,Melaleuca citrina,Dry,Hot,30,,0.678,39.16,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190902,1,Melaleuca citrina,Dry,Hot,30,,0.685,40.86,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190902,1,Melaleuca citrina,Dry,Hot,30,,0.699,39.25,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190902,1,Melaleuca citrina,Dry,Hot,30,,0.695,41.74,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190902,1,Escallonia rubra,Dry,Hot,30,,0.688,43.58,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190902,1,Escallonia rubra,Dry,Hot,30,,0.654,42.26,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190902,1,Escallonia rubra,Dry,Hot,30,,0.684,42.48,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190902,1,Escallonia rubra,Dry,Hot,30,,0.674,43.54,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190902,1,Escallonia rubra,Dry,Hot,30,,0.674,41.59,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190902,1,Escallonia rubra,Dry,Hot,30,,0.666,42.96,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190902,1,Escallonia rubra,Dry,Hot,30,,0.663,46.76,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.751,40.72,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.711,43.66,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.717,40.66,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.739,39.95,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.729,39.76,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.712,39.14,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.749,45.33,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.738,42.32,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.755,40.05,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190902,1,Wahlenbergia ceracea,Dry,Hot,30,,0.742,39.47,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.696,41.53,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.678,41.04,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.716,43.34,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.711,42.16,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.73,42.59,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.684,41.95,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.769,44.63,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Melaleuca citrina,Dry,Hot,45,,0.756,45.9,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,1,Escallonia rubra,Dry,Hot,45,,0.675,44.46,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.664,42.35,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.724,44.76,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.692,42.72,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.704,43.01,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.698,43.84,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.69,43.4,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.697,43,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.683,42.73,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Escallonia rubra,Dry,Hot,45,,0.682,43.74,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.759,41.97,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.74,42.59,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.732,41.54,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.775,44.67,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.739,41.48,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.739,42.28,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.753,44.81,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.72,41.73,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.761,44.8,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,1,Wahlenbergia ceracea,Dry,Hot,45,,0.741,43.84,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.73,43.46,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.736,42.83,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.766,44.16,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.657,39.1,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.732,43.25,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.729,41.69,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.683,41.64,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Melaleuca citrina,Dry,Hot,45,,0.742,43.26,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20190905,2,Escallonia rubra,Dry,Hot,45,,0.728,34.02,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.704,42.36,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.735,42.64,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.728,44.25,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.738,41.93,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.746,43.19,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.727,42.23,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.707,43.5,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.759,43.95,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Escallonia rubra,Dry,Hot,45,,0.751,42.81,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.759,43.2,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.758,46.22,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.748,43.24,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.768,43.45,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.749,43.84,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.758,41.44,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.752,44.1,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.755,42.43,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.756,41.55,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20190905,2,Wahlenbergia ceracea,Dry,Hot,45,,0.763,41.86,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.774,47.53,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.798,49.32,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.767,48.66,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.767,46.79,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.754,50.05,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.76,48.76,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.774,48.67,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.751,48.76,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Melaleuca citrina,Dry,Hot,240,,0.761,48.69,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,1,Escallonia rubra,Dry,Hot,240,,0.748,44.36,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.736,45.7,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.742,43.05,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.752,46.3,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.687,47.09,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.744,46.94,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.734,47,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.737,43.66,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.717,45.61,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Escallonia rubra,Dry,Hot,240,,0.712,41.73,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.77,49.26,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.773,47.03,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.772,45.49,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.787,47.01,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.769,46.19,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.78,48.61,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.772,47.63,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.778,45.78,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.781,44.86,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,1,Wahlenbergia ceracea,Dry,Hot,240,,0.771,45.06,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.776,47.98,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.772,48.53,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.751,48.08,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.766,47.94,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.751,49.2,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.766,47.96,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.762,49.12,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.738,47.93,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.73,48.02,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Melaleuca citrina,Dry,Hot,240,,0.753,45.64,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191006,2,Escallonia rubra,Dry,Hot,240,,0.766,45.16,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.762,45.56,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.747,46.08,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.744,45.18,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.728,45.1,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.739,46.85,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.739,46.89,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.742,44.37,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.744,47.44,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Escallonia rubra,Dry,Hot,240,,0.732,44.37,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.756,47.38,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.744,46.87,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.768,45.06,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.78,50.99,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.753,49.15,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.759,48.54,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.778,46.88,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.782,45.21,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.776,50.43,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191006,2,Wahlenbergia ceracea,Dry,Hot,240,,0.78,49.24,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.711,46.12,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.771,44.78,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.744,48.32,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.739,48.3,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.794,46.12,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.721,46.36,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.776,48.39,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.724,46.5,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Melaleuca citrina,Dry,Hot,120,,0.682,46.36,,Ramp rate experiment,"The Australian National University, site 1",-35.279,149.118
20191021,1,Escallonia rubra,Dry,Hot,120,,0.749,44.76,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.713,41.58,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.738,40.31,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.758,48.35,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.739,47.08,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.746,44.78,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.751,44.53,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.752,43.9,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.756,48.37,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Escallonia rubra,Dry,Hot,120,,0.758,48.38,,Ramp rate experiment,"The Australian National University, site 3",-35.277,149.117
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.771,44.86,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.775,46.76,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.761,44.9,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.778,44.78,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.767,47.44,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.775,45.09,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.789,47.71,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.747,46.15,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
20191021,1,Wahlenbergia ceracea,Dry,Hot,120,,0.778,45.79,,Ramp rate experiment,Kosciuszko National Park (seed source),-36.432,148.338
