taxon_name,genus,family,life_history_scored,scoring,source,citation,notes,citation2,ABRS_2022,ATRP_2020,NHNSW_2022,NTH_2022,RBGV_2022,SAH_2022,WAH_2022_1,WAH_2022_2
Pterostylis hildae,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis hispidula,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis incognita,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis insectifera,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis jacksonii,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis jonesii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis karri,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis laxa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis lepida,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis leptochila,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis limbata,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis lineata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis lingua,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis littoralis,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis loganii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis longicornis,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis longicurva,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis longifolia,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis longipetala,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis lortensis,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis lustra,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Pterostylis macilenta,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis macrocalymma,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis macrosceles,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis macrosepala,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis major,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis maxima,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis melagramma,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis meridionalis,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis metcalfei,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis microglossa,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis microphylla,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis mirabilis,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis mitchellii,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis monticola,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis multiflora,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis multisignata,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis mutica,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,perennial
Pterostylis mystacina,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis nana,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis nigricans,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis nutans,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis oblonga,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis obtusa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis ophioglossa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis orbiculata,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis oreophila,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis ovata,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis parca,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis parva,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis parviflora,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis pearsonii,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis pedina,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis pedoglossa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis pedunculata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis perculta,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,annual
Pterostylis petiolata,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis petrosa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis picta,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis planulata,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis platypetala,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis plumosa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis praetermissa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis prasina,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis pratensis,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis precatoria,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis procera,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Pterostylis psammophila,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis pulchella,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis pusilla,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis pyramidalis,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis recurva,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis reflexa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis revoluta,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis riparia,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis robusta,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis roensis,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis rogersii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis rubenachii,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis rubescens,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis rubiginosa,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis rufa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis russellii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis sanguinea,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis sargentii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis saxicola,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis saxosa,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis scabra,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis scabrida,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Pterostylis scapula,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis scitula,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis scoliosa,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis serotina,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis setifera,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis sigmoidea,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis simulans,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sinuata,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis smaragdyna,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis sp. B Flora of New South Wales (D.L.Jones 3900 et al.),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
"Pterostylis sp. Beechworth (J.Galbraith s.n., MEL 2117497)",Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
"Pterostylis sp. Berrook (J.A.Jeanes s.n., MEL 2154721)",Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. Bloated bird orchid (A.R.Annels et al. ARA 5478),Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis sp. Bloated snail orchid (W.Jackson BJ486),Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis sp. Botany Bay (A.Bishop J221/1-13),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. cauline leaves (N.Gibson & M.N.Lyons 1490),Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis sp. Coastal clubbed sepals (G.Brockman GBB 255),Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis sp. crinkled leaf (G.J.Keighery 13426),Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis sp. Denman (ORG 5019),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. Gundiah (W.W.Abell AQ72188),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. Hale (R.Bates 21725),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. inland (A.C.Beauglehole 11880),Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis sp. large fawn (C.J.French 966),Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis sp. large flowers (J.A.Jeanes 74),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. Mt Maroon (J.R.Clarkson+ 1114),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
"Pterostylis sp. Mt Pilot (A.D.Bishop J298/15-20, NSW 429728)",Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. Paynes Find (G.Brockman GBB 526),Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis sp. Pink Lakes (J.A.Jeanes 208),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. robust (W.Jackson BJ294),Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis sp. scooped sepals (G.Brockman GBB386),Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis sp. Short sepals (A.G.Spooner 12842),Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis sp. Southern Granites (W.Jackson BJ256),Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis spathulata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis spissa,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis squamata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis stenochila,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis stenosepala,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis straminea,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis striata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis stricta,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Pterostylis subtilis,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Pterostylis tasmanica,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis taurus,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis telmata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis tenuis,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis tenuissima,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis terminalis,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis thulia,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis timothyi,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis torquata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis truncata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis tryphera,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis tunstallii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis turfosa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis uliginosa,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis umbrina,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis unicornis,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis valida,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis ventricosa,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis vernalis,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis vescula,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis virens,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis viriosa,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis vitrea,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis vittata,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis voigtii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Pterostylis wapstrarum,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis williamsonii,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis woollsii,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,,,perennial,,,,,
Pterostylis x aenigma,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Pterostylis x conoglossa,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis x furcillata,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis x ingens,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Pterostylis x ralphcranei,Pterostylis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Pterostylis x toveyana,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis xerampelina,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis xerophila,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pterostylis zebrina,Pterostylis,Orchidaceae,perennial,scored from genus,floras-scraped,Florabase,,,,,,,,,,
Pterostylis ziegeleri,Pterostylis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Pyrorchis forrestii,Pyrorchis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Pyrorchis nigricans,Pyrorchis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,perennial
Rhinerrhiza divitiflora,Rhinerrhiza,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Rhinerrhizopsis matutina,Rhinerrhizopsis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rhipidorchis micrantha,Rhipidorchis,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Rhizanthella gardneri,Rhizanthella,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Rhizanthella johnstonii,Rhizanthella,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Rhizanthella omissa,Rhizanthella,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Rhizanthella slateri,Rhizanthella,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Rimacola elliptica,Rimacola,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Robiquetia gracilistipes,Robiquetia,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Robiquetia wassellii,Robiquetia,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Saccolabiopsis armitii,Saccolabiopsis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Saccolabiopsis rectifolia,Saccolabiopsis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcanthopsis warocqueana,Sarcanthopsis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcochilus aequalis,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus australis,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus borealis,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcochilus ceciliae,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus dilatatus,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus eriochilus,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcochilus falcatus,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus fitzgeraldii,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus hartmannii,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus hillii,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus hirticalcar,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcochilus loganii,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcochilus minutiflos,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcochilus olivaceus,Sarcochilus,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Sarcochilus parviflorus,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus serrulatus,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Sarcochilus spathulatus,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Sarcochilus weinthalii,Sarcochilus,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Schistotylus purpuratus,Schistotylus,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Schoenorchis micrantha,Schoenorchis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Schoenorchis sarcophylla,Schoenorchis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Serapias lingua,Serapias,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Spathoglottis paulinae,Spathoglottis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Spathoglottis plicata,Spathoglottis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Spiculaea ciliata,Spiculaea,Orchidaceae,perennial,species description,floras-scraped,,,,,,,,,,,perennial
Spiranthes australis,Spiranthes,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Spiranthes elytra,Spiranthes,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Spiranthes sinensis,Spiranthes,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Stigmatodactylus amplexicaulis,Stigmatodactylus,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Stigmatodactylus sublestus,Stigmatodactylus,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Taeniophyllum baumei,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum clementsii,Taeniophyllum,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Taeniophyllum confertum,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum epacridicola,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum explanatum,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum hasseltii,Taeniophyllum,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Taeniophyllum lobatum,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum malianum,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum muelleri,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Taeniophyllum norfolkianum,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum triquetroradix,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Taeniophyllum walkeri,Taeniophyllum,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Tainia trinervis,Tainia,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelasis capitata,Thelasis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelasis carinata,Thelasis,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra abrupta,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra adorata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra aggericola,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra albiflora,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra alcockiae,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra alpicola,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra alpina,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra angustifolia,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra antennifera,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra antennifera x Thelymitra gregaria,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra apiculata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,perennial
Thelymitra arenaria,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
Thelymitra aristata,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra aristata x Thelymitra ixioides,Thelymitra,Orchidaceae,perennial,scored from family,floras-scraped,,,,,,,,,,,
Thelymitra atronitida,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,perennial,,,,,
Thelymitra azurea,Thelymitra,Orchidaceae,perennial,species description,floras-scraped,,,,perennial,,,,,,,
