site,name_edited,leaf_type(B/N),evergreen/deciduous(E/D),photosynthetic_pathway,plant_growth_form,GrowthForm2 (woody/herbaceuous),N-fixer (Y/N),delta_13C,collector,latitude,longitude,vegetation,MAP (mm),date,name_original,rep,age,lab_or_tree_number,notes,NRA pkat/g fw wo NO3,NRA pkat/g fw w NO3,family
Loganholme,Callistemon saligna,NA,NA,NA,NA,NA,NA,-29.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,L13,NA,NA,NA,Myrtaceae
Loganholme,Callistemon saligna,NA,NA,NA,NA,NA,NA,-30.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,CS1,NA,NA,NA,Myrtaceae
Loganholme,Eucalyptus robusta,NA,NA,NA,NA,NA,NA,-27.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,L15,NA,NA,NA,Myrtaceae
Loganholme,Lophostemon confertus,NA,NA,NA,NA,NA,NA,-27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC2,NA,NA,NA,Myrtaceae
Loganholme,Cryptocarya erythroxylon,NA,NA,NA,NA,NA,NA,-27.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,L3,NA,NA,NA,Lauraceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-28.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,L5,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-26.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,L10,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-25.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhamnaceae
Loganholme,Alphitonia excelsa,NA,NA,NA,NA,NA,NA,-26.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,L11,NA,NA,NA,Rhamnaceae
Loganholme,Casuarina glauca,NA,NA,NA,NA,NA,NA,-29.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,L6,NA,NA,NA,Casuarinaceae
Loganholme,Casuarina glauca,NA,NA,NA,NA,NA,NA,-29.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Casuarinaceae
Loganholme,Glochidion sumatranum,NA,NA,NA,NA,NA,NA,-27.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,L7,NA,NA,NA,Euphorbiaceae
Loganholme,Cupaniopsis anacardioides,NA,NA,NA,NA,NA,NA,-29.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,L8,NA,NA,NA,Sapindaceae
Loganholme,Cupaniopsis anacardioides,NA,NA,NA,NA,NA,NA,-30.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sapindaceae
Loganholme,Acacia aulacocarpa,NA,NA,NA,NA,NA,NA,-30.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,L9,NA,NA,NA,Mimosaceae
Loganholme,Acacia aulacocarpa,NA,NA,NA,NA,NA,NA,-28.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,L18,NA,NA,NA,Mimosaceae
Loganholme,Pittosporum undulatum,NA,NA,NA,NA,NA,NA,-29.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,L16,NA,NA,NA,Pittosporaceae
Loganholme,Drypetes australasica,NA,NA,NA,NA,NA,NA,-29.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,DA1,NA,NA,NA,Pittosporaceae
