genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,authors
Senecio,Senecio odoratus obtusifolius,"shrub, to 60 cm high;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: J. Black, Trans. R. Soc. S. Aust. 36:24, pl. 3 (1912)."
Senecio,Senecio magnificus,"erect glabrous glaucous shrub, 70-150 cm tall;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Muell., Linnaea 25:418 (1853)."
Senecio,Senecio,"erect annual or perennial herbs or shrubs, rarely climbers;",annual perennial,annual perennial,NA,NA,herb shrub climber,herbs shrubs climbers,NA,NA,NA,NA,erect,erect,woody herbaceous,NA,"Author:Prepared by M. E. Lawrence and R. O. Belcher; Citation: L., Sp. Pl. 866 (1753)."
Senecio,Senecio anethifolius,erect subglabrous perennial shrub 50-100 cm high;,perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Cunn. ex DC., Prod. 6:371 (1838)."
Senecio,Senecio minimus,"erect annual herb, 50-100 cm high;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Poiret, Encycl. Suppl. 5:130 (1817)."
Senecio,Senecio cunninghamii cunninghamii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Citation: Bushy groundsel.
Senecio,Senecio jacobaea,biennial subshrub.,biennial,biennial,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: L., Sp. Pl. 2:870 (1753)."
Senecio,Senecio laceratus,"erect glabrous annual herb, 15-60 cm high;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation:  Belcher, Ann. Miss. Bot. Gard. 43:51 (1956)."
Senecio,Senecio megaglossus,"glaucous perennial shrub 50-80 cm high, muchbranched from a large woody caudex;",perennial,perennial,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Linnaea 25:419 (1853)."
Senecio,Senecio odoratus longifolius,shrub to 150cm high;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: M. Lawr., J. Adelaide Bot. Gard 7:289 (1985)."
Senecio,Senecio squarrosus,"erect or ascending apparently perennial herb, 30-40 cm high;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Citation: A. Rich., Voy. l~strolabe 2:107, t. 35 (1833)."
Senecio,Senecio vulgaris,"erect rather succulent annual herb, 10-40 cm high;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 2:867 (1753)."
Sesbania,Sesbania cannabina,"erect slender annual, 1-3 m high, glabrescent;",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Poiret, Encycl. 7:130 (1806) var. cannabina."
Sesbania,Sesbania,woody herbs but commonly annual;,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Scop., Intr. Hist. Nat. 308 (1777)."
Setaria,Setaria italica,"annuals, 60-200 cm high.",annual,annuals,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: P. Beauv., Agrost. 51 (1812)."
Setaria,Setaria gracilis,"perennial, to 60 cm tall, the stems geniculate near the base;",perennial,perennial,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Kunth in Humb., Bonpl. & Kunth, Nov. Gen. et Sp. Pl. 1:109 (1816) var. pauciseta (Desv.)B. Simon, Austrobaileya 2:22 (1984)."
Setaria,Setaria dielsii,"glabrous annual, 15-65 cm tall, the stems rigid and geniculate near the base;",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Herrm., Beitr. Biol. Pflanzen. 10:52 (1910)."
Setaria,Setaria pumila,"erect pale-green annual, to 1 m high;",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Schultes in Schultes & Schultes f., Manl. 2:274 (1824) subsp, pumila."
Setaria,Setaria verticillata,"annual, erect, apple-green, to 1 m high;",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: P. Beauv., Agrost. 51 (1812)."
Setaria,Setaria viridis,"annual, to 40 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: P. Beauv., Agrost. 51 (1812)."
Setaria,Setaria,perennials or annuals;,annual perennial,annuals perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: P. Beauv., Agrost. 51 (1812)."
Sherardia,Sherardia,annual herbs with quadrangular stems;,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 102 (1753)."
Sherardia,Sherardia arvensis,"annuals with weak stems up to 30 cm long, little-branched, prostrate to scrambling;",annual,annuals,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Citation: L., Sp. Pl. 102 (1753)."
Sida,Sida trichopoda,"sprawling to erect perennial 20-50 cm high,",perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,erect sprawling,erect sprawling,herbaceous,NA,"Citation: F. Muell., Linnaea 25:384 (1853)."
Sida,Sida,shrubs or undershrubs with stellate-tomentose indumentum;,NA,NA,NA,NA,subshrub shrub,undershrubs shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Author:Prepared by W. R. Barker and J.P. Jessop; Citation: L., Sp. Pl. 683 (1753)."
Sida,Sida ammophila,"sprawling shrub to circa 80 cm high, densely persistently smoothly blue-grey- to green-grey-tomentose,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,sprawling,sprawling,woody,NA,"Citation: F. Muell. ex J.H. Willis, Muelleria 1:131 (1967)."
Sida,Sida calyxhymenia,"erect shrub often circa 1 m high but up to 2 m, stellate-tomentose, greyish often tinged yellowish;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Gay ex DC., Prod. 1:462 (1824)."
Sida,Sida corrugata,"prostrate to decumbent perennial developing a thick rootstock, spreading to 30 cm or more in diam.;",perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,decumbent prostrate spreading,decumbent prostrate spreading,herbaceous,NA,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:12 (1838)."
Sida,Sida corrugata angustifolia,prostrate to procumbent perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate procumbent,herbaceous,NA,"Citation: Benth., Fl. Aust. 1:193 (1863)."
Sida,Sida corrugata corrugata,prostrate perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,prostrate,prostrate,herbaceous,NA,"Citation: Ill. Cunningham et al. (1982) Plants of western New South Wales, p. 487."
Sida,Sida cunninghamii,prostrate or spreading undershrub with branches 20-70 cm long.,NA,NA,NA,NA,subshrub,undershrub,NA,NA,NA,NA,prostrate spreading,prostrate spreading,NA,NA,"Citation: C. White, Proc. R. Soc. Old 55:59 (1944)."
Sida,Sida fibulifera,"prostrate to procumbent, widely spreading perennial usually 40-100 cm high.",perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,prostrate spreading,prostrate procumbent spreading,herbaceous,NA,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:45 (1838). Comm_name: Pin sida."
Sida,Sida filiformis,small subshrub to sprawling perennial less than 1 m high.,perennial,perennial,NA,NA,subshrub,subshrub,NA,NA,NA,NA,sprawling,sprawling,NA,NA,"Citation: Cunn. in T.L. Mitchell, J. Trop. Austral. 361 (1848)."
Sida,Sida goniocarpa,erect to ascending perennial herb to circa 40 cm high.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Citation:  Domin, Biblthca Bot. 89:941 (1928)."
Sida,Sida intricata,"usually divaricately branched shrubs 20-75 cm and often broader than high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:19 (1854)."
Sida,Sida phaeotricha,"shrubs often circa 1 m high but up to 2.5 m,",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: F. Muell., Linnaea 25:382 (1853)."
Sida,Sida rohlenae,"shrubs often circa 50 cm high, finely but densely stellate-hoary;",perennial,inferred_from_growth_form,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Domin, Biblthca Bot. 89:944 (1928)."
Sigesbeckia,Sigesbeckia orientalis,erect annual herb to 80 cm high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 900 (1753)."
Sigesbeckia,Sigesbeckia,annual herbs;,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 2:900 (1753)."
Sigesbeckia,Sigesbeckia microcephala,erect annual herb to 80 cm high;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: DC., Prod. 5:496 (1836)."
Silene,Silene dichotoma,"annual or biennial with stout puberulent to hispid stems to circa 1 m high, branched dichotomously at the summit;",annual biennial,annual biennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Ehrh., Beitr. Naturk. 7:143 (1792)."
Silene,Silene,annual or biennial herbs; monoecious or dioecious;,annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,dioecious monoecious,dioecious monoecious,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 416 (1753)."
Silene,Silene dioica,dioecious biennial or perennial herbs;,biennial perennial,biennial perennial,NA,NA,herb,herbs,NA,NA,dioecious,dioecious,NA,NA,herbaceous,NA,"Citation: Clairv., Man. Herb. 145 (1811)."
Silene,Silene pratensis,"perennial or annual, circa 80 cm high, often muchbranched, covered with soft dense hair,",annual perennial,annual perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,dense,dense,herbaceous,NA,"Citation: Godron & Gren. in Gren. & Godron, Fl. Fr. 1:216 (1847)."
Silene,Silene gallica gallica,NA,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Silene,Silene vulgaris,"perennial, usually glabrous, glaucous, woodybase, stems circa 70 cm high, branched;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,woody_base herbaceous,woodybase,"Citation: Garcke, Fl. Deutschl. edn 9:64 (1869) subsp. vulgaris."
Silene,Silene schafta,"small ascending perennial circa 15 cm high,",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,decumbent,ascending,herbaceous,NA,"Citation: J. Gmelin ex Hohen., Bull. Soc. Nat. Mosc. 12:397 (1838)."
Silene,Silene gallica quinquevulnera,"erect glandular-pubescent annual to circa 60 cm high,",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 416 (1753)"
Silene,Silene conica,"whole plant pubescent,",NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 418 (1753)."
Silene,Silene nocturna,"erect glandular-pubescent annual to circa 60 cm high,",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 416 (1753) subsp. nocturna."
Silene,Silene gallica,"annual, stems to circa 75 cm high, erect, branched,",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 417 (1753)."
Silene,Silene apetala,annual pubescent plant;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Willd., Sp. Pl. 2:703 (1799)."
Silybum,Silybum,herbs and shrubs;,NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Citation: Adans., (L.)Gaertner, Fruct. 2:378 (1791)."
Simaroubaceae,Simaroubaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Author:Prepared by J. P. Jessop
Sinapis,Sinapis,annual herbs.,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl 668 (1753)."
Sinapis,Sinapis arvensis,"annual herbs, simple or branched, erect, 30-80 cm tall, usually hispid;",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 668 (1753)."
Sisymbrium,Sisymbrium erysimoides,"annual herbs, erect, 10-80 cm tall,",annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Desf., Fl. Atlant. 2:84, 158 (1798). Smooth mustard."
Sisymbrium,Sisymbrium officinale,"annual or biennial herbs, erect, to 90 cm tall,",annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Scop., Fl. Carniolica edn 2, 2:26 (1772)."
Sisymbrium,Sisymbrium,annual or biennial herbs.,annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 657 (1753)."
Sisymbrium,Sisymbrium orientale,"annual or biennial herbs, erect, 25-90 cm tall,",annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Cent. 2 Pl. 24 (1756)."
Sisymbrium,Sisymbrium irio,"annual or biennial herbs, erect, 25-60 cm tall,",annual biennial,annual biennial,NA,NA,herb,herbs,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: L., Sp. Pl. 659 (1753)."
Sisyrinchium,Sisyrinchium,tufted annual or evergreen rhizomic perennial herbs;,annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 1:954 (1753)."
Sisyrinchium,Sisyrinchium iridifolium,"g glabrous perennial herb, sometimes growing as an annual;",annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Kunth in Humb., Nov. Oen. 1:324 (1816)."
Solanaceae,Solanaceae,"annual or perennial herbs, shrubs or small trees,",annual perennial,annual perennial,NA,NA,herb shrub tree,herbs shrubs trees,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,Author:Prepared by L. Haegi & D. E. Symon except where indicated
Solanum,Solanum eremophilum,a dwarf perennial herb to 10-15 cm high;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: F. Muell., Linnaea 25:432 (1853)."
Solanum,Solanum esuriale,"a clonal perennial herb 15-30 cm tall with several branches at or near ground level,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:43 (1838)."
Solanum,Solanum coactiliferum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Citation: J. Black, Trans. R.Soc. S. Aust. 33:224 (1909)."
Solanum,Solanum eardleyae,an erect straggly shrub 0.5-2 m tall. sparsely branched;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Symon, J. Adelaide Bot. Gard. 4:212 (1981)."
Solanum,Solanum petrophilum,"an intricate small clonal shrub 20-50 cm tall,sometimes sprawling;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,sprawling,sprawling,woody,NA,"Citation: F. Muell., Linnaea 25:432(1852)."
Solanum,Solanum elaeagnifolium,"an erect suckering perennial herb to 1 m,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: Cav., Icon. 3:22, t. 243 (1795)."
Solanum,Solanum ferocissimum,an erect intricate clonal shrub 0.5-1 m tall;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Lindley in T.L. Mitchell, Three Exped. Int. eastern Austral. 2:58 (1838)."
Solanum,Solanum villosum,"a bushy annual herb to 70 cm tall, sometimes surviving more than one season,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,bushy,bushy,herbaceous,NA,"Citation: Miller, Gard. Dict. edn 8 (1768)."
Solanum,Solanum orbiculatum,an erect or roundedsparsely clonal shrub 0.5-1.5 m;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Dunal in Poiret, Encyc. Meth. Bot. Suppl. 3:762 (1814)."
Solanum,Solanum cinereum,"an erect or bushy suckering shrub 0.5-1 m tall,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect bushy,erect bushy,woody,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 446 (1810)."
Solanum,Solanum cleistogamum,"a sprawling perennial herb to 60 cm long, sometimes annual, stems relatively slender;",annual perennial,annual perennial,NA,NA,herb,herb,NA,NA,NA,NA,sprawling,sprawling,herbaceous,NA,"Citation: Symon, Trans. R.Soc. S. Aust. 95:227 (1971)."
Solanum,Solanum hystrix,a sprawling clonal perennial herb 5-25 cm long;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,sprawling,sprawling,herbaceous,NA,"Citation: R. Br., Prod. Fl. Nov. Holl. 446 (1810)."
Solanum,Solanum lacunarium,"an erect or sprawling clonal perennial herb 5-25 cm tall, somewhat sparsely branched, or an erect simple stem;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,erect sprawling,erect sprawling,herbaceous,NA,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:18 (1854)."
Solanum,Solanum lasiophyllum,"an erect rounded shrub 0.2-1 rarely 2 m tall, sparingly clonal;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Dunal ex Poiret, Encyc. Meth. Bot. Suppl. 3:764 ( 1814)."
Solanum,Solanum sarrachoides,"a sprawling annual herb to 50 cm, but sometimes flowering when quite small, 10 cm,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,sprawling,sprawling,herbaceous,NA,"Citation: Sendtner in C. Martius, Fl. Brasil. 10:18 (1846)."
Solanum,Solanum pseudocapsicum,"a shrub 1-2 m tall, green,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L., Sp. Pl. 184 (1753)."
Solanum,Solanum retroflexum,"a rounded spreading annual herb, distinct in habit from nigrum, general aspect bright-green,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,spreading,spreading,herbaceous,NA,"Citation: Dunal in A. DC., Prod. 13:50 (1852)."
Solanum,Solanum sturtianum,"an erect clonal shrub 0.5-1 rarely to 3 m tall, stems lasting several years, often somewhat willowly, rarely intricately branched; prickles variable;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:18 (1854)."
Solanum,Solanum triflorum,"a sprawling annual herb, stems 15-100 cm long,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,sprawling,sprawling,herbaceous,NA,"Citation: Nutt., Gen. N. Amer. Pl. 1:128 (1818)."
Solanum,Solanum marginatum,a sparingly clonal shrub to 1.5 m tall;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: L.f., Suppl. 147 (1782)."
Solanum,Solanum nigrum,"a herb or soft-wooded shrub often lasting several years, frequently with a dark-green or purple-green aspect,",NA,NA,NA,NA,herb shrub,herb shrub,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Citation: L., Sp. Pl. 186 (1753)."
Solanum,Solanum oligacanthum,an erect clonal perennial herb or subshrub 0.5-1 m tall;,perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Citation: F. Muell., Trans. Phil. Soc. Vic. 1:18 (1854)."
Solanum,Solanum chenopodinum,"an erect shrub 0.5-1 m tall, woodybase;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody_base woody,woodybase,"Citation: F. Muell., Fragm. Phyt. Aust. 2:165 (1861)."
Solanum,Solanum laciniatum,"a softwood shrub 1-3 m tall, lasting several years, main stem to 10 cm diam., spreading and straggly with age,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,spreading,spreading,woody,NA,"Citation: Alton, Hort. Kew. edn 1, 1:246 (1789)."
Solanum,Solanum opacum,"a sprawling almost prostrate annual herb to 1 m across,",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,prostrate sprawling,prostrate sprawling,herbaceous,NA,"Citation: A. Braun & Bouch , Ind. Sem. Hort. Berol. App. 8:18 (1853)."
Solanum,Solanum aviculare,"an erect soft-wooded shrub to 2 m tall, straggly with age, younger stems angular with raised lines,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Forster f., Plant. Escul. 42, no. 12 (1786)."
Solanum,Solanum,"herbs, shrubs or small trees; armed or unarmed;",NA,NA,NA,NA,herb shrub tree,herbs shrubs trees,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Author:Prepared by D. E. Symon; Citation: L., Sp. PI. 184 (1753)."
Solanum,Solanum ellipticum,"a sprawling clonal perennial herb 15 cm to 1 m diam., woodybase but stems  more than a few years;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,sprawling,sprawling,woody_base herbaceous,woodybase,"Citation: R. Br., Prod. Fl. Nov. Holl. 446 (1810)."
Solanum,Solanum capsiciforme,"a soft-wooded short-lived erect shrub to 1 m high,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: Baylis, Aust. J. Bot. 11:168 (1963)."
Solanum,Solanum simile,"an erect soft-wooded shrub 0.5-1.5 rarely 2 m tall, lasting several years,  in habit;",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: F. Muell, Trans. Phil. Soc. Vic. 1:18 (1854)."
Solanum,Solanum centrale,"a clonal perennial herb or small undershrub, 15-45 cm high, often sprawling;",perennial,perennial,NA,NA,herb subshrub,herb undershrub,NA,NA,NA,NA,sprawling,sprawling,herbaceous,NA,"Citation: J. Black, Trans. R. Soc. S. Aust. 58:180 (1934)."
Solanum,Solanum hermanni,an often rounded woody shrub to 1 m high and slightly broader;,perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Citation: Dunal, Hist. nat. Solanum 212, t. 2, fig. b (1813)."
Solanum,Solanum symonii,"an erect soft-wooded shrub, 1-1.5 rarely 2 m tall, lasting several years,",perennial,inferred_from_growth_form,NA,NA,shrub,shrub,NA,NA,NA,NA,erect,erect,woody,NA,"Citation: H. Eichler, Taxon 12:296 (1963)."
Soleirolia,Soleirolia,creeping perennial herbs rooting at the nodes;,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,creeping,creeping,herbaceous,NA,"Citation: Gaudich., Voy. aut. Monde (Bot.) 504 (1830)."
Soleirolia,Soleirolia soleirolii,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Dandy in Heyw., Reprium nov. Spec. Regni veg. 70:4 (1965)."
Solenogyne,Solenogyne,"small perennial herbs, rosette-forming;",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,rosette,rosette,herbaceous,NA,"Citation: Cass., Dict. Sci. Nat. 56:174 (1828)."
Solenogyne,Solenogyne dominii,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L. Adams, Brunonia 2:58 (1979)."
Solidago,Solidago,perennial herbs with rhizomes;,perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,rhizomatous,rhizomes,herbaceous,NA,"Citation: L., Sp. Pl. 878 (1753)."
Solidago,Solidago canadensis,herb 1-2 m high;,perennial,inferred_from_genus,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., Sp. Pl. 878 (1753)."
Soliva,Soliva,annual herbs; vestiture ;,annual,annual,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Ru z-Lopez & Pav n, Fl. Peruv. Prodr. 113 (1794)."
Soliva,Soliva anthemifolia,almost stemless annual herb;,annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation:  R.Br. ex Less., Syn. Gert. Comp. 268 (1832)."
Soliva,Soliva pterosperma,small annual;,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Less., Syn. Gen. Comp. 268 (1832)."
Sollya,Sollya heterophylla,twiner or flexuose shrub;,NA,NA,NA,NA,shrub climber_herbaceous,shrub twiner,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Citation: Lindley, Edward~ Bot. Reg. 17:t. 1466 (1832)."
Sonchus,Sonchus asper,annual or biennial herb 20-150 cm high.,annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: Hill, Brit. Herb. 1:47 (1769)."
Sonchus,Sonchus tenerrimus,"herb 10-80 cm high, usually annual with an unbranched stem from a tap root, sometimes becoming biennial or perennial with several branched stems from a woodybase;",annual biennial perennial,annual biennial perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,woody_base herbaceous,woodybase,"Citation: L., Sp. Pl. 794 (1753)."
Sonchus,Sonchus asper asper,annual;,annual,annual,NA,NA,herb,inferred_from_genus_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,NA
Sonchus,Sonchus megalocarpus,perennial herb 15-60 cm high with woody creeping rhizomes;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,creeping rhizomatous,creeping rhizomes,woody_root herbaceous,NA,"Citation:  J. Black, Fl. S. Aust. 661 (1929)."
Sonchus,Sonchus,perennial 30-150 cm high.,perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Citation: L., L., Sp. Pl. 793 (1753)."
