taxon_name,trait_name,value_type,value,unit,retain,entity,measurement_remarks,original_name,observation_id,form,leaf,seed,original_text
Thysanotus isantherus,seed_width,minimum,1.5,mm,good,,,Thysanotus isantherus,3603,,"leaves annual, to circa 6, filiform, tending to droop at apices, 10-15 cm long.","seeds spherical to ±angular, 1.5 mm diam.;","Rootstock small; roots tuberous; tubers ellipsoidal, c. 8 mm long, 4 mm wide, 10-15 mm from stock. Leaves annual, to c. 6, filiform, tending to droop at apices, 10-15 cm long. Inflorescences 1 or 2 per plant; scape usually simple, occasionally once-branched, tending ±procumbent, ±equal to or shorter than leaves; umbels 1-5-flowered; pedicels 8-10 mm long, articulated close to base, nodding in fruit. Perianth segments c. 7 mm long. Sepals lanceolate, c. 2 mm wide, mucronate; margins broad, membranous. Petals broadly elliptic, c. 5 mm wide; fimbriae 1-1.5 mm long. Stamens 6; anthers equal, 2.5-3 mm long, dehiscing by slits. Style c. 3 mm long. Seeds spherical to ±angular, 1.5 mm diam.; aril pale straw-coloured."
Thysanotus juncifolius,seed_length,minimum,1.5,mm,good,,,Thysanotus juncifolius,3604,,"leaves annual, up to 3 or occasionally absent, ±terete, 6-8 cm long.","seeds ±cylindrical, 1.5 mm long, 1 mm diam.;","Rhizome 1-3 cm long, c. 1 cm diam.; roots fibrous. Leaves annual, up to 3 or occasionally absent, ±terete, 6-8 cm long. Stems perennial, leafless, striate, 25-62 cm long, shortly hirsute near base, becoming glabrous above, branching monopodially, occasionally 2 or 3 branches at one node. Umbels 1-5-flowered, terminal on branches, occasionally further sessile ones below; pedicels 6-11.5 mm long, articulated near base, elongating in fruit. Perianth segments 10-14 mm long. Sepals oblong, 1.5-2 mm wide, mucronate. Petals elliptic, 4-5 mm wide; fimbriae 3-4.5 mm long. Stamens 6; anthers twisted, 3 outer 3-4 mm long, 3 inner 6-9 mm long and curved. Style curved, 8-9 mm long. Seeds ±cylindrical, 1.5 mm long, 1 mm diam.; aril shortly stalked, yellowish."
Thysanotus juncifolius,seed_width,minimum,1,mm,good,,,Thysanotus juncifolius,3604,,"leaves annual, up to 3 or occasionally absent, ±terete, 6-8 cm long.","seeds ±cylindrical, 1.5 mm long, 1 mm diam.;","Rhizome 1-3 cm long, c. 1 cm diam.; roots fibrous. Leaves annual, up to 3 or occasionally absent, ±terete, 6-8 cm long. Stems perennial, leafless, striate, 25-62 cm long, shortly hirsute near base, becoming glabrous above, branching monopodially, occasionally 2 or 3 branches at one node. Umbels 1-5-flowered, terminal on branches, occasionally further sessile ones below; pedicels 6-11.5 mm long, articulated near base, elongating in fruit. Perianth segments 10-14 mm long. Sepals oblong, 1.5-2 mm wide, mucronate. Petals elliptic, 4-5 mm wide; fimbriae 3-4.5 mm long. Stamens 6; anthers twisted, 3 outer 3-4 mm long, 3 inner 6-9 mm long and curved. Style curved, 8-9 mm long. Seeds ±cylindrical, 1.5 mm long, 1 mm diam.; aril shortly stalked, yellowish."
Thysanotus manglesianus,seed_height,minimum,1.5,mm,good,,,Thysanotus manglesianus,3606,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1.5 mm diam.;","Rootstock small; roots tuberous; tubers sessile or pedicellate, ovate-ellipsoidal, c. 2-5 cm long. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stem 1, annual, leafless, terete and hirsute at base, becoming quadrangular and glabrous above, usually 10-100 cm long, twining round vegetation or prostrate; branches usually many, dichotomous. Flowers single on branches; pedicels 2-5 mm long, articulated below middle. Perianth segments 10.5-16 mm long. Sepals linear, c. 2.5-3 mm wide. Petals elliptic, c. 6 mm wide; fimbriae c. 2.5 mm long. Stamens 6; 3 outer anthers c. 4 mm long, 3 inner c. 6 mm long and curved, all dehiscing by pores. Style c. 7-8 mm long. Seeds ±spherical, c. 1.5 mm diam.; aril straw-coloured."
Thysanotus manglesianus,seed_length,minimum,1.5,mm,good,,,Thysanotus manglesianus,3606,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1.5 mm diam.;","Rootstock small; roots tuberous; tubers sessile or pedicellate, ovate-ellipsoidal, c. 2-5 cm long. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stem 1, annual, leafless, terete and hirsute at base, becoming quadrangular and glabrous above, usually 10-100 cm long, twining round vegetation or prostrate; branches usually many, dichotomous. Flowers single on branches; pedicels 2-5 mm long, articulated below middle. Perianth segments 10.5-16 mm long. Sepals linear, c. 2.5-3 mm wide. Petals elliptic, c. 6 mm wide; fimbriae c. 2.5 mm long. Stamens 6; 3 outer anthers c. 4 mm long, 3 inner c. 6 mm long and curved, all dehiscing by pores. Style c. 7-8 mm long. Seeds ±spherical, c. 1.5 mm diam.; aril straw-coloured."
Thysanotus manglesianus,seed_length,maximum,1.5,mm,good,,,Thysanotus manglesianus,3606,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1.5 mm diam.;","Rootstock small; roots tuberous; tubers sessile or pedicellate, ovate-ellipsoidal, c. 2-5 cm long. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stem 1, annual, leafless, terete and hirsute at base, becoming quadrangular and glabrous above, usually 10-100 cm long, twining round vegetation or prostrate; branches usually many, dichotomous. Flowers single on branches; pedicels 2-5 mm long, articulated below middle. Perianth segments 10.5-16 mm long. Sepals linear, c. 2.5-3 mm wide. Petals elliptic, c. 6 mm wide; fimbriae c. 2.5 mm long. Stamens 6; 3 outer anthers c. 4 mm long, 3 inner c. 6 mm long and curved, all dehiscing by pores. Style c. 7-8 mm long. Seeds ±spherical, c. 1.5 mm diam.; aril straw-coloured."
Thysanotus manglesianus,seed_width,minimum,1.5,mm,good,,,Thysanotus manglesianus,3606,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1.5 mm diam.;","Rootstock small; roots tuberous; tubers sessile or pedicellate, ovate-ellipsoidal, c. 2-5 cm long. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stem 1, annual, leafless, terete and hirsute at base, becoming quadrangular and glabrous above, usually 10-100 cm long, twining round vegetation or prostrate; branches usually many, dichotomous. Flowers single on branches; pedicels 2-5 mm long, articulated below middle. Perianth segments 10.5-16 mm long. Sepals linear, c. 2.5-3 mm wide. Petals elliptic, c. 6 mm wide; fimbriae c. 2.5 mm long. Stamens 6; 3 outer anthers c. 4 mm long, 3 inner c. 6 mm long and curved, all dehiscing by pores. Style c. 7-8 mm long. Seeds ±spherical, c. 1.5 mm diam.; aril straw-coloured."
Thysanotus multiflorus,seed_height,minimum,1.5,mm,good,,,Thysanotus multiflorus,3607,,"leaves perennial, 3-30, linear to narrowly lanceolate, flat to ±channelled, 7-57 cm long, 2-5 mm wide.","seeds ±cylindrical, 2 mm long, 1.5 mm diam.;","Rootstock small, enclosed by old leaf bases; roots fibrous. Leaves perennial, 3-30, linear to narrowly lanceolate, flat to ±channelled, 7-57 cm long, 2-5 mm wide. Inflorescence a single, terminal 4-60-flowered umbel, occasionally a second umbel 5-10 cm below; scape 7-70 cm long; pedicels 6-28 mm long, articulated below middle. Perianth segments 7-17 mm long. Sepals linear to narrowly oblanceolate, 2-2.5 mm wide. Petals elliptic, 6-8 mm wide; fimbriae 3.5-5 mm long. Stamens 3; anthers 5 mm long, curved; filaments equal. Style curved, c. 6 mm long, declinate in opposite direction to anthers. Seeds ±cylindrical, 2 mm long, 1.5 mm diam.; aril stalked, yellow."
Thysanotus multiflorus,seed_length,minimum,2,mm,good,,,Thysanotus multiflorus,3607,,"leaves perennial, 3-30, linear to narrowly lanceolate, flat to ±channelled, 7-57 cm long, 2-5 mm wide.","seeds ±cylindrical, 2 mm long, 1.5 mm diam.;","Rootstock small, enclosed by old leaf bases; roots fibrous. Leaves perennial, 3-30, linear to narrowly lanceolate, flat to ±channelled, 7-57 cm long, 2-5 mm wide. Inflorescence a single, terminal 4-60-flowered umbel, occasionally a second umbel 5-10 cm below; scape 7-70 cm long; pedicels 6-28 mm long, articulated below middle. Perianth segments 7-17 mm long. Sepals linear to narrowly oblanceolate, 2-2.5 mm wide. Petals elliptic, 6-8 mm wide; fimbriae 3.5-5 mm long. Stamens 3; anthers 5 mm long, curved; filaments equal. Style curved, c. 6 mm long, declinate in opposite direction to anthers. Seeds ±cylindrical, 2 mm long, 1.5 mm diam.; aril stalked, yellow."
Thysanotus multiflorus,seed_width,minimum,1.5,mm,good,,,Thysanotus multiflorus,3607,,"leaves perennial, 3-30, linear to narrowly lanceolate, flat to ±channelled, 7-57 cm long, 2-5 mm wide.","seeds ±cylindrical, 2 mm long, 1.5 mm diam.;","Rootstock small, enclosed by old leaf bases; roots fibrous. Leaves perennial, 3-30, linear to narrowly lanceolate, flat to ±channelled, 7-57 cm long, 2-5 mm wide. Inflorescence a single, terminal 4-60-flowered umbel, occasionally a second umbel 5-10 cm below; scape 7-70 cm long; pedicels 6-28 mm long, articulated below middle. Perianth segments 7-17 mm long. Sepals linear to narrowly oblanceolate, 2-2.5 mm wide. Petals elliptic, 6-8 mm wide; fimbriae 3.5-5 mm long. Stamens 3; anthers 5 mm long, curved; filaments equal. Style curved, c. 6 mm long, declinate in opposite direction to anthers. Seeds ±cylindrical, 2 mm long, 1.5 mm diam.; aril stalked, yellow."
Thysanotus nudicaulis,seed_length,minimum,0.8,mm,good,,,Thysanotus nudicaulis,3609,,"leaves 1 or 2, terete to slightly angled, 12-30 cm long, glabrous to scabridulous, ±withering before flowering.","seeds flattened, ±cylindrical, 0.8 mm long, 1 mm diam.;","Rhizome small; roots tuberous; tubers ellipsoidal, 2-6 cm long, 5-6 mm diam., 3-8 cm from stock. Leaves 1 or 2, terete to slightly angled, 12-30 cm long, glabrous to scabridulous, ±withering before flowering. Inflorescence usually a single, 1-4-flowered umbel, rarely paniculate; scape 12-50 cm long; pedicels 7-10 mm long, elongating to c. 20 mm in fruit, articulated at c. one third length from base. Perianth segments 13-17 mm long. Sepals narrowly linear, 1.5-3 mm wide. Petals elliptic, c. 4.5-6 mm wide; fimbriae 2-4 mm long. Stamens 6; anthers twisted, 3 outer 3-4 mm long, 3 inner 7.5-10 mm long and curved. Style curved, 7.5-10 mm long. Seeds flattened, ±cylindrical, 0.8 mm long, 1 mm diam.; aril orange."
Thysanotus nudicaulis,seed_width,minimum,1,mm,good,,,Thysanotus nudicaulis,3609,,"leaves 1 or 2, terete to slightly angled, 12-30 cm long, glabrous to scabridulous, ±withering before flowering.","seeds flattened, ±cylindrical, 0.8 mm long, 1 mm diam.;","Rhizome small; roots tuberous; tubers ellipsoidal, 2-6 cm long, 5-6 mm diam., 3-8 cm from stock. Leaves 1 or 2, terete to slightly angled, 12-30 cm long, glabrous to scabridulous, ±withering before flowering. Inflorescence usually a single, 1-4-flowered umbel, rarely paniculate; scape 12-50 cm long; pedicels 7-10 mm long, elongating to c. 20 mm in fruit, articulated at c. one third length from base. Perianth segments 13-17 mm long. Sepals narrowly linear, 1.5-3 mm wide. Petals elliptic, c. 4.5-6 mm wide; fimbriae 2-4 mm long. Stamens 6; anthers twisted, 3 outer 3-4 mm long, 3 inner 7.5-10 mm long and curved. Style curved, 7.5-10 mm long. Seeds flattened, ±cylindrical, 0.8 mm long, 1 mm diam.; aril orange."
Thysanotus parviflorus,leaf_width,minimum,1,mm,good,,not a min,Thysanotus parviflorus,4111,,"leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long.","seeds 1.5 mm long, 1 mm diam.;","Rootstock small, enclosed by bracts and old leaf bases; roots fleshy. Leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long. Inflorescence simple to 4-branched; scape 14-25 cm long; umbels 4-6-flowered, paired, terminal; pedicels c. 8 mm long, articulated c. 3 mm from base, nodding in fruit and c. 10 mm long. Perianth segments 7 mm long. Sepals linear, 1.5 mm wide, mucronate. Petals broadly elliptic to circular, 5-6 mm wide; fimbriae 2 mm long. Stamens 6; 3 outer anthers 2 mm long, 3 inner 3 mm long. Style 3 mm long. Seeds 1.5 mm long, 1 mm diam.; aril stalked, c. 1.5 mm long, yellow."
Thysanotus parviflorus,leaf_width,maximum,1,mm,good,,not a min,Thysanotus parviflorus,4111,,"leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long.","seeds 1.5 mm long, 1 mm diam.;","Rootstock small, enclosed by bracts and old leaf bases; roots fleshy. Leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long. Inflorescence simple to 4-branched; scape 14-25 cm long; umbels 4-6-flowered, paired, terminal; pedicels c. 8 mm long, articulated c. 3 mm from base, nodding in fruit and c. 10 mm long. Perianth segments 7 mm long. Sepals linear, 1.5 mm wide, mucronate. Petals broadly elliptic to circular, 5-6 mm wide; fimbriae 2 mm long. Stamens 6; 3 outer anthers 2 mm long, 3 inner 3 mm long. Style 3 mm long. Seeds 1.5 mm long, 1 mm diam.; aril stalked, c. 1.5 mm long, yellow."
Thysanotus parviflorus,seed_length,minimum,1.5,mm,good,,,Thysanotus parviflorus,3610,,"leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long.","seeds 1.5 mm long, 1 mm diam.;","Rootstock small, enclosed by bracts and old leaf bases; roots fleshy. Leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long. Inflorescence simple to 4-branched; scape 14-25 cm long; umbels 4-6-flowered, paired, terminal; pedicels c. 8 mm long, articulated c. 3 mm from base, nodding in fruit and c. 10 mm long. Perianth segments 7 mm long. Sepals linear, 1.5 mm wide, mucronate. Petals broadly elliptic to circular, 5-6 mm wide; fimbriae 2 mm long. Stamens 6; 3 outer anthers 2 mm long, 3 inner 3 mm long. Style 3 mm long. Seeds 1.5 mm long, 1 mm diam.; aril stalked, c. 1.5 mm long, yellow."
Thysanotus parviflorus,seed_width,minimum,1,mm,good,,,Thysanotus parviflorus,3610,,"leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long.","seeds 1.5 mm long, 1 mm diam.;","Rootstock small, enclosed by bracts and old leaf bases; roots fleshy. Leaves annual, 1 or 2, narrowly linear, terete, 10-25 cm long. Inflorescence simple to 4-branched; scape 14-25 cm long; umbels 4-6-flowered, paired, terminal; pedicels c. 8 mm long, articulated c. 3 mm from base, nodding in fruit and c. 10 mm long. Perianth segments 7 mm long. Sepals linear, 1.5 mm wide, mucronate. Petals broadly elliptic to circular, 5-6 mm wide; fimbriae 2 mm long. Stamens 6; 3 outer anthers 2 mm long, 3 inner 3 mm long. Style 3 mm long. Seeds 1.5 mm long, 1 mm diam.; aril stalked, c. 1.5 mm long, yellow."
Thysanotus patersonii,seed_height,minimum,1,mm,good,,,Thysanotus patersonii,3611,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1 mm diam.;","Rootstock small; roots tuberous; tubers c. 2-5 cm long, sessile or shortly pedicellate, ellipsoidal. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stems l, occasionally 2, annual, leafless, terete and hirsute at base, quadrangular and glabrous above, 10-100 cm long, twining round vegetation or prostrate; branches usually many, simple to many times dichotomous. Flowers single on branches; pedicels 1-2 mm long, articulated very close to base. Perianth segments c. 8-10.5 mm long. Sepals linear-lanceolate, c. 2-3 mm wide. Petals elliptic, 4-6 mm wide; fimbriae 0.5-1 mm long. Stamens 6; anthers equal, 2-6 mm long, straight to slightly curved, dehiscing by slits. Style straight to curved, 3-4 mm long. Seeds ±spherical, c. 1 mm diam.; aril straw-coloured."
Thysanotus patersonii,seed_length,minimum,1,mm,good,,,Thysanotus patersonii,3611,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1 mm diam.;","Rootstock small; roots tuberous; tubers c. 2-5 cm long, sessile or shortly pedicellate, ellipsoidal. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stems l, occasionally 2, annual, leafless, terete and hirsute at base, quadrangular and glabrous above, 10-100 cm long, twining round vegetation or prostrate; branches usually many, simple to many times dichotomous. Flowers single on branches; pedicels 1-2 mm long, articulated very close to base. Perianth segments c. 8-10.5 mm long. Sepals linear-lanceolate, c. 2-3 mm wide. Petals elliptic, 4-6 mm wide; fimbriae 0.5-1 mm long. Stamens 6; anthers equal, 2-6 mm long, straight to slightly curved, dehiscing by slits. Style straight to curved, 3-4 mm long. Seeds ±spherical, c. 1 mm diam.; aril straw-coloured."
Thysanotus patersonii,seed_length,maximum,1,mm,good,,,Thysanotus patersonii,3611,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1 mm diam.;","Rootstock small; roots tuberous; tubers c. 2-5 cm long, sessile or shortly pedicellate, ellipsoidal. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stems l, occasionally 2, annual, leafless, terete and hirsute at base, quadrangular and glabrous above, 10-100 cm long, twining round vegetation or prostrate; branches usually many, simple to many times dichotomous. Flowers single on branches; pedicels 1-2 mm long, articulated very close to base. Perianth segments c. 8-10.5 mm long. Sepals linear-lanceolate, c. 2-3 mm wide. Petals elliptic, 4-6 mm wide; fimbriae 0.5-1 mm long. Stamens 6; anthers equal, 2-6 mm long, straight to slightly curved, dehiscing by slits. Style straight to curved, 3-4 mm long. Seeds ±spherical, c. 1 mm diam.; aril straw-coloured."
Thysanotus patersonii,seed_width,minimum,1,mm,good,,,Thysanotus patersonii,3611,,"leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long.","seeds ±spherical, circa 1 mm diam.;","Rootstock small; roots tuberous; tubers c. 2-5 cm long, sessile or shortly pedicellate, ellipsoidal. Leaves annual, produced infrequently, 1 or 2, terete, 10-20 cm long. Stems l, occasionally 2, annual, leafless, terete and hirsute at base, quadrangular and glabrous above, 10-100 cm long, twining round vegetation or prostrate; branches usually many, simple to many times dichotomous. Flowers single on branches; pedicels 1-2 mm long, articulated very close to base. Perianth segments c. 8-10.5 mm long. Sepals linear-lanceolate, c. 2-3 mm wide. Petals elliptic, 4-6 mm wide; fimbriae 0.5-1 mm long. Stamens 6; anthers equal, 2-6 mm long, straight to slightly curved, dehiscing by slits. Style straight to curved, 3-4 mm long. Seeds ±spherical, c. 1 mm diam.; aril straw-coloured."
Thysanotus pauciflorus,seed_height,minimum,1,mm,good,,,Thysanotus pauciflorus,3612,,"leaves perennial, clustered, linear, flat, circa 5-7 cm long, 2-3 mm wide, glabrous or ±hirsute on margins and ridges on adaxial surface.","seeds cylindrical, 2 mm long, 1 mm diam.;","Rootstock small, enclosed by old leaf bases; roots fibrous. Leaves perennial, clustered, linear, flat, c. 5-7 cm long, 2-3 mm wide, glabrous or ±hirsute on margins and ridges on adaxial surface. Inflorescence a single, 2-4-flowered umbel; scape ±equal to leaves, often decumbent; pedicels 5-8 mm long, articulation ±median, somewhat swollen. Perianth segments c. 11 mm long. Sepals lanceolate, 3-4 mm wide, mucronate. Petals elliptic, c. 6-8 mm wide; fimbriae c. 2-3 mm long. Stamens 3; anthers c. 3 mm long, slightly curved, dehiscing by slits; filaments equal. Style not known. Seeds cylindrical, 2 mm long, 1 mm diam.; aril stalked, pale straw-coloured."
Thysanotus pauciflorus,seed_length,minimum,2,mm,good,,,Thysanotus pauciflorus,3612,,"leaves perennial, clustered, linear, flat, circa 5-7 cm long, 2-3 mm wide, glabrous or ±hirsute on margins and ridges on adaxial surface.","seeds cylindrical, 2 mm long, 1 mm diam.;","Rootstock small, enclosed by old leaf bases; roots fibrous. Leaves perennial, clustered, linear, flat, c. 5-7 cm long, 2-3 mm wide, glabrous or ±hirsute on margins and ridges on adaxial surface. Inflorescence a single, 2-4-flowered umbel; scape ±equal to leaves, often decumbent; pedicels 5-8 mm long, articulation ±median, somewhat swollen. Perianth segments c. 11 mm long. Sepals lanceolate, 3-4 mm wide, mucronate. Petals elliptic, c. 6-8 mm wide; fimbriae c. 2-3 mm long. Stamens 3; anthers c. 3 mm long, slightly curved, dehiscing by slits; filaments equal. Style not known. Seeds cylindrical, 2 mm long, 1 mm diam.; aril stalked, pale straw-coloured."
Thysanotus pauciflorus,seed_width,minimum,1,mm,good,,,Thysanotus pauciflorus,3612,,"leaves perennial, clustered, linear, flat, circa 5-7 cm long, 2-3 mm wide, glabrous or ±hirsute on margins and ridges on adaxial surface.","seeds cylindrical, 2 mm long, 1 mm diam.;","Rootstock small, enclosed by old leaf bases; roots fibrous. Leaves perennial, clustered, linear, flat, c. 5-7 cm long, 2-3 mm wide, glabrous or ±hirsute on margins and ridges on adaxial surface. Inflorescence a single, 2-4-flowered umbel; scape ±equal to leaves, often decumbent; pedicels 5-8 mm long, articulation ±median, somewhat swollen. Perianth segments c. 11 mm long. Sepals lanceolate, 3-4 mm wide, mucronate. Petals elliptic, c. 6-8 mm wide; fimbriae c. 2-3 mm long. Stamens 3; anthers c. 3 mm long, slightly curved, dehiscing by slits; filaments equal. Style not known. Seeds cylindrical, 2 mm long, 1 mm diam.; aril stalked, pale straw-coloured."
Thysanotus pseudojunceus,seed_length,minimum,2,mm,good,,,Thysanotus pseudojunceus,3613,,"leaves usually absent, occasionally 4 or 5, annual, terete, 3.5-5 cm long.","seeds ellipsoidal, 2 mm long, 1-1.5 mm diam.;","Rhizome very small; roots fibrous. Leaves usually absent, occasionally 4 or 5, annual, terete, 3.5-5 cm long. Stems perennial, decumbent, branched dichotomously or monopodially, 30-36 cm long. Umbels 2-5-flowered; pedicels 8-9 mm long, articulated close to base, nodding in fruit. Perianth segments 10-12 mm long. Sepals lanceolate, c. 3 mm wide, mucronate. Petals elliptic, c. 5 mm wide; fimbriae 2.5-4 mm long. Stamens 6; anthers twisted, 3 outer 3 mm long, 3 inner 6 mm long and curved. Style curved, 7 mm long. Seeds ellipsoidal, 2 mm long, 1-1.5 mm diam.; aril shortly stalked, dull orange."
Thysanotus pyramidalis,leaf_width,minimum,1,mm,good,,not a min,Thysanotus pyramidalis,4115,,"leaves 6-8, linear, flat, 12-16 cm long, circa 1 mm wide, withering near flowering time.","seeds ellipsoidal, l.5 mm long, 1 mm diam.;","Rootstock small; roots tuberous; tubers ellipsoidal, c. 3-4 cm long, ±sessile. Leaves 6-8, linear, flat, 12-16 cm long, c. 1 mm wide, withering near flowering time. Inflorescence paniculate, pyramidal, 18-30 cm long; scape basally hirsute; flowers usually single; pedicels 3-4 mm long, articulated near base. Perianth segments 9-10 mm long. Sepals lanceolate, 2 mm wide, with reflexed mucro. Petals elliptic, 4-4.5 mm wide; fimbriae c. 1 mm long. Stamens 6; anthers dehiscing by slits, 3 outer c. 3.5 mm long, 3 inner c. 4 mm long and slightly curved. Style c. 5 mm long. Seeds ellipsoidal, l.5 mm long, 1 mm diam.; aril dark straw-coloured."
Thysanotus pyramidalis,seed_length,minimum,1.5,mm,good,,,Thysanotus pyramidalis,3614,,"leaves 6-8, linear, flat, 12-16 cm long, circa 1 mm wide, withering near flowering time.","seeds ellipsoidal, l.5 mm long, 1 mm diam.;","Rootstock small; roots tuberous; tubers ellipsoidal, c. 3-4 cm long, ±sessile. Leaves 6-8, linear, flat, 12-16 cm long, c. 1 mm wide, withering near flowering time. Inflorescence paniculate, pyramidal, 18-30 cm long; scape basally hirsute; flowers usually single; pedicels 3-4 mm long, articulated near base. Perianth segments 9-10 mm long. Sepals lanceolate, 2 mm wide, with reflexed mucro. Petals elliptic, 4-4.5 mm wide; fimbriae c. 1 mm long. Stamens 6; anthers dehiscing by slits, 3 outer c. 3.5 mm long, 3 inner c. 4 mm long and slightly curved. Style c. 5 mm long. Seeds ellipsoidal, l.5 mm long, 1 mm diam.; aril dark straw-coloured."
Thysanotus pyramidalis,seed_width,minimum,1,mm,good,,,Thysanotus pyramidalis,3614,,"leaves 6-8, linear, flat, 12-16 cm long, circa 1 mm wide, withering near flowering time.","seeds ellipsoidal, l.5 mm long, 1 mm diam.;","Rootstock small; roots tuberous; tubers ellipsoidal, c. 3-4 cm long, ±sessile. Leaves 6-8, linear, flat, 12-16 cm long, c. 1 mm wide, withering near flowering time. Inflorescence paniculate, pyramidal, 18-30 cm long; scape basally hirsute; flowers usually single; pedicels 3-4 mm long, articulated near base. Perianth segments 9-10 mm long. Sepals lanceolate, 2 mm wide, with reflexed mucro. Petals elliptic, 4-4.5 mm wide; fimbriae c. 1 mm long. Stamens 6; anthers dehiscing by slits, 3 outer c. 3.5 mm long, 3 inner c. 4 mm long and slightly curved. Style c. 5 mm long. Seeds ellipsoidal, l.5 mm long, 1 mm diam.; aril dark straw-coloured."
Thysanotus ramulosus,plant_height,maximum,0.1,m,good,,,Thysanotus ramulosus,4116,,leaves absent.,"seeds angular, circa 1 mm diam.;","Rootstock small, with remnants of old bracts; roots tuberous; tubers shortly stalked, c. 2 cm long, 4 mm diam. Leaves absent. Stem perennial, c. 10 cm long, glabrous or with scattered, flattened hairs to l mm long, dichotomously branched; lower branches sterile, to 3 cm long; upper branches fertile, to 6-8 cm long. Flowers single, occasionally paired; pedicels 3 mm long, articulated at base. Perianth segments 10-11 mm long. Sepals linear to narrowly lanceolate, c. 2 mm wide. Petals elliptic, 5 mm wide; fimbriae l.5-3 mm long. Stamens 6; anthers very slightly curved, 3 outer 3.5 mm long, 3 inner 4.5 mm long. Style 5 mm long. Seeds angular, c. 1 mm diam.; aril straw-coloured."
Thysanotus ramulosus,seed_height,minimum,1,mm,good,,,Thysanotus ramulosus,3615,,leaves absent.,"seeds angular, circa 1 mm diam.;","Rootstock small, with remnants of old bracts; roots tuberous; tubers shortly stalked, c. 2 cm long, 4 mm diam. Leaves absent. Stem perennial, c. 10 cm long, glabrous or with scattered, flattened hairs to l mm long, dichotomously branched; lower branches sterile, to 3 cm long; upper branches fertile, to 6-8 cm long. Flowers single, occasionally paired; pedicels 3 mm long, articulated at base. Perianth segments 10-11 mm long. Sepals linear to narrowly lanceolate, c. 2 mm wide. Petals elliptic, 5 mm wide; fimbriae l.5-3 mm long. Stamens 6; anthers very slightly curved, 3 outer 3.5 mm long, 3 inner 4.5 mm long. Style 5 mm long. Seeds angular, c. 1 mm diam.; aril straw-coloured."
Thysanotus ramulosus,seed_length,minimum,1,mm,good,,,Thysanotus ramulosus,3615,,leaves absent.,"seeds angular, circa 1 mm diam.;","Rootstock small, with remnants of old bracts; roots tuberous; tubers shortly stalked, c. 2 cm long, 4 mm diam. Leaves absent. Stem perennial, c. 10 cm long, glabrous or with scattered, flattened hairs to l mm long, dichotomously branched; lower branches sterile, to 3 cm long; upper branches fertile, to 6-8 cm long. Flowers single, occasionally paired; pedicels 3 mm long, articulated at base. Perianth segments 10-11 mm long. Sepals linear to narrowly lanceolate, c. 2 mm wide. Petals elliptic, 5 mm wide; fimbriae l.5-3 mm long. Stamens 6; anthers very slightly curved, 3 outer 3.5 mm long, 3 inner 4.5 mm long. Style 5 mm long. Seeds angular, c. 1 mm diam.; aril straw-coloured."
Thysanotus ramulosus,seed_length,maximum,1,mm,good,,,Thysanotus ramulosus,3615,,leaves absent.,"seeds angular, circa 1 mm diam.;","Rootstock small, with remnants of old bracts; roots tuberous; tubers shortly stalked, c. 2 cm long, 4 mm diam. Leaves absent. Stem perennial, c. 10 cm long, glabrous or with scattered, flattened hairs to l mm long, dichotomously branched; lower branches sterile, to 3 cm long; upper branches fertile, to 6-8 cm long. Flowers single, occasionally paired; pedicels 3 mm long, articulated at base. Perianth segments 10-11 mm long. Sepals linear to narrowly lanceolate, c. 2 mm wide. Petals elliptic, 5 mm wide; fimbriae l.5-3 mm long. Stamens 6; anthers very slightly curved, 3 outer 3.5 mm long, 3 inner 4.5 mm long. Style 5 mm long. Seeds angular, c. 1 mm diam.; aril straw-coloured."
