narrow endemic,victoria,tasmania,forest,family,species name,ht (m),ll (mm),lw (mm),leaf form,habit,notes,notes2,Tasmania,Tassie_no_climbers,Victoria_forest,Victoria_no_climbers,in_Tasmania,in_Victoria,sites
0,1,0,NA,Lamiaceae,Prostanthera monticola,2,50,13,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera nivea,4,50,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera phylicifolia,2,15,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera rhombea,2,6,5.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera saxicola,2,9,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera serpyllifolia,0.5,3,1.3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera spinosa,2,8,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Prostanthera walteri,2,26,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Westringia crassifolia,2,15,2.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Lamiaceae,Westringia cremnophila,0.5,20,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Westringia eremicola,1.5,20,1.6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Westringia glabra,1,20,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Westringia lucida,0.5,14,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Lamiaceae,Westringia senifolia,1.3,10,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Loganiaceae,Logania albidiflora,2,55,14,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Loganiaceae,Logania linifolia,0.6,21,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Loganiaceae,Logania ovata,2,27,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Loganiaceae,Logania sp. 1,1,10,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Abutilon fraseri,1,70,40,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Abutilon otocarpum,0.7,80,60,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Commersonia tatei,0.2,55,22,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Lasiopetalum behrii,1.5,90,30,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Lasiopetalum ferrugineum,1,19,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Malvaceae,Lasiopetalum schulzenii,2,70,50,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Rulingia dasyphylla,3,50,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Rulingia prostrata,0.3,35,25,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Sida fibulifera,0.35,40,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Sida spodochroma,0.2,20,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Malvaceae,Thomasia petalocalyx,1,40,13,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Baeckea behrii,2.5,8,0.8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Baeckea crassifolia,0.75,5,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Baeckea crenatifolia,3,7,5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Baeckea ericaea,0.3,3,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Baeckea linifolia,3,15,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Baeckea utilis,3,10,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Baeckea virgata,4,30,6.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Callistemon brachyandrus,2,30,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Callistemon citrinus,3,70,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Myrtaceae,Callistemon forresterae,1.2,43,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Myrtaceae,Callistemon kenmorrisonii,3,52,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Callistemon pityoides,3,20,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Callistemon rugulosus,4,50,7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Callistemon sieberi,3,50,5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Callistemon subulatus,1,40,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Calytrix alpestris,2.5,5,0.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Darwinia camptostylis,0.3,12,0.75,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Darwinia micropetala,0.5,3,0.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Eucalyptus kybeanensis,5,90,12,simple,shrub,NA,size of adult leaves,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Kunzea ericoides,5,25,4.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Kunzea muelleri,0.3,8,0.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Kunzea parvifolia,1.5,4,1,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Kunzea pomifera,0.1,8,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Kunzea sp. 1,3,25,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum brevipes,4,25,4.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum continentale,2,13,3.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum coriaceum,4,15,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum emarginatum,1.5,35,7,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum glabrescens,6,13,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Myrtaceae,Leptospermum jingera,2,10,3.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum micromyrtus,3,22,14,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum multicaule,1.5,10,2.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum myrsinoides,2.5,13,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum myrtifolium,2,10,4,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum obovatum,3,17,7,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Leptospermum trinervium,6,22,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Myrtaceae,Leptospermum turbinatum,3,25,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Melaleuca acuminata,2,10,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Melaleuca brevifolia,2.5,7,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Melaleuca decussata,3,14,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Melaleuca halmaturorum,7,7,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Melaleuca parvistaminea,5,11,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Melaleuca uncinata,3,50,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Melaleuca wilsonii,2,15,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Myrtaceae,Micromyrtus ciliata,1,4,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Myrtaceae,Thryptomene calycina,3,14,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Olacaceae,Olax stricta,1.5,15,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Phyllanthaceae,Phyllanthus hirtellus,0.5,11,6.6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Phyllanthaceae,Phyllanthus saxosus,2,24,16.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Pittosporaceae,Bursaria lasiophylla,3,30,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Pittosporaceae,Pittosporum revolutum,3,120,60,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Polygalaceae,Comesperma polygaloides,0.25,12,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Polygalaceae,Comesperma scoparium,0.8,2,1,scale,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Polygonaceae,Muehlenbeckia diclina,1,60,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Polygonaceae,Muehlenbeckia florulenta,2,60,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Polygonaceae,Muehlenbeckia horrida,1,50,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Adenanthos terminalis,1.5,15,1,compound,shrub,compound/deeply lobed,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Conospermum mitchellii,2,120,4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Conospermum patens,1,30,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Conospermum taxifolium,1,30,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea alpina,2,30,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea alpivaga,1,25,1.4,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea aquifolium,2,105,45,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea bedggoodiana,0.5,70,35,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea celata,1.8,44,18,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea chrysophaea,2.5,60,15,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea confertifolia,1,45,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea dimorpha,2,150,40,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea dryophylla,1.2,30,20,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea floribunda,2,80,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea floripendula,1,20,15,simple,shrub,deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea huegelii,3,40,2.2,compound,shrub,deeply lobed,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea ilicifolia,2,50,8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea infecunda,1.2,15,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea jephcottii,3,35,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea lanigera,0.5,40,5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea lavandulacea,1.5,40,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea micrantha,0.6,40,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea microstegia,1,25,7,simple,shrub,deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea montis-cole,1.5,70,55,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea neurophylla,2.6,55,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea obtecta,0.25,30,10,simple,shrub,deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea pachylostyla,1.5,12,3,simple,shrub,deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea patulifolia,1.6,35,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea polybractea,1.8,75,6,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea pterosperma,4,180,1.8,simple,shrub,sometimes deeply lobed,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea ramosissima,1.5,28,10,simple,shrub,deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea repens,0.2,115,40,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea rosemarinifolia,2,38,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea sp. 1,1,30,3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea stieglitziana,2,22,13,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Grevillea victoriae,2,140,45,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea williamsonii,1.5,20,8,simple,shrub,deeply lobed,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Proteaceae,Grevillea willisii,4.5,25,17,simple,shrub,deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea dactyloides,4.5,130,30,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea eriantha,5,185,20,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea leucoptera,8,100,2,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea mitchellii,4,120,1.6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea repullulans,4,140,12,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea rostrata,4,150,1.7,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea rugosa,2,60,1.3,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Hakea tephrosperma,5,80,1.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Isopogon prostratus,1,20,3,compound,shrub,compound/deeply lobed,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Lomatia ilicifolia,1.5,200,5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Lomatia myricoides,5,200,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Orites lancifolia,2,40,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia asperula,2,8,3,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia brevifolia,1.8,24,12,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia chamaepuce,0.3,25,2,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia confertiflora,1.5,120,30,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia levis,5,140,80,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia linearis,5,80,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia rigida,1,40,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia silvatica,7,120,30,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Proteaceae,Persoonia subvelutina,5,80,18,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Cryptandra ericoides,0.6,10,1,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Cryptandra propinqua,1.2,5,0.8,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Cryptandra tomentosa,0.3,5,0.5,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris andromedifolia,3,45,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris angustifolia,2,15,2.5,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris aurea,2,50,20,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris betulina,4,35,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris brunnea,4,40,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris costata,4,50,35,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris cotoneaster,3,50,30,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris discolor,5,95,40,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris eriocephala,3,45,30,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris ferruginea,4,90,40,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris halmaturina,5,50,17,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris helianthemifolia,2,45,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris lanigera,3,130,50,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris ledifolia,2,25,4,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris ligustrina,4.5,60,20,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris obcordata,1,20,12,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Rhamnaceae,Pomaderris oblongifolia,2.5,60,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris pauciflora,3,20,8,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris prunifolia,4,80,35,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris sericea,2,30,10,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris subcapitata,4,45,25,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris subplicata,2,10,6,simple,shrub,NA,NA,NA,NA,NA,Victoria_no_climbers,,Victoria,Victoria
1,1,0,NA,Rhamnaceae,Pomaderris vaccinifolia,4,15,10,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
0,1,0,NA,Rhamnaceae,Pomaderris velutina,2,20,15,simple,shrub,NA,NA,NA,NA,Victoria_forest,Victoria_no_climbers,,Victoria,Victoria
