taxon_name,plant_growth_form,growth_habit,parasitic,life_history,regen_strategy,growth_medium,sex_type
Heliotropium synaimon,,,,,,,
Heliotropium tanythrix,herb,,,short_lived_perennial annual,,,
Heliotropium tenuifolium,,,,,,,
Heliotropium ventricosum,,,,,,,
Argusia argentea,shrub,spreading,,,,,
Omphalolappula,,,,,,,
Omphalolappula concava,herb,,,annual,,,
Plagiobothrys,,,,,,,
Plagiobothrys plurisepalus,,,,,,,
Trichodesma,,,,,,,
Trichodesma zeylanicum,shrub,,,,,,
Trichodesma zeylanicum,,,,,,,
,,,,,,,
Arabidella,,,,,,,
Arabidella glaucescens,,,,,,,
Arabidella nasturtium,,,,,,,
Arabidella procumbens,,,,,,,
Arabidella trisecta,,,,,,,
Blennodia,,,,,,,
Blennodia canescens,,,,,,,
Blennodia pterosperma,,,,,,,
Brassica,,,,,,,
Brassica juncea,,,,,,,
Brassica oleracea,,,,,,,
Brassica tournefortii,,,,,,,
Capsella,,,,,,,
Capsella bursa-pastoris,,,,,,,
Cardamine,,,,,,,
Cardamine hirsuta,,,,,,,
Carrichtera,,,,,,,
Carrichtera annua,,,,,,,
Cuphonotus,,,,,,,
Cuphonotus andraeanus,,,,,,,
Harmsiodoxa,,,,,,,
Harmsiodoxa puberula,,,,,,,
Lepidium,,,,,,,
Lepidium africanum,,,,,,,
Lepidium muelleriferdinandi,,,,,,,
Lepidium oxytrichum,,,,,,,
Lepidium phlebopetalum,,,,,,,
Lepidium strongylophyllum,,,,,,,
Menkea,,,,,,,
Menkea sphaerocarpa,,,,,,,
Menkea villosula,,,,,,,
Rapistrum,,,,,,,
Rapistrum rugosum,,,,,,,
Sisymbrium,,,,,,,
Sisymbrium erysimoides,,,,,,,
Sisymbrium irio,,,,,,,
Sisymbrium orientale,,,,,,,
Stenopetalum,,,,,,,
Stenopetalum anfractum,,,,,,,
Stenopetalum decipiens,,,,,,,
Stenopetalum lineare,,,,,,,
Stenopetalum nutans,,,,,,,
Stenopetalum velutinum,,,,,,,
Brunonia australis,herb,,,perennial,,,
Burmannia,,,,,,,
Burmannia coelestis,,,,annual,,,
Burmannia championii,herb,,,,,,
Burmannia juncea,herb,,,,,,
Canarium,,,,,,,
Canarium australianum,,,,,,,
,,,,,,,
Byblis,herb,,,annual perennial,,,
Byblis liniflora,herb,,,annual,,,
,,,,,,,
Opuntia,,,,,,,
Opuntia elatior,,shrubby,,,,,
Cylindropuntia imbricata,,,,,,,
Opuntia inermis,,,,,,,
Opuntia lindheimeri,,,,,,,
Opuntia stricta,,,,,,,
Opuntia stricta,,erect spreading shrubby,,,,,
Caesalpinia,,,,,,,
Caesalpinia bonduc,shrub,,,,,,
Caesalpinia gilliesii,shrub,,,,,,
Cassia,,,,,,,
Cassia fistula,tree,,,,,,
Chamaecrista,shrub,,,annual,,,
Chamaecrista absus,,,,annual,,,
Chamaecrista mimosoides,subshrub,,,annual,,,
Chamaecrista nigricans,,,,annual,,,
Cynometra,,,,,,,
Cynometra iripa,tree shrub,spreading,,,,,
Delonix,,,,,,,
Delonix regia,tree,,,,,,
Erythrophleum,,,,,,,
Erythrophleum chlorostachys,tree,,,,,,
Intsia bijuga,tree,,,,,,
Labichea,,,,,,,
Labichea saxicola,,,,,,,
Parkinsonia,,,,,,,
Parkinsonia aculeata,tree shrub,,,,,,
Peltophorum,,,,,,,
Peltophorum pterocarpum,tree,,,,,,
Petalostylis,,,,,,,
Petalostylis cassioides,shrub,,,,,,
Senna,tree shrub herb,,,annual perennial,,,
Senna alata,shrub,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna artemisioides,,,,,,,
Senna cladophylla,subshrub,,,perennial,,,
Senna costata,,,,,,,
Senna curvistyla,,,,,,,
Senna sp. Pine Creek,,,,,,,
Senna glutinosa,,,,,,,
Senna glutinosa,,,,,,,
Senna glutinosa,,,,,,,
Senna heptanthera,,,,,,,
Senna leptoclada,shrub,,,perennial,,,
Senna notabilis,,,,,,,
Senna obtusifolia,shrub,,,annual,,,
Senna occidentalis,shrub,,,annual,,,
Senna oligoclada,,,,,,,
Senna planitiicola,,,,,,,
Senna pleurocarpa,,,,,,,
Senna procumbens,shrub,prostrate procumbent,,annual perennial,,,
Senna surattensis,tree shrub,,,,,,
Senna timoriensis,shrub,,,,,,
Senna tora,,,,annual,,,
Senna venusta,,,,,,,
Tamarindus,,,,,,,
Tamarindus indica,tree,,,,,,
Isotoma,,,,,,,
Isotoma luticola,,,,,,,
Isotoma petraea,herb,erect decumbent,,short_lived_perennial annual,,,
Lobelia,,,,,,,
Lobelia arnhemiaca,,,,,,,
Lobelia sp. Cox Peninsula,,,,,,,
Lobelia dioica,herb,,,annual,,,
Lobelia heterophylla,herb,erect,,annual,,,
Lobelia quadrangularis,,,,,,,
Wahlenbergia,,,,,,,
Wahlenbergia caryophylloides,,,,,,,
Wahlenbergia communis,herb,erect,,perennial,,,
Wahlenbergia gracilis,,,,,,,
Wahlenbergia queenslandica,herb,erect,,perennial,,,
Wahlenbergia tumidifructa,herb,erect,,short_lived_perennial annual,,,
,,,,,,,
Capparis,tree shrub,sprawling,,,,,
Capparis jacobsii,tree shrub,scrambling,,,,,
Capparis lasiantha,climber_shrub,,,,,,
Capparis loranthifolia,,,,,,,
Capparis mitchellii,tree shrub,compact,,,,,
Capparis quiniflora,tree shrub climber_vine,scrambling,,,,,
Capparis sepiaria,shrub climber_vine,,,,,,
Capparis spinosa,,,,,,,
Capparis spinosa,shrub,spreading,,,,,
Capparis umbonata,tree shrub,,,,,,
Cleome,,,,,,,
Cleome cleomoides,herb,,,annual perennial,,,
Cleome microaustralica,subshrub herb,,,,,,
Cleome oxalidea,,,,annual,,,
Cleome tetrandra,herb,,,annual perennial,,,
Cleome tetrandra,,,,,,,
Cleome tetrandra,,,,,,,
Cleome uncifera,,,,,,,
Cleome viscosa,herb,,,short_lived_perennial annual,,,
Crateva,tree shrub,,,,,,
Crateva religiosa,tree shrub,,,,,,
,,,,,,,
Cerastium,,,,,,,
Cerastium glomeratum,herb,,,annual,,,
Gypsophila,,,,,,,
Gypsophila tubulosa,herb,,,annual,,,
Polycarpaea,herb,,,annual perennial,,,
Polycarpaea arida,herb,prostrate erect,,short_lived_perennial annual,,,
Polycarpaea breviflora,herb,bushy,,annual,,,
Polycarpaea corymbosa,subshrub herb,erect,,short_lived_perennial annual,,,
Polycarpaea holtzei,herb,compact,,annual,,,
Polycarpaea incana,herb,compact,,perennial,,,
Polycarpaea involucrata,herb,erect spreading compact,,annual,,,
Polycarpaea longiflora,herb,,,annual,,,
Polycarpaea microceps,herb,compact,,perennial,,,
Polycarpaea multicaulis,herb,compact,,perennial,,,
Polycarpaea spirostylis,,,,,,,
Polycarpaea staminodina,herb,,,annual,,,
Polycarpaea tenax,herb,bushy,,perennial,,,
Polycarpaea violacea,herb,,,annual,,,
Polycarpon,herb,,,annual perennial,,,
Polycarpon prostratum,herb,,,annual,,,
Polycarpon tetraphyllum,herb,prostrate spreading,,annual,,,
Sagina,,,,,,,
Sagina apetala,,erect,,annual,,,
Silene,,,,,,,
Silene nocturna,herb,erect,,annual,,,
Spergularia,,,,,,,
Spergularia marina,,,,,,,
Stellaria,,,,,,,
Stellaria media,herb,prostrate,,annual,,,
,,,,,,,
Allocasuarina,,,,,,,
Allocasuarina decaisneana,tree,,,,,,
Casuarina,tree,,,,,,dioecious monoecious
Casuarina cunninghamiana,,,,,,,
Casuarina cunninghamiana,tree,,,,,,dioecious
Casuarina equisetifolia,,,,,,,
Casuarina equisetifolia,tree,,,,,,monoecious
,,,,,,,
Cassine,,,,,,,
Elaeodendron melanocarpum,tree shrub,,,,,,dioecious
Denhamia,,,,,,,
Denhamia obscura,tree,,,,,,
Lophopetalum,,,,,,,
Lophopetalum arnhemicum,,,,,,,
Denhamia cunninghamii,,,,,,,
Denhamia ferdinandi,tree,,,,,,
Pleurostylia,,,,,,,
Pleurostylia opposita,,,,,,,
Centrolepis,herb,tufted,,annual perennial,,,monoecious
Centrolepis banksii,herb,tufted,,annual,,,
Centrolepis eremica,herb,,,annual,,,
Centrolepis exserta,herb,tufted,,annual,,,
,,,,,,,
Ceratophyllum,,,,,,,
Ceratophyllum demersum,herb,,,,,,
,,,,,,,
Chara,,,,,,,
Chara fibrosa,,,,,,,
Atriplex,,,,,,,
Atriplex angulata,,,,,,,
Atriplex crassipes,,,,,,,
Atriplex eardleyae,,,,,,,
Atriplex elachophylla,subshrub herb,spreading,,annual perennial,,,
Atriplex fissivalvis,herb,spreading,,short_lived_perennial annual,,,
Atriplex flabelliformis,,,,,,,
Atriplex holocarpa,herb,erect decumbent,,short_lived_perennial annual,,,
Atriplex humifusa,subshrub herb,spreading decumbent,,perennial,,,
Atriplex incrassata,,,,,,,
Atriplex limbata,subshrub herb,erect spreading,,perennial,,,
Atriplex lindleyi,,,,,,,
Atriplex lindleyi,herb,spreading,,short_lived_perennial annual,,,
Atriplex lindleyi,herb,spreading,,short_lived_perennial annual,,,
Atriplex lobativalvis,herb,decumbent,,short_lived_perennial annual,,,
Atriplex muelleri,,,,,,,
Atriplex nummularia,,,,,,,
Atriplex nummularia,,,,,,,
Atriplex pseudocampanulata,,,,,,,
Atriplex quadrivalvata,,,,,,,
Atriplex quinii,,,,,,,
Atriplex spongiosa,herb,erect decumbent,,short_lived_perennial annual,,,
Atriplex stipitata,subshrub shrub,open spindly,,,,,
Atriplex sturtii,subshrub herb,erect spreading,,short_lived_perennial annual,,,
Atriplex turbinata,,,,,,,
Atriplex velutinella,herb,erect,,short_lived_perennial,,,
Atriplex vesicaria,shrub,spreading,,,,,
Atriplex vesicaria,,,,,,,
Atriplex vesicaria,,,,,,,
Atriplex vesicaria,,,,,,,
Chenopodium,,,,,,,
Chenopodium album,herb,,,annual,,,
Chenopodium auricomum,subshrub shrub,,,,,,
Dysphania cristata,herb,prostrate decumbent,,annual,,,
Chenopodium desertorum,,,,,,,
Chenopodium desertorum,subshrub herb,dense,,perennial,,,
Chenopodium desertorum,subshrub shrub,,,,,,
Dysphania melanocarpa,herb,prostrate decumbent,,annual,,,
Chenopodium murale,herb,,,annual,,,
Chenopodium nitrariaceum,shrub,,,,,,
Dysphania pumilio,herb,prostrate erect spreading,,annual,,,
Dysphania truncata,herb,prostrate decumbent,,annual,,,
Dissocarpus,,,,,,,
Dissocarpus biflorus,,,,,,,
Dissocarpus paradoxus,subshrub herb,erect spreading decumbent,,perennial,,,
Dysphania,,,,,,,
Dysphania glomulifera,,,,,,,
Dysphania glomulifera,herb,prostrate erect decumbent,,annual,,,
Dysphania kalpari,herb,erect spreading decumbent,,annual,,,
Dysphania plantaginella,herb,prostrate erect,,annual,,,
Dysphania platycarpa,herb,prostrate erect decumbent,,annual,,,
Dysphania rhadinostachya,,,,,,,
Dysphania rhadinostachya,herb,,,short_lived_perennial annual,,,
Dysphania rhadinostachya,herb,erect,,short_lived_perennial annual,,,
Dysphania simulans,herb,prostrate erect,,annual,,,
Dysphania sphaerosperma,,,,,,,
Einadia,,,,,,,
Einadia nutans,,,,,,,
Einadia nutans,subshrub shrub,spreading sprawling,,,,,
Einadia nutans,subshrub,spreading sprawling,,,,,
Enchylaena,,,,,,,
Enchylaena tomentosa,,,,,,,
Enchylaena tomentosa,,,,,,,
Enchylaena tomentosa,subshrub shrub,spreading,,,,,
Eremophea,,,,,,,
Eremophea spinosa,subshrub herb,erect spreading decumbent,,perennial,,,
Eriochiton,,,,,,,
Eriochiton sclerolaenoides,subshrub herb,erect decumbent,,,,,
Tecticornia indica,,,,,,,
Maireana,,,,,,,
Maireana aphylla,subshrub shrub,dense,,,,,
Maireana appressa,subshrub shrub,erect spreading,,,,,
Maireana astrotricha,subshrub shrub,spreading,,,,,
Maireana brevifolia,shrub,erect dense,,,,,
Maireana campanulata,subshrub shrub,erect spreading,,,,,
Maireana carnosa,subshrub herb,,,perennial,,,
Maireana ciliata,,,,,,,
Maireana coronata,subshrub herb,prostrate decumbent,,,,,
Maireana eriantha,,,,,,,
Maireana georgei,subshrub shrub,erect,,,,,
Maireana integra,subshrub shrub,,,,,,
Maireana lanosa,subshrub,,,,,,
Maireana lobiflora,subshrub herb,erect,,,,,
Maireana luehmannii,subshrub shrub,erect,,,,,
Maireana microcarpa,,,,,,,
Maireana ovata,,,,,,,
Maireana pentatropis,,,,,,,
Maireana planifolia,subshrub shrub,erect open,,,,,
Maireana pyramidata,,,,,,,
Maireana schistocarpa,shrub,spreading,,,,,
Maireana scleroptera,subshrub herb,prostrate decumbent dense,,,,,
Maireana sedifolia,shrub,spreading,,,,,
Maireana spongiocarpa,subshrub shrub,erect spreading,,,,,
Maireana tomentosa,,,,,,,
Maireana tomentosa,subshrub shrub,spreading,,,,,
Maireana trichoptera,subshrub shrub,erect,,,,,
Maireana triptera,subshrub shrub,erect spreading,,,,,
Maireana villosa,subshrub shrub,,,,,,
Malacocera,,,,,,,
Malacocera biflora,,,,,,,
Malacocera tricornis,,,,,,,
Neobassia,,,,,,,
Neobassia astrocarpa,,,,,,,
Neobassia proceriflora,,,,,,,
Osteocarpum,,,,,,,
Osteocarpum acropterum,,,,,,,
Osteocarpum acropterum,,,,,,,
Osteocarpum dipterocarpum,herb,,,,,,
Osteocarpum pentapterum,,,,,,,
Osteocarpum salsuginosum,,,,,,,
Rhagodia,,,,,,,
Rhagodia eremaea,shrub,,,,,,
Rhagodia parabolica,shrub,dense,,,,,
Rhagodia spinescens,shrub,dense,,,,,
Salsola,shrub herb,,,,,,
Argusia,,,,,,,
Sclerolaena brachyptera,,,,,,,
Sclerolaena,,,,,,,
Sclerolaena bicornis,,,,,,,
Sclerolaena bicornis,subshrub herb,spreading,,perennial,,,
Sclerolaena birchii,subshrub,erect,,perennial,,,
Sclerolaena calcarata,subshrub herb,decumbent,,perennial,,,
Sclerolaena clelandii,subshrub herb,spreading decumbent,,perennial,,,
Sclerolaena convexula,subshrub herb,,,perennial,,,
Sclerolaena cornishiana,subshrub herb,spreading,,perennial,,,
Sclerolaena costata,subshrub herb,,,perennial,,,
Sclerolaena crenata,,,,,,,
Sclerolaena cuneata,subshrub herb,,,perennial,,,
Sclerolaena decurrens,subshrub herb,,,perennial,,,
Sclerolaena densiflora,,,,,,,
Sclerolaena deserticola,subshrub herb,spreading,,perennial,,,
Sclerolaena diacantha,subshrub herb,erect spreading,,perennial,,,
Sclerolaena eriacantha,subshrub herb,erect spreading,,perennial,,,
Sclerolaena glabra,subshrub herb,spreading,,perennial,,,
Sclerolaena intricata,subshrub herb,spreading compact,,perennial,,,
Sclerolaena johnsonii,subshrub herb,spreading,,short_lived_perennial annual,,,
Sclerolaena lanicuspis,subshrub herb,erect spreading,,perennial,,,
Sclerolaena limbata,subshrub herb,,,perennial,,,
Sclerolaena longicuspis,subshrub herb,dense,,perennial,,,
Sclerolaena minuta,,,,,,,
Sclerolaena muelleri,,,,,,,
Sclerolaena muricata,,,,,,,
Sclerolaena muricata,,,,,,,
Sclerolaena obliquicuspis,,,,,,,
Sclerolaena parallelicuspis,subshrub herb,erect,,perennial,,,
Sclerolaena parviflora,subshrub herb,erect spreading,,perennial,,,
Sclerolaena patenticuspis,subshrub herb,erect spreading,,perennial,,,
Sclerolaena symoniana,,,,,,,
Sclerolaena uniflora,,,,,,,
Sclerolaena urceolata,herb,erect spreading,,,,,
Suaeda,shrub herb,,,,,,
Suaeda arbusculoides,subshrub,,,,,,
Tecticornia,shrub herb,,,short_lived_perennial annual,,,
Tecticornia australasica,herb,erect procumbent,,annual,,,
Tecticornia verrucosa,subshrub herb,,,short_lived_perennial annual,,,
Threlkeldia,,,,,,,
Threlkeldia inchoata,subshrub herb,spreading decumbent,,,,,
,,,,,,,
Maranthes,tree,,,,,,
Maranthes corymbosa,tree,,,,,,
Parinari,tree shrub,,,,,,
Parinari nonda,tree shrub,spreading,,perennial,,,
,,,,,,,
Calophyllum,tree subshrub shrub,,,,,,
Calophyllum inophyllum,tree,,,,,,
Calophyllum sil,tree,,,,,,
Calophyllum soulattri,tree,,,,,,
Hypericum,,,,,,,
Hypericum gramineum,herb,decumbent,,annual perennial,,,
,,,,,,,
Lumnitzera,tree,,,,,,
Lumnitzera littorea,tree,,,,,,
Lumnitzera racemosa,tree shrub,dense twining mat_forming,,,,,
Macropteranthes kekwickii,tree,,,,,,
Quisqualis,,,,,,,
Quisqualis indica,,,,,,,
Terminalia,tree,,,,,,
Terminalia aridicola,,,,,,,
Terminalia arostrata,,,,,,,
Terminalia bursarina,,,,,,,
Terminalia canescens,tree,,,,,,
Terminalia carpentariae,tree,,,,,,
Terminalia catappa,tree,,,,,,
Terminalia sp. Black Point,tree,,,,,,
Terminalia erythrocarpa,tree,,,,,,
Terminalia ferdinandiana,tree,,,,,,
Terminalia fitzgeraldii,tree,,,,,,
Terminalia grandiflora,tree,,,,,,
Terminalia latipes,tree,,,,,,
Terminalia microcarpa,tree,,,,,,
Terminalia platyphylla,tree,,,,,,
Terminalia platyptera,tree,,,,,,
Terminalia pterocarya,tree,,,,,,
Terminalia savannicola,,,,,,,
Terminalia subacroptera,,,,,,,
Terminalia volucris,tree,,,,,,
,,,,,,,
Aneilema,,,,,,,
Aneilema siliculosum,,,,,,,
Cartonema,,,,,,,
Cartonema parviflorum,,,,,,,
Cartonema spicatum,,,,,,,
Cartonema trigonospermum,,,,,,,
Commelina,,,,,,,
Commelina agrostophylla,herb,,,annual,,,
Commelina benghalensis,,,,,,,
Commelina ciliata,herb,prostrate scandent,,annual,,,
Commelina diffusa,herb,prostrate scandent,,annual,,,
Commelina ensifolia,herb,,,,,,
Commelina tricarinata,,,,,,,
Commelina undulata,,,,,,,
Cyanotis axillaris,herb,prostrate,,annual,,,
Murdannia,,,,,,,
Murdannia sp. Top End,geophyte,,,,,,
Murdannia cryptantha,,,,,,,
Murdannia gigantea,,,,,,,
Murdannia graminea,geophyte,,,,,,
Murdannia nudiflora,,,,,,,
Murdannia vaginata,,,,,,,
,,,,,,,
Aniseia,herb,prostrate twining,,,,,
Aniseia martinicensis,herb,prostrate twining,,perennial,,,
Bonamia,subshrub herb,prostrate trailing,,,,,
Bonamia alatisemina,,,,,,,
Bonamia brevifolia,climber_vine,trailing,,,,,
Bonamia deserticola,,,,,,,
Bonamia erecta,subshrub,,,perennial,,,
Bonamia linearis,herb,prostrate trailing,,perennial,,,
Bonamia media,herb,prostrate,,,,,
Bonamia xxxmedia,herb,prostrate,,perennial,,,
Bonamia pannosa,herb,prostrate,,perennial,,,
Convolvulus,,,,,,,
Convolvulus remotus,,prostrate,,perennial,,,
Cressa,subshrub herb,,,,,,
Cuscuta,,,,,,,
Cuscuta victoriana,herb,,parasitic,annual,,,
Erycibe,,,,,,,
Evolvulus,subshrub herb,,,perennial,,,
Evolvulus alsinoides,herb,prostrate,,perennial,,,
Evolvulus alsinoides,,,,,,,
Evolvulus alsinoides,herb,erect sprawling,,perennial,,,
Evolvulus alsinoides,,,,,,,
Evolvulus alsinoides,herb,erect,,perennial,,,
Evolvulus nummularius,herb,prostrate,,perennial,,,
Ipomoea,shrub herb,prostrate erect twining,,,,,
Ipomoea abrupta,climber_vine_woody,,,,,,
Ipomoea aquatica,herb,trailing,,annual perennial,,,
Ipomoea argillicola,herb,,,,,,
Ipomoea brassii,climber_vine,trailing,,,,,
Ipomoea coptica,herb,trailing twining,,annual,,,
Ipomoea costata,shrub herb,prostrate,,perennial,,,
Ipomoea tolmerana,,,,,,,
Ipomoea bracteolata,,,,,,,
Ipomoea diamantinensis,herb,prostrate,,annual,,,
Ipomoea diversifolia,,,,,,,
Ipomoea eriocarpa,herb,trailing,,,,,
Ipomoea gracilis,geophyte climber_vine,,,,,,
Ipomoea graminea,herb,trailing,,,,,
Merremia incisa,herb,trailing,,,,,
Ipomoea lonchophylla,herb,prostrate trailing,,annual,,,
Ipomoea violacea,,prostrate,,perennial,,,
Ipomoea mauritiana,,,,,,,
Ipomoea muelleri,herb,prostrate trailing,,perennial,,,
Ipomoea nil,herb,prostrate,,annual perennial,,,
Ipomoea pes-caprae,,,,,,,
Ipomoea pes-caprae,,prostrate creeper sprawling,,perennial,,,
Ipomoea pes-tigridis,climber_vine,twining,,annual,,,
Ipomoea plebeia,herb,trailing,,,,,
Ipomoea polymorpha,herb,erect decumbent,,annual,,,
Ipomoea quamoclit,,,,annual,,,
Ipomoea racemigera,,prostrate twining,,perennial,,,
Ipomoea imperati,,,,,,,
Ipomoea triloba,,,,,,,
Ipomoea velutina,,,,,,,
Jacquemontia,,,,,,,
Jacquemontia browniana,,,,,,,
Jacquemontia paniculata,climber_vine,,,,,,
Merremia,shrub herb,prostrate erect twining,,,,,
Distimake aegyptius,herb,,,perennial,,,
Distimake davenportii,herb,trailing,,,,,
Distimake dissectus,climber,,,perennial,,,
Merremia gemella,herb,prostrate twining,,,,,
Merremia hederacea,herb,prostrate twining,,,,,
Distimake quinatus,,prostrate scrambling,,,,,
Operculina,climber_twiner,,,annual perennial,,,
Operculina aequisepala,climber_twiner,,,annual,,,
Operculina codonantha,climber_twiner,,,annual perennial,,,
Operculina sp. Cotton Island,,,,,,,
Operculina turpethum,,,,,,,
Polymeria,herb,prostrate trailing,,perennial,,,
Polymeria ambigua,herb,prostrate,,perennial,,,
Polymeria calycina,herb,prostrate trailing,,,,,
Polymeria longifolia,herb,,,,,,
Polymeria pusilla,,,,,,,
Sclerolaena longicuspis,subshrub herb,dense,,perennial,,,
Sclerolaena minuta,,,,,,,
Sclerolaena muelleri,,,,,,,
Sclerolaena obliquicuspis,,,,,,,
Sclerolaena parallelicuspis,subshrub herb,erect,,perennial,,,
Sclerolaena patenticuspis,subshrub herb,erect spreading,,perennial,,,
Sclerolaena symoniana,,,,,,,
Sclerolaena urceolata,herb,erect spreading,,,,,
Tecticornia verrucosa,subshrub herb,,,short_lived_perennial annual,,,
Macropteranthes kekwickii,tree,,,,,,
Terminalia,tree,,,,,,
Terminalia arostrata,,,,,,,
Terminalia bursarina,,,,,,,
Terminalia sp. Black Point,tree,,,,,,
Cartonema parviflorum,,,,,,,
Cartonema trigonospermum,,,,,,,
Commelina ciliata,herb,prostrate scandent,,annual,,,
Commelina ensifolia,herb,,,,,,
Murdannia sp. Top End,geophyte,,,,,,
Murdannia graminea,geophyte,,,,,,
,,,,,,,
Bonamia brevifolia,climber_vine,trailing,,,,,
Bonamia erecta,subshrub,,,perennial,,,
Bonamia pannosa,herb,prostrate,,perennial,,,
Convolvulus remotus,,prostrate,,perennial,,,
Cuscuta victoriana,herb,,parasitic,annual,,,
Evolvulus alsinoides,herb,prostrate,,perennial,,,
Evolvulus alsinoides,herb,erect,,perennial,,,
Ipomoea,shrub herb,prostrate erect twining,,,,,
Ipomoea argillicola,herb,,,,,,
Ipomoea brassii,climber_vine,trailing,,,,,
Ipomoea diamantinensis,herb,prostrate,,annual,,,
Ipomoea gracilis,geophyte climber_vine,,,,,,
Merremia incisa,herb,trailing,,,,,
Ipomoea muelleri,herb,prostrate trailing,,perennial,,,
Ipomoea pes-tigridis,climber_vine,twining,,annual,,,
Ipomoea plebeia,herb,trailing,,,,,
Ipomoea polymorpha,herb,erect decumbent,,annual,,,
Ipomoea quamoclit,,,,annual,,,
Ipomoea racemigera,,prostrate twining,,perennial,,,
Jacquemontia browniana,,,,,,,
Jacquemontia paniculata,climber_vine,,,,,,
Merremia,shrub herb,prostrate erect twining,,,,,
Distimake aegyptius,herb,,,perennial,,,
Distimake davenportii,herb,trailing,,,,,
Distimake dissectus,climber,,,perennial,,,
Distimake quinatus,,prostrate scrambling,,,,,
Operculina aequisepala,climber_twiner,,,annual,,,
Operculina codonantha,climber_twiner,,,annual perennial,,,
Polymeria,herb,prostrate trailing,,perennial,,,
Polymeria ambigua,herb,prostrate,,perennial,,,
Polymeria longifolia,herb,,,,,,
Stictocardia tiliifolia,,,,,,,
Xenostegia,herb,prostrate,,perennial,,,
Xenostegia tridentata,herb,scrambling,,annual,,,
Crassula colorata,,,,,,,
Crassula colorata,herb,,,annual,,,
,,,,,,,
Citrullus,,,,,,,
Citrullus colocynthis,herb,prostrate trailing,,perennial,,,
Citrullus amarus,herb,prostrate trailing,,annual,,,
Coccinia,herb,trailing,,annual perennial,,,dioecious monoecious
Coccinia grandis,climber_vine,trailing,,annual perennial,,,
Cucumis,herb,trailing,,annual perennial,,,dioecious monoecious
Cucumis melo,herb,trailing,,annual,,,monoecious
Cucumis myriocarpus,herb,prostrate trailing,,annual,,,
Diplocyclos,herb,trailing,,perennial,,,monoecious
Diplocyclos palmatus,climber,,,perennial,,,
Luffa,herb,trailing,,annual,,,monoecious
Momordica,herb,trailing,,annual perennial,,,dioecious monoecious
Momordica balsamina,,trailing,,,,,
Austrobryonia centralis,herb,trailing,,perennial,,,
Austrobryonia argillicola,herb,,,perennial,,,
Austrobryonia micrantha,herb,,,perennial,,,
Trichosanthes,herb,trailing,,annual perennial,,,dioecious monoecious
Trichosanthes cucumerina,herb,trailing,,annual,,,monoecious
Trichosanthes pilosa,climber_vine,trailing,,annual,,,dioecious
Zehneria mucronata,,,,,,,
,,,,,,,
Callitris,tree shrub,,,,,,monoecious
Callitris glaucophylla,tree,,,,,,
Callitris intratropica,tree,,,,,,
,,,,,,,
Cymodocea rotundata,,,,,,,
Cymodocea serrulata,,,,,,,
Halodule pinifolia,,,,,,,
Halodule uninervis,,,,,,,
Syringodium isoetifolium,,,,,,,
,,,,,,,
Actinoscirpus grossus,,,,annual perennial,,,
Arthrostylis,,,,,,,
Arthrostylis aphylla,tussock,,,perennial,,,
Baumea arthrophylla,,,,perennial,rhizome,,
Baumea rubiginosa,aquatic_herb,,,perennial,,aquatic,
Bolboschoenus caldwellii,,,,,,,
Bulbostylis,,,,,,,
Bulbostylis barbata,,,,,,,
Bulbostylis densa,,,,,,,
Bulbostylis pyriformis,,,,,,,
Bulbostylis turbinata,,,,,,,
Carex,,,,,,,
Carex fascicularis,,,,,,,
