taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Rhizophora stylosa,Rhizophora,NA,NA,Rhizophoraceae,Malpighiales,Fabidae,"Tyagi, A. P. (2002). Cytogenetics and reproductive biology of mangroves in Rhizophoraceae. Australian Journal of Botany, 50(5), 601. https://doi.org/10.1071/BT01080",http://www.publish.csiro.au/?paper=BT01080,wind,wind,yes,"""Flowers of the three species produce light powdery pollen in abundance. R. samoensis and R. stylosa are mainly wind-pollinated in nature; however, B. gymnorrhiza, besides wind pollination, is also pollinated by a large number of other vectors. Chai (1982) denied vectors’ access to flowers of Rhizophora by enclosing them in a fine mesh bag that does not exclude wind-born pollen. He further concluded that Rhizophora appears to be self-compatible. It was also observed in the present study that stigmas become receptive almost at the time or soon after pollen is released. These observations are in agreement with what was suggested by Chai (1982) and Tomlinson (1986).""",explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",NA,NA,NA,NA,NA,species,Ruby Stephens,17/3/2022
Cephalotus follicularis,Cephalotus,NA,NA,Cephalotaceae,Oxalidales,Fabidae,"Conran, J. G. (2004). Cephalotaceae. In K. Kubitzki (Ed.), Flowering Plants · Dicotyledons: Celastrales, Oxalidales, Rosales, Cornales, Ericales (pp. 65–68). Springer. https://doi.org/10.1007/978-3-662-07257-8_7",https://doi.org/10.1007/978-3-662-07257-8_7,insect,animal,no,"""Cephalotaceae flowers are pollinated by small insects.",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,nectar,yes,NA,"""Vogel (1998) reported that the floral nectary in Cephalotus forms a contiguous perigynous disk derived from a series of pillars, each with an apical stomatal pore""",explicit from the text (described as such),species,Ruby Stephens,10/3/2022
Eucryphia lucida,Eucryphia,NA,NA,Cunoniaceae,Oxalidales,Fabidae,"Mallick, S. A. (2001). Pollination ecology of Tasmanian leatherwood (Eucryphia lucida Eucryphiaceae Labill.) and the impacts of hive honeybees. University of Tasmania.",https://eprints.utas.edu.au/20495/1/whole_MallickStephenAnthony2001_thesis.pdf,insect,animal,no,"""Flowers of E. lucida received visits from a broad range of native diurnal insects (dipterans;16 families, coleopterans; 6 families, hymenopterans; 5 families, and lepidopterans; 2 families) and nocturnal insects (tipulid flies, elaterid beetles, blattellid cockroaches, and geometrid and pyralid moths), as well as from the introduced honeybee...Large dipterans and large coleopterans appeared to be the most important native pollinators of E. lucida.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,NA,"""E.lucida flowers secrete a relatively dilute nectar (ca. 20% sugar wt/wt) from nectaries at the bases of the stamens...This concentrated nectar is highly attractive to insects and flowers typically receive multiple insect visits over a single day...whether the insect collected nectar or pollen or both...Honeybees took both nectar and pollen from E. lucida flowers. Pollen collecting bees engaged in obvious raking behaviour as they straddled the anthers and gathered pollen onto their body...Most syrphid flies were observed taking pollen although some syrphids also took nectar""",explicit from the text (described as such),species,Ruby Stephens,10/3/2022
Humulus lupulus,Humulus,NA,NA,Cannabaceae,Rosales,Fabidae,"TRY- BiolFlor, BASECO, Ecological Flora of the British Isles",NA,wind,wind,no,"""wind always…anemogamous…wind""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,28/1/2022
Elaeagnus umbellata,Elaeagnus,NA,NA,Elaeagnaceae,Rosales,Fabidae,"Soley, N. M., & Sipes, S. D. (2021). Reproductive biology and pollinators of the invasive shrub Autumn olive (Elaeagnus umbellata Thunberg). Plant Species Biology, 36(2), 170–186. https://doi.org/10.1111/1442-1984.12307 ; Pi, H.-Q., Quan, Q.-M., Wu, B., Lv, X.-W., Shen, L.-M., & Huang, S.-Q. (2021). Altitude-related shift of relative abundance from insect to sunbird pollination in Elaeagnus umbellata (Elaeagnaceae). Journal of Systematics and Evolution, 59(6), 1266–1275. https://doi.org/10.1111/jse.12685",https://onlinelibrary.wiley.com/doi/abs/10.1111/1442-1984.12307 ; https://onlinelibrary.wiley.com/doi/abs/10.1111/jse.12685,bird and insect,animal,no,"Source 1: ""The majority of floral visitors to E. umbellata were generalist pollinators, including bees, flies, and moths. Many of the larger insect visitors are pollinators of E. umbellata based on analysis of pollen on insect specimens, but smaller insects do not pollinate as frequently...Flowers are small corolla tubes that are white at first but transition to yellow as the flowers age. They emit a fragrant odor (Potter, 1995) and are considered good nectar sources for honey bees (Hayes, 1976)...The supergeneralists A. mellifera (honey bee) and Bombus (bumble bees), along with generalist moths, frequently visit the plant for nectar and carry out pollination"" ; Source 2: ""Compared to lower altitudes, higher‐altitude plants were smaller but the floral tubes were longer, with a larger volume of nectar of lower sugar concentration but with a greater proportion of sucrose. The visitation frequency of bees decreased with altitude, whereas the sunbirds did the opposite. Birds and bees foraged for nectar but not pollen, and birds deposited more pollen grains per visit relative to bees and least were syrphid flies. Excluding birds decreased seed set at high but not at mid‐ or low altitude""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar,yes,yes,"""They emit a fragrant odor (Potter, 1995) and are considered good nectar sources for honey bees (Hayes, 1976)...The supergeneralists A. mellifera (honey bee) and Bombus (bumble bees), along with generalist moths, frequently visit the plant for nectar and carry out pollination""",explicit from the text (described as such),species,Ruby Stephens,10/3/2022
Ficus carica,Ficus,Ficeae,NA,Moraceae,Rosales,Fabidae,"Kjellberg, F., Gouyon, P.-H., Ibrahim, M., Raymond, M., & Valdeyron, G. (1987). The Stability of the Symbiosis Between Dioecious Figs and Their Pollinators: A Study of Ficus Carica L. and Blastophaga Psenes L. Evolution, 41(4), 693–704. https://doi.org/10.1111/j.1558-5646.1987.tb05846.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1558-5646.1987.tb05846.x,wasp,animal,no,"""for most species, such as Ficus carica, the rule of one Ficus- one pollinator still holds true...Ficus carica and its pollinator Blastophaga psenesThe following study was confined to wild trees far removed from any plantation...FIG. I. The symbiotic cycle of Ficus carica and Blastophaga psenes in southern France.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",reproduction,no,NA,NA,interpreted from the text,species,Ruby Stephens,31/1/2022
Potentilla indica,Potentilla,NA,Rosoideae,Rosaceae,Rosales,Fabidae,"Naruhashi, N., & Sugimoto, M. (1996). The Floral Biology of Duchesnea (Rosaceae). Plant Species Biology, 11(2–3), 173–184. https://doi.org/10.1111/j.1442-1984.1996.tb00143.x",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1442-1984.1996.tb00143.x,insect,animal,no,"""The petals…of D. indica have a nectar guide appearing as a spot at the base of the petals, that absorbs UV light…both species are pollinated by the same kind of pollinators, which are commonly small polylectic insects. The main pollinators are four small bees (Andrena knuthi, A. minutula, Halictus aerarius, Lasioglossum sp.) and three syrphid flies...insect visitors...in D. indica there were 51""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,yes,"""Andrenidae and Halictidae visit the flowers for the collection of pollen and nectar…they may be attracted by the flower's odor""",explicit from the text (described as such),species,Ruby Stephens,11/3/2022
Prunus persica,Prunus,NA,Spiraeoideae,Rosaceae,Rosales,Fabidae,"TRY- BiolFLor, BASECO",NA,insect,animal,no,"""syrphids, bees…insects the rule…selfing possible…entomogamous""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
Boehmeria nivea,Boehmeria,Boehmerieae,NA,Urticaceae,Rosales,Fabidae,iNaturalist. (2022). Boehmeria nivea. iNaturalist. https://www.inaturalist.org/taxa/159288-Boehmeria-nivea,https://www.inaturalist.org/taxa/159288-Boehmeria-nivea,wind,wind,no,NA,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,11/3/2022
Urtica dioica,Urtica,Urticeae,NA,Urticaceae,Rosales,Fabidae,"Taylor, K. (2009). Biological Flora of the British Isles: Urtica dioica L. Journal of Ecology, 97(6), 1436–1458. https://doi.org/10.1111/j.1365-2745.2009.01575.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2745.2009.01575.x,wind and insect,wind&animal,no,"""It is usually wind-pollinated; the immature stamens are incurved and under tension in the flower bud, and spring back, scattering the pollen explosively. The pollen grains are extremely small measuring 13.4 · 14.5 lm (Hyde & Adams 1958). An average pollen catch of 88.3 grains cm)3 year)1 (range 21.6–156.4) in the air from late May to late Septem- ber, with a peak in June–August has been recorded. These values are very high but less than grasses with a mean of 2106 grains cm)3 year)1 (range 725–4459), and the wind-pollinated trees Ash and Oak with means of 271 (range 89–505) and 178 (range 10–504) respectively (Proctor, Yeo & Lack 1996). In open habitats, female clones of U. dioica flower in advance of male clones and are slightly in advance of woodland clones (Wheeler 2005).
Although the individual flowers are highly reduced, green and inconspicuous, occasional pollination by insect visitors may occur. The flowers are visited by four species of thrip (Thysanoptera), Taeniothrips atratus (Hal.), T. vulgatissimus (Hal.), T. picipes (Zett.), and Thrips tabaci Lind. (Greig-Smith 1948). The small pollen-eating beetle Meligithes flavimanus Sturm (Nitidulidae), which is very common, is also found on the flowers. These small beetles and thrips, which fly from flower to flower with their bodies covered in pollen, may be significant pollinators.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen,NA,NA,"""pollen-eating beetle""",interpreted from the text,species,Ruby Stephens,31/1/2022
Borago officinalis,Borago,NA,Boraginoideae,Boraginaceae,Boraginales,Lamiidae,"TRY- BiolFlor, BASECO",NA,hymenoptera,animal,no,"""hymenopteres…insects the rule…selfing rare…entomogamous""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",NA,NA,NA,NA,NA,species,Ruby Stephens,31/1/2022
