"","family","taxa","spauth","infraspecauth","species3author","thousandseedweight","materialweigheddesc","seedweightnotes","weightprecision","refdesc","refshort"
"12988","SAPINDACEAE","Dodonaea aptera","Miq.",NA,NA,8.9916,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12989","SAPINDACEAE","Dodonaea baueri","Endl.",NA,NA,3.2736,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12990","SAPINDACEAE","Dodonaea biloba","J.G.West.",NA,NA,3.4512,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12991","SAPINDACEAE","Dodonaea boroniifolia","G.Don",NA,NA,2.5048,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12992","SAPINDACEAE","Dodonaea boroniifolia","G.Don",NA,NA,3.3132,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12993","SAPINDACEAE","Dodonaea bursariifolia","F.Muell.",NA,NA,1.4704,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12994","SAPINDACEAE","Dodonaea camfieldii","Maiden & Betche",NA,NA,4.78,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12995","SAPINDACEAE","Dodonaea ceratocarpa","Endl.",NA,NA,4.9832,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12996","SAPINDACEAE","Dodonaea concinna","Benth.",NA,NA,1.6672,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12997","SAPINDACEAE","Dodonaea coriacea","(Ewart & O.B.Davies) McGill.",NA,NA,5.496,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12998","SAPINDACEAE","Dodonaea falcata","J.G.West",NA,NA,2.8532,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"12999","SAPINDACEAE","Dodonaea filifolia","Hook.",NA,NA,2.6784,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13000","SAPINDACEAE","Dodonaea filiformis","Link",NA,NA,2.1316,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13001","SAPINDACEAE","Dodonaea hackettiana","W.Fitzg.",NA,NA,3.7,"Seed","Mean 3.7 <U+00B1> 0.05 Seed mc 7.98 <U+00B1> 0.13",2,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
"13002","SAPINDACEAE","Dodonaea hackettiana","W.Fitzg.",NA,NA,4.7,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Touchell, D.H. and Dixon, K.W. 1993. Cryopreservation of seed of Western Australian native species. Biodiversity and Conservation, 2(6):594-602.","(Touchell & Dixon, 1993)"
"13003","SAPINDACEAE","Dodonaea hackettiana","W.Fitzg.",NA,NA,3.5668,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13004","SAPINDACEAE","Dodonaea heteromorpha","J.G.West",NA,NA,2.782,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13005","SAPINDACEAE","Dodonaea hexandra","F.Muell.",NA,NA,1.9376,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13006","SAPINDACEAE","Dodonaea hexandra","F.Muell.",NA,NA,3.3356,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13007","SAPINDACEAE","Dodonaea hirsuta","(Maiden & Betche) Maiden & Betche",NA,NA,5.7228,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13008","SAPINDACEAE","Dodonaea hispidula var. phylloptera","Endl.","(F.Muell.) M.G.Harr.",NA,10.2986,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13009","SAPINDACEAE","Dodonaea humilis","Endl.",NA,NA,3.03552,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13010","SAPINDACEAE","Dodonaea inaequifolia","Turcz.",NA,NA,3.0604,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13011","SAPINDACEAE","Dodonaea intricata","J.G.West",NA,NA,2.506,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13012","SAPINDACEAE","Dodonaea lanceolata var. subsessilifolia","F.Muell.","J.G.West",NA,4.134,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13013","SAPINDACEAE","Dodonaea lobulata","F.Muell.",NA,NA,5.5614,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13014","SAPINDACEAE","Dodonaea megazyga","(F.Muell.) F.Muell. ex Benth.",NA,NA,2.752,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13015","SAPINDACEAE","Dodonaea multijuga","G.Don",NA,NA,4.1996,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13016","SAPINDACEAE","Dodonaea oxyptera","F.Muell.",NA,NA,1.3766,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13017","SAPINDACEAE","Dodonaea peduncularis","Lindl.",NA,NA,1.25,"Embryo+endosperm","Dry weight.",2,"Ganade, G. and Westoby, M. 1999. Seed mass and the evolution of early-seedling etiolation. The American Naturalist, 154:469-480.","(Ganade & Westoby, 1999)"
"13018","SAPINDACEAE","Dodonaea peduncularis","Lindl.",NA,NA,2.4868,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13019","SAPINDACEAE","Dodonaea petiolaris","F.Muell.",NA,NA,18.35,"Seed","Mean 18.35 <U+00B1> 0.018 Seed mc 7.98 <U+00B1> 0.19",2,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
"13020","SAPINDACEAE","Dodonaea petiolaris","F.Muell.",NA,NA,12.6312,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13021","SAPINDACEAE","Dodonaea physocarpa","F.Muell.",NA,NA,4.9368,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13022","SAPINDACEAE","Dodonaea pinifolia","Miq.",NA,NA,2.73984,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13023","SAPINDACEAE","Dodonaea pinifolia","Miq.",NA,NA,3.168,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13024","SAPINDACEAE","Dodonaea pinnata","Sm.",NA,NA,5.6428,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13025","SAPINDACEAE","Dodonaea platyptera","F.Muell.",NA,NA,6.9772,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13026","SAPINDACEAE","Dodonaea polyandra","Merr. & L.M.Perry",NA,NA,4.7676,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13027","SAPINDACEAE","Dodonaea procumbens","F.Muell.",NA,NA,7.0863309,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13028","SAPINDACEAE","Dodonaea procumbens","F.Muell.",NA,NA,8.6692,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13029","SAPINDACEAE","Dodonaea ptarmicifolia","Turcz.",NA,NA,6,"Seed","Mean 6 <U+00B1> 0.21 Seed mc 9.02 <U+00B1> 0.27",2,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
"13030","SAPINDACEAE","Dodonaea ptarmicifolia","Turcz.",NA,NA,4.3904,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13031","SAPINDACEAE","Dodonaea rhombifolia","N.A.Wakef.",NA,NA,4.6264,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13032","SAPINDACEAE","Dodonaea rhombifolia","N.A.Wakef.",NA,NA,5.378,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13033","SAPINDACEAE","Dodonaea rupicola","C.T.White",NA,NA,2.3688,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13034","SAPINDACEAE","Dodonaea sinuolata","J.G.West",NA,NA,3.7268,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13035","SAPINDACEAE","Dodonaea sinuolata subsp. acrodentata","J.G.West","J.G.West",NA,3.5788,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13036","SAPINDACEAE","Dodonaea sinuolata subsp. sinuolata","J.G.West",NA,NA,2.328,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13037","SAPINDACEAE","Dodonaea stenozyga","F.Muell.",NA,NA,1.65,"Seed","Mean 1.65 <U+00B1> 0.02 Seed mc 11.18 <U+00B1> 1.76",2,"Cook, A., Turner, S.R., Baskin, J.M., Baskin, C.C., Steadman, K.J., & Dixon, K.W. 2008. Occurrence of Physical Dormancy in Seeds of Australian Sapindaceae: A Survey of 14 Species in Nine Genera. Annals of Botany, In Press.","(Cook et al., 2008)"
"13038","SAPINDACEAE","Dodonaea stenozyga","F.Muell.",NA,NA,1.6248,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13039","SAPINDACEAE","Dodonaea subglandulifera","J.G.West",NA,NA,3.418,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13040","SAPINDACEAE","Dodonaea subglandulifera","J.G.West",NA,NA,3.7292,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13041","SAPINDACEAE","Dodonaea tenuifolia","Lindl.",NA,NA,4.8676,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13042","SAPINDACEAE","Dodonaea triangularis","Lindl.",NA,NA,1.6468,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13043","SAPINDACEAE","Dodonaea triangularis","Lindl.",NA,NA,1.4436,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13044","SAPINDACEAE","Dodonaea trifida","F.Muell.",NA,NA,3.1216,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13045","SAPINDACEAE","Dodonaea triquetra","J.C.Wendl.",NA,NA,3.167,"Seed","oven dry",3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
"13046","SAPINDACEAE","Dodonaea triquetra","J.C.Wendl.",NA,NA,3.6505,"Seed excluding 'dispersal structures'","Dry weight.",4,"Henery, M.L. and Westoby, M. 2001. Seed mass and seed nutrient content as predictors of seed output variation between species. Oikos, 92:479-490.","(Henery & Westoby, 2001)"
"13047","SAPINDACEAE","Dodonaea triquetra","J.C.Wendl.",NA,NA,3.4044,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13048","SAPINDACEAE","Dodonaea triquetra","J.C.Wendl.",NA,NA,3.5156,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13049","SAPINDACEAE","Dodonaea triquetra","J.C.Wendl.",NA,NA,3.2388,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13050","SAPINDACEAE","Dodonaea truncatiales","F.Muell.",NA,NA,3.5272,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13051","SAPINDACEAE","Dodonaea vestita","Hook.",NA,NA,5.778,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13052","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,3.19,"Seed",NA,2,"Clifford, H.T. 2000. Dicotyledon seedling morphology as a correlate of seed size. Proceedings of the Royal Society of Queensland, 109:39-48.","(Clifford, 2000)"
"13053","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,3.815,"Diaspore","SD=0.631; weight is based upon the average of 20 individual diaspore masses; diaspores were dried at 80<U+00B0>C for 24 hours prior to weighing.",3,"Jurado, E., Westoby, M. and Nelson, D. 1991. Diaspore weight, dispersal, growth form and perenniality of central Australian plants. Journal of Ecology, 79:811-830.","(Jurado et al., 1991)"
"13054","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,3.95,"Seed","dry",2,"Armstrong, D., and M. Westoby. 1993. Seedlings from large seeds tolerate defoliation better: a test using phylogenetically independent contrasts. Ecology, 74:1092-1100.","(Armstrong & Westoby, 1993)"
"13055","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,4.69,"Embryo+endosperm","Dry weight.",2,"Ganade, G. and Westoby, M. 1999. Seed mass and the evolution of early-seedling etiolation. The American Naturalist, 154:469-480.","(Ganade & Westoby, 1999)"
"13056","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,5.7,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",1,"Barclay, A.S. and Earle, F.R. 1974. Chemical analyses of seeds III: oil and protein content of 1253 species. Economic Botany, 28:178-236.","(Barclay & Earle, 1974)"
"13057","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,6.5,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",1,"Barclay, A.S. and Earle, F.R. 1974. Chemical analyses of seeds III: oil and protein content of 1253 species. Economic Botany, 28:178-236.","(Barclay & Earle, 1974)"
"13058","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,9.5,"Seed",NA,1,"Wardle, P. 1991. Vegetation of New Zealand. p. 61. Cambridge University Press, Cambridge.","(Wardle, 1991)"
"13059","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,9.5,"Seed","air dry seeds",1,"Burrows, C.J. 1995b. Germination behaviour of the seeds of the New Zealand species Aristotelia serrata, Coprosma robusta, Cordyline australis, Myrtus obcordata, and Schefflera digitata. New Zealand Journal of Botany, 33(2):257-264.","(Burrows, 1995b)"
"13060","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,10.46,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"FAO. 1975. Forest Tree Seed Directory. Rome, Food and Agriculture Organisation of the United Nations.","(FAO, 1975)"
"13061","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,11,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",0,"Msanga, H.P. 1998. Seed Germination of Indigenous Trees in Tanzania. Northern Forestry Centre, Canadian Forest Service.","(Msanga, 1998)"
"13062","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,14.2,"Seed","Seed mc not stated, but weight is likely to refer to air-dry seed.",2,"Felfoldi, E. 1980. Seed Counts (Numbers of Seeds Per Unit Weight). Technical Report Series, 32. Government of Victoria, Department of Agriculture.","(Felfoldi, 1980)"
"13063","SAPINDACEAE","Dodonaea viscosa","Jacq.",NA,NA,15.94,"Seed","Mid-point of 1000 seed weight range 17.57-14.3g; seed mc not stated, but weight is likely to refer to air-dry seed.",2,"von Carlowitz, P.G. 1991. Multipurpose trees and shrubs: sources of seeds and inoculants. ICRAF, Nairobi. USDA 25.","(von Carlowitz, 1991)"
"13064","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,11.0936,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13065","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,7.9988,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13066","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,8.2696,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13067","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,8.7772,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13068","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,9.2296,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13069","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,9.4872,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13070","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,4.3916,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13071","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,9.5652,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13072","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,9.632,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13073","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,10.4648,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13074","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,12.088,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13075","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,12.3488,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13076","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,13.2044,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13077","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,13.7236,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13078","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,7.982,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13079","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,9.718,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13080","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,4.2360825,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13081","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,3.1002331,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13082","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,3.3972,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13083","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,3.9996,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13084","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,4.0363393,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13085","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,7.9588,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13086","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,4.2192,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13087","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,4.7647727,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13088","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,4.5736,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13089","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,5.2717949,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13090","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,5.2972,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13091","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,5.938,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13092","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,7.0758929,"Seed","*Seed weights reported may include minor covering structures",7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13093","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,7.76,"Seed","*Seed weights reported may include minor covering structures",2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13094","SAPINDACEAE","Dodonaea viscosa","(L.) Jacq.",NA,NA,4.198,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13095","SAPINDACEAE","Dodonaea viscosa subsp. angustifolia","(L.) Jacq.","(L.f.) J.G.West",NA,7.7108,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13096","SAPINDACEAE","Dodonaea viscosa subsp. angustifolia","(L.) Jacq.","(L.f.) J.G.West",NA,10.336,"Seed","*Seed weights reported may include minor covering structures",3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13097","SAPINDACEAE","Dodonaea viscosa subsp. angustifolia","(L.) Jacq.","(L.f.) J.G.West",NA,9.1724,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13098","SAPINDACEAE","Dodonaea viscosa subsp. angustifolia","(L.) Jacq.","(L.f.) J.G.West",NA,8.7692,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13099","SAPINDACEAE","Dodonaea viscosa subsp. angustifolia","(L.) Jacq.","(L.f.) J.G.West",NA,5.8156,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13100","SAPINDACEAE","Dodonaea viscosa subsp. angustifolia","(L.) Jacq.","(L.f.) J.G.West",NA,8.0212,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13101","SAPINDACEAE","Dodonaea viscosa subsp. angustifolia","(L.) Jacq.","(L.f.) J.G.West",NA,8.2748,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13102","SAPINDACEAE","Dodonaea viscosa subsp. angustissima","(L.) Jacq.","(DC.) J.G.West",NA,3.08408,"Seed","*Seed weights reported may include minor covering structures",5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13103","SAPINDACEAE","Dodonaea viscosa subsp. angustissima","(L.) Jacq.","(DC.) J.G.West",NA,6.7108,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13104","SAPINDACEAE","Dodonaea viscosa subsp. burmanniana","(L.) Jacq.","(DC.) J.G.West",NA,6.7916,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
"13105","SAPINDACEAE","Dodonaea viscosa subsp. cuneata","(L.) Jacq.","(Sm.) J.G.West",NA,4.9612,"Seed","*Seed weights reported may include minor covering structures",4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
