sample,tree,taxon,date_time,locality,locality_edited,longitude_gda94_edited,latitude_gda94_edited,collector,longitude_gda94,latitude_gda94,altitude_m,height_m,stem_density_g_per_ml,stem_mass_g,stem_volume_ml,bark_mass_g,sla_mm2_per_mg,leaf_area_cm2,leaf_mass_g,fruit_mass_mg,fruit_wall_width_mm,fruit_diameter_mm,fruit_height_mm,seed_mass_mg,seed_mass_total_mg,number_of_seeds,leaf_notes,seed_notes
CAM_DC1_1_1_fruit,CAM_DC1_1_fruit,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,1.2,6.8,8.4,NA,NA,NA,NA,NA
OVA_Q13_1_5_fruit,OVA_Q13_1_fruit,Eucalyptus ovata var. ovata,NA,Q13,Q13,142.3858,-37.47935,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,1.2,6.8,10,NA,NA,NA,NA,NA
GON_MT ZERO Trip 1_1_1_fruit,GON_MT ZERO Trip 1_1_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,MT ZERO Trip 1,MT ZERO Trip 1,142.370096,-36.885586,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,1.4,7.9,10,NA,NA,NA,NA,NA
VER(ver-like)_MT Abrupt Stop 2_1_1_fruit,VER(ver-like)_MT Abrupt Stop 2_1_fruit,Eucalyptus verrucata,NA,MT Abrupt Stop 2,MTA2,142.3564,-37.5925,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658,4.1,23,18.2,NA,NA,NA,NA,NA
SER_ROS1_1_1_fruit,SER_ROS1_1_fruit,Eucalyptus serraensis,NA,ROS1,ROS1,142.5065,-37.197,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,2.3,12.9,10,NA,NA,NA,NA,NA
SER_ROS1_1_2_fruit,SER_ROS1_1_fruit,Eucalyptus serraensis,NA,ROS1,ROS1,142.5065,-37.197,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,2.3,12.9,11.2,NA,NA,NA,NA,NA
GON_Q7_2_1_fruit,GON_Q7_2_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,Q7,Q7,142.42393,-37.44278,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,1.9,10.6,9,NA,NA,NA,NA,NA
WIL_STOP1_1_1_fruit,WIL_STOP1_1_fruit,Eucalyptus falciformis,NA,STOP1,STOP1,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0.9,5,7.1,NA,NA,NA,NA,NA
PAU_MT. WIL_2_2_fruit,PAU_MT. WIL_2_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,1.1,6.1,7.3,NA,NA,NA,NA,NA
OVA_Q13_1_1_fruit,OVA_Q13_1_fruit,Eucalyptus ovata var. ovata,NA,Q13,Q13,142.3858,-37.47935,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,1.1,6.1,8.2,NA,NA,NA,NA,NA
SER_LANG stop2_2_1_fruit,SER_LANG stop2_2_fruit,Eucalyptus serraensis,NA,LANG stop2,LANG stop2,142.521443,-37.316286,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1416,3.1,17.1,11,NA,NA,NA,NA,NA
SAB_Z10_1_5_fruit,SAB_Z10_1_fruit,Eucalyptus sabulosa,NA,Z10,Z10,142.4737,-37.3468,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1,5.5,6.9,NA,NA,NA,NA,NA
SER_MT WIL_1_1_fruit,SER_MT WIL_1_fruit,Eucalyptus serraensis,NA,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,2.2,12.1,10.5,NA,NA,NA,NA,NA
VIC_VICA_2_3_fruit,VIC_VICA_2_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,2.1,11.5,7.1,NA,NA,NA,NA,NA
VIC_VICA_3_1_fruit,VIC_VICA_3_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,2.1,11.5,8.1,NA,NA,NA,NA,NA
SER_MT WIL_1_5_fruit,SER_MT WIL_1_fruit,Eucalyptus serraensis,NA,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,2.2,12,10.1,NA,NA,NA,NA,NA
BAX_HAM3_1_5_fruit,BAX_HAM3_1_fruit,Eucalyptus baxteri,NA,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245,1.8,9.8,7.1,NA,NA,NA,NA,NA
MEL_Black Range_1_1_fruit,MEL_Black Range_1_fruit,Eucalyptus melliodora,NA,Black Range,Black Range,142.736294,-37.14129,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,0.9,4.9,7.5,NA,NA,NA,NA,NA
WIL_HUM10_1_1_fruit,WIL_HUM10_1_fruit,Eucalyptus falciformis,NA,HUM10,GHUM10,142.3724,-37.3087,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0.7,3.8,5.9,NA,NA,NA,NA,NA
BAX_STOP20_1_5_fruit,BAX_STOP20_1_fruit,Eucalyptus baxteri,NA,STOP20,STOP20,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,1.7,9.2,9.9,NA,NA,NA,NA,NA
VIC_VICA_3_5_fruit,VIC_VICA_3_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,2.4,12.9,8.2,NA,NA,NA,NA,NA
WIL_STOP1_1_2_fruit,WIL_STOP1_1_fruit,Eucalyptus falciformis,NA,STOP1,STOP1,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0.8,4.3,7,NA,NA,NA,NA,NA
GON_GOR_1_1_fruit,GON_GOR_1_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,GOR,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,1.1,5.9,6.1,NA,NA,NA,NA,NA
VER_Griffith_1_2_fruit,VER_Griffith_1_fruit,Eucalyptus verrucata,NA,Griffith,GRIFFITH,142.241769,-37.401557,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935,2.8,15,10.1,NA,NA,NA,NA,NA
SER_MT LUB summit_1_4_fruit,SER_MT LUB summit_1_fruit,Eucalyptus serraensis,NA,MT LUB summit,MT LUB summit,142.511743,-37.269657,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1246,2.9,15.5,14.1,NA,NA,NA,NA,NA
VER_Griffith(top of N peak serlike)_2_5_fruit,VER_Griffith(top of N peak serlike)_2_fruit,Eucalyptus verrucata,NA,Griffith(top of N peak serlike),GRIFFITH,142.241769,-37.401557,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,2.8,14.9,12.5,NA,NA,NA,NA,NA
SER_MT LUB_1_2_fruit,SER_MT LUB_1_fruit,Eucalyptus serraensis,NA,MT LUB,MT LUB,142.511743,-37.269657,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156,3.6,19.1,13,NA,NA,NA,NA,NA
SAB_Z10_1_1_fruit,SAB_Z10_1_fruit,Eucalyptus sabulosa,NA,Z10,Z10,142.4737,-37.3468,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,1,5.3,7.8,NA,NA,NA,NA,NA
BAX_STOP3_1_1_fruit,BAX_STOP3_1_fruit,Eucalyptus baxteri,NA,STOP3,STOP3,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,532,2.1,11.1,9.5,NA,NA,NA,NA,NA
BAX_MT THACK_1_3_fruit,BAX_MT THACK_1_fruit,Eucalyptus baxteri,NA,MT THACK,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,2.1,11.1,10.9,NA,NA,NA,NA,NA
GON_GOR_1_2_fruit,GON_GOR_1_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,GOR,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,1.1,5.8,6.1,NA,NA,NA,NA,NA
ARE_MT HOL_1_1_fruit,ARE_MT HOL_1_fruit,Eucalyptus arenacea,NA,MT HOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,1.9,10,8.9,NA,NA,NA,NA,NA
SER_MT WIL_2_2_fruit,SER_MT WIL_2_fruit,Eucalyptus serraensis,NA,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,628,2.3,12.1,9,NA,NA,NA,NA,NA
SER_MT WIL_2_1_fruit,SER_MT WIL_2_fruit,Eucalyptus serraensis,NA,MT WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,2.3,12.1,9.4,NA,NA,NA,NA,NA
OVA_Q13_1_2_fruit,OVA_Q13_1_fruit,Eucalyptus ovata var. ovata,NA,Q13,Q13,142.3858,-37.47935,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,1.2,6.3,8.7,NA,NA,NA,NA,NA
GON_MT HOL2_2_3_fruit,GON_MT HOL2_2_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,MT HOL2,MT HOL2,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,1.6,8.4,12.2,NA,NA,NA,NA,NA
VER(typical)_MT Abrupt Stop 2_2_4_fruit,VER(typical)_MT Abrupt Stop 2_2_fruit,Eucalyptus verrucata,NA,MT Abrupt Stop 2,MTA2,142.3564,-37.5925,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1094,2.9,15.2,12.5,NA,NA,NA,NA,NA
ARE_BLK1_1_3_fruit,ARE_BLK1_1_fruit,Eucalyptus arenacea,NA,BLK1,BLK1,142.4895,-37.1851,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,1.7,8.9,7.5,NA,NA,NA,NA,NA
BAX_STOP20_1_3_fruit,BAX_STOP20_1_fruit,Eucalyptus baxteri,NA,STOP20,STOP20,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,1.9,9.9,9.2,NA,NA,NA,NA,NA
SAB_Z10_1_2_fruit,SAB_Z10_1_fruit,Eucalyptus sabulosa,NA,Z10,Z10,142.4737,-37.3468,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1,5.2,6.5,NA,NA,NA,NA,NA
VER_Griffith(top of N peak serlike)_2_1_fruit,VER_Griffith(top of N peak serlike)_2_fruit,Eucalyptus verrucata,NA,Griffith(top of N peak serlike),GRIFFITH,142.241769,-37.401557,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,806,2.5,13,11,NA,NA,NA,NA,NA
VIC_VICA_3_2_fruit,VIC_VICA_3_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,2.1,10.9,7.5,NA,NA,NA,NA,NA
PAU_MT. WIL_3_2_fruit,PAU_MT. WIL_3_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,1.2,6.2,7.5,NA,NA,NA,NA,NA
BAX_STOP20_1_4_fruit,BAX_STOP20_1_fruit,Eucalyptus baxteri,NA,STOP20,STOP20,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,1.8,9.3,9.1,NA,NA,NA,NA,NA
ARE_GOR_1_1_fruit,ARE_GOR_1_fruit,Eucalyptus arenacea,NA,GOR,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,1.9,9.8,8.9,NA,NA,NA,NA,NA
CAM_DC1_2_3_fruit,CAM_DC1_2_fruit,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1.3,6.7,10,NA,NA,NA,NA,NA
BAX_HAM3_1_1_fruit,BAX_HAM3_1_fruit,Eucalyptus baxteri,NA,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,2,10.3,7.9,NA,NA,NA,NA,NA
PAU_MT. WIL_1_5_fruit,PAU_MT. WIL_1_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,1.4,7.2,8.9,NA,NA,NA,NA,NA
ARE_MT DIF_1_4_fruit,ARE_MT DIF_1_fruit,Eucalyptus arenacea,NA,MT DIF,MT DIF,142.435565,-37.017898,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468,2.1,10.8,8.9,NA,NA,NA,NA,NA
SAB_Z10_1_3_fruit,SAB_Z10_1_fruit,Eucalyptus sabulosa,NA,Z10,Z10,142.4737,-37.3468,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,1,5.1,7.1,NA,NA,NA,NA,NA
CAM_DC1_2_1_fruit,CAM_DC1_2_fruit,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1.2,6.1,9.1,NA,NA,NA,NA,NA
BAX_SITE21_1_3_fruit,BAX_SITE21_1_fruit,Eucalyptus baxteri,NA,SITE21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,1.8,9.1,7.5,NA,NA,NA,NA,NA
OVA_STOP11_1_2_fruit,OVA_STOP11_1_fruit,Eucalyptus ovata var. ovata,NA,STOP11,STOP11,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,1.8,9.1,9.6,NA,NA,NA,NA,NA
BAX_SITE21_1_4_fruit,BAX_SITE21_1_fruit,Eucalyptus baxteri,NA,SITE21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,1.9,9.6,8.2,NA,NA,NA,NA,NA
BAX_HAM3_1_2_fruit,BAX_HAM3_1_fruit,Eucalyptus baxteri,NA,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323,2,10.1,7.9,NA,NA,NA,NA,NA
BAX_HAM1_1_2_fruit,BAX_HAM1_1_fruit,Eucalyptus baxteri,NA,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,2,10.1,8.8,NA,NA,NA,NA,NA
ARE_GOR_1_2_fruit,ARE_GOR_1_fruit,Eucalyptus arenacea,NA,GOR,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,2,10.1,9.8,NA,NA,NA,NA,NA
VIC_VICA_3_4_fruit,VIC_VICA_3_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,2.4,12.1,8.4,NA,NA,NA,NA,NA
SER_MT LUB summit_1_2_fruit,SER_MT LUB summit_1_fruit,Eucalyptus serraensis,NA,MT LUB summit,MT LUB summit,142.511743,-37.269657,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,3.2,16.1,12.1,NA,NA,NA,NA,NA
VER_E4ecotone_1_2_fruit,VER_E4ecotone_1_fruit,Eucalyptus verrucata,NA,E4ecotone,E4,142.4964667,-37.3559,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1160,3.4,17.1,12.4,NA,NA,NA,NA,NA
RAD_Rosea Ldg_1_3_fruit,RAD_Rosea Ldg_1_fruit,Eucalyptus radiata subsp. radiata,NA,Rosea Ldg,Rosea Ldg,142.518972,-37.148174,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,5,7,NA,NA,NA,NA,NA
VIC_VICA_2_1_fruit,VIC_VICA_2_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,2.2,11,9.6,NA,NA,NA,NA,NA
CAM_DC1_2_5_fruit,CAM_DC1_2_fruit,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,1.3,6.5,9.9,NA,NA,NA,NA,NA
ARE_GOR_1_3_fruit,ARE_GOR_1_fruit,Eucalyptus arenacea,NA,GOR,GGOR1,142.4257,-36.926,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,2.1,10.5,10,NA,NA,NA,NA,NA
VER(typical)_MT Abrupt Stop 2_2_1_fruit,VER(typical)_MT Abrupt Stop 2_2_fruit,Eucalyptus verrucata,NA,MT Abrupt Stop 2,MTA2,142.3564,-37.5925,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329,3,15,10.2,NA,NA,NA,NA,NA
BAX_MT THACK_1_1_fruit,BAX_MT THACK_1_fruit,Eucalyptus baxteri,NA,MT THACK,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,2.2,11,11.1,NA,NA,NA,NA,NA
ARE_MT HOL_1_2_fruit,ARE_MT HOL_1_fruit,Eucalyptus arenacea,NA,MT HOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,2,9.9,7.8,NA,NA,NA,NA,NA
BAX_GlenelgRRT1_1_4_fruit,BAX_GlenelgRRT1_1_fruit,Eucalyptus baxteri,NA,GlenelgRRT1,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,1.9,9.4,9.1,NA,NA,NA,NA,NA
VIC_VICA_2_5_fruit,VIC_VICA_2_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,569,2.3,11.3,9.3,NA,NA,NA,NA,NA
BAX_SITE21_1_1_fruit,BAX_SITE21_1_fruit,Eucalyptus baxteri,NA,SITE21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,2.1,10.3,7.6,NA,NA,NA,NA,NA
SAB_Z10_1_4_fruit,SAB_Z10_1_fruit,Eucalyptus sabulosa,NA,Z10,Z10,142.4737,-37.3468,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,1,4.9,7.2,NA,NA,NA,NA,NA
ARE_MT DIF_1_2_fruit,ARE_MT DIF_1_fruit,Eucalyptus arenacea,NA,MT DIF,MT DIF,142.435565,-37.017898,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,2,9.8,8,NA,NA,NA,NA,NA
BAX_HAM1_1_3_fruit,BAX_HAM1_1_fruit,Eucalyptus baxteri,NA,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274,1.9,9.3,8.4,NA,NA,NA,NA,NA
CAM_DC1_1_4_fruit,CAM_DC1_1_fruit,Eucalyptus camaldulensis subsp. camaldulensis,NA,DC1,DC1,142.4113,-37.1779,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,1.4,6.8,11,NA,NA,NA,NA,NA
VIC_VICA_1_1_fruit,VIC_VICA_1_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372,2.1,10.2,7.2,NA,NA,NA,NA,NA
PAU_MT. WIL_2_1_fruit,PAU_MT. WIL_2_fruit,Eucalyptus pauciflora subsp. parvifructa,NA,MT. WIL,GMTW1,142.5984,-37.3086,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154,1.3,6.3,10,NA,NA,NA,NA,NA
BAX_GlenelgRRT1_1_3_fruit,BAX_GlenelgRRT1_1_fruit,Eucalyptus baxteri,NA,GlenelgRRT1,GGLE1,142.4398,-37.1515,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333,1.9,9.2,9.1,NA,NA,NA,NA,NA
SER_MT LUB summit_1_3_fruit,SER_MT LUB summit_1_fruit,Eucalyptus serraensis,NA,MT LUB summit,MT LUB summit,142.511743,-37.269657,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,3.1,15,13,NA,NA,NA,NA,NA
BAX_MT THACK_1_2_fruit,BAX_MT THACK_1_fruit,Eucalyptus baxteri,NA,MT THACK,MT THACK,142.3295,-37.2916,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,2.3,11.1,11.1,NA,NA,NA,NA,NA
VIC_VICA_1_2_fruit,VIC_VICA_1_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,2.1,10.1,7.1,NA,NA,NA,NA,NA
WIL_Book_1_3_fruit,WIL_Book_1_fruit,Eucalyptus falciformis,NA,Book,Book,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,4.8,7.9,NA,NA,NA,NA,NA
VER_Griffith_1_5_fruit,VER_Griffith_1_fruit,Eucalyptus verrucata,NA,Griffith,GRIFFITH,142.241769,-37.401557,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,2.9,13.9,10.1,NA,NA,NA,NA,NA
ARE_MT HOL_1_5_fruit,ARE_MT HOL_1_fruit,Eucalyptus arenacea,NA,MT HOL,MT HOL,142.381343,-36.887848,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,1.9,9.1,8,NA,NA,NA,NA,NA
BAX_SITE21_1_2_fruit,BAX_SITE21_1_fruit,Eucalyptus baxteri,NA,SITE21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389,1.9,9.1,8.3,NA,NA,NA,NA,NA
BAX_STOP20_1_1_fruit,BAX_STOP20_1_fruit,Eucalyptus baxteri,NA,STOP20,STOP20,NA,NA,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,288,1.9,9.1,8.9,NA,NA,NA,NA,NA
BAX_SITE21_1_5_fruit,BAX_SITE21_1_fruit,Eucalyptus baxteri,NA,SITE21,SITE21,142.481762,-37.417372,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368,2.1,10,8.1,NA,NA,NA,NA,NA
BAX_HAM1_1_1_fruit,BAX_HAM1_1_fruit,Eucalyptus baxteri,NA,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,2.1,10,8.9,NA,NA,NA,NA,NA
VIC_VICA_1_5_fruit,VIC_VICA_1_fruit,Eucalyptus victoriana,NA,VICA,GVICA,142.344792,-37.276878,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,2.1,10,9.6,NA,NA,NA,NA,NA
GON_Q7_1_1_fruit,GON_Q7_1_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,Q7,Q7,142.42393,-37.44278,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,2.1,10,10,NA,NA,NA,NA,NA
VER_Griffith_1_1_fruit,VER_Griffith_1_fruit,Eucalyptus verrucata,NA,Griffith,GRIFFITH,142.241769,-37.401557,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,3.1,14.7,8.2,NA,NA,NA,NA,NA
BAX_HAM3_1_3_fruit,BAX_HAM3_1_fruit,Eucalyptus baxteri,NA,HAM3,GHAM3,142.5001,-37.2738,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,1.9,9,7.2,NA,NA,NA,NA,NA
ARE_BLK1_1_2_fruit,ARE_BLK1_1_fruit,Eucalyptus arenacea,NA,BLK1,BLK1,142.4895,-37.1851,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,1.9,9,7.8,NA,NA,NA,NA,NA
BAX_HAM1_1_5_fruit,BAX_HAM1_1_fruit,Eucalyptus baxteri,NA,HAM1,GHAM1,142.5012,-37.2737,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212,1.9,9,8.3,NA,NA,NA,NA,NA
GON_Q7_1_5_fruit,GON_Q7_1_fruit,Eucalyptus goniocalyx subsp. (goniocalyx|viridissima),NA,Q7,Q7,142.42393,-37.44278,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,2.1,9.9,9.1,NA,NA,NA,NA,NA
VER_Griffith_1_4_fruit,VER_Griffith_1_fruit,Eucalyptus verrucata,NA,Griffith,GRIFFITH,142.241769,-37.401557,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952,3,14.1,11,NA,NA,NA,NA,NA
VER(typical)_MT Abrupt Stop 2_2_2_fruit,VER(typical)_MT Abrupt Stop 2_2_fruit,Eucalyptus verrucata,NA,MT Abrupt Stop 2,MTA2,142.3564,-37.5925,L.J. Pollock,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1186,3.2,15,11,NA,NA,NA,NA,NA
