taxon_name,ParGenTax,ParTribeTax,ParSubfamTax,ParFamTax,ParOrdTax,ParCladeTax,reference,url,pollination,wind_water_animal_pollination,wind_pollination_explicitly_tested,pollination_text,pollination_data_source,syndrome_or_system,confidence_score,pollination_reward,nectar,scent,pollination_reward_text,pollination_reward_data_source,rank_scored_at,entered_by,entry_date
Streptothamnus moorei,Streptothamnus,NA,NA,Berberidopsidaceae,Berberidopsidales,Superasteridae,"Veldkamp, J. F. (1984). Berberidopsis (Flacourtuaceae) in Australia. Blumea: Biodiversity, Evolution and Biogeography of Plants, 30(1), 21–29.",https://repository.naturalis.nl/pub/525578/BLUM1984030001004.pdf,animal,animal,no,"""Streptothamnus moorei F.v.M…Calyx-lobes (4—)5(—6), broadly elliptic, fleshy, margin ciliolate, the outer smallest, the inner up to 2.5 by 3.25 mm, obtuse. Petals (4-)5(-7), slightly unequal, the outer largest,± elliptic, 8—9 by 4.75—7mm, broadly sessile, rather thick, margin ciliolate, obtuse. Filaments up to 4mm long...Pistil flask-shaped,up to 6mm long...Flowers very fragrant. Petals pale pink to cream""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,yes,"""Flowers very fragrant.""",explicit from the text (described as such),species,Ruby Stephens,18/3/2022
Achatocarpus praecox,Achatocarpus,NA,NA,Achatocarpaceae,Caryophyllales,Superasteridae,"Bullock, S. H. (1994). Wind Pollination of Neotropical Dioecious Trees. Biotropica, 26(2), 172–179. https://doi.org/10.2307/2388806",http://www.jstor.org/stable/2388806,wind,wind,no,"""TABLE 1. Anemophilous dioecious trees of Chamela: taxonomy, pollen morphology...Table 1 lists dioecious tree species at Chamela that I consider may be predominantly pollinated by wind. The morphology of most of the flowers is illustrated in Figure 1. All these species have small flowers of inconspicuous colors. The perianth is absent in some cases, but is larger than the sexual parts in others. Pollen dispersal is assisted by several means: exposed anthers, versatile anthers, filamentous filaments, explosive anthers and/or spring-loaded filaments...FIGURE 1. Flowers of anemophilous dioecious trees. a: Achatocarpus gracilis""",interpreted from the text,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,,,,genus,Ruby Stephens,18/3/2022
Phaulothamnus spinescens,Phaulothamnus,NA,NA,Achatocarpaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Phaulothamnus spinescens. iNaturalist. https://www.inaturalist.org/taxa/166635-Phaulothamnus-spinescens/browse_photos,https://www.inaturalist.org/taxa/166635-Phaulothamnus-spinescens/browse_photos,wind,wind,no,,guessed from the illustration,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,,,,species,Ruby Stephens,18/3/2022
Aizoon africanum,Aizoon,NA,Aizooideae,Aizoaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Aizoon africanum. iNaturalist. https://www.inaturalist.org/taxa/1038374-Aizoon-africanum/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/1038374-Aizoon-africanum/browse_photos?term_id=12&term_value_id=13,wind and insect,wind&animal,no,,guessed from the illustration,syndrome,"1 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, least confident",,,,,,species,Ruby Stephens,18/3/2022
Tetragonia tetragonoides,Tetragonia,NA,Aizooideae,Aizoaceae,Caryophyllales,Superasteridae,AusTraits- White_2020,,insect,animal,no,"""insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Mesembryanthemum crystallinum,Mesembryanthemum,NA,Mesembryanthemoideae,Aizoaceae,Caryophyllales,Superasteridae,"Western Australian Herbarium (1998–). Florabase—the Western Australian Flora. Department of Biodiversity, Conservation and Attractions. https://florabase.dpaw.wa.gov.au/
(Accessed 18 Mar 2022).",https://florabase.dpaw.wa.gov.au/browse/profile/2813,insect,animal,no,"""Insect-pollinated""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,18/3/2022
Psilocaulon parviflorum,Psilocaulon,NA,Mesembryanthemoideae,Aizoaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Psilocaulon parviflorum. iNaturalist. https://www.inaturalist.org/taxa/589865-Mesembryanthemum-parviflorum/browse_photos,https://www.inaturalist.org/taxa/589865-Mesembryanthemum-parviflorum/browse_photos,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,18/3/2022
Carpanthea pomeridiana,Carpanthea,Apatesieae,Ruschioideae,Aizoaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Carpanthea pomeridiana. iNaturalist. https://www.inaturalist.org/taxa/581783-Carpanthea-pomeridiana/browse_photos,https://www.inaturalist.org/taxa/581783-Carpanthea-pomeridiana/browse_photos,insect,animal,no,,guessed from the illustration,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,18/3/2022
Delosperma echinatum,Delosperma,Ruschieae,Ruschioideae,Aizoaceae,Caryophyllales,Superasteridae,"Sargent, R. D., & Otto, S. P. (2004). A phylogenetic analysis of pollination mode and the evolution of dichogamy in angiosperms. Evolutionary Ecology Research, 6, 1183–1199.",http://www.evolutionary-ecology.com/issues/v06n08/hhar1739.pdf,insect,animal,no,"""Delosperma echinatum…Primary pollinator…Insect""",explicit from the text (described as such),system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,18/3/2022
Sesuvium portulacastrum,Sesuvium,NA,Sesuvioideae,Aizoaceae,Caryophyllales,Superasteridae,"Primack, R. B., Duke, N. C., & Tomlinson, P. B. (1981). Floral morphology in relation to pollination ecology in five Queensland coastal plants. Austrobaileya, 1(4), 346–355.",http://www.jstor.org/stable/41738619,bee,animal,no,"""Observations of pollination by...bees in Sesuvium portulacastrum...The flowers (Fig. 16) have five fleshy tepals which are pink on the inside and green on the outside...The pollen remains in the anther only a brief time as it is rapidly removed by small, pollen-collecting bees ( Trigona hockingsi Cockerell)...Of 29 flowers tagged, nineteen fruits developed""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",pollen,no,,"""The pollen remains in the anther only a brief time as it is rapidly removed by small, pollen-collecting bees ( Trigona hockingsi Cockerell)...Bees will occasionally probe at the stamen bases of flowers at all stages of development, however, there was no observable nectar present.""",explicit from the text (described as such),species,Ruby Stephens,18/3/2022
Trianthema portulacastrum,Trianthema,NA,Sesuvioideae,Aizoaceae,Caryophyllales,Superasteridae,"Dalio, J. S. (2015). Foraging behaviour of Apis mellifera on Trianthema portulacastrum. Journal of Entomology and Zoology Studies, 3(2), 105–108.",https://www.entomoljournal.com/vol3Issue2/pdf/3-2-38.1.pdf,insect,animal,no,"""foraging behaviour of Apis mellifera on Trianthema portulacastrum...Fig 1: Apis mellifera bee foraging on Trianthema portulacastrum""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,18/3/2022
Acroglochin persicarioides,Acroglochin,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,efloras.org. (2022). Acroglochin persicarioides. Flora of Pakistan. http://www.efloras.org/object_page.aspx?object_id=7591&flora_id=5,http://www.efloras.org/object_page.aspx?object_id=7591&flora_id=5,wind,wind,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,18/3/2022
Aerva javanica,Aerva,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Aerva javanica. iNaturalist. https://www.inaturalist.org/taxa/196994-Aerva-javanica/browse_photos,https://www.inaturalist.org/taxa/196994-Aerva-javanica/browse_photos,wind and insect,wind&animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,18/3/2022
Agriophyllum squarrosum,Agriophyllum,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,,,,,,,,,,,,,,,,Ruby Stephens,18/3/2022
Allenrolfea occidentalis,Allenrolfea,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Allenrolfea occidentalis. iNaturalist. https://www.inaturalist.org/taxa/58109-Allenrolfea-occidentalis/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/58109-Allenrolfea-occidentalis/browse_photos?term_id=12&term_value_id=13,wind,wind,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,18/3/2022
Beta vulgaris,Beta,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,"Free, J. B., Williams, I. H., Longden, P. C., & Johnson, M. G. (1975). Insect pollination of sugar-beet (Beta vulgaris) seed crops. Annals of Applied Biology, 81(2), 127–134. https://doi.org/10.1111/j.1744-7348.1975.tb00529.x",http://onlinelibrary.wiley.com/doi/abs/10.1111/j.1744-7348.1975.tb00529.x,wind and insect,wind&animal,no,"""Sugar beet is usually considered to be pollinated by wind and insects, the former being the more important…However, wind pollination is not always adequate, and it is reported that visits by honeybees, which can be numerous, sometimes increase seed yield...Insect pollination is therefore probably more important for hybrid than normal seed crops""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",nectar and pollen,yes,,"""Insect visitors to sugar-beet flowers eat or collect the nectar and pollen""",explicit from the text (described as such),species,Ruby Stephens,2/2/2022
Bienertia cycloptera,Bienertia,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,,,,,,,,,,,,,,,,Ruby Stephens,18/3/2022
Celosia argentea,Celosia,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,"Source 1: Bodhipadma, K., Noichinda, S., Yadbuntung, I., Buaeiam, W., & Leung, D. W. M. (2010). Comparison of in vitro and in vivo inflorescence of common cockscomb (Celosia argentea var. Cristata). ScienceAsia, 36(1), 68. https://doi.org/10.2306/scienceasia1513-1874.2010.36.068; Source 2: Kato, M., Kosaka, Y., Kawakita, A., Okuyama, Y., Kobayashi, C., Phimminith, T., & Thongphan, D. (2008). Plant–pollinator interactions in tropical monsoon forests in Southeast Asia. American Journal of Botany, 95(11), 1375–1394. https://doi.org/10.3732/ajb.0800114",http://www.scienceasia.org/content/viewabstract.php?ms=2479; http://onlinelibrary.wiley.com/doi/abs/10.3732/ajb.0800114,wind and insect,wind&animal,no,"Source 1: ""common cockscomb is a wind and insect pollinated plant"" Source 2: ""Two plant species were visited mainly by wasps (Vespoidea and Sphecoidea): Cuscuta japonica (Convolvulaceae) and Celosia argentea (Amaranthaceae).""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,2/2/2022
Chenopodium desertorum,Chenopodium,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,AusTraits- White_2020,https://profiles.ala.org.au/opus/foa/profile/Chenopodium%20desertorum,wind,wind,no,"""abiotic""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Corispermum filifolium,Corispermum,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,,,,,,,,,,,,,,,,Ruby Stephens,18/3/2022
Haloxylon ammodendron,Haloxylon,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,"Chen, M., & Zuo, X.-A. (2019). Effect of Pollen Limitation and Pollinator Visitation on Pollination Success of Haloxylon ammodendron (C. A. Mey.) Bunge in Fragmented Habitats. Frontiers in Plant Science, 10. https://www.frontiersin.org/article/10.3389/fpls.2019.00327",https://www.frontiersin.org/article/10.3389/fpls.2019.00327,wind and insect,wind&animal,yes,"""In H. ammodendron, Apis mellifera was found to be the dominant pollinator...We also determined that outcrossing was dominant in the breeding system and that wind pollination played an important role in pollination success...H. ammodendron has yellowish, bisexual flowers with five stamens and one pistil...On the same plant in each plot, one marked branch (n = 3 flowers) was used for natural pollination; one branch (n = 3 flowers) was used for wind pollination, for which the stamens were removed prior to the release of pollen; and the flowers were covered in a mesh bag (1 mm2) to prevent visits by insects (Krishnana et al., 2012)...Our results indicated that bees (Hymenoptera) accounted for 91.2% of all 216 floral visitors observed...In the natural habitat, natural and wind-pollinated flowers had mean seed set values of 27.3 ± 3.8 and 18.1 ± 4.9%, respectively. Moreover, the mean seed set of the self-pollinated flowers was only 3.9 ± 1.2% in the natural habitat. Our results indicated that anemophily suffices for pollination in this species.""",explicit from the text (described as such),system,"6 - Pollination system, wind pollination explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators tested",,,,,,species,Ruby Stephens,18/3/2022
Nitrophila occidentalis,Nitrophila,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Nitrophila occidentalis. iNaturalist. https://www.inaturalist.org/taxa/78223-Nitrophila-occidentalis/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/78223-Nitrophila-occidentalis/browse_photos?term_id=12&term_value_id=13,wind and insect,wind&animal,no,,guessed from the illustration,syndrome,"1 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, least confident",,,,,,species,Ruby Stephens,21/3/2022
Polycnemum majus,Polycnemum,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,TRY- BiolFlor,,wind and insect,wind&animal,no,"""Short tongued bees, syrphids, flies, beetles…wind the rule""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Salicornia bigelovii,Salicornia,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Salicornia bigelovii. iNaturalist. https://www.inaturalist.org/taxa/78929-Salicornia-bigelovii/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/78929-Salicornia-bigelovii/browse_photos?term_id=12&term_value_id=13,wind,wind,no,,guessed from the illustration,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,,,,species,Ruby Stephens,21/3/2022
Salsola canescens,Salsola,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,,,,,,,,,,,,,,,,Ruby Stephens,21/3/2022
Sclerolaena obliquicuspis,Sclerolaena,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,TRY- New South Wales Plant Traits Database; AusTraits- White_2020,,wind,wind,no,"""abiotic…wind""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Spinacia oleracea,Spinacia,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,Kew Science. (2022). Spinacia oleracea L. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167384-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:167384-1,wind,wind,no,,guessed from the illustration,syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",,,,,,species,Ruby Stephens,21/3/2022
Spirobassia hirsuta,Spirobassia,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,,,,,,,,,,,,,,,,Ruby Stephens,21/3/2022
Suaeda altissima,Suaeda,NA,NA,Amaranthaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Suaeda altissima. iNaturalist. https://www.inaturalist.org/taxa/896261-Suaeda-altissima/browse_photos,https://www.inaturalist.org/taxa/896261-Suaeda-altissima/browse_photos,,,,,,,,,,,,,species,Ruby Stephens,21/3/2022
Anacampseros papyracea,Anacampseros,NA,NA,Anacampserotaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Anacampseros papyracea. iNaturalist. https://www.inaturalist.org/taxa/596576-Anacampseros-papyracea/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/596576-Anacampseros-papyracea/browse_photos?term_id=12&term_value_id=13,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,21/3/2022
Talinopsis frutescens,Talinopsis,NA,NA,Anacampserotaceae,Caryophyllales,Superasteridae,"Miguel-Vázquez, M. I., & Ocampo, G. (2017). Knowing More About Talinopsis frutescens (Arroyo Fameflower) a North American Endemic Succulent Species. Cactus and Succulent Journal, 89(2), 88–91. https://doi.org/10.2985/015.089.0205",http://bioone.org/journals/cactus-and-succulent-journal/volume-89/issue-2/015.089.0205/Knowing-More-About-Talinopsis-frutescens-Arroyo-Fameflower-a-North-American/10.2985/015.089.0205.full,insect,animal,no,"""Finding plants in bloom allowed us to observe some floral visitors, such as spiders, wasps, and flies (Fig. 5), although the potential pollinator(s) of this species remains a mystery…[Figure 5 shows native bees visiting flower]""",seen explicitly on the illustration,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,21/3/2022
Ancistrocladus korupensis,Ancistrocladus,NA,NA,Ancistrocladaceae,Caryophyllales,Superasteridae,"Porembski, S. (2003). Ancistrocladaceae. In K. Kubitzki & C. Bayer (Eds.), Flowering Plants · Dicotyledons: Malvales, Capparales and Non-betalain Caryophyllales (pp. 25–27). Springer. https://doi.org/10.1007/978-3-662-07255-4_9",https://doi.org/10.1007/978-3-662-07255-4_9,insect,animal,no,"""POLLINATION AND DISPERSAL. There are no reports on the mode of pollination...The scentless flowers are orange, yellow, whitish yellow or yellow-green, which points to melittophily. Flowers open early in the morning and wilt in the afternoon of the same day.""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,genus,Ruby Stephens,21/3/2022
Ancistrocladus tectorius,Ancistrocladus,NA,NA,Ancistrocladaceae,Caryophyllales,Superasteridae,efloras.org. (2022). Ancistrocladus tectorius. Flora of China. http://www.efloras.org/object_page.aspx?object_id=94322&flora_id=2,http://www.efloras.org/object_page.aspx?object_id=94322&flora_id=2,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,21/3/2022
Asteropeia micraster,Asteropeia,NA,NA,Asteropeiaceae,Caryophyllales,Superasteridae,"Schatz, G., Lowry II, P., & Wolf, A.-E. (1999). Endemic families of Madagascar. IV. A synoptic revision of Asteropeia (Asteropeiaceae). Adansonia, 21, 255–268.",https://www.researchgate.net/publication/264046760_Endemic_families_of_Madagascar_IV_A_synoptic_revision_of_Asteropeia_Asteropeiaceae,insect,animal,no,"""species of Asteropeia ate hermaphroditic and have relatively small but showy flowers with petals and sepals, and thus are almost surely adapted to insect pollination.""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,genus,Ruby Stephens,21/3/2022
Barbeuia madagascariensis,Barbeuia,NA,NA,Barbeuiaceae,Caryophyllales,Superasteridae,"Watson, L., and Dallwitz, M.J. 1992 onwards. The families of flowering plants: descriptions, illustrations, identification, and information retrieval. Version: 18th March 2022. delta-intkey.com",https://www.delta-intkey.com/angio/www/barbeuia.htm,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,21/3/2022
Anredera cordifolia,Anredera,NA,NA,Basellaceae,Caryophyllales,Superasteridae,"Vivian-Smith, G., Lawson, B. E., & Turnbull, I. (2007). The biology of Australian weeds 46. Anredera cordifolia (Ten.) Steenis. Plant Protection Quarterly, 22(1), 2–10.",https://www.researchgate.net/publication/264240257_The_biology_of_Australian_weeds_46_Anredera_cordifolia_Ten_Steenis,insect,animal,no,"""Flowers appear bisexual but are often func- tionally unisexual (Sperling 1987). No pol- lination studies of Madeira vine have been identified. However, flowers are scented and produced in a large display, with stamens bearing a nectary at their base (Sperling 1987), suggesting pollination by insects. The flowers of Madeira vine plants in Maui (Hawaii) were noted to attract po- tential pollinators, including various Hy- menoptera (including bees, wasps, and ants) but did not set fruit (Starr et al. 2003). Inflorescences of several other members of the genus are reported to be attractive to flies in their native range (Sperling 1987).""",explicit from the text (described as such),syndrome,"3 - Pollination syndrome but adaptations for animal pollination (nectar, scent, staminodes, sticky pollen) or else wind pollination (very reduced perianth, feathery stigma, exposed anthers with dry powdery pollen) or abiotic pollination clearly described",nectar,yes,yes,"""flowers are scented...with stamens bearing a nectary at their base (Sperling 1987)""",interpreted from the text,species,Ruby Stephens,21/3/2022
Basella alba,Basella,NA,NA,Basellaceae,Caryophyllales,Superasteridae,Kew Science. (2022). Basella alba L. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:164286-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:164286-1,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,21/3/2022
Opuntia microdasys,Opuntia,NA,Opuntioideae,Cactaceae,Caryophyllales,Superasteridae,"Reyes-Agüero, J. A., Aguirre R., J. R., & Valiente-Banuet, A. (2006). Reproductive biology of Opuntia: A review. Journal of Arid Environments, 64(4), 549–585. https://doi.org/10.1016/j.jaridenv.2005.06.018",https://www.sciencedirect.com/science/article/pii/S0140196305001564,bee,animal,no,"""Grant (1979a, b), Grant et al. (1979) and Grant and Hurd (1979) have described for Opuntia a bee-flower pollination syndrome. The genus Opuntia comprises plants with a long flowering season, large cyathiform flowers, with perianth measuring from 5 to 10 cm in diameter by 5 cm high, numerous tepals, attractive colors, sweet and soft fragrance, numerous stamens with few pollen grains or few stamens with abundant pollen, highly nutritious pollen, style protruding from stamens, green sticky stigma, stigma lobes that facilitate insect alighting or landing and occasionally nectaries (Grant et al., 1979; Osborn et al., 1988; Nerd and Mizrahi, 1995)...Table 2 Bees (Hymenoptera) pollinators of Opuntia [shows Opuntia microdasys bee pollinated]""",interpreted from the text,system,4 - Pollination system based on general observations of pollinator visitation and informed by syndrome,,,,,,species,Ruby Stephens,21/3/2022
Pereskia aculeata,Pereskia,NA,Pereskioideae,Cactaceae,Caryophyllales,Superasteridae,"Becker, R. (2020). Polinização e biologia reprodutiva em Cereus hildmannianus K. Schum. E Pereskia aculeata Mill. (CACTACEAE) [Universidade Federal do Rio Grande do Sul]. https://lume.ufrgs.br/handle/10183/212083",https://lume.ufrgs.br/handle/10183/212083,insect,animal,no,"""Pereskia aculeata is a early divergent species in Cactaceae, showing morphologicaly and physiologicaly plesiomorphic features. Its flowers have diurnal anthesis and are self- compatible, but showing partially xenogamic incompatibility between differents morfotypes. It is pollinator-dependent and attracts mainly Meliponini tribe native bees, but also can be pollinated by another bee groups, as well as beetles and wasps that feed or collect pollen, evidencing a ecologic specialization.""",explicit from the text (described as such),system,"5 - Pollination system but wind pollination not explicitly tested for, pollination rewards clear, pollination efficiency of different pollinators not explicitly tested but pollinators observed transporting pollen and effecting pollination",,,,,,species,Ruby Stephens,21/3/2022
Stellaria media,Stellaria,Alsineae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, BASECO, Ecological Flora of the British Isles, Sheffield-Iran-Spain Database, Traits from the Wildfire Project, Sheffield Database",,insect,animal,no,"""pollination animals…syrphids, bees…insects the rule…insects rare…cleistogamy rare…cleistogamy possible…selfing the rule…selfing at failure of outcrossing…entomogamous…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Corrigiola litoralis,Corrigiola,Corrigioleae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, Ecological Flora of the British Isles",,insect,animal,no,"""syrphids, bees…insects rare…pseudocleistogamy the rule…selfing the rule…selfed""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Telephium imperati,Telephium,Corrigioleae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,Kew Science. (2022). Telephium imperati L. Plants of the World Online. https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:364710-1,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:364710-1,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,21/3/2022
Herniaria glabra,Herniaria,Paronychieae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, Ecological Flora of the British Isles",,insect,animal,no,"""beetles, flies, syrphids, wasps, medium tongued bees…insects the rule…insects possible…selfing the rule…insect""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Paronychia canadensis,Paronychia,Paronychieae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Paronychia canadensis. iNaturalist. https://www.inaturalist.org/taxa/136368-Paronychia-canadensis/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/136368-Paronychia-canadensis/browse_photos?term_id=12&term_value_id=13,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,21/3/2022
Drymaria cordata,Drymaria,Polycarpaeae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,iNaturalist. (2022). Drymaria cordata. iNaturalist. https://www.inaturalist.org/taxa/48556-Drymaria-cordata/browse_photos?term_id=12&term_value_id=13,https://www.inaturalist.org/taxa/48556-Drymaria-cordata/browse_photos?term_id=12&term_value_id=13,insect,animal,no,,guessed from the illustration,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,21/3/2022
Polycarpon tetraphyllum,Polycarpon,Polycarpaeae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, BASECO",,wind and insect,wind&animal,no,"""syrphids, bees…selfing the rule…anemogamous""",interpreted from the text,syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,2/2/2022
Sagina procumbens,Sagina,Sagineae,NA,Caryophyllaceae,Caryophyllales,Superasteridae,"TRY- BiolFlor, Ecological Flora of the British Isles",,insect,animal,no,"""syrphids, bees…insects rare…selfing the rule…selfed""",explicit from the text (described as such),syndrome,"2 - Pollination syndrome based on interpretations of images or illustrations and text, and similar species, still relatively confident",,,,,,species,Ruby Stephens,3/2/2022
