Date,Site,Position,Spp,Branchno,IndividualLeafnumber,Area,DryweightGroup,Date dryweight
26-Apr,F10S,Mid,BaGun,2,32,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,2,33,1.766,,30-Apr
26-Apr,F10S,Mid,BaGun,2,34,2.98,,30-Apr
26-Apr,F10S,Mid,BaGun,2,35,1.987,,30-Apr
26-Apr,F10S,Mid,BaGun,2,36,1.876,,30-Apr
26-Apr,F10S,Mid,BaGun,2,37,4.304,,30-Apr
26-Apr,F10S,Mid,BaGun,2,38,1.656,,30-Apr
26-Apr,F10S,Mid,BaGun,2,39,2.428,,30-Apr
26-Apr,F10S,Mid,BaGun,3,1,6.07,0.027,30-Apr
26-Apr,F10S,Mid,BaGun,3,2,2.98,,30-Apr
26-Apr,F10S,Mid,BaGun,3,3,8.719,,30-Apr
26-Apr,F10S,Mid,BaGun,3,4,6.181,,30-Apr
26-Apr,F10S,Mid,BaGun,3,5,4.084,,30-Apr
26-Apr,F10S,Mid,BaGun,3,6,4.967,,30-Apr
26-Apr,F10S,Mid,BaGun,3,7,4.415,,30-Apr
26-Apr,F10S,Mid,BaGun,3,8,3.421,,30-Apr
26-Apr,F10S,Mid,BaGun,3,9,7.615,,30-Apr
26-Apr,F10S,Mid,BaGun,3,10,3.863,,30-Apr
26-Apr,F10S,Mid,BaGun,3,11,3.09,,30-Apr
26-Apr,F10S,Mid,BaGun,3,12,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,3,13,9.05,,30-Apr
26-Apr,F10S,Mid,BaGun,3,14,2.759,,30-Apr
26-Apr,F10S,Mid,BaGun,3,15,4.636,,30-Apr
26-Apr,F10S,Mid,BaGun,3,16,4.084,,30-Apr
26-Apr,F10S,Mid,BaGun,3,17,3.421,,30-Apr
26-Apr,F10S,Mid,BaGun,3,18,4.967,,30-Apr
26-Apr,F10S,Mid,BaGun,3,19,6.401,,30-Apr
26-Apr,F10S,Mid,BaGun,3,20,3.311,,30-Apr
26-Apr,F10S,Mid,BaGun,3,21,4.304,,30-Apr
26-Apr,F10S,Mid,BaGun,3,22,2.98,,30-Apr
26-Apr,F10S,Mid,BaGun,3,23,3.532,,30-Apr
26-Apr,F10S,Mid,BaGun,3,24,4.746,,30-Apr
26-Apr,F10S,Mid,BaGun,3,25,4.636,,30-Apr
26-Apr,F10S,Mid,BaGun,3,26,5.077,,30-Apr
26-Apr,F10S,Mid,BaGun,3,27,4.746,,30-Apr
26-Apr,F10S,Mid,BaGun,3,28,5.518,,30-Apr
26-Apr,F10S,Mid,BaGun,3,29,3.642,,30-Apr
26-Apr,F10S,Mid,BaGun,3,30,5.187,,30-Apr
26-Apr,F10S,Mid,BaGun,3,31,5.408,,30-Apr
26-Apr,F10S,Mid,BaGun,3,32,5.739,,30-Apr
26-Apr,F10S,Mid,BaGun,3,33,7.174,,30-Apr
26-Apr,F10S,Mid,BaGun,3,34,3.201,,30-Apr
26-Apr,F10S,Mid,BaGun,3,35,4.525,,30-Apr
26-Apr,F10S,Mid,BaGun,3,36,7.064,,30-Apr
26-Apr,F10S,Mid,BaGun,3,37,5.077,,30-Apr
26-Apr,F10S,Mid,BaGun,3,38,3.753,,30-Apr
26-Apr,F10S,Mid,BaGun,3,39,6.07,,30-Apr
26-Apr,F10S,Mid,BaGun,3,40,4.856,,30-Apr
26-Apr,F10S,Mid,BaGun,3,41,2.428,,30-Apr
26-Apr,F10S,Mid,BaGun,3,42,3.973,,30-Apr
26-Apr,F10S,Mid,BaGun,3,43,5.85,,30-Apr
26-Apr,F10S,Mid,BaGun,3,44,5.187,,30-Apr
26-Apr,F10S,Mid,BaGun,3,45,3.201,,30-Apr
26-Apr,F10S,Mid,BaGun,3,46,1.104,,30-Apr
26-Apr,F10S,Mid,BaGun,3,47,2.98,,30-Apr
26-Apr,F10S,Mid,EpGun,1,1,9.161,0.016,30-Apr
26-Apr,F10S,Mid,EpGun,1,2,7.615,,30-Apr
26-Apr,F10S,Mid,EpGun,1,3,10.044,,30-Apr
26-Apr,F10S,Mid,EpGun,1,4,8.167,,30-Apr
26-Apr,F10S,Mid,EpGun,1,5,6.181,,30-Apr
26-Apr,F10S,Mid,EpGun,1,6,7.395,,30-Apr
26-Apr,F10S,Mid,EpGun,1,7,8.278,,30-Apr
26-Apr,F10S,Mid,EpGun,1,8,6.512,,30-Apr
26-Apr,F10S,Mid,EpGun,1,9,9.05,,30-Apr
26-Apr,F10S,Mid,EpGun,1,10,8.719,,30-Apr
26-Apr,F10S,Mid,EpGun,1,11,13.024,,30-Apr
26-Apr,F10S,Mid,EpGun,1,12,8.388,,30-Apr
26-Apr,F10S,Mid,EpGun,1,13,9.271,,30-Apr
26-Apr,F10S,Mid,EpGun,1,14,0.993,,30-Apr
26-Apr,F10S,Mid,EpGun,2,1,9.271,0.01,30-Apr
26-Apr,F10S,Mid,EpGun,2,2,8.057,,30-Apr
26-Apr,F10S,Mid,EpGun,2,3,7.615,,30-Apr
26-Apr,F10S,Mid,EpGun,2,4,8.498,,30-Apr
26-Apr,F10S,Mid,EpGun,2,5,16.004,,30-Apr
26-Apr,F10S,Mid,EpGun,2,6,8.388,,30-Apr
26-Apr,F10S,Mid,EpGun,2,7,8.167,,30-Apr
26-Apr,F10S,Mid,EpGun,2,8,9.712,,30-Apr
26-Apr,F10S,Mid,EpGun,2,9,9.602,,30-Apr
26-Apr,F10S,Mid,EpGun,2,10,3.863,,30-Apr
26-Apr,F10S,Mid,EpGun,2,11,1.435,,30-Apr
26-Apr,F10S,Mid,EpGun,2,12,7.395,,30-Apr
26-Apr,F10S,Mid,EpGun,2,13,4.415,,30-Apr
26-Apr,F10S,Mid,EpGun,3,1,9.492,0.018,30-Apr
26-Apr,F10S,Mid,EpGun,3,2,9.161,,30-Apr
26-Apr,F10S,Mid,EpGun,3,3,9.05,,30-Apr
26-Apr,F10S,Mid,EpGun,3,4,8.609,,30-Apr
26-Apr,F10S,Mid,EpGun,3,5,8.719,,30-Apr
26-Apr,F10S,Mid,EpGun,3,6,9.602,,30-Apr
26-Apr,F10S,Mid,EpGun,3,7,10.044,,30-Apr
26-Apr,F10S,Mid,EpGun,3,8,8.94,,30-Apr
26-Apr,F10S,Mid,EpGun,3,9,9.05,,30-Apr
26-Apr,F10S,Mid,EpGun,3,10,9.05,,30-Apr
26-Apr,F10S,Mid,EpGun,3,11,9.492,,30-Apr
26-Apr,F10S,Mid,EpGun,3,12,9.602,,30-Apr
26-Apr,F10S,Mid,EpGun,3,13,8.94,,30-Apr
26-Apr,F10S,Mid,EpGun,3,14,10.044,,30-Apr
26-Apr,F10S,Mid,PoAlp,1,1,27.482,0.027,30-Apr
26-Apr,F10S,Mid,PoAlp,1,2,35.87,,30-Apr
26-Apr,F10S,Mid,PoAlp,1,3,29.8,,30-Apr
26-Apr,F10S,Mid,PoAlp,1,4,43.265,,30-Apr
26-Apr,F10S,Mid,PoAlp,1,5,36.091,,30-Apr
26-Apr,F10S,Mid,PoAlp,1,6,1.214,,30-Apr
26-Apr,F10S,Mid,PoAlp,1,7,35.429,,30-Apr
26-Apr,F10S,Mid,PoAlp,2,1,35.98,0.037,30-Apr
26-Apr,F10S,Mid,PoAlp,2,2,43.485,,30-Apr
26-Apr,F10S,Mid,PoAlp,2,3,42.051,,30-Apr
26-Apr,F10S,Mid,PoAlp,2,4,39.181,,30-Apr
26-Apr,F10S,Mid,PoAlp,2,5,38.188,,30-Apr
26-Apr,F10S,Mid,PoAlp,2,6,36.201,,30-Apr
26-Apr,F10S,Mid,PoAlp,3,1,23.619,0.025,30-Apr
26-Apr,F10S,Mid,PoAlp,3,2,24.723,,30-Apr
26-Apr,F10S,Mid,PoAlp,3,3,25.164,,30-Apr
26-Apr,F10S,Mid,PoAlp,3,4,28.586,,30-Apr
26-Apr,F10S,Mid,PoAlp,3,5,24.943,,30-Apr
26-Apr,F10S,Mid,PoAlp,3,6,23.509,,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,1,16.445,0.026,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,2,17.549,,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,3,25.054,,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,4,14.348,,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,5,23.619,,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,6,31.345,,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,7,23.288,,30-Apr
26-Apr,F10S,Bottom,PoAlp,1,8,33,,30-Apr
26-Apr,F10S,Bottom,PoAlp,2,1,36.532,0.036,30-Apr
26-Apr,F10S,Bottom,PoAlp,2,2,32.669,,30-Apr
26-Apr,F10S,Bottom,PoAlp,2,3,54.633,,30-Apr
26-Apr,F10S,Bottom,PoAlp,2,4,39.623,,30-Apr
26-Apr,F10S,Bottom,PoAlp,2,5,36.532,,30-Apr
26-Apr,F10S,Bottom,PoAlp,2,6,23.509,,30-Apr
26-Apr,F10S,Bottom,PoAlp,3,1,17.769,0.019,30-Apr
26-Apr,F10S,Bottom,PoAlp,3,2,22.074,,30-Apr
26-Apr,F10S,Bottom,PoAlp,3,3,12.251,,30-Apr
26-Apr,F10S,Bottom,PoAlp,3,4,18.432,,30-Apr
26-Apr,F10S,Bottom,PoAlp,3,5,22.515,,30-Apr
26-Apr,F10S,Bottom,PoAlp,3,6,14.679,,30-Apr
26-Apr,F10S,Bottom,PoAlp,3,7,23.288,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,1,6.181,0.005,30-Apr
26-Apr,F10S,Bottom,EpGun,1,2,6.181,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,3,5.629,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,4,5.85,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,5,6.07,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,6,6.07,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,7,5.629,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,8,6.291,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,9,6.07,,30-Apr
26-Apr,F10S,Bottom,EpGun,1,10,5.739,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,1,10.044,0.014,30-Apr
26-Apr,F10S,Bottom,EpGun,2,2,9.933,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,3,8.719,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,4,10.816,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,5,9.933,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,6,9.712,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,7,10.375,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,8,8.83,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,9,16.114,,30-Apr
26-Apr,F10S,Bottom,EpGun,2,10,9.492,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,1,8.167,0.009,30-Apr
26-Apr,F10S,Bottom,EpGun,3,2,8.83,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,3,8.278,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,4,8.057,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,5,8.388,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,6,9.271,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,7,8.498,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,8,8.94,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,9,9.381,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,10,9.712,,30-Apr
26-Apr,F10S,Bottom,EpGun,3,11,8.057,,30-Apr
26-Apr,F15N,Top,PoAlp,1,1,33.111,0.042,30-Apr
26-Apr,F15N,Top,PoAlp,1,2,33,,30-Apr
26-Apr,F15N,Top,PoAlp,1,3,46.134,,30-Apr
26-Apr,F15N,Top,PoAlp,1,4,48.452,,30-Apr
26-Apr,F15N,Top,PoAlp,1,5,29.579,,30-Apr
26-Apr,F15N,Top,PoAlp,1,6,39.402,,30-Apr
26-Apr,F15N,Top,PoAlp,2,1,49.666,0.052,30-Apr
26-Apr,F15N,Top,PoAlp,2,2,66.663,,30-Apr
26-Apr,F15N,Top,PoAlp,2,3,45.693,,30-Apr
26-Apr,F15N,Top,PoAlp,2,4,66.773,,30-Apr
26-Apr,F15N,Top,PoAlp,2,5,37.415,,30-Apr
26-Apr,F15N,Top,PoAlp,2,6,50.88,,30-Apr
26-Apr,F15N,Top,PoAlp,2,7,45.472,,30-Apr
26-Apr,F15N,Top,PoAlp,3,1,33.663,0.04,30-Apr
26-Apr,F15N,Top,PoAlp,3,2,35.539,,30-Apr
26-Apr,F15N,Top,PoAlp,3,3,33.773,,30-Apr
26-Apr,F15N,Top,PoAlp,3,4,33.221,,30-Apr
26-Apr,F15N,Top,PoAlp,3,5,41.94,,30-Apr
26-Apr,F15N,Top,PoAlp,3,6,30.02,,30-Apr
26-Apr,F15N,Top,PoAlp,3,7,43.375,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,1,3.863,0.018,30-Apr
26-Apr,DickN,Bottom,KuMue,1,2,3.642,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,3,2.87,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,4,3.863,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,5,4.304,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,6,1.656,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,7,3.09,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,8,5.85,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,9,3.201,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,10,2.649,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,11,2.87,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,12,12.692,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,13,3.201,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,14,2.87,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,15,3.863,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,16,2.538,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,17,2.649,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,18,2.759,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,19,1.545,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,20,8.167,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,21,3.642,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,22,4.194,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,23,2.759,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,24,8.498,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,25,3.753,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,26,2.207,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,27,3.09,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,28,4.636,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,29,2.759,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,30,2.538,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,31,4.304,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,32,3.863,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,33,2.428,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,34,2.98,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,35,3.532,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,36,7.947,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,37,5.739,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,38,4.967,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,39,3.642,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,40,4.636,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,41,3.532,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,42,3.753,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,43,4.636,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,44,4.636,,30-Apr
26-Apr,DickN,Bottom,KuMue,1,45,5.077,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,1,5.187,0.012,30-Apr
26-Apr,DickN,Bottom,KuMue,2,2,3.642,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,3,2.428,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,4,10.816,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,5,4.636,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,6,5.96,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,7,7.395,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,8,5.298,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,9,3.973,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,10,3.863,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,11,12.03,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,12,2.538,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,13,3.753,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,14,1.545,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,15,3.973,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,16,4.525,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,17,2.759,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,18,2.318,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,19,8.83,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,20,4.304,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,21,3.753,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,22,3.642,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,23,3.09,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,24,7.726,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,25,3.09,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,26,1.214,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,27,4.084,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,28,3.532,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,29,6.953,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,30,6.181,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,31,3.09,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,32,2.649,,30-Apr
26-Apr,DickN,Bottom,KuMue,2,33,2.98,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,1,2.538,0.011,30-Apr
26-Apr,DickN,Bottom,KuMue,3,2,2.097,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,3,2.538,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,4,8.498,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,5,2.428,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,6,4.746,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,7,2.649,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,8,18.432,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,9,4.415,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,10,6.622,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,11,5.96,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,12,5.96,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,13,6.291,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,14,2.98,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,15,3.863,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,16,9.161,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,17,3.311,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,18,2.98,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,19,1.324,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,20,5.298,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,21,3.311,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,22,3.863,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,23,11.037,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,24,1.656,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,25,3.642,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,26,2.98,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,27,1.545,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,28,0.993,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,29,2.98,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,30,3.863,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,31,1.214,,30-Apr
26-Apr,DickN,Bottom,KuMue,3,32,2.649,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,1,1.766,0.007,30-Apr
26-Apr,F14S,Bottom,KuMue,1,2,3.642,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,3,5.518,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,4,3.532,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,5,2.98,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,6,3.201,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,7,2.207,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,8,1.545,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,9,2.759,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,10,3.753,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,11,3.09,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,12,1.876,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,13,2.759,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,14,4.636,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,15,2.097,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,16,5.298,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,17,2.87,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,18,1.324,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,19,3.863,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,20,3.532,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,21,1.214,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,22,3.642,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,23,2.759,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,24,2.538,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,25,3.753,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,26,4.636,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,27,1.876,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,28,2.318,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,29,3.09,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,30,2.87,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,31,2.538,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,32,3.421,,30-Apr
26-Apr,F14S,Bottom,KuMue,1,33,2.318,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,1,5.739,0.022,30-Apr
26-Apr,F14S,Bottom,KuMue,2,2,2.649,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,3,3.863,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,4,4.746,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,5,3.311,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,6,6.733,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,7,3.09,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,8,3.311,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,9,3.311,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,10,6.733,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,11,3.09,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,12,1.987,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,13,2.87,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,14,2.98,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,15,2.318,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,16,3.973,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,17,7.064,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,18,12.03,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,19,11.589,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,20,2.097,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,21,2.87,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,22,2.98,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,23,2.87,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,24,6.512,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,25,2.98,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,26,5.85,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,27,3.421,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,28,3.642,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,29,6.622,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,30,2.759,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,31,2.428,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,32,1.545,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,33,3.642,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,34,1.214,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,35,2.428,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,36,1.324,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,37,1.214,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,38,1.656,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,39,3.532,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,40,3.642,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,41,2.097,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,42,3.532,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,43,3.201,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,44,5.187,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,45,3.642,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,46,2.428,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,47,2.318,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,48,1.766,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,49,2.428,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,50,2.759,,30-Apr
26-Apr,F14S,Bottom,KuMue,2,51,2.759,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,1,8.278,0.011,30-Apr
26-Apr,F14S,Bottom,KuMue,3,2,3.532,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,3,2.649,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,4,3.09,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,5,4.194,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,6,1.876,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,7,3.753,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,8,7.395,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,9,2.538,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,10,1.876,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,11,1.214,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,12,4.636,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,13,1.324,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,14,2.318,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,15,9.05,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,16,2.207,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,17,1.987,,30-Apr
26-Apr,F14S,Bottom,KuMue,3,18,2.318,,30-Apr
