Column heading,Extant/Extinct,Native/Exotic,Species,Family,FOREST,WOODLAND,SCRUBLAND,DWARF SCRUB,GRASSLAND,COASTAL DUNES,H2O FRESH,H2O SALINE,DESERT,RIPARIAN,ANTHROPOGNEIC,Growth form,Life form,Plant height,Clonality,Clonality_b,Dispersal mode,Nutrient uptake strategy,Spinescence,Seed Mass,Pollination System,Photosynthetic Pathway,SLA,Melbourne,Adelaide,context,SLA_duplicate,seed_mass_duplicate,plant_height_duplicate,SLA_filtered,Plant height_filtered,Seed Mass_filtered
4,1,0,Lissanthe strigosa,EPACRIDACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,3,4,2,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,plant_height,NA,NA,NA
NA,1,NA,Adriana klotzschii,EUPHORBIACEAE,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,8,1,3,1,NA,6,NA,0,NA,1,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Beyeria lechenaultii,EUPHORBIACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1.5,1,NA,6,2,0,NA,1,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1.5,NA
NA,1,NA,Euphorbia drummondii,EUPHORBIACEAE,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,1,5,0.05,1,NA,1,2,0,NA,1,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.05,NA
NA,1,NA,Micrantheum demissum,EUPHORBIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.5,1,NA,6,NA,0,NA,1,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
NA,1,NA,Phyllanthus australis,EUPHORBIACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,7,2,0.3,1,NA,1,2,0,NA,0,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.3,NA
NA,1,NA,Phyllanthus saxosus,EUPHORBIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,1,NA,1,2,0,NA,0,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2,NA
NA,1,NA,Poranthera ericoides,EUPHORBIACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.25,1,NA,1,2,0,NA,1,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.25,NA
NA,1,NA,Poranthera triandra,EUPHORBIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,0.4,1,NA,1,2,0,NA,1,NA,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.4,NA
NA,1,NA,Daviesia benthamii ssp. humilis,FABACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.6,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.6,NA
NA,1,NA,Daviesia brevifolia,FABACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,1,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
4,1,0,Dillwynia hispida,FABACEAE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,2,0.6,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.6,NA
NA,1,NA,Gompholobium ecostatum,FABACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
NA,1,NA,Phyllota pleurandroides,FABACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.5,2,c,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
NA,1,NA,Phyllota remota,FABACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0.5,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
NA,1,NA,Psoralea australasica,FABACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,8,2.5,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2.5,NA
NA,1,NA,Psoralea cinereum,FABACEAE,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,4,1,1,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Psoralea parva,FABACEAE,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,3,0.3,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.3,NA
NA,1,NA,Psoralea patens,FABACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.1,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.1,NA
NA,1,NA,Pultenaea acerosa,FABACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.6,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.6,NA
NA,1,NA,Pultenaea canaliculata,FABACEAE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2,NA
NA,1,NA,Pultenaea daphnoides,FABACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Pultenaea graveolens,FABACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1.5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1.5,NA
NA,1,NA,Pultenaea humilis,FABACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
NA,1,NA,Pultenaea involucrata,FABACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Pultenaea largiflorens,FABACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Pultenaea laxiflora,FABACEAE,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,2,0.5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
4,1,0,Pultenaea mollis,FABACEAE,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Pultenaea trinervis,FABACEAE,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Swainsona behriana,FABACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.3,NA
NA,1,NA,Swainsona formosa,FABACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.2,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.2,NA
NA,0,NA,Swainsona lessertiifolia,FABACEAE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Swainsona oroboides,FABACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.3,1,NA,1,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.3,NA
NA,1,NA,Pelargonium littorale,GERANIACEAE,1,1,1,1,NA,1,NA,NA,NA,NA,NA,4,5,0.4,1,NA,4,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.4,NA
NA,0,NA,Dampiera dysantha,GOODENIACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0.7,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.7,NA
NA,1,NA,Dampiera lanceolata,GOODENIACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Dampiera rosmarinifolia,GOODENIACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0.6,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.6,NA
NA,1,NA,Goodenia affinis,GOODENIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.1,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.1,NA
NA,1,NA,Goodenia albiflora,GOODENIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.7,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.7,NA
NA,1,NA,Goodenia amplexans,GOODENIACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Goodenia primulacea,GOODENIACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.1,2,a,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.1,NA
NA,1,NA,Goodenia pusilliflora,GOODENIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.15,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.15,NA
NA,1,NA,Goodenia varia,GOODENIACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Goodenia willisiana,GOODENIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.1,1,NA,6,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.1,NA
4,1,0,Scaevola albida,GOODENIACEAE,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,0.5,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,plant_height,NA,NA,NA
NA,1,NA,Scaevola angustata,GOODENIACEAE,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Scaevola crassifolia,GOODENIACEAE,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,8,1,1.5,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1.5,NA
NA,1,NA,Scaevola linearis ssp. confertifolia,GOODENIACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0.6,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.6,NA
NA,1,NA,Velleia arguta,GOODENIACEAE,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,3,3,0.4,1,NA,2,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.4,NA
NA,1,NA,Gyrostemon australasicus,GYROSTEMONACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,3,NA,0,NA,NA,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Glischrocaryon behrii,HALORAGACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0.5,1,NA,2,2,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
NA,1,NA,Gonocarpus elatus,HALORAGACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0.6,1,NA,1,2,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.6,NA
NA,1,NA,Gonocarpus mezianus,HALORAGACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0.4,1,NA,1,2,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.4,NA
NA,1,NA,Haloragis acutangula,HALORAGACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,2,0.45,1,NA,3,2,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.45,NA
NA,0,NA,Haloragis brownii,HALORAGACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.6,2,a,1,2,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.6,NA
4,1,0,Myriophyllum amphibium,HALORAGACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.07,2,a,2,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,plant_height,NA,NA,NA
3,0,0,Ottelia ovalifolia,HYDROCHARITACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.7,1,NA,7,12,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.7,NA
NA,1,NA,Isoetes drummondii ssp. drummondii,ISOETACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,0.2,3,c,1,2,0,1.00E-04,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.2,1.00E-04
NA,1,NA,Juncus continuus,JUNCACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1.2,3,a,1,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1.2,NA
3,1,0,Juncus kraussii,JUNCACEAE,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,6,4,2.3,3,a,1,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2.3,NA
NA,1,NA,Juncus polyanthemus,JUNCACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,1.5,3,a,1,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1.5,NA
NA,0,NA,Luzula densiflora,JUNCACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,3,0.4,1,NA,6,2,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.4,NA
NA,1,NA,Luzula ovata,JUNCACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,3,0.35,1,NA,6,2,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.35,NA
NA,1,NA,Triglochin calcitrapum,JUNCAGINACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.15,1,NA,1,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.15,NA
NA,1,NA,Triglochin centrocarpum,JUNCAGINACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.15,1,NA,1,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.15,NA
NA,1,NA,Triglochin nana,JUNCAGINACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,5,0.08,1,NA,1,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.08,NA
NA,1,NA,Triglochin trichophorum,JUNCAGINACEAE,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,5,0.08,1,NA,1,12,0,NA,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.08,NA
NA,1,NA,Prostanthera behriana,LAMIACEAE,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,8,1,2.5,1,NA,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2.5,NA
NA,0,NA,Prostanthera chlorantha,LAMIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,6,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,1,Stachys byzantina,LAMIACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.8,1,NA,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.8,NA
4,1,0,Teucrium racemosum,LAMIACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,2,1,1,NA,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Teucrium sessiliflorum,LAMIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,0.25,2,c,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.25,NA
NA,1,NA,Westringia eremicola,LAMIACEAE,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,1,NA,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2,NA
NA,1,NA,Westringia rigida,LAMIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
3,1,0,Landoltia punctata,LEMNACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,19,7,0.01,2,c,1,12,0,NA,NA,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.01,NA
NA,1,NA,Bulbine semibarbata,LILIACEAE,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,1,3,0.3,1,NA,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.3,NA
NA,1,NA,Dianella longifolia,LILIACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0.8,1,NA,3,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.8,NA
NA,1,NA,Dianella porracea,LILIACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0.8,1,NA,3,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.8,NA
NA,1,NA,Thysanotus baueri,LILIACEAE,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3,0.3,3,b,6,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.3,NA
NA,1,NA,Thysanotus juncifolius,LILIACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0.1,3,a,6,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.1,NA
NA,1,NA,Tricoryne tenella,LILIACEAE,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,4,0.7,3,a,1,2,0,NA,1,3,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.7,NA
NA,1,NA,Logania linifolia,LOGANIACEAE,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,1,NA,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Logania recurva,LOGANIACEAE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,1,NA,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Logania saxatilis,LOGANIACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,1,NA,1,NA,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2,NA
NA,1,NA,Mitrasacme paradoxa,LOGANIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.15,1,NA,1,2,0,NA,NA,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.15,NA
NA,1,NA,Amyema melaleucae,LORANTHACEAE,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,17,1,3,1,NA,3,7,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Amyema preissii,LORANTHACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,2,3,1,NA,3,7,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Lysiana exocarpi ssp. exocarpi,LORANTHACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,NA,1,NA,4,7,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,NA,NA
NA,1,NA,Lycopodium deterodensum,LYCOPODIACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0.3,3,a,2,2,0,1.00E-04,0,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.3,1.00E-04
NA,1,NA,Lavatera plebeia,MALVACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2.5,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2.5,NA
NA,1,NA,Lawrencia glomerata,MALVACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,0.5,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.5,NA
NA,1,NA,Lawrencia squamata,MALVACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,1,1,NA,1,2,3,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Sida corrugata,MALVACEAE,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,2,0.1,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.1,NA
NA,1,NA,Sida intricata,MALVACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0.75,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,0.75,NA
NA,1,NA,Sida petrophila,MALVACEAE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2.5,1,NA,1,2,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2.5,NA
NA,0,NA,Villarsia umbricola,MENYANTHACEAE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,3,1.05,1,NA,7,12,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1.05,NA
NA,1,NA,Acacia argyrophylla,MIMOSACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Acacia calamifolia,MIMOSACEAE,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,8,1,4,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,4,NA
NA,1,NA,Acacia continua,MIMOSACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,8,1,1,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1,NA
NA,1,NA,Acacia cupularis,MIMOSACEAE,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,8,1,5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,5,NA
NA,1,NA,Acacia dodonaeifolia,MIMOSACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,6,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,6,NA
NA,1,NA,Acacia hakeoides,MIMOSACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,4,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,4,NA
NA,1,NA,Acacia leiophylla,MIMOSACEAE,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2.5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2.5,NA
NA,1,NA,Acacia ligulata,MIMOSACEAE,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,9,1,5,1,NA,6,1,0,36.14,1,1,3.13,NA,Adelaide,grows in Adelaide,NA,NA,NA,3.13,5,36.14
NA,1,NA,Acacia microcarpa,MIMOSACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Acacia notabilis,MIMOSACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,3,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,3,NA
NA,1,NA,Acacia obliqua,MIMOSACEAE,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,8,1,1.5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,1.5,NA
NA,1,NA,Acacia rupicola,MIMOSACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,2.5,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2.5,NA
NA,1,NA,Acacia salicina,MIMOSACEAE,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,6,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,6,NA
NA,1,NA,Acacia sclerophylla,MIMOSACEAE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,2,1,NA,6,1,0,NA,1,1,NA,NA,Adelaide,grows in Adelaide,NA,NA,NA,NA,2,NA
