genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f
Pomaderris,Pomaderris myrtilloides," erect, muchbranched shrub, 0.3-2(-3) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Pomax,Pomax rupestris," small rounded shrub, to 0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Pomax,Pomax sp. desert (A.S. George 11968)," perennial, herb or shrub, 0.1-0.3(-0.5) m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,,,woody herbaceous,
Pontederia,Pontederia cordata," rhizomatous, aquatic perennial, herb, to 1.3 m high. ",perennial,perennial,,,herb,herb,aquatic,aquatic,,,rhizomatous,rhizomatous,herbaceous,
Populus,Populus alba," tree, 3-20 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Populus,Populus nigra," tree, to 10 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Poranthera,Poranthera drummondii," low, slender annual, herb, 0.02-0.1 m high. ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Poranthera,Poranthera ericoides," prostrate or erect shrub, 0.05-0.15 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate,erect prostrate,woody,
Poranthera,Poranthera huegelii," erect, slender shrub, (0.05-)0.1-0.4(-0.6) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Poranthera,Poranthera microphylla," slender, procumbent to erect annual, herb, 0.02-0.1(-0.2) m high. ",annual,annual,,,herb,herb,,,,,erect prostrate,erect procumbent,herbaceous,
Poranthera,Poranthera triandra," open, upright annual, herb, 0.02-0.03 m high. ",annual,annual,,,herb,herb,,,,,open,open,herbaceous,
Poranthera,Poranthera dissecta," monoecious, prostrate annual, herb. ",annual,annual,,,herb,herb,,,monoecious,monoecious,prostrate,prostrate,herbaceous,
Poranthera,Poranthera florosa," monoecious, diffuse perennial, herb, to 0.2 m high. ",perennial,perennial,,,herb,herb,,,monoecious,monoecious,,,herbaceous,
Poranthera,Poranthera leiosperma," monoecious, spreading annual, herb, to 0.1 m high. ",annual,annual,,,herb,herb,,,monoecious,monoecious,spreading,spreading,herbaceous,
Poranthera,Poranthera coerulea," monoecious, diffuse to compact annual, herb, to 0.8 m high. ",annual,annual,,,herb,herb,,,monoecious,monoecious,compact,compact,herbaceous,
Poranthera,Poranthera sp. Kings Park (R.L. Barrett 2958)," annual, herb, to 0.05 m high. ",annual,annual,,,herb,herb,,,,,,,herbaceous,
Portulaca,Portulaca intraterranea," succulent, prostrate annual or perennial (sometimes), herb, to 0.15 m wide. ",annual perennial,annual perennial,,,herb,herb,,,,,prostrate,prostrate,herbaceous,
Portulaca,Portulaca napiformis," succulent herb, 0.05-0.08 m high. ",,,,,herb,herb,,,,,,,herbaceous,
Portulaca,Portulaca australis," prostrate annual, herb. ",annual,annual,,,herb,herb,,,,,prostrate,prostrate,herbaceous,
Portulaca,Portulaca bicolor," succulent, prostrate annual, herb, 0.02-0.06 m high. ",annual,annual,,,herb,herb,,,,,prostrate,prostrate,herbaceous,
Portulaca,Portulaca clavigera," succulent, prostrate annual (ephemeral), herb, 0.02-0.1 m high. ",ephemeral annual,ephemeral annual,,,herb,herb,,,,,prostrate,prostrate,herbaceous,
Portulaca,Portulaca conspicua," prostrate, succulent herb. ",,,,,herb,herb,,,,,prostrate,prostrate,herbaceous,
Portulaca,Portulaca cyclophylla," spreading herb, to 0.1 m high. ",,,,,herb,herb,,,,,spreading,spreading,herbaceous,
Portulaca,Portulaca digyna," succulent, prostrate annual, herb, to 0.15 m high. ",annual,annual,,,herb,herb,,,,,prostrate,prostrate,herbaceous,
Portulaca,Portulaca filifolia," succulent, stout erect or prostrate annual, herb, to 0.4 m high. ",annual,annual,,,herb,herb,,,,,erect prostrate,erect prostrate,herbaceous,
Portulaca,Portulaca oleracea," succulent, prostrate to decumbent annual, herb, to 0.2 m high. ",annual,annual,,,herb,herb,,,,,decumbent prostrate,decumbent prostrate,herbaceous,
Portulaca,Portulaca oligosperma," succulent, prostrate, mat-forming annual, herb, to 0.1 m wide. ",annual,annual,,,herb,herb,,,,,mat-forming prostrate,matforming prostrate,herbaceous,
Portulaca,Portulaca pilosa," succulent, erect or prostrate annual, herb, to 0.2 m high. ",annual,annual,,,herb,herb,,,,,erect prostrate,erect prostrate,herbaceous,
Portulacaria,Portulacaria afra," erect shrub, to 1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Posidonia,Posidonia coriacea," rhizomatous, submerged, clumped perennial, herb, leaves 2.5-7 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Posidonia,Posidonia denhartogii," rhizomatous, submerged, clumped perennial, herb, leaves 1-2 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Posidonia,Posidonia kirkmanii," rhizomatous, submerged, clumped perennial, herb, leaves 6-12 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Posidonia,Posidonia robertsoniae," rhizomatous, submerged, clumped perennial, herb, leaves 2-5 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Posidonia,Posidonia angustifolia," rhizomatous, submerged, clumped, meadow forming perennial, herb, leaves 5-9 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Posidonia,Posidonia australis," rhizomatous, submerged, meadow forming perennial, herb, leaves 11-20 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Posidonia,Posidonia ostenfeldii," rhizomatous, submerged, clumped perennial, herb, leaves 6-12 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Posidonia,Posidonia sinuosa," rhizomatous, submerged,  forming perennial, herb, leaves 5-9 mm wide. ",perennial,perennial,,,herb,herb,aquatic,submerged,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Potamogeton,Potamogeton crispus," rhizomatous, submerged aquatic perennial, herb, leaves narrow ovate, ",perennial,perennial,,,herb,herb,aquatic,submerged aquatic,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Potamogeton,Potamogeton drummondii," rhizomatous, emergent aquatic perennial, herb, leaves broad. freshwater lakes, rivers, swamps, dams. ",perennial,perennial,,,herb,herb,aquatic,freshwater aquatic,,,rhizomatous,rhizomatous,herbaceous,
Potamogeton,Potamogeton ochreatus," rhizomatous, submerged aquatic perennial, herb, leaves linear. freshwater dams, lakes, swamps, rivers. ",perennial,perennial,,,herb,herb,aquatic,freshwater submerged aquatic,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Potamogeton,Potamogeton pectinatus," rhizomatous, submerged aquatic perennial, herb, leaves linear. ",perennial,perennial,,,herb,herb,aquatic,submerged aquatic,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Potamogeton,Potamogeton tricarinatus," rhizomatous, emergent aquatic perennial, herb, leaves thick oval (emergent) or narrow-elliptic (submerged). freshwater creeks, lagoons, swamps. ",perennial,perennial,,,herb,herb,aquatic,freshwater submerged aquatic,,,rhizomatous submerged,rhizomatous submerged,herbaceous,
Potamogeton,Potamogeton octandrus, emergent aquatic herb. ,,,,,herb,herb,aquatic,aquatic,,,,,herbaceous,
Pouzolzia,Pouzolzia zeylanica," monoecious perennial, herb, 0.1-0.6 m high. ",perennial,perennial,,,herb,herb,,,monoecious,monoecious,,,herbaceous,
Praecoxanthus,Praecoxanthus aphyllus," tuberous, perennial, herb, 0.2-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum brownii," tuberous, perennial, herb, 0.4-1.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum cyphochilum," tuberous, perennial, herb, 0.15-0.45 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum drummondii," tuberous, perennial, herb, 0.3-0.8 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum elatum," tuberous, perennial, herb, 0.3-1.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum fimbria," tuberous, perennial, herb, 0.3-1 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum gibbosum," tuberous, perennial, herb, 0.05-0.35 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum giganteum," tuberous, perennial, herb, 0.4-1.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum hians," tuberous, perennial, herb, 0.15-0.5 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum macrostachyum," tuberous, perennial, herb, 0.15-0.45 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum ovale," tuberous, perennial, herb, 0.2-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum parvifolium," tuberous, perennial, herb, 0.15-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum regium," tuberous, perennial, herb, 0.5-2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum sargentii," tuberous, perennial, herb, 0.2-0.6 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum triangulare," tuberous, perennial, herb, 0.3-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum plumiforme," tuberous, perennial, herb, 0.3-0.6 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum gracillimum," tuberous, perennial, herb, 0.2-0.6 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum cucullatum," tuberous, perennial, herb, 0.05-0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum macrotys," tuberous, perennial, herb, 0.3-0.5 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum calcicola," tuberous, perennial, herb, 0.05-0.08 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum gracile," slender tuberous, perennial, herb, 0.1-0.3 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum paulineae," tuberous, perennial, herb, 0.15-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum giganteum subsp. fuligineum," tuberous, perennial, herb, 0.4-1.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prasophyllum,Prasophyllum odoratissimum," tuberous, perennial, herb, 0.15-0.4 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Premna,Premna acuminata," spreading tree or shrub, 1-6 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,spreading,spreading,woody,
Premna,Premna herbacea," dwarf perennial, herb or shrub, 0.05-0.2 m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,,,woody herbaceous,
Premna,Premna serratifolia," shrub or tree, (1-)3-6(-10) m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Proboscidea,Proboscidea louisianica," procumbent, viscid annual, herb. ",annual,annual,,,herb,herb,,,,,prostrate,procumbent,herbaceous,
Proiphys,Proiphys alba," bulbaceous, perennial, herb. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Proiphys,Proiphys amboinensis," bulbaceous, perennial, herb. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Prosopis,Prosopis glandulosa," spiny tree or shrub, to 10 m high, leaflets 7(-15) times as long as wide; ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Prosopis,Prosopis pallida," spiny tree or shrub, 4-10 m high, leaflets 2-4 times as long as wide, coriaceous, pinnae (1-)2-4-jugate; ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Prosopis,Prosopis juliflora," usually spiny tree or shrub, to 9 m high, leaflets 3-6 times as long as wide, herbaceous, relatively soft, curling or corrugated when dry. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Prosopis,Prosopis glandulosa var. glandulosa," tree or shrub, to 10 m high, pinnae 1(-2) jugate; ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Prosopis,Prosopis juliflora var. juliflora," tree or shrub, to 9 m high, leaflets herbaceous, relatively soft and thin, curled or corrugated when dry. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Prosopis,Prosopis glandulosa x velutina," tree, 3-6 m high, pinnae 1-2(-3) jugate, coriaceous; ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Prostanthera,Prostanthera sericea," erect shrub, 1-2.1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera petrophila," spreading shrub, 0.6-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Prostanthera,Prostanthera nanophylla," shrub, 0.1-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Prostanthera,Prostanthera centralis," erect shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera baxteri," erect or spreading shrub, (0.1-)0.3-1.5(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Prostanthera,Prostanthera campbellii," erect, compact to spreading shrub, 0.5-1.5(-2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading compact,erect spreading compact,woody,
Prostanthera,Prostanthera canaliculata," erect shrub, 0.3-0.7(-1.2) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera carrickiana," erect shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera eckersleyana," erect, often spreading, viscid shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Prostanthera,Prostanthera grylloana," erect or straggling shrub, (0.1-)0.2-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera althoferi," erect shrub, 0.3-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera serpyllifolia subsp. microphylla," prostrate, spreading or erect shrub, 0.1-0.6(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate spreading,erect prostrate spreading,woody,
Prostanthera,Prostanthera incurvata," erect, spreading shrub, 0.4-1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Prostanthera,Prostanthera laricoides," upright, spreading shrub, (0.25-)0.6-1.2(-1.8) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Prostanthera,Prostanthera magnifica," slender or spreading, erect shrub, 0.4-2.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Prostanthera,Prostanthera patens," loose straggly, spiny shrub, 0.6-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Prostanthera,Prostanthera pedicellata," shrub, 0.1-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Prostanthera,Prostanthera scutata," erect, compact shrub, 0.2-0.3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect compact,erect compact,woody,
Prostanthera,Prostanthera semiteres," shrub, 0.3-1.8 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Prostanthera,Prostanthera serpyllifolia," shrub, 0.1-0.6(-1) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Prostanthera,Prostanthera striatiflora," erect shrub, (0.2-)0.5-2(-3) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera wilkieana," erect, densely branched shrub, 0.1-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera serpyllifolia subsp. serpyllifolia," prostrate, spreading or erect shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect prostrate spreading,erect prostrate spreading,woody,
Prostanthera,Prostanthera semiteres subsp. intricata," sparse erect shrub, 0.3-1(-1.8) m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera semiteres subsp. semiteres," upright, spreading shrub, to 1.4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Prostanthera,Prostanthera albiflora," erect spreading shrub, (0.3-)0.5-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Prostanthera,Prostanthera verticillaris,"  branched, spreading shrub, 0.5-2 m high, 0.6-3 m wide. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Prostanthera,Prostanthera splendens," erect,  branched shrub, 0.2-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera tysoniana," erect shrub, 0.2-0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera althoferi subsp. althoferi," erect shrub, 0.3-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prostanthera,Prostanthera ferricola," erect, -branched shrub, 0.3-1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Prunella,Prunella vulgaris," prostrate to ascending perennial, herb, to 0.4 m high. ",perennial,perennial,,,herb,herb,,,,,decumbent prostrate,ascending prostrate,herbaceous,
Prunus,Prunus cerasifera," tree, to 12 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Psammagrostis,Psammagrostis wiseana," tufted annual, g or herb, 0.15 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Psammomoya,Psammomoya choretroides," rigid, erect shrub, to 0.45 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Psammomoya,Psammomoya ephedroides," muchbranched, tangled, spreading shrub, to 1.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Psammomoya,Psammomoya grandiflora," erect, spreading shrub, to 0.8 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect spreading,erect spreading,woody,
Psammomoya,Psammomoya implexa," large, spreading, muchbranched shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Pseudactinia,Pseudactinia sp. Bungalbin Hill (F.H. & M.P. Mollemans 3069)," shrub, 0.3-0.8 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Pseudactinia,Pseudactinia sp. Bruce Rock (J. Buegge D36)," spreading shrub, to 1 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,spreading,spreading,woody,
Pseudochaetochloa,Pseudochaetochloa australiensis," rhizomatous, dioecious tufted perennial, g or herb, 0.5-1.5 m high. ",perennial,perennial,,,herb graminoid,herb,,,dioecious,dioecious,rhizomatous,rhizomatous,herbaceous,
Pseudopogonatherum,Pseudopogonatherum irritans," slender tufted annual, g or herb, 0.5-1.5 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Pseudopogonatherum,Pseudopogonatherum contortum," tufted annual, g or herb, 0.3-1.1 m high. ",annual,annual,,,herb graminoid,herb,,,,,,,herbaceous,
Pseudoraphis,Pseudoraphis spinescens," rhizomatous, stoloniferous, decumbent aquatic perennial, g or herb, 0.2-0.5 m high. ",perennial,perennial,,,herb graminoid,herb,aquatic,aquatic,,,decumbent rhizomatous stoloniferous,decumbent rhizomatous stoloniferous,herbaceous,
Psilotum,Psilotum nudum," rhizomatous, herb or (fork ferns), 0.6 m high, sporangia connate in threes, stem dichotomously branched, leaves s. ",,,,,herb fern,herb ferns,,,,,rhizomatous,rhizomatous,herbaceous,
Psoralea,Psoralea pinnata," erect, slender shrub, 1-4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Psychotria,Psychotria nesophila," tree, to 10 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Psydrax,Psydrax latifolia," erect, small tree or shrub, 1-4 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect,erect,woody,
Psydrax,Psydrax suaveolens," shrub, 0.5-3 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Psydrax,Psydrax attenuata," erect, spindly shrub or tree, 1-10 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,erect spindly,erect spindly,woody,
Psydrax,Psydrax attenuata var. tenella," shrub or tree, 1.5-10 m high, bark dark, slightly corky becoming smooth above; ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Psydrax,Psydrax pendulina," tree, to 6 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Psydrax,Psydrax ammophila," multi-stemmed tree or shrub, 1-3 m high, trunk white-grey. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Psydrax,Psydrax rigidula," shrub, 1.5-4 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,,,woody,
Psydrax,Psydrax odorata," tree or shrub, 1-12 m high. ",perennial,inferred_from_growth_form,,,shrub tree,shrub tree,,,,,,,woody,
Psydrax,Psydrax odorata subsp. arnhemica," tree, to 10 m high. ",perennial,inferred_from_growth_form,,,tree,tree,,,,,,,woody,
Pteridium,Pteridium esculentum," rhizomatous, perennial, herb or (fern), 0.5-2 m high, fronds 3-4-pinnate basally; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Pteris,Pteris vittata," rhizomatous, perennial, herb or (fern), 0.4-1.25 m high, blade 1-pinnate; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Pteris,Pteris tremula," rhizomatous, perennial, herb or (fern), 0.3-2 m high, blade 2-4-pinnate; markedly dimorphic; ",perennial,perennial,,,herb fern,herb fern,,,,,rhizomatous,rhizomatous,herbaceous,
Pterocaulon,Pterocaulon niveum," erect, compact, muchbranched shrub, 0.4-1.2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect compact,erect compact,woody,
Pterocaulon,Pterocaulon serrulatum," spreading or erect, aromatic perennial, herb or shrub, 0.4-1 m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,erect spreading,erect spreading,woody herbaceous,
Pterocaulon,Pterocaulon sphacelatum," erect or straggling perennial, herb or shrub, 0.3-1.2(-2) m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,erect,erect,woody herbaceous,
Pterocaulon,Pterocaulon sphaeranthoides," erect to spreading perennial, herb or shrub, 0.3-1.2 m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,erect spreading,erect spreading,woody herbaceous,
Pterocaulon,Pterocaulon verbascifolium," erect shrub, (0.3-)0.6-2 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,erect,erect,woody,
Pterocaulon,Pterocaulon globuliflorum," erect, muchbranched perennial, herb or shrub, 0.4-0.6 m high. ",perennial,perennial,,,herb shrub,herb shrub,,,,,erect,erect,woody herbaceous,
Pterocaulon,Pterocaulon sp. A Kimberley Flora (B.J. Carter 599)," compact shrub, to 0.5 m high. ",perennial,inferred_from_growth_form,,,shrub,shrub,,,,,compact,compact,woody,
Pterochaeta,Pterochaeta paniculata," erect, woolly annual, herb, 0.03-0.18 m high. ",annual,annual,,,herb,herb,,,,,erect,erect,herbaceous,
Pterostylis,Pterostylis sp. mid-west coast (G. Brockman GBB134), herb. ,,,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis dilatata," tuberous, perennial, herb, 0.05-0.15 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis mutica," tuberous, perennial, herb, to 0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis recurva," tuberous, perennial, herb, 0.3-0.6 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis rogersii," tuberous, perennial, herb, 0.1-0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis sargentii," tuberous, perennial, herb, to 0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis sp. broad petals (S.D. Hopper 4429)," tuberous, perennial, herb. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis sp. small stature (W. Jackson BJ303)," small erect tuberous, perennial, herb, to 0.08 m high. ",perennial,perennial,,,herb,herb,,,,,erect,erect,herbaceous,
Pterostylis,Pterostylis sp. crinkled leaf (G.J. Keighery 13426)," erect tuberous, perennial, herb, to 0.3 m high, no basal rosette. ",perennial,perennial,,,herb,herb,,,,,erect rosette,erect rosette,herbaceous,
Pterostylis,Pterostylis sp. granite (W. Jackson BJ351)," tuberous, perennial, herb, to 0.15 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis sp. inland (A.C. Beauglehole 11880)," perennial, herb, to 0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis allantoidea," tuberous, perennial, herb, 0.08-0.1(-0.17) m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis angusta," tuberous, perennial, herb, 0.15-0.2 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis barbata," tuberous, perennial, herb, to 0.3 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis scabra," tuberous, perennial, herb, 0.06-0.18 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis vittata," tuberous, perennial, herb, to 0.45 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis picta," tuberous, perennial, herb, to 0.35 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
Pterostylis,Pterostylis ciliata," tuberous, perennial, herb, to 0.15 m high. ",perennial,perennial,,,herb,herb,,,,,,,herbaceous,
