genus_root,taxon_name,text,life_history_a,life_history_f,parasitic_a,parasitic_f,plant_growth_form_a,plant_growth_form_f,plant_growth_substrate_a,plant_growth_substrate_f,sex_type_a,sex_type_f,stem_growth_habit_a,stem_growth_habit_f,woodiness_a,woodiness_f,created_by
Vicia,Vicia monantha subsp. triflora,robust annual.,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Vicia,Vicia sativa subsp. sativa,NA,annual,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Vicia,Vicia villosa subsp. villosa,Plants villous.,NA,NA,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Vicia,Vicia monantha subsp. monantha,slender diffuse annual.,annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Vicia,Vicia sativa subsp. cordata,NA,annual,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Viminaria,Viminaria juncea,shrub usually 1-5 m tall;,perennial,inferred_from_genus,NA,NA,shrub,shrub,NA,NA,NA,NA,NA,NA,woody,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Viminaria,Viminaria,perennial shrubs;,perennial,perennial,NA,NA,shrub,shrubs,NA,NA,NA,NA,NA,NA,woody,NA,"Jeanes, J.A. (1996). Fabaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 663 - 829. Inkata Press, Melbourne."
Vinca,Vinca major,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Jeanes, J.A. (1999). Apocynaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 321 - 325. Inkata Press, Melbourne."
Vinca,Vinca minor,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Daniel Ohlsen, 18 May 2016"
Vinca,Vinca,"dwarf shrubs or perennial herbs, trailing or erect, evergreen or deciduous.",perennial,perennial,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,erect prostrate,erect trailing,woody herbaceous,NA,"Jeanes, J.A. (1999). Apocynaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 321 - 325. Inkata Press, Melbourne."
Viola,Viola betonicifolia subsp. betonicifolia,NA,perennial,inferred_from_species,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola,"annual, biennial or perennial herbs,",annual biennial perennial,annual biennial perennial,NA,NA,herb,herbs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola curtisiae,stoloniferous perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Val Stajsic, 24 May 2018"
Viola,Viola eminens,"stoloniferous perennial herb,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Neville Walsh, 17 Apr. 2015"
Viola,Viola fuscoviolacea,stoloniferous perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola hederacea,"stoloniferous perennial herb,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Neville Walsh, 17 Apr. 2015"
Viola,Viola improcera,"compact, stoloniferous perennial herb, glabrous.",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous compact,stoloniferous compact,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola odorata,stoloniferous and/or rhizomatous perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,rhizomatous stoloniferous,rhizomatous stoloniferous,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola riviniana,rhizomatous perennial herb;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola sieberiana,"stoloniferous perennial herb,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola xzophodes,"stoloniferous perennial herb,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,NA
Viola,Viola betonicifolia subsp. novaguineensis,"extensively rhizomatous perennial, but rosettes often remote from each other.",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,rosette rhizomatous,rosettes rhizomatous,herbaceous,NA,"Neville Walsh, 10 Apr. 2015"
Viola,Viola arvensis,annual or biennial herb;,annual biennial,annual biennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola banksii,"stoloniferous perennial herb,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,stoloniferous,stoloniferous,herbaceous,NA,"Neville Walsh, 10 Apr. 2015"
Viola,Viola betonicifolia,rhizomatous perennial herb.,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Neville Walsh, 10 Apr. 2015"
Viola,Viola caleyana,"perennial herb, glabrous;",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Viola,Viola cleistogamoides,"rhizomatous perennial herb,",perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Entwisle, T.J. (1996). Viola. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 82 - 84. Inkata Press, Melbourne."
Violaceae,Violaceae,herbs or shrubs.,NA,NA,NA,NA,herb shrub,herbs shrubs,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Entwisle, T.J. (1996). Violaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 3, Dicotyledons Winteraceae to Myrtaceae‍, pp. 361 - 370. Inkata Press, Melbourne."
Vitaceae,Vitaceae,"woody or herbaceousclimbers with leaf-opposed tendrils, less commonly shrubs or small trees, evergreen or deciduous;",NA,NA,NA,NA,shrub tree climber_herbaceous,shrubs trees herbaceousclimbers,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Jeanes, J.A. (1999). Vitaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 120 - 121. Inkata Press, Melbourne."
Vitis,Vitis,woody deciduous vines; tendrils simple or 2-branched.,NA,NA,NA,NA,climber_herbaceous,vines,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Neville Walsh, 5 Sep. 2014"
Vitis,Vitis vinifera,"soft-wooded climber,",NA,NA,NA,NA,climber,climber,NA,NA,NA,NA,NA,NA,soft_wood,NA,"Neville Walsh, 5 Sep. 2014"
Vittadinia,Vittadinia sulcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia pterochaeta,"annual or biennial, to circa 30 cm high;",annual biennial,annual biennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia pustulata,"annual herb or subshrub, to 30 cm high;",annual,annual,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Daniel Ohlsen, 26 Nov. 2015"
Vittadinia,Vittadinia cuneata var. hirsuta,NA,short_lived_perennial,inferred_from_species,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Daniel Ohlsen, 26 Nov. 2015"
Vittadinia,Vittadinia cuneata var. morrisii,NA,short_lived_perennial,inferred_from_species,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia dissecta var. hirta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia eremaea,"annual herb to 25 cm high, branched above base;",annual,annual,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Daniel Ohlsen, 26 Nov. 2015"
Vittadinia,Vittadinia gracilis,"perennial (rarely annual) herb or subshrub, 10-40 cm high, usually muchbranched near base, sparingly branched above;",annual perennial,annual perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia megacephala,perennial herb with stems unbranched from a leafy base. mostly 10-25 cm high;,perennial,perennial,NA,NA,herb,herb,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia muelleri,"perennial, 6-20(-30) cm high, several-stemmed from base, stems simple or branched;",perennial,perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia tenuissima,"perennial subshrub, 10-30 cm high;",perennial,perennial,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia cuneata var. cuneata,NA,short_lived_perennial,inferred_from_species,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia condyloides,"perennial herb or subshrub, to circa 20 cm high, little-branched above base,",perennial,perennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia cuneata,"shortlivedperennial herb or subshrub, to circa 40 cm high, usually freely branched above base;",short_lived_perennial,shortlivedperennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia australasica,"annual or shortlivedperennial herb or sub-shrub. mostly 10-30 cm high, branched above base,",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb subshrub shrub,herb subshrub shrub,NA,NA,NA,NA,NA,NA,woody herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia cervicularis,"annual or perennial, 10-40 cm high;",annual perennial,annual perennial,NA,NA,herb,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia,perennial or annual herbs or subshrubs with an indumentum of short gland-tipped hairs mixed with longer septate hairs.,annual perennial,annual perennial,NA,NA,herb subshrub,herbs subshrubs,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia australasica var. australasica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia australasica var. oricola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia blackii,"perennial subshrub, 10-30 cm high;",perennial,perennial,NA,NA,subshrub,subshrub,NA,NA,NA,NA,NA,NA,NA,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia dissecta,"shortlivedperennial or annual subshrub or herb, to circa 30 cm high, freely-branched.",annual short_lived_perennial,annual shortlivedperennial,NA,NA,herb subshrub,herb subshrub,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vittadinia,Vittadinia dissecta var. dissecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walsh, N.G. (1999). Vittadinia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 869 - 877. Inkata Press, Melbourne."
Vulpia,Vulpia ciliata,"tufted annual, culms slender, erect, to 45 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect,erect,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Vulpia,Vulpia myuros,"tufted annual, culms slender, erect or ascending, to 70 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Vulpia,Vulpia muralis,"tufted annual, culms slender, erect or ascending, to 60 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Vulpia,Vulpia bromoides,"tufted annual, culms slender, erect or ascending, to 50 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Vulpia,Vulpia,"tufted glabrous annuals or, rarely, perennials.",annual perennial,annuals perennials,NA,NA,herb graminoid,inferred_from_life_history,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Vulpia,Vulpia fasciculata,"tufted annual, culms stiff, erect or ascending, to 50 cm high.",annual,annual,NA,NA,herb graminoid,inferred_from_genus_life_history,NA,NA,NA,NA,erect decumbent,erect ascending,herbaceous,NA,"Walsh, N.G. (1994). Poaceae. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 2, Ferns and Allied Plants, Conifers and Monocotyledons‍, pp. 356 - 627. Inkata Press, Melbourne."
Wachendorfia,Wachendorfia,"perennial, rhizomatous herbs.",perennial,perennial,NA,NA,herb,herbs,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Andre Messina, 19 Aug. 2014"
Wachendorfia,Wachendorfia thyrsiflora,NA,perennial,inferred_from_genus,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Andre Messina, 19 Aug. 2014"
Wahlenbergia,Wahlenbergia capillaris,perennial with thickened taproot;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Neville Walsh, 15 Oct. 2018"
Wahlenbergia,Wahlenbergia densifolia,rhizomatous perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia graniticola,perennial with thickened taproot;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia gracilenta,"single- or few-stemmed annual or ephemeral, hirsute, usually from base to upper leaves;",ephemeral annual,ephemeral annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia planiflora subsp. planiflora,"tufted perennial, usually few-stemmed from a thickened taproot, glabrous throughout, or hirsute near base;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia gymnoclada,rhizomatous perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia victoriensis,"single- or few-stemmed annual, usually hirsute near base, becoming glabrous above (rarely glabrous throughout);",annual,annual,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia ceracea,rhizomatous perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia fluminalis,"tufted perennial, usually many-stemmed from a thickened taproot, glabrous or rarely hirsute near base, often somewhat glossy;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia luteola,perennial with thickened taproot;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia stricta subsp. stricta,perennial with thickened taproot;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia multicaulis,"tufted perennial, usually many-stemmed from a thickened taproot, hirsute near base, or glabrous;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia gracilis,"tufted perennial, few-many-stemmed from a thickened taproot, glabrous, or shortly and sparsely hirsute near base;",perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia gloriosa,rhizomatous perennial;,perennial,perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia tumidifructa,"single- or few-stemmed annual (rarely perennial), commonly glabrous,",annual perennial,annual perennial,NA,NA,herb,inferred_from_genus,NA,NA,NA,NA,NA,NA,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
Wahlenbergia,Wahlenbergia,"perennial or annual herbs, often rhizomatous.",annual perennial,annual perennial,NA,NA,herb,herbs,NA,NA,NA,NA,rhizomatous,rhizomatous,herbaceous,NA,"Walsh, N.G. (1999). Wahlenbergia. In: Walsh, N.G.; Entwisle, T.J., ‍Flora of Victoria Vol. 4, Cornaceae to Asteraceae‍, pp. 554 - 563. Inkata Press, Melbourne."
