Chronosequence stage,Plot,Latitude,Longitude,Easting,Northing,Cation exchange capacity (cmolc/kg),pH-CaCl2,Soil total N (g/kg),Soil carbonates content (%),Soil total P (mg/kg),Species (with common names),Species,Family,Leaf ash (% DW),Leaf total phenols (GAE g/kg DW),Leaf Si (g/kg DW),Leaf Ca (g/kg DW),Leaf Fe (mg/kg DW),Leaf K (g/kg DW),Leaf Mg (g/kg DW),Leaf Mn (mg/kg DW),Leaf P (g/kg DW),latitude (deg),longitude (deg)
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,"Acacia pulchella var, glaberrima",Acacia pulchella var. glaberrima,Fabaceae,5.6,50.83,2.68,13.3,164,9.02,2.16,24,0.45,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Jacksonia floribunda (Holly Pea),Jacksonia floribunda,Fabaceae,3.74,43.66,0.69,8.5,112.15,9.46,1.38,11.21,0.38,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Blancoa canescens (Winter Bell),Blancoa canescens,Haemodoraceae,3.59,42.83,4.21,2.9,69.86,15.59,0.88,19.96,0.25,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,"Conostylis crassinervia subsp, absens",Conostylis crassinervia subsp. absens,Haemodoraceae,4.2,42.96,3.66,4,72,15.66,1.43,66,0.32,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Phlebocarya filifolia,Phlebocarya filifolia,Haemodoraceae,4.31,40.53,2.86,6.7,58.71,8.63,2.17,9.78,0.31,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Calothamnus sanguineus (Silky-leaved Blood flower),Calothamnus sanguineus,Myrtaceae,2.27,44.68,0.35,7.5,81.29,6.47,3.14,32.14,0.15,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Scholtzia involucrata (Spiked Scholtzia),Scholtzia involucrata,Myrtaceae,2.57,44.58,0.29,2.6,71.15,8.97,1.17,17.79,0.32,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Amphipogon turbinatus,Amphipogon turbinatus,Poaceae,5.48,36.93,17.87,1.7,64.58,14.31,0.6,21.53,0.24,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Stirlingia latifolia (Blueboy),Stirlingia latifolia,Proteaceae,3.8,44.34,0.22,7.3,76,10.16,2.26,8,0.29,-30.12944444,115.1074444
Stage 5,B.NL.1,"30deg 7' 46.5"" S","115deg 6' 26.8"" E",317688,6665344,2.04,5.1,0.2,0,5.57,Strangea cynanchicarpa (Heath Strangea),Strangea cynanchicarpa,Proteaceae,2.57,41.39,0.43,8.1,128.46,7.57,0.98,17.79,0.28,-30.12944444,115.1074444
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Mesomelaena pseudostygia,Mesomelaena pseudostygia,Cyperaceae,7.17,32.16,18.9,6.9,37.85,8.39,0.8,43.82,0.18,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Schoenus brevisetis,Schoenus brevisetis,Cyperaceae,6.53,35.15,21.19,3,71.29,7.9,0.62,19.8,0.18,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Hibbertia hypericoides (Yellow Buttercups),Hibbertia hypericoides,Dilleniaceae,5.99,44.42,7.6,9.1,79.84,6.47,2.08,9.98,0.31,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Astroloma xerophyllum,Astroloma xerophyllum,Ericaceae,2.99,52.08,0.24,9.6,55.78,5.76,0.62,19.92,0.31,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Daviesia triflora,Daviesia triflora,Fabaceae,3.88,34.96,0.51,7.6,139.81,8.37,3.15,5.83,0.22,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Jacksonia floribunda (Holly Pea),Jacksonia floribunda,Fabaceae,3.73,36.91,0.53,7.1,62.75,8.73,2.08,11.76,0.25,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Blancoa canescens (Winter Bell),Blancoa canescens,Haemodoraceae,2.57,36.11,3.5,3,61.26,8.58,0.74,27.67,0.21,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Conostylis aurea (Golden Conostylis),Conostylis aurea,Haemodoraceae,4.27,39.59,3.71,4.5,48.54,12.43,0.8,110.68,0.25,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,"Conostylis crassinervia subsp, absens",Conostylis crassinervia subsp. absens,Haemodoraceae,3.36,35.84,3.18,3.5,73.12,11.96,0.99,49.41,0.29,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Calothamnus sanguineus (Silky-leaved Blood flower),Calothamnus sanguineus,Myrtaceae,1.94,46.34,0.18,4.9,69.9,6.87,2.68,40.78,0.24,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Eremaea beaufortioides,Eremaea beaufortioides,Myrtaceae,4.72,47.45,0.18,12.8,70.73,7.88,2.51,5.89,0.23,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Melaleuca carrii,Melaleuca carrii,Myrtaceae,4.35,50.52,0.54,7.6,98.81,6.3,4.47,13.83,0.21,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Melaleuca leuropoma,Melaleuca leuropoma,Myrtaceae,3.96,42.05,0.28,7.7,92.45,5.13,2.64,33.96,0.32,-30.12666667,115.1063056
Stage 5,B.NL.3,"30deg 7' 36.0"" S","115deg 6' 22.7"" E",317573,6665665,2.66,4.91,0.1,0,3.9,Conospermum boreale,Conospermum boreale,Proteaceae,10.59,38.88,5.05,29.3,54.82,6.54,3.29,22.68,0.28,-30.12666667,115.1063056
