item_ID,ITEM_ACTION_ID,TRIALID,trait,STARTDATE,DURATION,detailed_description,trait_2,value_numeric,units,value_2,units_2,treatment_3,value_3,unts_3,unts_2,value_categorical,value,species_name,gathering_date,site_name,site_name_shorter,locality,collector,latitude (deg),longitude (deg)
1339647,1795697,NA,Texture,17-JUN-15,NA,rugose tuberculate,Texture,NA,NA,,NA,,,,,rugose tuberculate,rugose tuberculate,Radyera farragei  ,5/29/1997,site_at_-23.85_degS_and_133.8833_degE,site_at_-23.85_degS_and_133.8833_degE,"7.1 km along the Chambers Pillar road from the Santa Teresa road, S of Alice Springs.","Craven, L.A.; Brubaker, C.L.; Grace, J.P.",-23.85,133.8833
1588535,1795684,NA,Texture,17-JUN-06,NA,bumpy,Texture,NA,NA,,NA,,,,,bumpy,bumpy,Psychrophila introloba  ,1/14/2014,site_at_-36.4217_degS_and_148.3772_degE,site_at_-36.4217_degS_and_148.3772_degE,"Kosciuszko National Park; on bed of Guthrie Creek, 390 m N of Betts Creek bridge on Snowy Mountains Highway.","Flowers, G.H.",-36.4217,148.3772
1137365,1795663,NA,Appendage,17-JUN-22,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Rhytidosporum diosmoides  ,1/17/1997,site_at_-33.7_degS_and_150.4333_degE,site_at_-33.7_degS_and_150.4333_degE,"Blue Mountains National Park, c.70 m past Scenic Railway, Cliff Walk to Echo Point, Katoomba.","Cayzer, L.W.",-33.7,150.4333
1138102,1795677,NA,Appendage,17-JUN-23,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Solanum oligacanthum  ,10/5/1999,site_at_-30.15_degS_and_142.1_degE,site_at_-30.15_degS_and_142.1_degE,"62.3 km S of Milparinka turnoff, on Silver City Highway.","Bell, B.A.",-30.15,142.1
1140766,1795680,NA,Appendage,17-JUN-23,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Sowerbaea juncea  ,6/19/1999,site_at_-37.3994_degS_and_149.8667_degE,site_at_-37.3994_degS_and_149.8667_degE,"Nadgee Nature Reserve. Nadgee Trig, 600 m to the east.","Donaldson, S.",-37.3994,149.8667
1234329,1778129,NA,Texture,07-OCT-16,NA,finely textured,Texture,NA,NA,,NA,,,,,finely textured,finely textured,Ricinocarpos bowmanii  ,12/8/1973,site_at_-30.7667_degS_and_149.4833_degE,site_at_-30.7667_degS_and_149.4833_degE,61 km from Coonabarabran on Narrabri road.,"Striemann, H.",-30.7667,149.4833
1245137,1778175,NA,Texture,27-OCT-16,NA,tuberculate,Texture,NA,NA,,NA,,,,,tuberculate,tuberculate,Urena lobata  ,7/25/1978,site_at_-13.5833_degS_and_143.4167_degE,site_at_-13.5833_degS_and_143.4167_degE,"McIlwraith Range Leo Creek Falls and Leo Creek, 0.5 km upstream from falls.","Butler, G.",-13.5833,143.4167
1275439,1778200,NA,Texture,01-DEC-16,NA,rough,Texture,NA,NA,,NA,,,,,rough,rough,Acacia ausfeldii  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Section 77, Canberra.","Donaldson, S.",-35.2833,149.1167
1311880,1778201,NA,Texture,15-DEC-16,NA,smooth,Texture,NA,NA,,NA,,,,,smooth,smooth,Acacia ancistrocarpa  ,9/18/1982,site_at_-20.3333_degS_and_130.1_degE,site_at_-20.3333_degS_and_130.1_degE,37 km NW of The Granites on Tanami-Alice Springs road.,"Hadlow, R.B.",-20.3333,130.1
1315570,1778199,NA,Texture,17-NOV-16,NA,smooth,Texture,NA,NA,,NA,,,,,smooth,smooth,Acacia anceps  ,12/7/1982,site_at_-35.2833_degS_and_136.9333_degE,site_at_-35.2833_degS_and_136.9333_degE,Innes National Park 1.4 km from Stenhouse Bay toward Inneston.,"Canning, E.M.",-35.2833,136.9333
1184226,1778120,NA,Width,06-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,1570,microns,,microns,,,,,NA,1570,Pultenaea foliolosa  ,12/7/1993,site_at_-34.8167_degS_and_148.6167_degE,site_at_-34.8167_degS_and_148.6167_degE,Bookham Cemetery.,"Donaldson, S.",-34.8167,148.6167
1184342,1778122,NA,Width,06-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,940,microns,,microns,,,,,NA,940,Pycnosorus chrysanthus  ,12/7/1993,site_at_-35.35_degS_and_145.6667_degE,site_at_-35.35_degS_and_145.6667_degE,1 km S of Jerilderie along road to Finley.,"Donaldson, S.",-35.35,145.6667
1217547,1778209,NA,Width,05-JAN-17,NA,"Calculated width of seed (average, standard deviation)",Width,3700,microns,,microns,,,,,NA,3700,Acacia betchei  ,12/3/1987,site_at_-33.1167_degS_and_150.2667_degE,site_at_-33.1167_degS_and_150.2667_degE,"Wollemi National Park, Green Gully, c. 1.5 km SSW of Glen Davis P.O.","Davies, F.E.",-33.1167,150.2667
1234329,1778129,NA,Width,07-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,3960,microns,,microns,,,,,NA,3960,Ricinocarpos bowmanii  ,12/8/1973,site_at_-30.7667_degS_and_149.4833_degE,site_at_-30.7667_degS_and_149.4833_degE,61 km from Coonabarabran on Narrabri road.,"Striemann, H.",-30.7667,149.4833
1245177,1778147,NA,Width,21-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,5660,microns,,microns,,,,,NA,5660,Smilax australis  ,2/20/1987,site_at_-31.5167_degS_and_159.0667_degE,site_at_-31.5167_degS_and_159.0667_degE,Anderson Road.,"Telford, I.R.",-31.5167,159.0667
1275439,1778200,NA,Width,01-DEC-16,NA,"Calculated width of seed (average, standard deviation)",Width,1830,microns,,microns,,,,,NA,1830,Acacia ausfeldii  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Section 77, Canberra.","Donaldson, S.",-35.2833,149.1167
1311880,1778201,NA,Width,15-DEC-16,NA,"Calculated width of seed (average, standard deviation)",Width,3700,microns,,microns,,,,,NA,3700,Acacia ancistrocarpa  ,9/18/1982,site_at_-20.3333_degS_and_130.1_degE,site_at_-20.3333_degS_and_130.1_degE,37 km NW of The Granites on Tanami-Alice Springs road.,"Hadlow, R.B.",-20.3333,130.1
1236128,1771047,NA,Width,29-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,2900,microns,,microns,,,,,NA,2900,Pittosporum venulosum  ,4/22/1991,site_at_-21.0667_degS_and_148.6333_degE,site_at_-21.0667_degS_and_148.6333_degE,"Clarke Range, Eungella Range, Finch Hatton Gorge, Wheel of Fire Falls.","Telford, I.R.",-21.0667,148.6333
1248910,1771011,NA,Width,21-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,540,microns,,microns,,,,,NA,540,Olearia megalophylla  ,1/22/1987,site_at_-35.6167_degS_and_148.775_degE,site_at_-35.6167_degS_and_148.775_degE,"Brindabella Range, 10.5 km from Bulls Head twd Mt Franklin.","Thompson, H.",-35.6167,148.775
1269695,1771052,NA,Width,05-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,5000,microns,,microns,,,,,NA,5000,Polycalymma stuartii  ,12/4/1977,site_at_-34.4167_degS_and_142.4333_degE,site_at_-34.4167_degS_and_142.4333_degE,49 km from Mildura (VIC) along rd to Euston.,"Crisp, M.D.",-34.4167,142.4333
1283394,1770985,NA,Width,08-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,500,microns,,microns,,,,,NA,500,Melaleuca nodosa  ,2/13/1990,site_at_-32.75_degS_and_151.9833_degE,site_at_-32.75_degS_and_151.9833_degE,Corner of Lemon Tree Passage Road and Oyster Cove Road.,"Mallinson, D.",-32.75,151.9833
1291913,1771043,NA,Width,29-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,1380,microns,,microns,,,,,NA,1380,Pittosporum bicolor  ,2/25/1986,site_at_-38.6833_degS_and_143.4_degE,site_at_-38.6833_degS_and_143.4_degE,"Otway Ranges, 1 km N of Lavers Hill along Morris Track.","Watt, A.",-38.6833,143.4
1294951,1770992,NA,Width,09-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,190,microns,,microns,,,,,NA,190,Juncus continuus  ,12/12/1972,site_at_-35.1667_degS_and_150.7333_degE,site_at_-35.1667_degS_and_150.7333_degE,Jervis Bay Nature Reserve.,"McMillan, M.",-35.1667,150.7333
1343599,1771021,NA,Width,22-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,2820,microns,,microns,,,,,NA,2820,Passiflora cinnabarina  ,1/26/1976,site_at_-35.5667_degS_and_148.9833_degE,site_at_-35.5667_degS_and_148.9833_degE,"Booroomba Rocks, along Apollo Road, via Naas.","Butler, G.",-35.5667,148.9833
1344786,1770983,NA,Width,08-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,610,microns,,microns,,,,,NA,610,Melaleuca squamea  ,2/24/1989,site_at_-41.9167_degS_and_145.1833_degE,site_at_-41.9167_degS_and_145.1833_degE,"2 km N of Trial Harbour, 1.5 km from coast.","Croft, J.R.",-41.9167,145.1833
1367166,1771018,NA,Width,21-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,430,microns,,microns,,,,,NA,430,Orthrosanthus multiflorus  ,11/17/1980,site_at_-38.4_degS_and_141.5667_degE,site_at_-38.4_degS_and_141.5667_degE,"Western plains; 7 km SW of Portland, 4 km NNE of Cape Nelson lighthouse.","Crisp, M.D.",-38.4,141.5667
1372341,1771034,NA,Width,23-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,1800,microns,,microns,,,,,NA,1800,Philotheca ciliata  ,12/15/1971,site_at_-33.9167_degS_and_147.1833_degE,site_at_-33.9167_degS_and_147.1833_degE,8 ml. 13 km from West Wyalong toward Rankins Springs.,"Wrigley, J.W.",-33.9167,147.1833
1381710,1771036,NA,Width,28-SEP-16,NA,"Calculated width of seed (average, standard deviation)",Width,2430,microns,,microns,,,,,NA,2430,Philotheca verrucosa  ,9/16/2004,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Section 48, position 16 (Stocktake 14).","Zich, F.A.",-35.2833,149.1167
1208280,1770980,NA,WidthSample,17-AUG-16,NA,Number of seed used in width calculation,WidthSample,19,ea,,NA,,,,,NA,19,Maytenus cunninghamii  ,4/10/1988,site_at_-27.6167_degS_and_152.2833_degE,site_at_-27.6167_degS_and_152.2833_degE,6 km S of Gatton on the Ropely road.,ANBG,-27.6167,152.2833
1155212,1795688,NA,Appendage,17-JUN-08,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Ptilotus symonii  ,2/9/1998,site_at_-31.9625_degS_and_126.6831_degE,site_at_-31.9625_degS_and_126.6831_degE,56 km E of Cocklebiddy towards Majura.,"Chandler, G.T.",-31.9625,126.6831
1178770,1795665,NA,Appendage,17-JUN-22,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Rhytidosporum prostratum  ,2/25/1995,site_at_-35.1833_degS_and_150.25_degE,site_at_-35.1833_degS_and_150.25_degE,"Morton National Park, Camping Rock Creek, at crossing of New Haven Gap - The Vines fire trail.","Cayzer, L.W.",-35.1833,150.25
1331781,1795692,NA,Appendage,17-JUN-15,NA,aril,Appendage,NA,NA,,NA,,,,,aril,aril,Pultenaea euchila  ,1/27/2000,site_at_-28.9025_degS_and_152.5981_degE,site_at_-28.9025_degS_and_152.5981_degE,"Casino, 52km west of, at junction of Bruxner Highway and road to Grafton.","Taylor, D.A.",-28.9025,152.5981
1338449,1795664,NA,Appendage,17-JUN-22,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Rhytidosporum inconspicuum  ,4/8/1996,site_at_-36.7333_degS_and_146.7667_degE,site_at_-36.7333_degS_and_146.7667_degE,"Alpine National Park, Mt Buffalo, access trail to Stanley Rocks, 2-3 m SSE of Stanley Rocks sign on path, either side.","Cayzer, L.W.",-36.7333,146.7667
1357487,1795676,NA,Appendage,17-JUN-23,NA,none,Appendage,NA,NA,,NA,,,,,none,none,Solanum esuriale  ,3/9/1981,site_at_-35.35_degS_and_145.6_degE,site_at_-35.35_degS_and_145.6_degE,11 km W of Jerilderie at Wangamong Creek crossing on the Jerilderie-Deniliquin Road.,"Hadlow, R.B.",-35.35,145.6
1389606,1795643,NA,Appendage,17-MAY-25,NA,hairs,Appendage,NA,NA,,NA,,,,,hairs,hairs,Pimelea octophylla  ,4/19/2002,site_at_-36.6161_degS_and_141.1497_degE,site_at_-36.6161_degS_and_141.1497_degE,At the crossroads of the east-west track and Jacobs track. 11 km along the east-west track heading west towards the SA-Vic. border.,"McAuliffe, J.",-36.6161,141.1497
1140766,1795680,NA,Width,17-JUN-23,NA,"Calculated width of seed (average, standard deviation)",Width,1250,microns,,microns,,,,,NA,1250,Sowerbaea juncea  ,6/19/1999,site_at_-37.3994_degS_and_149.8667_degE,site_at_-37.3994_degS_and_149.8667_degE,"Nadgee Nature Reserve. Nadgee Trig, 600 m to the east.","Donaldson, S.",-37.3994,149.8667
1144553,1795659,NA,Width,17-JUN-06,NA,"Calculated width of seed (average, standard deviation)",Width,540,microns,,microns,,,,,NA,540,Pogonolepis stricta  ,11/11/1998,site_at_-32.7561_degS_and_121.445_degE,site_at_-32.7561_degS_and_121.445_degE,"11.5 km along Kumarl Road from Lake King Norseman Road, turn left up track for c. 1 km Edge of salt lake.","Chandler, G.T.",-32.756100000000004,121.445
1150272,1795678,NA,Width,17-JUN-23,NA,"Calculated width of seed (average, standard deviation)",Width,1570,microns,,microns,,,,,NA,1570,Solanum petrophilum  ,8/23/1997,site_at_-30.9017_degS_and_135.2453_degE,site_at_-30.9017_degS_and_135.2453_degE,8 km W of Kingoonya towards Tarcoola on Trans Australian Railway Road.,"Flowers, G.",-30.9017,135.2453
1165353,1795640,NA,Width,17-MAY-24,NA,"Calculated width of seed (average, standard deviation)",Width,8110,microns,,microns,,,,,NA,8110,Petrophile canescens  ,3/22/1997,site_at_-30.0831_degS_and_151.9306_degE,site_at_-30.0831_degS_and_151.9306_degE,"c. 29 km direct NE of Guyra, 5.7 km E along Paddys Gully Road from its intersection with Backwater Road.","Lyne, A.M.",-30.0831,151.9306
1253795,1795675,NA,Width,17-JUN-23,NA,"Calculated width of seed (average, standard deviation)",Width,2270,microns,,microns,,,,,NA,2270,Solanum ditrichum  ,9/26/1973,site_at_-28.85_degS_and_152.0167_degE,site_at_-28.85_degS_and_152.0167_degE,"Paling yard Creek, N of Wallangarra.","Telford, I.R.",-28.85,152.0167
1284947,1795636,NA,Width,17-MAY-24,NA,"Calculated width of seed (average, standard deviation)",Width,990,microns,,microns,,,,,NA,990,Patersonia glabrata  ,11/15/2006,site_at_-35.1653_degS_and_150.4394_degE,site_at_-35.1653_degS_and_150.4394_degE,"Twelve Mile Road, towards Boyd Lookout from Princes Highway c. 40 km S of Nowra; under power line.","Fethers, S.",-35.1653,150.4394
1312475,1795670,NA,Width,17-JUN-22,NA,"Calculated width of seed (average, standard deviation)",Width,660,microns,,microns,,,,,NA,660,Rytidosperma australe  ,3/28/2008,site_at_-36.4275_degS_and_148.3572_degE,site_at_-36.4275_degS_and_148.3572_degE,"Kosciuszko National Park, IBRA region AA; on the northern bank of Spencers Creek.","McAuliffe, J.",-36.4275,148.3572
1323834,1795702,NA,Width,17-JUN-20,NA,"Calculated width of seed (average, standard deviation)",Width,2030,microns,,microns,,,,,NA,2030,Ranunculus lappaceus  ,3/26/2009,site_at_-36.3703_degS_and_148.4761_degE,site_at_-36.3703_degS_and_148.4761_degE,"Kosciuszko National Park, IBRA region AA; along the Rainbow Lake walking track from Kosciuszko Road, c. 150 m from the carpark.","McAuliffe, J.",-36.3703,148.4761
1337499,1795647,NA,Width,17-MAY-25,NA,"Calculated width of seed (average, standard deviation)",Width,2520,microns,,microns,,,,,NA,2520,Pittosporum lancifolium  ,4/10/1995,site_at_-28.0833_degS_and_153.05_degE,site_at_-28.0833_degS_and_153.05_degE,"Lamington National Park, access road from carpark to camping ground, Green Mountain (OReillys Guest House).","Cayzer, L.W.",-28.0833,153.05
1372445,1778172,NA,Width,27-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,1440,microns,,microns,,,,,NA,1440,Trachymene ochracea  ,10/27/1983,site_at_-26.85_degS_and_144.95_degE,site_at_-26.85_degS_and_144.95_degE,"35.1 km from Cheepie toward Quilpie, via Cowley Station.","Canning, E.M.",-26.85,144.95
1374878,1778176,NA,Width,27-OCT-16,NA,"Calculated width of seed (average, standard deviation)",Width,5570,microns,,microns,,,,,NA,5570,Velleia connata  ,10/19/1983,site_at_-26.5_degS_and_146.2167_degE,site_at_-26.5_degS_and_146.2167_degE,"12.7 km from Charleville toward Cunnamulla, by railway line.","Canning, E.M.",-26.5,146.2167
1397733,1778210,NA,Width,05-JAN-17,NA,"Calculated width of seed (average, standard deviation)",Width,2660,microns,,microns,,,,,NA,2660,Acacia binervata  ,10/23/1979,site_at_-35.0667_degS_and_150.5833_degE,site_at_-35.0667_degS_and_150.5833_degE,Tomerong.,Seed Store,-35.0667,150.5833
1189302,1778124,NA,WidthSample,07-OCT-16,NA,Number of seed used in width calculation,WidthSample,28,ea,,NA,,,,,NA,28,Rhodanthe citrina  ,11/1/1992,site_at_-31.7789_degS_and_117.4733_degE,site_at_-31.7789_degS_and_117.4733_degE,"c. 15 km direct S of Tammin, at Charles Gardner Nature Reserve.","Lyne, A.M.",-31.7789,117.4733
1189429,1778143,NA,WidthSample,21-OCT-16,NA,Number of seed used in width calculation,WidthSample,11,ea,,NA,,,,,NA,11,Sida cunninghamii  ,11/9/1992,site_at_-34.3_degS_and_146.7167_degE,site_at_-34.3_degS_and_146.7167_degE,"Moombooldool, 1.5 km from Moombooldool towards Temora.","Butler, G.",-34.3,146.7167
1195010,1778137,NA,WidthSample,20-OCT-16,NA,Number of seed used in width calculation,WidthSample,20,ea,,NA,,,,,NA,20,Solanum coactiliferum  ,3/25/1975,site_at_-35.1_degS_and_146.1_degE,site_at_-35.1_degS_and_146.1_degE,"Rothdene road at junction with Griffith-Rankins Springs road, 21 km SW of Rankins Springs.","Telford, I.R.",-35.1,146.1
1197767,1778128,NA,WidthSample,07-OCT-16,NA,Number of seed used in width calculation,WidthSample,30,ea,,NA,,,,,NA,30,Rhytidosporum procumbens  ,11/11/1988,site_at_-37.8833_degS_and_147.3_degE,site_at_-37.8833_degS_and_147.3_degE,"Railway line ca. 1 km NNE of Perry River, ca. 2 km ESE of Fernbank.","Davies, F.E.",-37.8833,147.3
1234329,1778129,NA,WidthSample,07-OCT-16,NA,Number of seed used in width calculation,WidthSample,10,ea,,NA,,,,,NA,10,Ricinocarpos bowmanii  ,12/8/1973,site_at_-30.7667_degS_and_149.4833_degE,site_at_-30.7667_degS_and_149.4833_degE,61 km from Coonabarabran on Narrabri road.,"Striemann, H.",-30.7667,149.4833
1234814,1778150,NA,WidthSample,21-OCT-16,NA,Number of seed used in width calculation,WidthSample,28,ea,,NA,,,,,NA,28,Solanum vescum  ,12/7/1973,site_at_-31.2667_degS_and_149.05_degE,site_at_-31.2667_degS_and_149.05_degE,"Mt. Woorut, Warrumbungle Ra., 21 km. W. of Coonabarabran.","Streimann, H.",-31.2667,149.05
1247538,1778130,NA,WidthSample,07-OCT-16,NA,Number of seed used in width calculation,WidthSample,21,ea,,NA,,,,,NA,21,Sambucus gaudichaudiana  ,1/27/1987,site_at_-35.1333_degS_and_148.6667_degE,site_at_-35.1333_degS_and_148.6667_degE,"0.6 km WSW of Wee Jasper-Yass road and Micalong Creek road junction, sinkhole WJ9.","Thompson, H.",-35.1333,148.6667
1275261,1778204,NA,WidthSample,15-DEC-16,NA,Number of seed used in width calculation,WidthSample,21,ea,,NA,,,,,NA,21,Acacia argyrophylla  ,2/23/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Section 77, Canberra.","Donaldson, S.",-35.2833,149.1167
1288021,1778196,NA,WidthSample,17-NOV-16,NA,Number of seed used in width calculation,WidthSample,9,ea,,NA,,,,,NA,9,Acacia acuminata  ,12/18/2006,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra; section 100.","Donaldson, S.R.",-35.2833,149.1167
1302507,1778173,NA,WidthSample,27-OCT-16,NA,Number of seed used in width calculation,WidthSample,6,ea,,NA,,,,,NA,6,Trichosanthes subvelutina  ,1/23/1983,site_at_-28.0833_degS_and_153.4333_degE,site_at_-28.0833_degS_and_153.4333_degE,"Currumbin Creek valley, road to Tomewin Gap.","Telford, I.R.",-28.0833,153.4333
1308680,1778184,NA,WidthSample,02-NOV-16,NA,Number of seed used in width calculation,WidthSample,12,ea,,NA,,,,,NA,12,Acacia adunca  ,10/20/2009,site_at_-35.2833_degS_and_149.1167_degE,site_at_-35.2833_degS_and_149.1167_degE,"CULTIVATED Australian National Botanic Gardens, Canberra; section 3.",ANBG Plant Records,-35.2833,149.1167
1347292,1778133,NA,WidthSample,13-OCT-16,NA,Number of seed used in width calculation,WidthSample,7,ea,,NA,,,,,NA,7,Schoenus villosus  ,8/12/1981,site_at_-35.1_degS_and_150.3167_degE,site_at_-35.1_degS_and_150.3167_degE,Tianjara Falls.,"Taylor, J.",-35.1,150.3167
1365839,1778182,NA,WidthSample,01-NOV-16,NA,Number of seed used in width calculation,WidthSample,14,ea,,NA,,,,,NA,14,Xanthorrhoea resinosa  ,12/3/1980,site_at_-35.15_degS_and_150.7_degE,site_at_-35.15_degS_and_150.7_degE,"2.2 km S of Jervis Bay township, junction of Wreck Bay and Stony Creek roads.","Taylor, J.",-35.15,150.7
1610475,1764652,NA,Propagation,13-JUL-16,NA,Soak the seed for a time period.,Imbibation,,NA,NA,hours,,,,NA,imbibed,imbibed,Swainsona recta  ,9/14/2016,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between ,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,ANBG Nursery,NA,NA
1610476,1764658,NA,Propagation,13-JUL-16,NA,Soak the seed for a time period.,Imbibation,,NA,NA,hours,,,,NA,imbibed,imbibed,Swainsona recta  ,9/14/2016,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between ,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,ANBG Nursery,NA,NA
1610485,1764722,NA,Propagation,13-JUL-16,NA,Soak the seed for a time period.,Imbibation,,NA,NA,hours,,,,NA,imbibed,imbibed,Swainsona recta  ,9/14/2016,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between ,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,ANBG Nursery,NA,NA
1610506,1764896,NA,Propagation,13-JUL-16,NA,Soak the seed for a time period.,Imbibation,,NA,NA,hours,,,,NA,imbibed,imbibed,Swainsona recta  ,9/14/2016,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between ,Wild seed donated by CSIRO ex Dr Andrew Youngs research; collected in the ACT between 1994 and 1997 by CSIRO and New South Wales National Parks. Seed packet numbers/codes refer to different collection sites but no guide/interpretation has been provided.,ANBG Nursery,NA,NA
1357487,1795676,NA,Width,17-JUN-23,NA,"Calculated width of seed (average, standard deviation)",Width,2540,microns,,microns,,,,,NA,2540,Solanum esuriale  ,3/9/1981,site_at_-35.35_degS_and_145.6_degE,site_at_-35.35_degS_and_145.6_degE,11 km W of Jerilderie at Wangamong Creek crossing on the Jerilderie-Deniliquin Road.,"Hadlow, R.B.",-35.35,145.6
1376791,1795668,NA,Width,17-JUN-22,NA,"Calculated width of seed (average, standard deviation)",Width,5070,microns,,microns,,,,,NA,5070,Ripogonum discolor  ,6/20/2001,site_at_-30.1667_degS_and_152.5_degE,site_at_-30.1667_degS_and_152.5_degE,Mt Hyland Flora Reserve.,"Golson, T.",-30.1667,152.5
1137944,1795662,NA,WidthSample,17-JUN-21,NA,Number of seed used in width calculation,WidthSample,20,ea,,NA,,,,,NA,20,Rhodanthe stuartiana  ,10/6/1999,site_at_-32.7_degS_and_141.9906_degE,site_at_-32.7_degS_and_141.9906_degE,"36.5 km along Menindee road, off Silvercity Highway.","Bell, B.A.",-32.7,141.9906
1150272,1795678,NA,WidthSample,17-JUN-23,NA,Number of seed used in width calculation,WidthSample,20,ea,,NA,,,,,NA,20,Solanum petrophilum  ,8/23/1997,site_at_-30.9017_degS_and_135.2453_degE,site_at_-30.9017_degS_and_135.2453_degE,8 km W of Kingoonya towards Tarcoola on Trans Australian Railway Road.,"Flowers, G.",-30.9017,135.2453
1156542,1795642,NA,WidthSample,17-MAY-24,NA,Number of seed used in width calculation,WidthSample,25,ea,,NA,,,,,NA,25,Pimelea ferruginea  ,9/22/1997,site_at_-34.4597_degS_and_119.2761_degE,site_at_-34.4597_degS_and_119.2761_degE,"Dillon Bay, 25 km W of Bremer Bay.","Donaldson, S.",-34.4597,119.2761
1206893,1795707,NA,WidthSample,17-JUN-21,NA,Number of seed used in width calculation,WidthSample,20,ea,,NA,,,,,NA,20,Ranunculus scapiger  ,1/9/1979,site_at_-35.55_degS_and_148.8_degE,site_at_-35.55_degS_and_148.8_degE,Brindabella Range Warks Road.,"Woollcott, T.E.",-35.55,148.8
1253795,1795675,NA,WidthSample,17-JUN-23,NA,Number of seed used in width calculation,WidthSample,20,ea,,NA,,,,,NA,20,Solanum ditrichum  ,9/26/1973,site_at_-28.85_degS_and_152.0167_degE,site_at_-28.85_degS_and_152.0167_degE,"Paling yard Creek, N of Wallangarra.","Telford, I.R.",-28.85,152.0167
1265207,1795639,NA,WidthSample,17-MAY-24,NA,Number of seed used in width calculation,WidthSample,25,ea,,NA,,,,,NA,25,Petalostylis labicheoides  ,9/24/1973,site_at_-30.5667_degS_and_139.2333_degE,site_at_-30.5667_degS_and_139.2333_degE,"Italowie Creek, 13 km NW of Wertaloona homestead.","Sikkes, A.J.A.",-30.5667,139.2333
1284031,1795691,NA,WidthSample,17-JUN-15,NA,Number of seed used in width calculation,WidthSample,27,ea,,NA,,,,,NA,27,Pultenaea daphnoides  ,11/15/2006,site_at_-35.1653_degS_and_150.4394_degE,site_at_-35.1653_degS_and_150.4394_degE,"Twelve Mile Road, towards Boyd Lookout from Princes Highway c. 40 km S of Nowra; under power line.","Fethers, S.",-35.1653,150.4394
