item_ID,gathering_date,latitude (deg),longitude (deg),locality,collector,species_name,site_name,site_name_shorter
1577951,5/21/2014,-13.28,132.5447,Kakadu National Park; 40 km SE Jabiru; 3 km S of Graveside Gorge carpark; Graveside Gorge.,"North, T.G.",Callitris intratropica  ,site_at_-13.28_degS_and_132.5447_degE,site_at_-13.28_degS_and_132.5447_degE
1641516,1/14/2016,-35.5194,148.9133,"Namadgi National Park; Corin Dam Road, 100 m S of Square Rock car park on Square Rock Track.","North, T.G.",Cynoglossum australe  ,site_at_-35.5194_degS_and_148.9133_degE,site_at_-35.5194_degS_and_148.9133_degE
1645649,1/14/2016,-35.5211,148.9089,"Namadgi National Park; Corin Dam Road, 500 m ~SW of Square Rock car park on Square Rock Track.","North, T.G.",Senecio hispidulus  ,site_at_-35.5211_degS_and_148.9089_degE,site_at_-35.5211_degS_and_148.9089_degE
1585946,2/24/2016,-34.4208,150.1389,"On north side of Tugalong Road, c. 20 km ~N then NE from its junction with Canyonleigh Road, Canyonleigh.","Percival, J.L.",Pomaderris cotoneaster  ,site_at_-34.4208_degS_and_150.1389_degE,site_at_-34.4208_degS_and_150.1389_degE
1585952,2/24/2016,-34.4206,150.1397,"On north side of Tugalong Road, 20.1 km ~N then NE from its junction with Canyonleigh Road, Canyonleigh.","Percival, J.L.",Pomaderris cotoneaster  ,site_at_-34.4206_degS_and_150.1397_degE,site_at_-34.4206_degS_and_150.1397_degE
1586997,12/8/2015,-34.2636,150.5828,"Wirrimbirra Sanctuary, Bargo area; access from Charlies Point Road along Wirrimbirra Creek south of Ockenden Pool.","Percival, J.L.",Pomaderris brunnea  ,site_at_-34.2636_degS_and_150.5828_degE,site_at_-34.2636_degS_and_150.5828_degE
1586998,12/8/2015,-34.2633,150.5828,"Wirrimbirra Sanctuary, Bargo area; access from Charlies Point Road along Wirrimbirra Creek south of Ockenden Pool; W side of creek bed.","Percival, J.L.",Pomaderris brunnea  ,site_at_-34.2633_degS_and_150.5828_degE,site_at_-34.2633_degS_and_150.5828_degE
1588357,4/18/2016,NA,NA,Brisbane Botanic Gardens Conservation Seed Bank (BBGCS).,"Golson, T.",Plectranthus nitidus  ,Brisbane Botanic Gardens Conservation Seed Bank (BBGCS).,Brisbane Botanic Gardens Conservation Seed Bank (BBGCS).
1586186,11/8/2015,-30.9447,151.8736,Oxley Wild Rivers National Park; Table Top Hut.,"Taylor, D.A.",Eucalyptus michaeliana  ,site_at_-30.9447_degS_and_151.8736_degE,site_at_-30.9447_degS_and_151.8736_degE
1472611,5/18/2013,-24.1692,132.6122,Henbury Station; 25 km due W of Mount Merrick; along minor watercourse on sandstone ridge.,"Percival, J.L.",Eucalyptus camaldulensis subsp. obtusa,site_at_-24.1692_degS_and_132.6122_degE,site_at_-24.1692_degS_and_132.6122_degE
1466913,5/18/2013,-24.1711,132.61,Henbury Station; 18 km SW of Palm Valley camp ground above Pukai rock hole; sandstone ridge.,"Percival, J.L.",Eucalyptus sessilis  ,site_at_-24.1711_degS_and_132.61_degE,site_at_-24.1711_degS_and_132.61_degE
1497895,4/16/2013,-35.5689,148.7844,"Namadgi National Park; S of locked Ginini gate, c. 5 km along Mount Franklin Road; Snowy Flat, southern end of bog c. 350 m N of Mount Franklin Road.","Guja, L.K.",Baeckea utilis  ,site_at_-35.5689_degS_and_148.7844_degE,site_at_-35.5689_degS_and_148.7844_degE
1412568,NA,-25.3333,131,Uluru - Kata Tjuta National Park.,leg. ign.,Santalum lanceolatum  ,site_at_-25.3333_degS_and_131_degE,site_at_-25.3333_degS_and_131_degE
1466900,5/19/2013,-24.6375,132.71190000000001,Henbury Station; c. 58 km directly ~WSW from Henbury homestead.,"Percival, J.L.",Brachychiton gregorii  ,site_at_-24.6375_degS_and_132.7119_degE,site_at_-24.6375_degS_and_132.7119_degE
1530589,11/21/2013,-36.9411,149.7639,Lochiel; Box Hill Station; 2.75 km S along Box Range Road from Mt Darragh Road.,"North, T.G.",Zieria parrisiae  ,site_at_-36.9411_degS_and_149.7639_degE,site_at_-36.9411_degS_and_149.7639_degE
1530594,11/21/2013,-36.9411,149.7639,Lochiel; Box Hill Station; 2.75 km S along Box Range Road from Mt Darragh Road.,"North, T.G.",Zieria parrisiae  ,site_at_-36.9411_degS_and_149.7639_degE,site_at_-36.9411_degS_and_149.7639_degE
1530577,11/21/2013,-36.9478,149.8153,Lochiel; 471 Mt Darragh Road; 300 m SE of junction of Mt Darragh Road and Back Creek Road.,"North, T.G.",Zieria formosa  ,site_at_-36.9478_degS_and_149.8153_degE,site_at_-36.9478_degS_and_149.8153_degE
1510822,11/22/2013,-36.9267,149.7581,Lochiel; Box Hill Station; 1.2 km SW of Mt Darragh Road junction with Box Range Road.,"North, T.G.",Zieria buxijugum  ,site_at_-36.9267_degS_and_149.7581_degE,site_at_-36.9267_degS_and_149.7581_degE
1510830,11/22/2013,-36.9267,149.7581,Lochiel; Box Hill Station; 1.2 km SW of Mt Darragh Road junction with Box Range Road.,"North, T.G.",Zieria buxijugum  ,site_at_-36.9267_degS_and_149.7581_degE,site_at_-36.9267_degS_and_149.7581_degE
1567450,11/22/2013,-36.3114,150.0678,Central Tilba; 450 m W from Central Tilba water tower.,"North, T.G.",Zieria tuberculata  ,site_at_-36.3114_degS_and_150.0678_degE,site_at_-36.3114_degS_and_150.0678_degE
1567451,11/22/2013,-36.3114,150.0678,Central Tilba; 450 m W from Central Tilba water tower.,"North, T.G.",Zieria tuberculata  ,site_at_-36.3114_degS_and_150.0678_degE,site_at_-36.3114_degS_and_150.0678_degE
1567454,11/22/2013,-36.3114,150.0678,Central Tilba; 450 m W from Central Tilba water tower.,"North, T.G.",Zieria tuberculata  ,site_at_-36.3114_degS_and_150.0678_degE,site_at_-36.3114_degS_and_150.0678_degE
1625221,12/12/2013,-32.5425,148.8875,"Mt Arthur Reserve, 10 km W of Wellington on Bushranger Creek Road, 100 m E of Longs Row carpark. Quadrat 391.","North, T.G.",Swainsona recta  ,site_at_-32.5425_degS_and_148.8875_degE,site_at_-32.5425_degS_and_148.8875_degE
1625222,12/12/2013,-32.5425,148.8875,"Mt Arthur Reserve, 10 km W of Wellington on Bushranger Creek Road, 100 m E of Longs Row carpark. Quadrat 391.","North, T.G.",Swainsona recta  ,site_at_-32.5425_degS_and_148.8875_degE,site_at_-32.5425_degS_and_148.8875_degE
1467278,5/19/2013,-24.6428,132.6733,Henbury Station; c. 56 km directly ~WSW from Henbury homestead.,"Percival, J.L.",Newcastelia spodiotricha  ,site_at_-24.6428_degS_and_132.6733_degE,site_at_-24.6428_degS_and_132.6733_degE
1469372,5/19/2013,-24.6428,132.6733,Henbury Station; c. 56 km directly ~WSW from Henbury homestead.,"Percival, J.L.",Dicrastylis costelloi  ,site_at_-24.6428_degS_and_132.6733_degE,site_at_-24.6428_degS_and_132.6733_degE
1469373,5/19/2013,-24.6428,132.6733,Henbury Station; c. 56 km directly ~WSW from Henbury homestead.,"Percival, J.L.",Dicrastylis costelloi  ,site_at_-24.6428_degS_and_132.6733_degE,site_at_-24.6428_degS_and_132.6733_degE
1472573,5/22/2013,-24.5492,133.5319,Henbury Station; 28 km E of Henbury homestead; mulga community between red sand dunes.,"Percival, J.L.",Acacia melleodora  ,site_at_-24.5492_degS_and_133.5319_degE,site_at_-24.5492_degS_and_133.5319_degE
1472574,5/22/2013,-24.5492,133.5319,Henbury Station; 28 km E of Henbury homestead; mulga community between red sand dunes.,"Percival, J.L.",Acacia melleodora  ,site_at_-24.5492_degS_and_133.5319_degE,site_at_-24.5492_degS_and_133.5319_degE
1466896,5/22/2013,-24.5503,133.5333,Henbury Station; 28.4 km E of Henbury homestead (straight line GPS); sandy rise.,"Percival, J.L.",Acacia brachystachya  ,site_at_-24.5503_degS_and_133.5333_degE,site_at_-24.5503_degS_and_133.5333_degE
1473686,5/22/2013,-24.5117,133.4572,Henbury Station; 21 km ~NE of Henbury homestead (straight line GPS); base of sandstone ridge.,"Percival, J.L.",Eucalyptus trivalva  ,site_at_-24.5117_degS_and_133.4572_degE,site_at_-24.5117_degS_and_133.4572_degE
1536059,8/3/2014,-27.2544,138.3111,"Simpson Desert Regional Reserve. Australian Desert Expeditions Great White Lakes traverse, day 4.","Purdie, R.W.",Maireana aphylla  ,site_at_-27.2544_degS_and_138.3111_degE,site_at_-27.2544_degS_and_138.3111_degE
1536080,8/3/2014,-27.2544,138.3111,"Simpson Desert Regional Reserve. Australian Desert Expeditions Great White Lakes traverse, day 4.","Purdie, R.W.",Maireana ciliata  ,site_at_-27.2544_degS_and_138.3111_degE,site_at_-27.2544_degS_and_138.3111_degE
1635433,4/17/2013,-35.5228,148.7819,"Namadgi National Park; Ginini Flats, NE of locked gate and carpark near Mount Ginini on  Mount Franklin Road; access via old ski run E, NE, then walking N through woodland.","Guja, L.K.",Juncus brevibracteus  ,site_at_-35.5228_degS_and_148.7819_degE,site_at_-35.5228_degS_and_148.7819_degE
1513025,8/5/2014,-27.0647,138.275,"Simpson Desert Regional Reserve. Australian Desert Expeditions Great White Lakes traverse, day 6.","Purdie, R.W.",Rhodanthe moschata  ,site_at_-27.0647_degS_and_138.275_degE,site_at_-27.0647_degS_and_138.275_degE
1535093,8/5/2014,-27.0647,138.275,"Simpson Desert Regional Reserve. Australian Desert Expeditions Great White Lakes traverse, day 6.","Purdie, R.W.",Rhodanthe moschata  ,site_at_-27.0647_degS_and_138.275_degE,site_at_-27.0647_degS_and_138.275_degE
1579093,2/24/2014,-36.4894,148.2839,"Kosciuszko National Park; side of Merritts Creek crossing, W of track on Australian Alps Walking Track c. 2.8 km ~NW of Thredbo.","Feilen, P.",Chionochloa frigida  ,site_at_-36.4894_degS_and_148.2839_degE,site_at_-36.4894_degS_and_148.2839_degE
1587014,12/16/2015,-34.2461,150.6453,"Bargo area, Pheasants Nest Road, c. 500 m past Charles Road turnoff, E side of road, c. 40 m N of Carters Creek crossing.","Percival, J.L.",Pomaderris brunnea  ,site_at_-34.2461_degS_and_150.6453_degE,site_at_-34.2461_degS_and_150.6453_degE
1585939,12/16/2015,-34.2461,150.6453,"Bargo area, Pheasants Nest Road, c. 500 m past Charles Road turnoff, E side of road, c. 50 m N of Carters Creek crossing.","Percival, J.L.",Pomaderris brunnea  ,site_at_-34.2461_degS_and_150.6453_degE,site_at_-34.2461_degS_and_150.6453_degE
1588908,11/30/2015,-34.7742,150.1017,"Morton National Park; below Badgerys Lookout, above the Badgerys Spur walking track.","Marges, J.D.",Eucalyptus punctata  ,site_at_-34.7742_degS_and_150.1017_degE,site_at_-34.7742_degS_and_150.1017_degE
1569819,1/27/2010,-30.1167,115.4,"Midwest; Hi Valley farm, Moora. Note coordinates calculated for Hi Vallee farm, c. 80 km NW of Moora.","Crawford, A.",Banksia lanata  ,site_at_-30.1167_degS_and_115.4_degE,site_at_-30.1167_degS_and_115.4_degE
1437763,NA,NA,NA,without locality,Unspecified collector of live material,Rhodanthe humboldtiana  ,without locality,without locality
1438955,NA,NA,NA,without locality,Unspecified collector of live material,Petrophile sessilis  ,without locality,without locality
1249414,NA,NA,NA,without locality,Unspecified collector of live material,Zieria smithii  ,without locality,without locality
1473755,5/23/2013,-20.1681,133.0517,Henbury Station; 6 km WNW of Mount Keartland summit.,"Percival, J.L.",Senna venusta  ,site_at_-20.1681_degS_and_133.0517_degE,site_at_-20.1681_degS_and_133.0517_degE
1473757,5/23/2013,-20.1681,133.0517,Henbury Station; 6 km WNW of Mount Keartland summit.,"Percival, J.L.",Senna venusta  ,site_at_-20.1681_degS_and_133.0517_degE,site_at_-20.1681_degS_and_133.0517_degE
1475235,5/23/2013,-24.1608,133.0622,Henbury Station; 6 km NW of Mount Keartland summit; headwaters of Boggy Hole Creek.,"Percival, J.L.",Juncus sp. MacDonnell Ranges (B.G.Thomson 3412)  ,site_at_-24.1608_degS_and_133.0622_degE,site_at_-24.1608_degS_and_133.0622_degE
1622404,10/27/2016,-37.1833,149.7333,"Mount Imlay, NE of trig, just below top.","Carmen, P.",Eucalyptus imlayensis  ,site_at_-37.1833_degS_and_149.7333_degE,site_at_-37.1833_degS_and_149.7333_degE
1586200,1/23/2014,-35.3272,149.3608,Kowen Travelling Stock Reserve; 250 m E of car park and dam off old Kings Highway.,"North, T.G.",Clematis leptophylla  ,site_at_-35.3272_degS_and_149.3608_degE,site_at_-35.3272_degS_and_149.3608_degE
1586214,2/6/2014,-35.8747,148.9831,"Namadgi National Park; Settlers Track off Boboyan Road, c. 200 m W of Brayshaws Hut car park.","North, T.G.",Acacia siculiformis  ,site_at_-35.8747_degS_and_148.9831_degE,site_at_-35.8747_degS_and_148.9831_degE
1625170,11/27/2013,-33.6561,149.0669,"Railway land c. 2 km S of Mandurama, next to Olympic Highway Mid Western Highway.","North, T.G.",Swainsona recta  ,site_at_-33.6561_degS_and_149.0669_degE,site_at_-33.6561_degS_and_149.0669_degE
1525937,1/7/2014,-34.6764,150.8097,"Jerrara Dam, Jamberoo District.","North, T.G.",Zieria granulata  ,site_at_-34.6764_degS_and_150.8097_degE,site_at_-34.6764_degS_and_150.8097_degE
1632545,5/20/2014,-12.8533,132.865,"Kakadu National Park; Koongarra, 3 km from locked gate, c. 500 m E of vehicle track.","North, T.G.",Hibiscus   ,site_at_-12.8533_degS_and_132.865_degE,site_at_-12.8533_degS_and_132.865_degE
1531229,5/21/2014,-13.2839,132.5422,Kakadu National Park; 40 km SE Jabiru; 3 km S of Graveside Gorge carpark; Graveside Gorge.,"North, T.G.",Acacia sp. Graveside Gorge (V.J.Levitzke 806)  ,site_at_-13.2839_degS_and_132.5422_degE,site_at_-13.2839_degS_and_132.5422_degE
1413184,NA,-25.3333,131,Uluru - Kata Tjuta National Park.,leg. ign.,Eucalyptus camaldulensis subsp. obtusa,site_at_-25.3333_degS_and_131_degE,site_at_-25.3333_degS_and_131_degE
1468728,NA,-25.3333,131,Uluru - Kata Tjuta National Park.,leg. ign.,Eucalyptus camaldulensis subsp. obtusa,site_at_-25.3333_degS_and_131_degE,site_at_-25.3333_degS_and_131_degE
1440996,10/9/2011,-25.2969,130.7061,Uluru - Kata Tjuta National Park Kata Tjuta.,leg. ign.,Acacia kempeana  ,site_at_-25.2969_degS_and_130.7061_degE,site_at_-25.2969_degS_and_130.7061_degE
1469695,NA,-25.3333,131,Uluru - Kata Tjuta National Park.,leg. ign.,Acacia ligulata  ,site_at_-25.3333_degS_and_131_degE,site_at_-25.3333_degS_and_131_degE
1469696,NA,-25.3333,131,Uluru - Kata Tjuta National Park.,leg. ign.,Acacia ligulata  ,site_at_-25.3333_degS_and_131_degE,site_at_-25.3333_degS_and_131_degE
1474361,1/10/2013,-34.9731,149.2192,W from corner of Back Creek Road and Yass River Road.,"North, T.G.",Acacia genistifolia  ,site_at_-34.9731_degS_and_149.2192_degE,site_at_-34.9731_degS_and_149.2192_degE
1474360,1/10/2013,-34.9731,149.2192,W from corner of Back Creek Road and Yass River Road.,"North, T.G.",Acacia genistifolia  ,site_at_-34.9731_degS_and_149.2192_degE,site_at_-34.9731_degS_and_149.2192_degE
1513049,8/1/2014,-27.3789,138.3622,"Simpson Desert Regional Reserve, c. 5 km N of Kallakoopah Creek. Australian Desert Expeditions Great White Lakes traverse, day 2.","Purdie, R.W.",Acacia ligulata  ,site_at_-27.3789_degS_and_138.3622_degE,site_at_-27.3789_degS_and_138.3622_degE
1472263,1/11/2013,-35.2494,149.1125,"OConnor Ridge, OConnor a suburb of Canberra.","North, T.G.",Acacia genistifolia  ,site_at_-35.2494_degS_and_149.1125_degE,site_at_-35.2494_degS_and_149.1125_degE
1513058,8/1/2014,-27.3786,138.3656,"Simpson Desert Regional Reserve, c. 5 km N of Kallakoopah Creek. Australian Desert Expeditions Great White Lakes traverse, day 2.","Purdie, R.W.",Atriplex lobativalvis  ,site_at_-27.3786_degS_and_138.3656_degE,site_at_-27.3786_degS_and_138.3656_degE
1534030,8/1/2014,-27.3786,138.3656,"Simpson Desert Regional Reserve, c. 5 km N of Kallakoopah Creek. Australian Desert Expeditions Great White Lakes traverse, day 2.","Purdie, R.W.",Solanum oligacanthum  ,site_at_-27.3786_degS_and_138.3656_degE,site_at_-27.3786_degS_and_138.3656_degE
1579435,1/24/2015,-36.4439,148.4489,"Junction of Lake Crackenback Causeway and Little Thredbo River between Little Thredbo River and Bullocks Drive at Lake Crackenback Resort, Alpine Way about halfway between Jindabyne and Thredbo.","Cosgrove, C.",Discaria nitida  ,site_at_-36.4439_degS_and_148.4489_degE,site_at_-36.4439_degS_and_148.4489_degE
1494807,3/12/2014,-36.4575,148.2961,Kosciuszko National Park c. 120 m N of Summit Walk and Merritts Creek bridge on E side of Merritts Creek.,"Cosgrove, C.",Oreobolus distichus  ,site_at_-36.4575_degS_and_148.2961_degE,site_at_-36.4575_degS_and_148.2961_degE
1494817,3/13/2014,-36.4378,148.2761,"Kosciuszko National Park c. 350 m SE of Albina Pass / Main Range walking track, above Snowy River (north arm).","Cosgrove, C.",Astelia psychrocharis  ,site_at_-36.4378_degS_and_148.2761_degE,site_at_-36.4378_degS_and_148.2761_degE
1586476,12/16/2015,-34.7736,150.1008,Morton National Park; on walking track going downhill from Badgerys Lookout.,"North, T.G.",Pomaderris cotoneaster  ,site_at_-34.7736_degS_and_150.1008_degE,site_at_-34.7736_degS_and_150.1008_degE
1586483,12/16/2015,-34.7736,150.1017,Morton National Park; Badgerys Lookout.,"North, T.G.",Pomaderris cotoneaster  ,site_at_-34.7736_degS_and_150.1017_degE,site_at_-34.7736_degS_and_150.1017_degE
1586485,12/16/2015,-34.7733,150.1017,Morton National Park; Badgerys Lookout.,"North, T.G.",Pomaderris cotoneaster  ,site_at_-34.7733_degS_and_150.1017_degE,site_at_-34.7733_degS_and_150.1017_degE
1586222,12/3/2014,-35.5708,150.3753,"Kioloa area; Snapper Point walking track, c. 800 m from Pretty Beach picnic area.","North, T.G.",Melaleuca hypericifolia  ,site_at_-35.5708_degS_and_150.3753_degE,site_at_-35.5708_degS_and_150.3753_degE
1512100,12/10/2014,-35.3686,148.9661,"Site Paddys 01. Paddys River. Uriarra; 2 km E (upstream) of Murrays Corner Recreation Reserve, on river.","North, T.G.",Bossiaea grayi  ,site_at_-35.3686_degS_and_148.9661_degE,site_at_-35.3686_degS_and_148.9661_degE
1511480,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1582676,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1583012,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1583030,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1583037,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1583038,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1511483,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1511485,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1511487,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1511494,2014-12,-35.5989,149.7953,"6639 Araluen Road, Araluen; enclosure on western scarp of property, 100 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5989_degS_and_149.7953_degE,site_at_-35.5989_degS_and_149.7953_degE
1511523,2014-12,-35.5992,149.795,"6639 Araluen Road, Araluen; enclosure on western scarp of property, lower section on escarpment, 150 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5992_degS_and_149.795_degE,site_at_-35.5992_degS_and_149.795_degE
1511527,2014-12,-35.5992,149.795,"6639 Araluen Road, Araluen; enclosure on western scarp of property, lower section on escarpment, 150 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5992_degS_and_149.795_degE,site_at_-35.5992_degS_and_149.795_degE
1511528,2014-12,-35.5992,149.795,"6639 Araluen Road, Araluen; enclosure on western scarp of property, lower section on escarpment, 150 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5992_degS_and_149.795_degE,site_at_-35.5992_degS_and_149.795_degE
1511551,2014-12,-35.5992,149.795,"6639 Araluen Road, Araluen; enclosure on western scarp of property, lower section on escarpment, 150 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5992_degS_and_149.795_degE,site_at_-35.5992_degS_and_149.795_degE
1511555,2014-12,-35.5992,149.795,"6639 Araluen Road, Araluen; enclosure on western scarp of property, lower section on escarpment, 150 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5992_degS_and_149.795_degE,site_at_-35.5992_degS_and_149.795_degE
1511556,2014-12,-35.5992,149.795,"6639 Araluen Road, Araluen; enclosure on western scarp of property, lower section on escarpment, 150 m W of property entrance.","North, T.G.",Zieria adenophora  ,site_at_-35.5992_degS_and_149.795_degE,site_at_-35.5992_degS_and_149.795_degE
1471953,1/17/2013,-35.2756,149.0992,"Canberra Nature Park; Black Mountain, three-quarters of the way up the eastern slope.","Higgisson, W.",Acacia buxifolia subsp. buxifolia,site_at_-35.2756_degS_and_149.0992_degE,site_at_-35.2756_degS_and_149.0992_degE
1458234,1/17/2013,-35.2753,149.0886,"Canberra Nature Park; Black Mountain, base of western slope, 20 m from car park off Gungahlin Drive / Caswell Drive.","Higgisson, W.",Gonocarpus tetragynus  ,site_at_-35.2753_degS_and_149.0886_degE,site_at_-35.2753_degS_and_149.0886_degE
1582071,12/16/2015,-34.8775,150.0064,"Bungonia National Park; Great South Road fire trail; in gully between Paddys Creek and Spring Creek, which starts c. 800 m SE from the junction with Stan Jones Trail. E then W then ~SW up the gully.","McAuliffe, J.",Pomaderris cotoneaster  ,site_at_-34.8775_degS_and_150.0064_degE,site_at_-34.8775_degS_and_150.0064_degE
1582077,12/16/2015,-34.8797,150.0047,"Bungonia National Park; Great South Road fire trail; in gully between Paddys Creek and Spring Creek, which starts c. 800 m SE from the junction with Stan Jones Trail. E then W then ~SW up the gully.","McAuliffe, J.",Pomaderris cotoneaster  ,site_at_-34.8797_degS_and_150.0047_degE,site_at_-34.8797_degS_and_150.0047_degE
1586887,2/12/2014,-36.4853,148.2747,Kosciuszko National Park; S of Rams Head North on the junction of two creeks.,"Marges, J.D.",Deschampsia cespitosa  ,site_at_-36.4853_degS_and_148.2747_degE,site_at_-36.4853_degS_and_148.2747_degE
1585912,12/8/2015,-34.26,150.5831,"Wirrimbirra Sanctuary, Bargo area; access from Charlies Point Road, Wirrimbirra Creek south of Ockenden Pool; western side of creek.","Percival, J.L.",Telopea speciosissima  ,site_at_-34.26_degS_and_150.5831_degE,site_at_-34.26_degS_and_150.5831_degE
1582359,1/21/2016,-34.7978,149.9989,"Bungonia Gorge lookout, c. 10 km due S of Marulan.","Marges, J.D.",Pomaderris cotoneaster  ,site_at_-34.7978_degS_and_149.9989_degE,site_at_-34.7978_degS_and_149.9989_degE
1582360,1/21/2016,-34.7978,149.9989,"Bungonia Gorge lookout, c. 10 km due S of Marulan.","Marges, J.D.",Pomaderris cotoneaster  ,site_at_-34.7978_degS_and_149.9989_degE,site_at_-34.7978_degS_and_149.9989_degE
1582361,1/21/2016,-34.7978,149.9989,"Bungonia Gorge lookout, c. 10 km due S of Marulan.","Marges, J.D.",Pomaderris cotoneaster  ,site_at_-34.7978_degS_and_149.9989_degE,site_at_-34.7978_degS_and_149.9989_degE
1586256,10/23/2015,-26.6456,150.5789,"S of Barakula State Forest,  c. 11.3 km N of Warrego Highway on Auburn Road.","Schmidt-Lebuhn, A.N.",Dodonaea biloba  ,site_at_-26.6456_degS_and_150.5789_degE,site_at_-26.6456_degS_and_150.5789_degE
1458973,1/16/2013,-35.5231,148.7817,"Namadgi National Park Ginini Flats, c. 500 m ~N of Mt Ginini carpark on Mt Franklin Road.","Flowers, G.H.",Olearia algida  ,site_at_-35.5231_degS_and_148.7817_degE,site_at_-35.5231_degS_and_148.7817_degE
1459609,12/5/2012,-35.3283,149.0022,"Mount Stromlo, 2 km up Mount Stromlo Road from junction with Cotter Road.","North, T.G.",Daviesia mimosoides  ,site_at_-35.3283_degS_and_149.0022_degE,site_at_-35.3283_degS_and_149.0022_degE
1479543,12/7/2012,-29.0258,167.9411,CULTIVATED Norfolk Island Botanic Gardens.,"North, T.G.",Coprosma baueri  ,site_at_-29.0258_degS_and_167.9411_degE,site_at_-29.0258_degS_and_167.9411_degE
1511058,12/10/2014,-35.3614,148.9522,"Site Paddys 03. Paddys River Road, Uriarra; 150 m W NNW of Murrays Corner Recreation Reserve, northern side of Paddys River point plots on E side.","North, T.G.",Bossiaea grayi  ,site_at_-35.3614_degS_and_148.9522_degE,site_at_-35.3614_degS_and_148.9522_degE
1511092,12/10/2014,-35.3614,148.9522,"Site Paddys 03. Paddys River Road, Uriarra; 150 m W NNW of Murrays Corner Recreation Reserve, northern side of Paddys River point plots on E side.","North, T.G.",Bossiaea grayi  ,site_at_-35.3614_degS_and_148.9522_degE,site_at_-35.3614_degS_and_148.9522_degE
1511094,12/10/2014,-35.3614,148.9522,"Site Paddys 03. Paddys River Road, Uriarra; 150 m W NNW of Murrays Corner Recreation Reserve, northern side of Paddys River point plots on E side.","North, T.G.",Bossiaea grayi  ,site_at_-35.3614_degS_and_148.9522_degE,site_at_-35.3614_degS_and_148.9522_degE
1511569,12/10/2014,-35.3614,148.9522,"Site Paddys 03. Paddys River Road, Uriarra; 150 m W NNW of Murrays Corner Recreation Reserve, northern side of Paddys River point plots on E side.","North, T.G.",Bossiaea grayi  ,site_at_-35.3614_degS_and_148.9522_degE,site_at_-35.3614_degS_and_148.9522_degE
1511979,12/10/2014,-35.3614,148.9522,"Site Paddys 03. Paddys River Road, Uriarra; 150 m W NNW of Murrays Corner Recreation Reserve, northern side of Paddys River point plots on E side.","North, T.G.",Bossiaea grayi  ,site_at_-35.3614_degS_and_148.9522_degE,site_at_-35.3614_degS_and_148.9522_degE
1512025,12/10/2014,-35.3614,148.9522,"Site Paddys 03. Paddys River Road, Uriarra; 150 m W NNW of Murrays Corner Recreation Reserve, northern side of Paddys River point plots on E side.","North, T.G.",Bossiaea grayi  ,site_at_-35.3614_degS_and_148.9522_degE,site_at_-35.3614_degS_and_148.9522_degE
