Family,taxa,percentgerm,presowtreat,germmedium,germcond,germnotes,refdesc
MYRTACEAE,Melaleuca squamea,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squamea,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squamea,90 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squamea,95 % germination (seeds sown: 100),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squamea,95 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squarrosa,100 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squarrosa,100 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squarrosa,100 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squarrosa,100 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squarrosa,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 14 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca squarrosa,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca stenostachya,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca stramentosa,67 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca stramentosa,89 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca stramentosa,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca striata,72 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 105 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca striata,89 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 84 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca striata,95 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 84 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca strobophylla,52 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca styphelioides,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca styphelioides,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca styphelioides,95 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca suberosa,100 % germination (seeds sown: 49),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca suberosa,79 % germination (seeds sown: 47),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 112 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca suberosa,94 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca subfalcata,100 % germination (seeds sown: 17),,germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 15°C; 63 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca subfalcata,88 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 63 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca subtrigona,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca subtrigona,89 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca subtrigona,95 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca sylvana,64 % germination (seeds sown: 11),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 63 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca sylvana,93 % germination (seeds sown: 41),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca tamariscina,100 % germination (seeds sown: 12),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 70 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca tamariscina,86 % germination (seeds sown: 14),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca tamariscina,93 % germination (seeds sown: 14),,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 70 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca thyoides,100 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca thyoides,100 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 7 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca thyoides,98 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca trichostachya,90 % germination (seeds sown: 10),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca tuberculata,96 % germination (seeds sown: 46),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 91 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,100 % germination (seeds sown: 48),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 36 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,100 % germination (seeds sown: 48),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 36 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,100 % germination (seeds sown: 49),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,100 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 21 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,100 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 21 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,88 % germination (seeds sown: 26),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,89 % germination (seeds sown: 37),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,93 % germination (seeds sown: 42),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca uncinata,98 % germination (seeds sown: 48),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 36 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viminea,78 % germination (seeds sown: 45),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viminea,91 % germination (seeds sown: 47),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viminea,98 % germination (seeds sown: 46),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viminea subsp. appressa,78 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viminea subsp. appressa,86 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viminea subsp. appressa,98 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viridiflora,67 % germination (seeds sown: 15),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viridiflora,75 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 30°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viridiflora,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca viridiflora,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca wilsonii,100 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 63 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca wilsonii,80 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 77 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca xerophila,88 % germination (seeds sown: 48),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca xerophila,94 % germination (seeds sown: 47),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca zeteticorum,82 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Melaleuca zeteticorum,96 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Neofabricia myrtifolia,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Rhodamnia rubescens,75 % germination (seeds sown: 48),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 91 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Rhodamnia rubescens,92 % germination (seeds sown: 52),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 91 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Sannantha bidwillii,100 % germination (seeds sown: 13),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 63 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Sannantha bidwillii,92 % germination (seeds sown: 13),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Sannantha crenulata,90 % germination (seeds sown: 30),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 168 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Sannantha crenulata,90 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20/10°C (Therm 8/16); 168 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Syncarpia glomulifera,100 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Syncarpia glomulifera,96 % germination (seeds sown: 46),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Syncarpia verecunda,88 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Syncarpia verecunda,88 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Syncarpia verecunda,94 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Syncarpia verecunda,94 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Taxandria marginata,78 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 63 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Taxandria marginata,80 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Taxandria marginata,89 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Tristaniopsis laurina,76 % germination (seeds sown: 25),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
MYRTACEAE,Tristaniopsis laurina,78 % germination (seeds sown: 23),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 56 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Boerhavia coccinea,85 % germination (seeds sown: 20),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 40/25°C (Therm 8/16); 63 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Boerhavia diffusa,68 % germination (seeds sown: 50),pre-sowing treatments: surgical (seed coat partially removed with scalpel),germination medium: moist sand,germination conditions: light 12/12; 25°C; 163 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Boerhavia dominii,50 % germination (seeds sown: 12),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Boerhavia dominii,67 % germination (seeds sown: 15),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Boerhavia dominii,78 % germination (seeds sown: 18),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar with 250mg/l Gibberellic acid (GA3),germination conditions: light 8/16; 40/25°C (Therm 8/16); 28 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Boerhavia paludosa,78 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Boerhavia paludosa,85 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Pisonia aculeata,100 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 42 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Pisonia aculeata,70 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 28 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Pisonia aculeata,75 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Pisonia aculeata,89 % germination (seeds sown: 18),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 28 days,,"RBG Kew, Wakehurst Place."
NYCTAGINACEAE,Pisonia aculeata,90 % germination (seeds sown: 20),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
OLACACEAE,Ximenia americana,50 % germination (seeds sown: 10),pre-sowing treatments: mechanical manipulation (other covering structure (not seed coat) removed or partially removed. covering structure removed),germination medium: 1% agar,germination conditions: light 12/12; 26°C; 42 days,,"RBG Kew, Wakehurst Place."
OLACACEAE,Ximenia americana,60 % germination (seeds sown: 10),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 70 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum didymum,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum didymum,72 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum didymum,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum molle,100 % germination (seeds sown: 10),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 21 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum molle,50 % germination (seeds sown: 10),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 77 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum molle,50 % germination (seeds sown: 10),pre-sowing treatments: surgical (seed coat partially removed with scalpel. seed coat chipped),germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum molle,91 % germination (seeds sown: 11),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
OLEACEAE,Jasminum simplicifolium subsp. australiense,94 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 56 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium billardiereanum subsp. cinereum,68 % germination (seeds sown: 53),,germination medium: 1% agar,germination conditions: light 12/12; 15°C; 70 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium billardiereanum subsp. cinereum,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 56 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium brunnescens,63 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 12/12; 15°C; 64 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium obscurum,83 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 63 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium obscurum,84 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 12/12; 16°C,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium obscurum,89 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 112 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium obscurum,90 % germination (seeds sown: 20),,germination medium: 1% agar,"germination conditions: light 8/16; 25/10°C (Therm 8/16); 105 days,",,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium pallidiflorum,100 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 14 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium pallidiflorum,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 14 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium pallidiflorum,94 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 7 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,90 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 10°C; 49 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,90 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 28 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,90 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 42 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,94 % germination (seeds sown: 47),,germination medium: 1% agar,germination conditions: light 12/12; 20°C; 41 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 49 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,96 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 15°C; 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,98 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 12/12; 25°C; 41 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,98 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Epilobium tetragonum,98 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 14 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia adscendens,60 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 12/12; 21/11°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia hyssopifolia,100 % germination (seeds sown: 100),,germination medium: 1% agar,germination conditions: light 12/12; 26/11°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia hyssopifolia,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia hyssopifolia,88 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 140 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia hyssopifolia,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,100 % germination (seeds sown: 100),,germination medium: 1% agar,germination conditions: light 12/12; 26/11°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,100 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,100 % germination (seeds sown: 18),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,100 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 21 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 12/12; 26/11°C (Therm 12/12),,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,100 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 28 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,54 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 49 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,62 % germination (seeds sown: 13),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 77 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,69 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,75 % germination (seeds sown: 16),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,89 % germination (seeds sown: 19),,germination medium: 1% agar,germination conditions: light 8/16; 35/20°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,90 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25°C; 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,94 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 20°C; 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,94 % germination (seeds sown: 17),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,94 % germination (seeds sown: 50),,germination medium: 1% agar,germination conditions: light 12/12; 21°C,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia octovalvis,95 % germination (seeds sown: 20),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 35 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia palustris,100 % germination (seeds sown: 10),,germination medium: 1% agar,germination conditions: light 8/16; 25/15°C (Therm 8/16); 21 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia palustris,70 % germination (seeds sown: 10),,germination medium: 1% agar,germination conditions: light 8/16; 25/10°C (Therm 8/16); 56 days,,"RBG Kew, Wakehurst Place."
ONAGRACEAE,Ludwigia palustris,75 % germination (seeds sown: 20),,germination medium: 1% agar with 101mg/l Potassium Nitrate (KNO3),germination conditions: light 8/16; 25/10°C (Therm 8/16); 42 days,,"RBG Kew, Wakehurst Place."
