speciesName,genus,speciesEpithet,family,speciesNameComments,photosyntheticPathway_confirmed,photosyntheticPathway_inferred,photosyntheticPathway_combined,source,justification,notes,d13C_perMil,d13CReplicate_perMil,ternVegetationBarcode,ternPrimaryGeneticBarcode,plantMaterialType,ternPlot,latitude,longitude,dateSurveyed,d13CAdditionalSample_perMil,ternPlotAdditionalSample,ternPrimaryGeneticBarcodeAdditionalSample,plantMaterialTypeAdditionalSample,latitudeAdditionalSample,longitudeOfAdditionalSample,dateSurveyedAdditionalSample,facilityYear,species_name,taxon_name,old_pathway,photosyntheticPathway_combined2
Trianthema_rhynchocalyptrum,Trianthema,rhynchocalyptrum,Aizoaceae,NA,C4,NA,C4,"Bohley et al., 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trianthema rhynchocalyptrum,Trianthema rhynchocalyptrum,c4,NA
Trianthema_triquetra,Trianthema,triquetra,Aizoaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trianthema triquetra,Trianthema triquetrum,c4,NA
Trianthema_triquetrum,Trianthema,triquetrum,Aizoaceae,NA,C4,NA,C4,TERN SIA,NA,Winter et al. 2021 showed C4 and CAM can co-occur in this genus. Therefore this categorisation using isotope analysis should be used with careful consideration,-14.98,NA,NA,NSA00536,leaves,NSABHC0004-53599,-31.84727889,141.9480675,6/6/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Trianthema triquetrum,Trianthema triquetrum,c4,NA
Trianthema_turgidifolia,Trianthema,turgidifolia,Aizoaceae,NA,C4,NA,C4,"Bohley et al., 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trianthema turgidifolia,Trianthema turgidifolium,NA,C4
Tribonanthes_longipetala,Tribonanthes,longipetala,Haemodoraceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribonanthes longipetala,Tribonanthes longipetala,NA,C3
Tribulopis_angustifolia,Tribulopis,angustifolia,Zygophyllaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-28.96,NA,NA,NTT  002246,leaves,NTTDMR0002-53581,-18.07249722,133.6350222,14/03/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Tribulopis angustifolia,Tribulopis angustifolia,c3,NA
Tribulopis_pentandra,Tribulopis,pentandra,Zygophyllaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-29.85,NA,NA,NTT  002722,leaves,NTTMGD0001-53521,-17.28296944,133.4238944,15/03/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Tribulopis pentandra,Tribulopis pentandra,c3,NA
Tribulus_adelacanthus,Tribulus,adelacanthus,Zygophyllaceae,NA,C3,NA,C3,"Lauterbach et al., 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus adelacanthus,Tribulus adelacanthus,NA,C3
Tribulus_angustifolius,Tribulus,angustifolius,Zygophyllaceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus angustifolius,Tribulopis angustifolia,c3,U
Tribulus_astrocarpus,Tribulus,astrocarpus,Zygophyllaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-26.21,NA,NA,WAA010745,leaves,WAAPIL0024-58040,-22.4671,119.0852222,1/8/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Tribulus astrocarpus,Tribulus astrocarpus,c3,NA
Tribulus_cistoides,Tribulus,cistoides,Zygophyllaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus cistoides,Tribulus cistoides,NA,C4
Tribulus_eichlerianus,Tribulus,eichlerianus,Zygophyllaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus eichlerianus,Tribulus eichlerianus,c4,NA
Tribulus_forrestii,Tribulus,forrestii,Zygophyllaceae,NA,C3,NA,C3,"Lauterbach et al., 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus forrestii,Tribulus forrestii,NA,C3
Tribulus_hystrix,Tribulus,hystrix,Zygophyllaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus hystrix,Tribulus hystrix,c4,NA
Tribulus_micrococcus,Tribulus,micrococcus,Zygophyllaceae,NA,C4,NA,C4,"Lauterbach et al., 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus micrococcus,Tribulus micrococcus,NA,C4
Tribulus_minutus,Tribulus,minutus,Zygophyllaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.93,NA,NA,QDA  007104,leaves,QDASSD0003-56912,-23.83157222,138.4074167,1/5/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Tribulus minutus,Tribulus minutus,c4,NA
Tribulus_terrestris,Tribulus,terrestris,Zygophyllaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tribulus terrestris,Tribulus terrestris,NA,C3
Trichanthodium_skirrophorum,Trichanthodium,skirrophorum,Asteraceae,NA,C3,NA,C3,TERN SIA,NA,NA,-27.91,NA,NA,SAA  003843,stem,SAAGVD0001-56925,-29.34533611,130.4461611,3/9/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Trichanthodium skirrophorum,Trichanthodium skirrophorum,c3,NA
Trichocline_spathulata,Trichocline,spathulata,Asteraceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trichocline spathulata,Trichocline spathulata,NA,U
Trichodesma_zeylanicum,Trichodesma,zeylanicum,Boraginaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trichodesma zeylanicum,Trichodesma zeylanicum,c3,NA
Tricoryne_anceps,Tricoryne,anceps,Asphodelaceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tricoryne anceps,Tricoryne anceps,NA,U
Tricoryne_elatior,Tricoryne,elatior,Asphodelaceae,NA,U,U,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tricoryne elatior,Tricoryne elatior,NA,U
Tricostularia_neesii,Tricostularia,neesii,Cyperaceae,NA,C3,NA,C3,TERN SIA,NA,NA,-30.15,NA,NA,WAA017214,mixed,WAAESP0001-58516,-34.4769,117.7542694,12/10/2016,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Tricostularia neesii,Tricostularia neesii,c3,NA
Tricostularia_undulata,Tricostularia,undulata,Cyperaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tricostularia undulata,Anthelepis undulata,NA,C3
Trifolium,Trifolium,NA,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium,NA,NA,C3
Trifolium_angustifolium,Trifolium,angustifolium,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium angustifolium,Trifolium angustifolium,c3,NA
Trifolium_arvense,Trifolium,arvense,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium arvense,Trifolium arvense,NA,C3
Trifolium_aureum,Trifolium,aureum,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium aureum,Trifolium aureum,NA,C3
Trifolium_campestre,Trifolium,campestre,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium campestre,Trifolium campestre,c3,NA
Trifolium_dubium,Trifolium,dubium,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium dubium,Trifolium dubium,NA,C3
Trifolium_repens,Trifolium,repens,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium repens,Trifolium repens,c3,NA
Trifolium_striatum,Trifolium,striatum,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium striatum,Trifolium striatum,c3,NA
Trifolium_subterraneum,Trifolium,subterraneum,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trifolium subterraneum,Trifolium subterraneum,c3,NA
Triglochin_calcitrapa,Triglochin,calcitrapa,Juncaginaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triglochin calcitrapa,Triglochin calcitrapa,NA,C3
Triglochin_centrocarpa,Triglochin,centrocarpa,Juncaginaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triglochin centrocarpa,Triglochin centrocarpa,NA,C3
Triglochin_isingiana,Triglochin,isingiana,Juncaginaceae,NA,U,C3,C3,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triglochin isingiana,Triglochin isingiana,NA,C3
Triglochin_striata,Triglochin,striata,Juncaginaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triglochin striata,Triglochin striata,NA,C3
Trigonella_suavissima,Trigonella,suavissima,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trigonella suavissima,Trigonella suavissima,c3,NA
Triodia_angusta,Triodia,angusta,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.71,NA,NA,WAA010355,stem,WAAPIL0022-58035,-21.58141944,117.0973556,29/07/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia angusta,Triodia angusta,c4,NA
Triodia_basedowii,Triodia,basedowii,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-16.28,-16.63,NA,NTA016591,stem,NTAFIN0001-58009,-24.12430278,133.4679222,4/3/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia basedowii,Triodia basedowii,c4,NA
Triodia_basedowii_lanigera,Triodia,basedowii,Poaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia basedowii lanigera,Triodia basedowii,c4,NA
Triodia_bitextura,Triodia,bitextura,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-12.86,NA,NA,NTA 001710,leaves,NTAGFU0004-53651,-18.62405556,137.12345,15/04/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia bitextura,Triodia bitextura,c4,NA
Triodia_brizoides,Triodia,brizoides,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.65,NA,NA,NTA008125,stem,NTAFIN0004-53624,-24.18724167,133.3763667,6/10/2011,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia brizoides,Triodia brizoides,c4,NA
Triodia_bromoides,Triodia,bromoides,Poaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia bromoides,Triodia bromoides,NA,C4
Triodia_caelestialis,Triodia,caelestialis,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.21,-14.19,NA,WAA  007991,stem,WAACEK0003-58507,-17.23796944,125.2955611,11/6/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia caelestialis,Triodia caelestialis,c4,NA
Triodia_danthonioides,Triodia,danthonioides,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.97,NA,NA,WAA012269,stem,WAAGES0001-58023,-27.52381667,114.5289806,30/08/2016,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Triodia danthonioides,Triodia danthonioides,c4,NA
Triodia_epactia,Triodia,epactia,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.74,NA,NA,WAA010121,stem,WAAGSD0001-58509,-19.81246389,121.4741917,14/06/2016,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Triodia epactia,Triodia epactia,c4,NA
Triodia_irritans,Triodia,irritans,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia irritans,Triodia irritans,c4,NA
Triodia_longiceps,Triodia,longiceps,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia longiceps,Triodia longiceps,c4,NA
Triodia_melvillei,Triodia,melvillei,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-12.35,-12.63,NA,WAA  006071,leaves,WAAPIL0001-57619,-22.60081944,118.2815028,28/04/2015,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia melvillei,Triodia melvillei,c4,NA
Triodia_microstachya,Triodia,microstachya,Poaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia microstachya,Triodia microstachya,NA,C4
Triodia_plurinervata,Triodia,plurinervata,Poaceae,NA,U,C4,C4,"Photosynthetic Pathway of other speices; Sage, 2016 (and references therein); Watson & Dallwitz, 1992a onwards",Photosynthetic Pathway of other species in genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia plurinervata,Triodia plurinervata,NA,C4
Triodia_pungens,Triodia,pungens,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia pungens,Triodia pungens,c4,NA
Triodia_rigidissima,Triodia,rigidissima,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-15.09,NA,NA,WAA  002575,stem,WAACOO0016-53459,-31.20321667,120.3082167,6/1/2014,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Triodia rigidissima,Triodia rigidissima,c4,NA
Triodia_scariosa,Triodia,scariosa,Poaceae,NA,C4,NA,C4,"Caddy-Retalic, 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triodia scariosa,Triodia scariosa,c4,NA
Triodia_schinzii,Triodia,schinzii,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-13.58,NA,NA,NTA010180,leaves,NTABRT0001-53616,-22.2836,133.2473278,19/03/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia schinzii,Triodia schinzii,c4,NA
Triodia_tomentosa,Triodia,tomentosa,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-15.12,NA,NA,WAA  000828,stem,WAACOO0003-53447,-31.39997222,119.6478611,10/7/2013,NA,NA,NA,NA,NA,NA,NA,University of Adelaide-2020,Triodia tomentosa,Triodia tomentosa,c4,NA
Triodia_wiseana,Triodia,wiseana,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.48,NA,NA,WAA  006896,stems & leaves,WAAPIL0002-57620,-21.59122222,117.0663583,30/04/2015,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Triodia wiseana,Triodia wiseana,c4,NA
Tripogonella_loliiformis,Tripogonella,loliiformis,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.15,NA,NA,NTA016753,stem,NTAFIN0002-58018,-24.00942222,133.4343111,5/3/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Tripogonella loliiformis,Tripogonella loliiformis,c4,NA
Triptilodiscus_pygmaeus,Triptilodiscus,pygmaeus,Asteraceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triptilodiscus pygmaeus,Triptilodiscus pygmaeus,NA,C3
Triraphis_mollis,Triraphis,mollis,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triraphis mollis,Triraphis mollis,c4,NA
Trisetum_antarcticum,Trisetum,antarcticum,Poaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trisetum antarcticum,Trisetum spicatum subsp. australiense,NA,C3
Trisetum_spicatum,Trisetum,spicatum,Poaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trisetum spicatum,Trisetum spicatum,c3,NA
Triumfetta_breviaculeata,Triumfetta,breviaculeata,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta breviaculeata,Triumfetta breviaculeata,c3,NA
Triumfetta_centralis,Triumfetta,centralis,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta centralis,Triumfetta centralis,NA,C3
Triumfetta_fissurata,Triumfetta,fissurata,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta fissurata,Triumfetta fissurata,NA,C3
Triumfetta_incana,Triumfetta,incana,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta incana,Triumfetta incana,c3,NA
Triumfetta_johnstonii,Triumfetta,johnstonii,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta johnstonii,Triumfetta johnstonii,NA,C3
Triumfetta_longipedunculata,Triumfetta,longipedunculata,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta longipedunculata,Triumfetta longipedunculata,c3,NA
Triumfetta_micracantha,Triumfetta,micracantha,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta micracantha,Triumfetta micracantha,NA,C3
Triumfetta_plumigera,Triumfetta,plumigera,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta plumigera,Triumfetta plumigera,c3,NA
Triumfetta_winneckeana,Triumfetta,winneckeana,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Triumfetta winneckeana,Triumfetta winneckeana,NA,C3
Tylophora_erecta,Tylophora,erecta,Apocynaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tylophora erecta,Vincetoxicum erectum,NA,C3
Tylophora_flexuosa,Tylophora,flexuosa,Apocynaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards","No evidence of a C4 species in this lineage; Other known species in this lineage (family) are C3-CAM, but CAM not currently identified in this genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tylophora flexuosa,Vincetoxicum flexuosum,NA,C3
Typha_domingensis,Typha,domingensis,Typhaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Typha domingensis,Typha domingensis,c3,NA
Ulex_europaeus,Ulex,europaeus,Fabaceae,NA,C3-CAM,NA,C3-CAM,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ulex europaeus,Ulex europaeus,c3-cam,NA
Uranthoecium_truncatum,Uranthoecium,truncatum,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uranthoecium truncatum,Uranthoecium truncatum,c4,NA
Uraria_lagopodioides,Uraria,lagopodioides,Fabaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uraria lagopodioides,Uraria lagopodioides,c3,NA
Uraria_lagopodoides,Uraria,lagopodoides,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uraria lagopodoides,Uraria lagopodioides,c3,NA
Uraria_picta,Uraria,picta,Fabaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uraria picta,Uraria picta,NA,C3
Urena_lobata,Urena,lobata,Malvaceae,NA,U,C3,C3,"Sage, 2016; Watson & Dallwitz, 1992 onwards",No evidence of a C4 species in this lineage; Other known species in this lineage (genus) are C3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urena lobata,Urena lobata,NA,C3
Urochloa_holosericea,Urochloa,holosericea,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-12.85,NA,NA,NTA012075,stem,NTAGFU0030-53677,-14.13489722,134.3778333,5/7/2012,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Urochloa holosericea,Urochloa holosericea,c4,NA
Urochloa_mosambicensis,Urochloa,mosambicensis,Poaceae,NA,C4,NA,C4,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urochloa mosambicensis,Urochloa mosambicensis,NA,C4
Urochloa_panicoides,Urochloa,panicoides,Poaceae,NA,C3,NA,C3,"Kattge et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urochloa panicoides,Urochloa panicoides,NA,C3
Urochloa_piligera,Urochloa,piligera,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-14.32,NA,NA,NTA016961,leaves,NTAFIN0006-58012,-24.17759167,133.3794028,6/3/2016,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Urochloa piligera,Urochloa piligera,c4,NA
Urochloa_ramosa,Urochloa,ramosa,Poaceae,NA,C4,NA,C4,TERN SIA,NA,NA,-12.95,NA,NA,NTT  003202,leaves,NTTDAC0001-53755,-13.13983269,130.7956871,18/03/2014,NA,NA,NA,NA,NA,NA,NA,CSIRO-2019,Urochloa ramosa,Urochloa ramosa,c4,NA
