Spp Name,Order,Family,Genus,Species_Code,Plant_height_(m),Leaf_Area_cm2,Seed_Mass_g,"Plant_height_interpolated_(1=Y,0=N)","Leaf_Area_interpolated_(1=Y,0=N)","Seed_Mass_interpolated_(1=Y,0=N)"
Monotoca submutica,Ericales,Ericaceae,Monotoca,1288,1.5,0.471239,0.0018188,0,0,1
Muehlenbeckia adpressa,Caryophyllales,Polygonaceae,Muehlenbeckia,1290,0.6,43.9823,0.0049092,0,0,0
Muehlenbeckia gunnii,Caryophyllales,Polygonaceae,Muehlenbeckia,1293,0.6,9.42478,0.0049092,1,0,1
Myoporum insulare,Lamiales,Scrophulariaceae,Myoporum,1294,6,15.5509,0.000166678,0,0,1
Myosotis australis,Lamiales,Boraginaceae,Myosotis,1296,0.4,12.5664,0.000719505,0,0,1
Myriophyllum amphibium,Saxifragales,Haloragaceae,Myriophyllum,1300,0.05,0.0811578,8.06E-05,1,1,1
Myriophyllum integrifolium,Saxifragales,Haloragaceae,Myriophyllum,1303,0.05,0.0392699,5.00E-05,0,0,0
Myriophyllum muelleri,Saxifragales,Haloragaceae,Myriophyllum,1304,0.05,0.0863938,8.06E-05,0,0,1
Myriophyllum pedunculatum,Saxifragales,Haloragaceae,Myriophyllum,1305,0.05,0.0811578,8.06E-05,1,1,1
Myriophyllum propinquum,Saxifragales,Haloragaceae,Myriophyllum,1306,0.05,0.0811578,8.06E-05,1,1,1
Myriophyllum salsugineum,Saxifragales,Haloragaceae,Myriophyllum,1307,0.05,0.0811578,8.06E-05,1,1,1
Myriophyllum simulans,Saxifragales,Haloragaceae,Myriophyllum,1308,0.05,0.0811578,0.0001112,1,1,0
Myriophyllum variifolium,Saxifragales,Haloragaceae,Myriophyllum,1309,0.05,0.11781,8.06E-05,0,0,1
Nablonium calyceroides,Asterales,Asteraceae,Nablonium,1310,0.934724,11.8909,0.000401868,1,1,1
Nemacianthus caudatus,Asparagales,Orchidaceae,Nemacianthus,1312,0.1,4.71239,5.33E-06,0,0,1
Nematolepis squamea,Sapindales,Rutaceae,Nematolepis,1313,12,17.2788,0.0019848,0,0,0
Neopaxia australasica,Caryophyllales,Portulacaceae,Neopaxia,1314,0.3,1.92423,0.0001008,0,1,1
Nertera depressa,Gentianales,Rubiaceae,Nertera,1315,0.05,1.5396,0.0114775,0,1,1
Notelaea ligustrina,Scrophulariales,Oleaceae,Notelaea,1318,12,16.6897,0.049058,0,0,0
Nothofagus cunninghamii,Fagales,Nothofagaceae,Nothofagus,1319,30,3.53429,0.0018268,0,0,0
Notodanthonia gracilis,Poales,Poaceae,Notodanthonia,1321,1,8.18651,0.00120732,1,1,1
Notodanthonia semiannularis,Poales,Poaceae,Notodanthonia,1322,1,8.18651,0.00120732,0,1,1
Nymphoides exigua,Asterales,Menyanthaceae,Nymphoides,1323,0.05,71.4712,0.000425371,0,1,1
Olearia algida,Asterales,Asteraceae,Olearia,1326,0.7,0.0235619,0.0004952,0,0,0
Olearia argophylla,Asterales,Asteraceae,Olearia,1328,10,65.9734,0.000744,0,0,0
Olearia axillaris,Asterales,Asteraceae,Olearia,1329,2,0.589049,0.00071716,0,0,1
Olearia ciliata,Asterales,Asteraceae,Olearia,1330,0.8,0.706858,0.00071716,0,0,1
Olearia ericoides,Asterales,Asteraceae,Olearia,1331,1,0.0392699,0.0001944,0,0,0
Olearia erubescens,Asterales,Asteraceae,Olearia,1332,1,6.47953,0.00071716,0,0,1
Olearia floribunda,Asterales,Asteraceae,Olearia,1333,2,0.0235619,0.0005865,0,0,0
Olearia glandulosa,Asterales,Asteraceae,Olearia,1334,2.4,0.863938,0.0001848,0,0,0
Olearia hookeri,Asterales,Asteraceae,Olearia,1336,1,0.0392699,0.0004876,0,0,0
Olearia ledifolia,Asterales,Asteraceae,Olearia,1337,0.6,3.53429,0.00071716,0,0,1
Olearia lepidophylla,Asterales,Asteraceae,Olearia,1338,0.5,0.00549779,0.00071716,0,0,1
Olearia lirata,Asterales,Asteraceae,Olearia,1339,4,41.2334,0.0003164,0,0,0
Olearia myrsinoides,Asterales,Asteraceae,Olearia,1340,0.8,5.18363,0.0032316,0,0,0
Olearia obcordata,Asterales,Asteraceae,Olearia,1341,0.6,0.706858,0.000992,0,0,0
Olearia persoonioides,Asterales,Asteraceae,Olearia,1342,3,0.0863938,0.00071716,0,0,1
Olearia phlogopappa,Asterales,Asteraceae,Olearia,1343,2,2.74889,0.0004352,0,0,0
Olearia pinifolia,Asterales,Asteraceae,Olearia,1344,3,1.41372,0.0004528,0,0,0
Olearia ramulosa,Asterales,Asteraceae,Olearia,1345,2,0.200277,0.0001736,0,0,0
Olearia stellulata,Asterales,Asteraceae,Olearia,1346,2,10.6029,0.0003792,0,0,0
Olearia tasmanica,Asterales,Asteraceae,Olearia,1347,1,1.25664,0.0008777,0,0,0
Olearia viscosa,Asterales,Asteraceae,Olearia,1348,3,34.5575,0.0012064,0,0,0
Opercularia ovata,Gentianales,Rubiaceae,Opercularia,1350,0.15,0.785398,0.0114775,0,0,1
Opercularia varia,Gentianales,Rubiaceae,Opercularia,1351,0.3,0.353429,0.0114775,0,0,1
Ophioglossum lusitanicum,Ophioglossales,Ophioglossaceae,Ophioglossum,1352,0.05,3.926990817,0.0033,0,1,1
Oreobolus acutifolius,Poales,Cyperaceae,Oreobolus,1353,0.1,0.17174,0.000682,1,1,0
Oreobolus distichus,Poales,Cyperaceae,Oreobolus,1354,0.1,0.188496,0.000644,0,0,0
Oreobolus oligocephalus,Poales,Cyperaceae,Oreobolus,1355,0.1,0.17174,0.00086,1,1,0
Oreobolus oxycarpus,Poales,Cyperaceae,Oreobolus,1356,0.1,0.150796,0.0006558,0,0,1
Oreobolus pumilio,Poales,Cyperaceae,Oreobolus,1357,0.1,0.175929,0.0004372,0,0,0
Oreomyrrhis ciliata,Apiales,Apiaceae,Oreomyrrhis,1360,0.45,21.2058,0.0007928,0,0,0
Oreomyrrhis eriopoda,Apiales,Apiaceae,Oreomyrrhis,1361,0.5,94.2478,0.0016676,0,0,0
Orites acicularis,Proteales,Proteaceae,Orites,1365,1.5,0.235619,0.0053792,0,0,0
Orites diversifolius,Proteales,Proteaceae,Orites,1366,0.3,0.353429,0.0085936,0,1,0
Orites revolutus,Proteales,Proteaceae,Orites,1368,2,0.471239,0.003686,0,0,0
Orthoceras strictum,Asparagales,Orchidaceae,Orthoceras,1369,0.6,7.06858,2.39E-06,0,0,0
Oschatzia saxifraga,Apiales,Apiaceae,Oschatzia,1370,0.302778,20.6717,0.0012588,1,1,1
Ourisia integrifolia,Lamiales,Plantaginaceae,Ourisia,1371,0.292727,15.7014,0.0001148,1,1,0
Oxalis magellanica,Oxalidales,Oxalidaceae,Oxalis,1373,0.1,1.22522,0.0040136,0,0,1
Oxalis perennans,Oxalidales,Oxalidaceae,Oxalis,1374,0.25,0.471239,0.0040136,0,0,1
Oxylobium arborescens,Fabales,Fabaceae,Oxylobium,1376,6,5.49779,0.00789099,0,0,1
Oxylobium ellipticum,Fabales,Fabaceae,Oxylobium,1377,2,2.35619,0.00789099,0,0,1
Ozothamnus antennaria,Asterales,Asteraceae,Ozothamnus,1378,1.5,2.35619,0.000222,0,0,0
Ozothamnus ericifolius,Asterales,Asteraceae,Ozothamnus,1381,3,0.109956,0.0001324,0,0,0
Ozothamnus expansifolius,Asterales,Asteraceae,Ozothamnus,1382,2,0.015708,0.000249858,0,0,1
Ozothamnus ferrugineus,Asterales,Asteraceae,Ozothamnus,1383,2.5,2.55254,0.0001424,0,0,0
Ozothamnus hookeri,Asterales,Asteraceae,Ozothamnus,1385,2,0.015708,0.0001148,0,0,0
Ozothamnus ledifolius,Asterales,Asteraceae,Ozothamnus,1386,1,0.176715,0.0002856,0,0,0
Ozothamnus lycopodioides,Asterales,Asteraceae,Ozothamnus,1387,1,0.0604757,7.96E-05,0,0,0
Ozothamnus obcordatus,Asterales,Asteraceae,Ozothamnus,1388,1.5,1.5708,0.0002208,0,0,0
Ozothamnus reticulatus,Asterales,Asteraceae,Ozothamnus,1391,3,2.35619,0.000249858,0,0,1
Ozothamnus rodwayi,Asterales,Asteraceae,Ozothamnus,1392,1,0.113097,0.0002704,0,0,0
Ozothamnus rosmarinifolius,Asterales,Asteraceae,Ozothamnus,1393,3,0.251327,0.0007788,0,0,0
Ozothamnus scutellifolius,Asterales,Asteraceae,Ozothamnus,1394,1,0.0176715,5.11E-05,0,0,0
Ozothamnus thyrsoideus,Asterales,Asteraceae,Ozothamnus,1396,3,1.1781,0.0001292,0,0,0
Ozothamnus turbinatus,Asterales,Asteraceae,Ozothamnus,1397,2,0.392699,0.0005712,0,0,0
Parapholis incurva,Poales,Poaceae,Parapholis,1401,0.3,8.18651,0.00120732,0,1,1
Parietaria debilis,Rosales,Urticaceae,Parietaria,1403,0.4,31.4159,0.000224,0,1,1
Parsonsia brownii,Gentianales,Apocynaceae,Parsonsia,1404,10,62.8319,0.0018368,0,0,0
Patersonia fragilis,Asparagales,Iridaceae,Patersonia,1405,0.5,31.4159,0.0026432,0,0,0
Patersonia occidentalis,Asparagales,Iridaceae,Patersonia,1406,0.55,43.1969,0.0026432,0,0,1
Pelargonium australe,Geraniales,Geraniaceae,Pelargonium,1407,0.5,50.2655,0.00045,0,0,1
Pelargonium inodorum,Geraniales,Geraniaceae,Pelargonium,1408,0.35,15.708,0.00045,0,0,0
Pellaea falcata,Polypodiidae,Pteridaceae,Pellaea,1411,1,1.374446786,0.0033,0,0,1
Pentachondra involucrata,Ericales,Ericaceae,Pentachondra,1413,1,0.11781,0.0010312,0,1,0
Pentachondra pumila,Ericales,Ericaceae,Pentachondra,1414,0.1,0.11781,0.0003464,0,0,0
Pentaglottis sempervirens,Asteranae ,Boraginaceae,Pentaglottis,1415,0.9,25.9181,0.0033,0,1,1
Pentapogon quadrifidus,Poales,Poaceae,Pentapogon,1416,0.7,8.18651,0.0008096,0,1,0
Persicaria decipiens,Caryophyllales,Polygonaceae,Persicaria,1418,0.3,12.2522,0.0014148,0,0,0
Persicaria subsessilis,Caryophyllales,Polygonaceae,Persicaria,1424,0.2,27.0962,0.003474,0,0,0
Persoonia gunnii,Proteales,Proteaceae,Persoonia,1425,3,2.35619,0.176807,0,0,0
Persoonia juniperina,Proteales,Proteaceae,Persoonia,1426,2,0.353429,0.0933601,0,0,0
Persoonia muelleri,Proteales,Proteaceae,Persoonia,1428,5,3.53429,0.135083,0,0,1
Petalochilus carneus,Asparagales,Orchidaceae,Petalochilus,1430,0.15,4.71239,5.33E-06,0,0,1
Petalochilus fuscatus,Asparagales,Orchidaceae,Petalochilus,1431,0.15,4.71239,5.33E-06,0,0,1
Petrorhagia nanteuilii,Caryophyllales,Caryophyllaceae,Petrorhagia,1433,0.6,1.09956,0.00049016,0,0,1
Phebalium squameum,Sapindales,Rutaceae,Phebalium,1438,12,17.2788,0.00126821,0,0,1
Pherosphaera hookeriana,Pinales,Podocarpaceae,Pherosphaera,1440,3,0.235619,0.0008968,0,0,0
Philotheca verrucosa,Sapindales,Rutaceae,Philotheca,1442,0.8,0.824668,0.00126821,0,0,1
Philotheca virgata,Sapindales,Rutaceae,Philotheca,1443,4,0.628319,0.00126821,0,0,1
Phragmites australis,Poales,Poaceae,Phragmites,1444,6,8.18651,0.00120732,0,1,1
Phyllangium divergens,Gentianales,Loganiaceae,Phyllangium,1447,0.15,0.235619,1.88E-05,0,0,0
Phyllanthus australis,Malpighiales,Phyllanthaceae,Phyllanthus,1448,2.5,5.18363,0.0028776,1,1,1
Phyllanthus gunnii,Malpighiales,Phyllanthaceae,Phyllanthus,1449,2.5,5.18363,0.0028776,0,0,1
Phyllocladus aspleniifolius,Malpighiales,Phyllanthaceae,Phyllocladus,1450,18,11.781,0.0028776,0,0,0
Phyllota diffusa,Fabales,Fabaceae,Phyllota,1452,0.5,0.0502655,0.00789099,0,0,1
Phymatosorus pustulatus,Polypodiales,Polypodiaceae,Phymatosorus,1453,0.5,42.41150082,0.0033,0,0,1
Picris angustifolia,Asterales,Asteraceae,Picris,1454,1.4,109.956,0.0015972,0,0,0
Pimelea cinerea,Myrtales,Thymeleaceae,Pimelea,1458,2,3.14159,0.00322368,0,0,1
Pimelea curviflora,Myrtales,Thymeleaceae,Pimelea,1459,1.5,1.1781,0.00322368,0,0,1
Pimelea drupacea,Myrtales,Thymeleaceae,Pimelea,1460,3,8.24668,0.00322368,0,0,1
Pimelea filiformis,Myrtales,Thymeleaceae,Pimelea,1461,0.1,0.471239,0.00322368,0,0,1
Pimelea flava,Myrtales,Thymeleaceae,Pimelea,1462,2.5,0.471239,0.00180961,0,0,0
Pimelea glauca,Myrtales,Thymeleaceae,Pimelea,1463,1,0.706858,0.00322368,0,0,1
Pimelea humilis,Myrtales,Thymeleaceae,Pimelea,1464,0.5,1.13097,0.00322368,0,0,1
Pimelea ligustrina,Myrtales,Thymeleaceae,Pimelea,1465,3,15.708,0.002312,0,0,0
Pimelea lindleyana,Myrtales,Thymeleaceae,Pimelea,1466,1.75385,2.99858,0.00322368,1,1,1
Pimelea linifolia,Myrtales,Thymeleaceae,Pimelea,1467,1.5,2.82743,0.0017212,0,0,0
Pimelea nivea,Myrtales,Thymeleaceae,Pimelea,1470,2.5,1.1781,0.00322368,0,0,1
Pimelea pauciflora,Myrtales,Thymeleaceae,Pimelea,1471,3,0.785398,0.00742,0,0,0
Pimelea sericea,Myrtales,Thymeleaceae,Pimelea,1473,0.7,2.99858,0.00322368,0,1,1
Pimelea serpyllifolia,Myrtales,Thymeleaceae,Pimelea,1474,1.5,0.137445,0.0028556,0,0,0
Pittosporum bicolor,Rosales,Pittosporaceae,Pittosporum,1476,15,12.7235,0.005668,0,0,0
Plantago bellidioides,Plantaginales,Plantaginaceae,Plantago,1482,0.065,29.0074,0.0003576,1,1,0
Plantago daltonii,Plantaginales,Plantaginaceae,Plantago,1483,0.05,29.0074,0.000549867,0,1,1
Plantago debilis,Plantaginales,Plantaginaceae,Plantago,1484,0.05,47.1239,0.0002168,0,0,0
Plantago glabrata,Plantaginales,Plantaginaceae,Plantago,1486,0.065,29.0074,0.000549867,1,1,1
Plantago gunnii,Plantaginales,Plantaginaceae,Plantago,1488,0.03,29.0074,0.000549867,0,1,1
Plantago hispida,Plantaginales,Plantaginaceae,Plantago,1489,0.1,8.4823,0.000549867,0,0,1
Plantago paradoxa,Plantaginales,Plantaginaceae,Plantago,1490,0.03,29.0074,0.0003312,0,1,0
Plantago tasmanica,Plantaginales,Plantaginaceae,Plantago,1491,0.03,29.0074,0.0002624,0,1,0
Plantago triantha,Plantaginales,Plantaginaceae,Plantago,1492,0.03,29.0074,0.0003824,0,1,0
Plantago varia,Plantaginales,Plantaginaceae,Plantago,1493,0.2,31.4159,0.0017488,0,0,0
Platylobium formosum,Fabales,Fabaceae,Platylobium,1494,2.5,13.7445,0.00202928,0,0,0
Platylobium obtusangulum,Fabales,Fabaceae,Platylobium,1495,1,8.95354,0.00569,0,0,0
Platylobium triangulare,Fabales,Fabaceae,Platylobium,1496,0.2,6.53451,0.00385964,0,0,1
Pleurosorus rutifolius,Polypodiales,Aspleniaceae,Pleurosorus,1497,0.1,0.785398,0.0033,0,1,1
Poa clelandii,Poales,Poaceae,Poa,1501,0.5,0.054847,0.0003296,0,1,0
Poa clivicola,Poales,Poaceae,Poa,1502,0.5,0.054847,0.0003676,0,1,0
Poa gunnii,Poales,Poaceae,Poa,1505,0.7,0.054847,0.0004724,0,1,0
Poa hookeri,Poales,Poaceae,Poa,1508,0.86,0.054847,0.0004204,1,1,1
Poa labillardierei,Poales,Poaceae,Poa,1510,0.5,0.054847,0.0005,0,1,0
Poa mollis,Poales,Poaceae,Poa,1511,0.8,0.054847,0.0004204,0,1,1
Poa poiformis,Poales,Poaceae,Poa,1512,1,0.054847,0.000284,0,1,0
Poa rodwayi,Poales,Poaceae,Poa,1513,0.6,0.054847,0.0004072,0,1,0
Poa saxicola,Poales,Poaceae,Poa,1514,1,0.141372,0.0006188,0,0,0
Poa sieberiana,Poales,Poaceae,Poa,1515,1,0.00549779,0.0004204,0,0,1
Poa tenera,Poales,Poaceae,Poa,1516,2,0.0176715,0.0003836,0,0,0
Podocarpus lawrencei,Pinales,Podocarpaceae,Podocarpus,1517,1,0.235619,0.00177688,0,0,1
Podolepis jaceoides,Asterales,Asteraceae,Podolepis,1518,0.7,31.41592654,0.000822,0,0,0
Polyphlebium venosum,Polypodiales,Hymenophyllaceae,Polyphlebium,1522,0.1375,10.8123,0.0033,1,1,1
Polystichum proliferum,Polypodiales,Dryopteridaceae,Polystichum,1524,0.8,53.01437603,0.0033,0,0,1
Pomaderris apetala,Rhamnales,Rhamnaceae,Pomaderris,1525,15,25.9181,0.0011348,0,0,0
Pomaderris aspera,Rhamnales,Rhamnaceae,Pomaderris,1526,15,56.5487,0.0009984,0,0,0
Pomaderris elliptica,Rhamnales,Rhamnaceae,Pomaderris,1528,4,31.8086,0.0010548,0,0,0
Pomaderris phylicifolia,Rhamnales,Rhamnaceae,Pomaderris,1532,2.5,0.706858,0.000686,0,0,0
Pomaderris pilifera,Rhamnales,Rhamnaceae,Pomaderris,1533,3,8.24668,0.0012344,0,0,0
Poranthera microphylla,Malpighiales,Phyllanthaceae,Poranthera,1535,0.15,0.353429,0.0028776,0,0,1
Potamogeton australiensis,Alismatales,Potamogetonaceae,Potamogeton,1538,0,25.5254,0.000166,0,0,1
Potamogeton tricarinatus,Alismatales,Potamogetonaceae,Potamogeton,1542,0.2,25.5254,0.000166,0,0,1
Prasophyllum alpestre,Asparagales,Orchidaceae,Prasophyllum,1543,0.45,51.4436,1.14E-05,0,1,1
Prasophyllum alpinum,Asparagales,Orchidaceae,Prasophyllum,1544,0.3,51.4436,1.14E-05,0,1,1
Prasophyllum australe,Asparagales,Orchidaceae,Prasophyllum,1548,0.8,51.4436,1.15E-06,0,1,0
Prasophyllum brevilabre,Asparagales,Orchidaceae,Prasophyllum,1549,0.48,51.4436,1.14E-05,0,1,1
Prasophyllum elatum,Asparagales,Orchidaceae,Prasophyllum,1553,1.5,51.4436,1.14E-05,0,1,1
Prasophyllum fuscum,Asparagales,Orchidaceae,Prasophyllum,1556,0.61,51.4436,1.14E-05,1,1,1
Prasophyllum limnetes,Asparagales,Orchidaceae,Prasophyllum,1560,0.4,16.4934,1.14E-05,0,0,1
Prasophyllum odoratum,Asparagales,Orchidaceae,Prasophyllum,1566,0.5,51.4436,1.14E-05,0,1,1
Prasophyllum pulchellum,Asparagales,Orchidaceae,Prasophyllum,1569,0.61,51.4436,2.16E-05,1,1,0
Prasophyllum rostratum,Asparagales,Orchidaceae,Prasophyllum,1571,0.45,86.3938,1.14E-05,0,0,1
Pratia irrigua,Asterales,Lobeliaceae,Pratia,1580,0.1,0.714712,3.07E-05,1,1,1
Pratia pedunculata,Asterales,Lobeliaceae,Pratia,1581,0.1,0.714712,3.07E-05,0,0,1
Prionotes cerinthoides,Ericales,Ericaceae,Prionotes,1583,10,0.785398,0.00707748,0,0,1
Prostanthera lasianthos,Lamiales,Lamiaceae,Prostanthera,1584,8,30.1593,0.0019592,0,0,0
Prostanthera rotundifolia,Lamiales,Lamiaceae,Prostanthera,1585,3,2.35619,0.0019592,0,0,1
Pseudognaphalium luteoalbum,Asterales,Asteraceae,Pseudognaphalium,1587,0.45,1.9635,1.77E-05,0,0,0
Pseudopanax gunnii,Apiales,Araliaceae,Pseudopanax,1588,1.5,12.5664,0.0001676,0,0,1
Pteridium esculentum,Polypodiales,Dennstaedtiaceae,Pteridium,1590,1.5,10.99557429,0.0033,0,1,1
Pteris tremula,Polypodiales,Pteridaceae,Pteris,1592,2,35.34291735,0.0033,0,0,1
Pterostylis alata,Asparagales,Orchidaceae,Pterostylis,1593,0.0892857,5.45197,6.40E-06,1,1,1
Pterostylis aphylla,Asparagales,Orchidaceae,Pterostylis,1595,0.0892857,5.45197,3.20E-06,1,1,0
Pterostylis concinna,Asparagales,Orchidaceae,Pterostylis,1599,0.1,3.53429,2.00E-05,0,0,0
Pterostylis curta,Asparagales,Orchidaceae,Pterostylis,1601,0.1,23.5619,6.40E-06,0,0,1
Pterostylis decurva,Asparagales,Orchidaceae,Pterostylis,1602,0.1,4.71239,6.40E-06,0,0,1
Pterostylis dubia,Asparagales,Orchidaceae,Pterostylis,1603,0.0892857,5.45197,6.40E-06,1,1,1
Pterostylis foliata,Asparagales,Orchidaceae,Pterostylis,1605,0.1,6.28319,6.40E-06,0,0,1
Pterostylis longifolia,Asparagales,Orchidaceae,Pterostylis,1608,0.1,1.25664,6.40E-06,0,0,1
Pterostylis melagramma,Asparagales,Orchidaceae,Pterostylis,1610,0.1,5.45197,6.40E-06,0,1,1
Pterostylis nana,Asparagales,Orchidaceae,Pterostylis,1611,0.05,1.5708,6.40E-06,0,0,1
Pterostylis nutans,Asparagales,Orchidaceae,Pterostylis,1612,0.05,5.45197,3.86E-07,0,1,0
Pterostylis parviflora,Asparagales,Orchidaceae,Pterostylis,1614,0.05,3.53429,6.40E-06,0,0,1
Pterostylis pedoglossa,Asparagales,Orchidaceae,Pterostylis,1615,0.05,1.88496,6.40E-06,0,0,1
Pterostylis pedunculata,Asparagales,Orchidaceae,Pterostylis,1616,0.05,9.18916,6.40E-06,0,0,1
Pterostylis plumosa,Asparagales,Orchidaceae,Pterostylis,1617,0.15,3.53429,6.40E-06,0,0,1
Pterostylis sanguinea,Asparagales,Orchidaceae,Pterostylis,1620,0.0892857,5.45197,6.40E-06,1,1,1
Pterostylis tunstallii,Asparagales,Orchidaceae,Pterostylis,1625,0.05,2.82743,6.40E-06,0,0,1
Pterostylis Xingens,Asparagales,Orchidaceae,Pterostylis,1629,0.0892857,5.45197,6.40E-06,1,1,1
Pterostylis ziegeleri,Asparagales,Orchidaceae,Pterostylis,1631,0.2,3.53429,2.00E-06,0,0,0
Pterygopappus lawrencei,Asterales,Asteraceae,Pterygopappus,1632,0.1,11.8909,7.60E-05,0,1,0
Ptilotus spathulatus,Caryophyllales,Amaranthaceae,Ptilotus,1633,0.2,3.92699,0.0013404,0,0,0
Pultenaea daphnoides,Fabales,Fabaceae,Pultenaea,1636,3,4.71239,0.0039368,0,0,0
Pultenaea dentata,Fabales,Fabaceae,Pultenaea,1637,0.8,0.188496,0.0008408,0,0,0
Pultenaea gunnii,Fabales,Fabaceae,Pultenaea,1639,2,0.141372,0.0019336,0,0,0
Pultenaea juniperina,Fabales,Fabaceae,Pultenaea,1641,1.5,0.11781,0.0054552,0,0,0
Pultenaea pedunculata,Fabales,Fabaceae,Pultenaea,1643,0.1,0.172788,0.0022056,0,0,0
Pultenaea prostrata,Fabales,Fabaceae,Pultenaea,1644,0.5,0.0502655,0.0026428,0,0,0
Pultenaea sericea,Fabales,Fabaceae,Pultenaea,1645,0.2,0.589049,0.0028358,0,0,1
Pultenaea stricta,Fabales,Fabaceae,Pultenaea,1646,1,0.353429,0.0028358,0,0,1
Pultenaea tenuifolia,Fabales,Fabaceae,Pultenaea,1648,1,0.0392699,0.0028358,0,0,1
Pyrorchis nigricans,Asparagales,Orchidaceae,Pyrorchis,1649,0.3,75.3982,5.33E-06,0,0,1
Ranunculus amphitrichus,Ranunculales,Ranunculaceae,Ranunculus,1651,0.35,19.63495408,0.0012358,0,0,1
Ranunculus collinus,Ranunculales,Ranunculaceae,Ranunculus,1653,0.22,11.781,0.0012358,0,0,1
Ranunculus decurvus,Ranunculales,Ranunculaceae,Ranunculus,1654,0.36,25.3291,0.000706,1,1,0
Ranunculus glabrifolius,Ranunculales,Ranunculaceae,Ranunculus,1655,0.36,25.3291,0.0012358,1,1,1
Ranunculus lappaceus,Ranunculales,Ranunculaceae,Ranunculus,1658,0.5,6.28319,0.0021868,0,0,0
Ranunculus pascuinus,Ranunculales,Ranunculaceae,Ranunculus,1660,0.36,25.3291,0.00212,1,1,0
Ranunculus pimpinellifolius,Ranunculales,Ranunculaceae,Ranunculus,1661,0.25,25.3291,0.0008212,0,1,0
Ranunculus scapiger,Ranunculales,Ranunculaceae,Ranunculus,1664,0.5,4.71239,0.001202,0,0,0
Ranunculus sessiliflorus,Ranunculales,Ranunculaceae,Ranunculus,1665,0.35,25.3291,0.0003788,0,1,0
Ranunculus triplodontus,Ranunculales,Ranunculaceae,Ranunculus,1667,0.35,25.3291,0.0012358,0,1,1
Restio australis,Poales,Restionaceae,Restio,1668,1.4,1.1781,0.0014557,1,1,1
Restio complanatus,Poales,Restionaceae,Restio,1669,1.2,1.1781,0.0014557,0,1,1
Restio hookeri,Poales,Restionaceae,Restio,1671,1.4,1.1781,0.0014557,1,1,1
Restio monocephalus,Poales,Restionaceae,Restio,1672,1.4,1.1781,0.0014557,1,1,1
Restio tetraphyllus,Poales,Restionaceae,Restio,1673,1.6,1.1781,0.0014557,0,0,1
Rhagodia candolleana,Caryophyllales,Chenopodiaceae,Rhagodia,1675,4,4.71239,0.00614412,0,0,1
Rhodanthe anthemoides,Asterales,Asteraceae,Rhodanthe,1676,0.3,0.15708,0.001208,0,0,0
Rhytidosporum inconspicuum,Rosales,Pittosporaceae,Rhytidosporum,1677,0.05,0.219911,0.00321227,0,0,1
Rhytidosporum procumbens,Rosales,Pittosporaceae,Rhytidosporum,1678,0.4,0.494801,0.00321227,0,0,1
Richea acerosa,Ericales,Ericaeae,Richea,1679,1.2,0.659734,0.0001,0,0,0
Richea curtisiae,Ericales,Ericaeae,Richea,1681,4.73333,92.2843,0.000153741,1,1,1
Richea dracophylla,Ericales,Ericaeae,Richea,1682,5,70.6858,0.0004248,0,0,0
Richea gunnii,Ericales,Ericaeae,Richea,1683,4.73333,92.2843,3.00E-05,1,1,0
Richea milliganii,Ericales,Ericaeae,Richea,1684,4.73333,92.2843,0.000153741,1,1,1
Richea pandanifolia,Ericales,Ericaeae,Richea,1685,15,471.239,0.0001116,0,0,0
Richea procera,Ericales,Ericaeae,Richea,1686,3,3.29867,0.0001708,0,0,0
Richea scoparia,Ericales,Ericaeae,Richea,1687,3,7.06858,7.08E-05,0,0,0
Richea sprengelioides,Ericales,Ericaeae,Richea,1688,1.2,0.753982,0.00016824,0,0,0
Ricinocarpos pinifolius,Malpighiales,Euphorbiaceae,Ricinocarpos,1689,3,0.942478,0.0432256,0,0,0
Romulea rosea,Asparagales,Iridaceae,Romulea,1690,0.4,7.85398,0.00210952,0,0,1
Rorippa dictyosperma,Brassicales,Brassicaceae,Rorippa,1691,0.9,0.785398,0.000657467,0,1,1
Rostraria cristata,Poales,Poaceae,Rostraria,1694,0.4,0.0353429,0.00120732,0,0,1
Rubus gunnianus,Rosales,Rosaceae,Rubus,1695,0.8,10.9956,0.0009374,1,1,1
Rubus parvifolius,Rosales,Rosaceae,Rubus,1696,0.8,10.9956,0.0009374,0,0,1
Rumex brownii,Caryophyllales,Polygonaceae,Rumex,1698,0.8,37.6991,0.0014484,0,0,0
Rumex dumosus,Caryophyllales,Polygonaceae,Rumex,1699,0.5,39.2699,0.0032792,0,0,0
Rumohra adiantiformis,Polypodiales,Elaphoglossaceae,Rumohra,1701,1,7.853981634,0.0033,0,0,1
Ruppia polycarpa,Alismatales,Potamogetonaceae,Ruppia,1704,0.1,5.89049,0.000166,0,0,1
Rytidosperma dimidiatum,Poales,Poaceae,Rytidosperma,1707,0.25,8.18651,0.0002152,1,1,1
Rytidosperma nitens,Poales,Poaceae,Rytidosperma,1709,0.25,8.18651,0.0002152,0,1,0
Sagina namadgi,Caryophyllales,Caryophyllaceae,Sagina,1713,0.2,0.392699,0.00049016,0,0,1
Sambucus gaudichaudiana,Dipsacales,Adoxaceae,Sambucus,1716,1,70.6858,0.0033,0,0,1
Samolus repens,Ericales,Theophrastaceae,Samolus,1717,0.6,6.28319,6.64E-05,0,0,0
