species_name,plant_height_max_Barlow_1981,plant_height_max_CPBR_2002,plant_height_max_GrassBase_2014,plant_height_max_Mokany_2015,plant_height_max_RBGSYD_2014_2,plant_height_max_SAH_2014,plant_height_max_TMAG_2009,plant_height_max_WAH_1998,plant_height_to_keep_max,plant_height_unique,original_name
Melaleuca ericifolia,NA,NA,NA,7,8,NA,NA,NA,keep,plant_height_to_keep,Melaleuca ericifolia
Melaleuca gibbosa,NA,NA,NA,3,NA,3,NA,NA,omit,NA,Melaleuca gibbosa
Melaleuca pustulata,NA,NA,NA,2.5,NA,NA,NA,NA,keep,plant_height_to_keep,Melaleuca pustulata
Melaleuca squamea,NA,NA,NA,6,3,6,NA,NA,omit,NA,Melaleuca squamea
Melaleuca squarrosa,NA,NA,NA,15,12,12,NA,NA,keep,plant_height_to_keep,Melaleuca squarrosa
Melilotus indicus,NA,NA,NA,0.2,0.6,0.5,NA,NA,keep,plant_height_to_keep,Melilotus indica
Mentha australis,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Mentha australis
Mentha diemenica,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Mentha diemenica
Micrantheum hexandrum,NA,NA,NA,2,2,NA,NA,NA,omit,NA,Micrantheum hexandrum
Micrantheum serpentinum,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Micrantheum serpentinum
Microcachrys tetragona,1,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Microcachrys tetragona
Microseris lanceolata,NA,NA,NA,0.4,0.4,0.4,NA,NA,omit,NA,Microseris lanceolata
Microsorum pustulatum,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Microsorum pustulatum
Microtis orbicularis,NA,NA,NA,0.25,NA,0.3,NA,0.35,keep,plant_height_to_keep,Hydrorchis orbicularis
Microtis rara,NA,NA,NA,0.5,0.5,0.45,NA,NA,omit,NA,Microtis rara
Microtis unifolia,NA,NA,NA,0.6,0.6,0.8,NA,NA,omit,NA,Microtis parviflora
Microtis unifolia,NA,NA,NA,0.6,0.6,0.8,NA,NA,omit,NA,Microtis unifolia
Milligania densiflora,0.5,NA,NA,0.5,NA,NA,NA,NA,omit,NA,Milligania densiflora
Milligania lindoniana,0.4,NA,NA,0.4,NA,NA,NA,NA,omit,NA,Milligania lindoniana
Millotia tenuifolia,NA,NA,NA,0.1,0.09,0.12,NA,0.1,omit,NA,Millotia tenuifolia
Mimulus repens,NA,NA,NA,0.2,0.2,0.2,NA,NA,omit,NA,Mimulus repens
Mitrasacme archeri,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Mitrasacme archeri
Mitrasacme montana,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Mitrasacme montana
Mitrasacme pilosa,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Mitrasacme pilosa
Mitrasacme serpyllifolia,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Mitrasacme serpyllifolia
Mniarum biflorum,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Scleranthus biflorus
Monotoca elliptica,NA,NA,NA,8,10,NA,NA,NA,keep,plant_height_to_keep,Monotoca elliptica
Monotoca empetrifolia,NA,NA,NA,0.4,NA,NA,NA,NA,keep,plant_height_to_keep,Monotoca empetrifolia
Monotoca glauca,NA,NA,NA,7,NA,NA,NA,NA,keep,plant_height_to_keep,Monotoca glauca
Monotoca linifolia,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Monotoca linifolia
Monotoca scoparia,NA,NA,NA,2,3,1.2,NA,NA,keep,plant_height_to_keep,Monotoca scoparia
Monotoca submutica,NA,NA,NA,1.5,NA,NA,NA,NA,keep,plant_height_to_keep,Monotoca submutica
Muehlenbeckia adpressa,NA,NA,NA,0.6,NA,NA,NA,2,keep,plant_height_to_keep,Muehlenbeckia adpressa
Muehlenbeckia gunnii,NA,NA,NA,0.6,NA,NA,NA,NA,keep,plant_height_to_keep,Muehlenbeckia gunnii
Myoporum insulare,NA,NA,NA,6,6,3,NA,0.5,omit,NA,Myoporum insulare
Myosotis australis,NA,NA,NA,0.4,0.4,0.25,NA,0.3,omit,NA,Myosotis australis
Myriophyllum amphibium,NA,NA,NA,0.05,NA,0.07,NA,NA,keep,plant_height_to_keep,Myriophyllum amphibium
Myriophyllum integrifolium,NA,NA,NA,0.05,NA,0.04,NA,NA,keep,plant_height_to_keep,Myriophyllum integrifolium
Myriophyllum muelleri,NA,NA,NA,0.05,NA,NA,NA,0.6,keep,plant_height_to_keep,Myriophyllum muelleri
Myriophyllum pedunculatum,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Myriophyllum pedunculatum
Myriophyllum propinquum,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Myriophyllum propinquum
Myriophyllum salsugineum,NA,NA,NA,0.05,NA,NA,NA,2,keep,plant_height_to_keep,Myriophyllum salsugineum
Myriophyllum simulans,NA,NA,NA,0.05,NA,0.4,NA,NA,keep,plant_height_to_keep,Myriophyllum simulans
Myriophyllum variifolium,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Myriophyllum variifolium
Nablonium calyceroides,NA,NA,NA,0.93,NA,NA,NA,NA,keep,plant_height_to_keep,Nablonium calyceroides
Nematolepis squamea,NA,NA,NA,12,NA,NA,12,NA,omit,NA,Nematolepis squamea
Nematolepis squamea,NA,NA,NA,12,NA,NA,12,NA,omit,NA,Phebalium squameum
Neopaxia australasica,NA,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Neopaxia australasica
Nertera granadensis,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Nertera depressa
Notelaea ligustrina,NA,NA,NA,12,16,NA,15,NA,keep,plant_height_to_keep,Notelaea ligustrina
Nothofagus cunninghamii,50,NA,NA,30,NA,NA,50,NA,keep,plant_height_to_keep,Nothofagus cunninghamii
Olearia algida,NA,NA,NA,0.7,0.7,NA,NA,NA,omit,NA,Olearia algida
Olearia argophylla,NA,NA,NA,10,9,NA,NA,NA,keep,plant_height_to_keep,Olearia argophylla
Olearia axillaris,NA,NA,NA,2,1.5,3,NA,0.5,keep,plant_height_to_keep,Olearia axillaris
Olearia ciliata,NA,NA,NA,0.8,NA,0.3,NA,0.4,keep,plant_height_to_keep,Olearia ciliata
Olearia ericoides,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia ericoides
Olearia erubescens,NA,NA,NA,1,2,2,NA,NA,keep,plant_height_to_keep,Olearia erubescens
Olearia floribunda,NA,NA,NA,2,2,2,NA,NA,omit,NA,Olearia floribunda
Olearia glandulosa,NA,NA,NA,2.4,1.5,1.5,NA,NA,keep,plant_height_to_keep,Olearia glandulosa
Olearia hookeri,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia hookeri
Olearia ledifolia,NA,NA,NA,0.6,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia ledifolia
Olearia lepidophylla,NA,NA,NA,0.5,1,1.5,NA,0.4,keep,plant_height_to_keep,Olearia lepidophylla
Olearia lirata,NA,NA,NA,4,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia lirata
Olearia myrsinoides,NA,NA,NA,0.8,1.5,NA,NA,NA,keep,plant_height_to_keep,Olearia myrsinoides
Olearia obcordata,NA,NA,NA,0.6,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia obcordata
Olearia persoonioides,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia persoonioides
Olearia phlogopappa,NA,NA,NA,2,1,NA,NA,NA,keep,plant_height_to_keep,Olearia phlogopappa
Olearia pinifolia,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia pinifolia
Olearia ramulosa,NA,NA,NA,2,1.6,1.5,NA,NA,keep,plant_height_to_keep,Olearia ramulosa
Olearia stellulata,NA,NA,NA,2,3,NA,NA,NA,keep,plant_height_to_keep,Olearia stellulata
Olearia tasmanica,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia tasmanica
Olearia viscosa,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Olearia viscosa
Opercularia ovata,NA,NA,NA,0.15,NA,NA,NA,NA,keep,plant_height_to_keep,Opercularia ovata
Opercularia varia,NA,NA,NA,0.3,0.3,NA,NA,NA,omit,NA,Opercularia varia
Ophioglossum lusitanicum,NA,NA,NA,0.05,0.15,NA,NA,NA,keep,plant_height_to_keep,Ophioglossum lusitanicum
Oreobolus acutifolius,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Oreobolus acutifolius
Oreobolus distichus,NA,NA,NA,0.1,0.09,NA,NA,NA,keep,plant_height_to_keep,Oreobolus distichus
Oreobolus oligocephalus,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Oreobolus oligocephalus
Oreobolus oxycarpus,NA,NA,NA,0.1,0.09,NA,NA,NA,keep,plant_height_to_keep,Oreobolus oxycarpus
Oreobolus pumilio,NA,NA,NA,0.1,0.09,NA,NA,NA,keep,plant_height_to_keep,Oreobolus pumilio
Orites acicularis,1.5,NA,NA,1.5,NA,NA,NA,NA,omit,NA,Orites acicularis
Orites diversifolius,3,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Orites diversifolius
Orites revolutus,2,NA,NA,2,NA,NA,NA,NA,omit,NA,Orites revolutus
Ornduffia reniformis,NA,NA,NA,1,1,1.2,0.3,NA,omit,NA,Villarsia reniformis
Orthoceras strictum,NA,NA,NA,0.6,0.6,0.45,NA,NA,omit,NA,Orthoceras strictum
Oschatzia saxifraga,NA,NA,NA,0.3,NA,NA,NA,NA,keep,plant_height_to_keep,Oschatzia saxifraga
Ourisia integrifolia,NA,NA,NA,0.29,NA,NA,NA,NA,keep,plant_height_to_keep,Ourisia integrifolia
Oxalis magellanica,NA,NA,NA,0.1,NA,NA,0.3,NA,keep,plant_height_to_keep,Oxalis magellanica
Oxalis perennans,NA,NA,NA,0.25,NA,NA,0.3,0.3,keep,plant_height_to_keep,Oxalis perennans
Oxylobium arborescens,NA,NA,NA,6,2,NA,NA,NA,keep,plant_height_to_keep,Oxylobium arborescens
Oxylobium ellipticum,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Oxylobium ellipticum
Ozothamnus antennaria,NA,NA,NA,1.5,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus antennaria
Ozothamnus costatifructus,NA,NA,NA,0.44,NA,NA,NA,NA,keep,plant_height_to_keep,Helichrysum costatifructum
Ozothamnus ericifolius,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus ericifolius
Ozothamnus expansifolius,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus expansifolius
Ozothamnus ferrugineus,NA,NA,NA,2.5,5,2,NA,NA,keep,plant_height_to_keep,Ozothamnus ferrugineus
Ozothamnus hookeri,NA,NA,NA,2,1,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus hookeri
Ozothamnus ledifolius,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus ledifolius
Ozothamnus lycopodioides,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus lycopodioides
Ozothamnus obcordatus,NA,NA,NA,1.5,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus obcordatus
Ozothamnus reticulatus,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus reticulatus
Ozothamnus rodwayi,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus rodwayi
Ozothamnus rosmarinifolius,NA,NA,NA,3,1.5,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus rosmarinifolius
Ozothamnus scutellifolius,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus scutellifolius
Ozothamnus thyrsoideus,NA,NA,NA,3,2,NA,NA,NA,keep,plant_height_to_keep,Ozothamnus thyrsoideus
Ozothamnus turbinatus,NA,NA,NA,2,2,2,NA,NA,omit,NA,Ozothamnus turbinatus
Paquerina graminea,NA,NA,NA,0.7,0.7,0.7,NA,NA,omit,NA,Brachyscome graminea
Parapholis incurva,NA,NA,NA,0.3,0.1,NA,NA,NA,keep,plant_height_to_keep,Parapholis incurva
Parietaria debilis,NA,NA,NA,0.4,NA,NA,0.3,0.4,omit,NA,Parietaria debilis
Parsonsia brownii,NA,NA,NA,10,NA,NA,NA,NA,keep,plant_height_to_keep,Parsonsia brownii
Patersonia fragilis,NA,NA,NA,0.5,0.5,0.5,NA,NA,omit,NA,Patersonia fragilis
Patersonia occidentalis,NA,NA,NA,0.55,NA,0.7,NA,1.5,keep,plant_height_to_keep,Patersonia occidentalis
Pelargonium australe,NA,NA,NA,0.5,0.5,0.5,NA,0.5,omit,NA,Pelargonium australe
Pelargonium inodorum,NA,NA,NA,0.35,0.35,NA,NA,NA,omit,NA,Pelargonium inodorum
Pellaea falcata,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Pellaea falcata
Pentachondra involucrata,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Pentachondra involucrata
Pentachondra pumila,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Pentachondra pumila
Pentaglottis sempervirens,NA,NA,NA,0.9,NA,NA,NA,NA,keep,plant_height_to_keep,Pentaglottis sempervirens
Pentapogon quadrifidus,NA,NA,0.7,0.7,0.7,0.6,NA,NA,omit,NA,Pentapogon quadrifidus
Persicaria decipiens,NA,NA,NA,0.3,0.3,NA,NA,1,omit,NA,Persicaria decipiens
Persicaria subsessilis,NA,NA,NA,0.2,NA,NA,1,NA,keep,plant_height_to_keep,Persicaria subsessilis
Persoonia gunnii,3,NA,NA,3,NA,NA,NA,NA,omit,NA,Persoonia gunnii
Persoonia juniperina,2,NA,NA,2,NA,NA,NA,NA,omit,NA,Persoonia juniperina
Persoonia muelleri,5,NA,NA,5,NA,NA,NA,NA,omit,NA,Persoonia muelleri
Petrorhagia nanteuilii,NA,NA,NA,0.6,NA,0.65,NA,NA,keep,plant_height_to_keep,Petrorhagia nanteuilii
Pheladenia deformis,NA,NA,NA,0.15,NA,0.15,NA,0.15,omit,NA,Caladenia deformis
Pherosphaera hookeriana,2.5,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Pherosphaera hookeriana
Phragmites australis,NA,NA,6,6,6,3,NA,NA,omit,NA,Phragmites australis
Phyllangium divergens,NA,NA,NA,0.15,NA,NA,NA,0.1,keep,plant_height_to_keep,Phyllangium divergens
Phyllanthus australis,NA,NA,NA,2.5,NA,0.3,NA,NA,keep,plant_height_to_keep,Phyllanthus australis
Phyllanthus gunnii,NA,NA,NA,2.5,2,NA,NA,NA,keep,plant_height_to_keep,Phyllanthus gunnii
Phyllocladus aspleniifolius,20,NA,NA,18,NA,NA,NA,NA,keep,plant_height_to_keep,Phyllocladus aspleniifolius
Phyllota diffusa,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Phyllota diffusa
Phymatosorus pustulatus,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Phymatosorus pustulatus
Picris angustifolia,NA,NA,NA,1.4,NA,NA,NA,1.4,omit,NA,Picris angustifolia
Pimelea cinerea,2.5,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Pimelea cinerea
Pimelea curviflora,1.5,NA,NA,1.5,1.5,1.5,NA,NA,omit,NA,Pimelea curviflora
Pimelea drupacea,3,NA,NA,3,NA,NA,NA,NA,omit,NA,Pimelea drupacea
Pimelea filiformis,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Pimelea filiformis
Pimelea flava,2.5,NA,NA,2.5,1,2,NA,NA,omit,NA,Pimelea flava
Pimelea glauca,1,NA,NA,1,1,1,NA,NA,omit,NA,Pimelea glauca
Pimelea humilis,0.5,NA,NA,0.5,0.5,0.5,NA,NA,omit,NA,Pimelea humilis
Pimelea ligustrina,3,NA,NA,3,3,2,NA,NA,omit,NA,Pimelea ligustrina
Pimelea linifolia,1.5,NA,NA,1.5,1.5,1.5,NA,NA,omit,NA,Pimelea linifolia
Pimelea linifolia subsp. linoides,2.5,NA,NA,1.75,NA,NA,NA,NA,keep,plant_height_to_keep,Pimelea lindleyana
Pimelea nivea,3.5,NA,NA,2.5,NA,NA,NA,NA,keep,plant_height_to_keep,Pimelea nivea
Pimelea pauciflora,3,NA,NA,3,3,NA,NA,NA,omit,NA,Pimelea pauciflora
Pimelea sericea,0.8,NA,NA,0.7,NA,NA,NA,NA,keep,plant_height_to_keep,Pimelea sericea
Pimelea serpyllifolia,1.5,NA,NA,1.5,1.5,0.5,NA,1,omit,NA,Pimelea serpyllifolia
Pittosporum bicolor,NA,NA,NA,15,10,NA,NA,NA,keep,plant_height_to_keep,Pittosporum bicolor
Planocarpa petiolaris,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Cyathodes petiolaris
Plantago bellidioides,NA,NA,NA,0.06,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago bellidioides
Plantago daltonii,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago daltonii
Plantago debilis,NA,NA,NA,0.05,NA,NA,NA,0.2,keep,plant_height_to_keep,Plantago debilis
Plantago glabrata,NA,NA,NA,0.06,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago glabrata
Plantago gunnii,NA,NA,NA,0.03,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago gunnii
Plantago hispida,NA,NA,NA,0.1,NA,NA,NA,0.1,omit,NA,Plantago hispida
Plantago paradoxa,NA,NA,NA,0.03,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago paradoxa
Plantago tasmanica,NA,NA,NA,0.03,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago tasmanica
Plantago triantha,NA,NA,NA,0.03,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago triantha
Plantago varia,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Plantago varia
Platylobium formosum,NA,NA,NA,2.5,2.5,NA,NA,NA,omit,NA,Platylobium formosum
Platylobium obtusangulum,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Platylobium obtusangulum
Platylobium triangulare,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Platylobium triangulare
Pleurosorus rutifolius,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Pleurosorus rutifolius
Poa clelandii,NA,NA,0.75,0.5,NA,0.75,NA,NA,keep,plant_height_to_keep,Poa clelandii
Poa clivicola,NA,NA,0.6,0.5,0.6,NA,NA,NA,keep,plant_height_to_keep,Poa clivicola
Poa gunnii,NA,NA,0.4,0.7,NA,NA,NA,NA,keep,plant_height_to_keep,Poa gunnii
Poa hookeri,NA,NA,0.5,0.86,0.5,NA,NA,NA,keep,plant_height_to_keep,Poa hookeri
Poa labillardierei,NA,NA,1.2,0.5,1.2,1.2,NA,NA,keep,plant_height_to_keep,Poa labillardierei
Poa mollis,NA,NA,0.8,0.8,NA,NA,NA,NA,omit,NA,Poa mollis
Poa poiformis,NA,NA,0.9,1,1,0.9,NA,NA,omit,NA,Poa poiformis
Poa rodwayi,NA,NA,0.75,0.6,NA,0.6,NA,NA,omit,NA,Poa rodwayi
Poa saxicola,NA,NA,NA,1,1,NA,NA,NA,omit,NA,Poa saxicola
Poa sieberiana,NA,NA,0.8,1,1,NA,NA,NA,omit,NA,Poa sieberiana
Poa tenera,NA,NA,0.3,2,NA,NA,NA,NA,keep,plant_height_to_keep,Poa tenera
Podocarpus lawrencei,4,NA,NA,1,1,NA,NA,NA,omit,NA,Podocarpus lawrencei
Podolepis jaceoides,NA,NA,NA,0.7,0.7,0.7,NA,NA,omit,NA,Podolepis jaceoides
Polyphlebium venosum,NA,NA,NA,0.14,NA,NA,NA,NA,keep,plant_height_to_keep,Polyphlebium venosum
Polystichum proliferum,NA,NA,NA,0.8,NA,NA,NA,NA,keep,plant_height_to_keep,Polystichum proliferum
Pomaderris apetala,NA,NA,NA,15,NA,NA,NA,NA,keep,plant_height_to_keep,Pomaderris apetala
Pomaderris aspera,NA,NA,NA,15,4,NA,NA,NA,keep,plant_height_to_keep,Pomaderris aspera
Pomaderris elliptica,NA,NA,NA,4,4,NA,NA,NA,omit,NA,Pomaderris elliptica
Pomaderris phylicifolia,NA,NA,NA,2.5,2,NA,NA,NA,keep,plant_height_to_keep,Pomaderris phylicifolia
Pomaderris pilifera,NA,NA,NA,3,NA,NA,NA,NA,keep,plant_height_to_keep,Pomaderris pilifera
Poranthera microphylla,NA,NA,NA,0.15,0.15,NA,NA,0.1,omit,NA,Poranthera microphylla
Potamogeton tricarinatus,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Potamogeton tricarinatus
Prasophyllum alpestre,NA,NA,NA,0.45,NA,NA,NA,NA,keep,plant_height_to_keep,Prasophyllum alpestre
Prasophyllum alpinum,NA,NA,NA,0.3,0.2,NA,NA,NA,keep,plant_height_to_keep,Prasophyllum alpinum
Prasophyllum australe,NA,NA,NA,0.8,0.9,0.75,NA,0.45,keep,plant_height_to_keep,Prasophyllum australe
Prasophyllum brevilabre,NA,NA,NA,0.48,0.48,NA,NA,NA,omit,NA,Prasophyllum brevilabre
Prasophyllum elatum,NA,NA,NA,1.5,1.5,1.5,NA,1.2,omit,NA,Prasophyllum elatum
Prasophyllum fuscum,NA,NA,NA,0.61,0.45,0.8,NA,NA,keep,plant_height_to_keep,Prasophyllum fuscum
Prasophyllum limnetes,NA,NA,NA,0.4,NA,NA,NA,NA,keep,plant_height_to_keep,Prasophyllum limnetes
Prasophyllum odoratum,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Prasophyllum odoratum
Prasophyllum pulchellum,NA,NA,NA,0.61,NA,NA,NA,NA,keep,plant_height_to_keep,Prasophyllum pulchellum
Prasophyllum rostratum,NA,NA,NA,0.45,NA,NA,NA,NA,keep,plant_height_to_keep,Prasophyllum rostratum
Prionotes cerinthoides,NA,NA,NA,10,NA,NA,NA,NA,keep,plant_height_to_keep,Prionotes cerinthoides
Prostanthera lasianthos,NA,NA,NA,8,6,NA,NA,NA,keep,plant_height_to_keep,Prostanthera lasianthos
Prostanthera rotundifolia,NA,NA,NA,3,3,NA,NA,NA,omit,NA,Prostanthera rotundifolia
Psychrophila introloba,0.12,NA,NA,0.08,NA,NA,NA,NA,keep,plant_height_to_keep,Caltha phylloptera
Pteridium esculentum,NA,NA,NA,1.5,3,NA,NA,NA,keep,plant_height_to_keep,Pteridium esculentum
Pteris tremula,NA,NA,NA,2,NA,1,NA,NA,keep,plant_height_to_keep,Pteris tremula
Pterostylis alata,NA,NA,NA,0.09,NA,0.25,NA,NA,keep,plant_height_to_keep,Pterostylis alata
Pterostylis aphylla,NA,NA,NA,0.09,NA,0.15,NA,NA,keep,plant_height_to_keep,Pterostylis aphylla
Pterostylis concinna,NA,NA,NA,0.1,NA,0.15,NA,NA,keep,plant_height_to_keep,Pterostylis concinna
Pterostylis curta,NA,NA,NA,0.1,NA,0.2,NA,NA,keep,plant_height_to_keep,Pterostylis curta
Pterostylis decurva,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Pterostylis decurva
Pterostylis dubia,NA,NA,NA,0.09,NA,NA,NA,NA,keep,plant_height_to_keep,Pterostylis dubia
Pterostylis foliata,NA,NA,NA,0.1,NA,0.3,NA,NA,keep,plant_height_to_keep,Pterostylis foliata
Pterostylis ingens,NA,NA,NA,0.09,NA,NA,NA,NA,keep,plant_height_to_keep,Pterostylis Xingens
Pterostylis longifolia,NA,NA,NA,0.1,NA,0.8,NA,NA,keep,plant_height_to_keep,Pterostylis longifolia
Pterostylis melagramma,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Pterostylis melagramma
Pterostylis nana,NA,NA,NA,0.05,NA,0.1,NA,NA,keep,plant_height_to_keep,Pterostylis nana
Pterostylis nutans,NA,NA,NA,0.05,NA,0.2,NA,NA,keep,plant_height_to_keep,Pterostylis nutans
Pterostylis parviflora,NA,NA,NA,0.05,NA,0.25,NA,NA,keep,plant_height_to_keep,Pterostylis parviflora
Pterostylis pedoglossa,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Pterostylis pedoglossa
Pterostylis pedunculata,NA,NA,NA,0.05,NA,0.22,NA,NA,keep,plant_height_to_keep,Pterostylis pedunculata
Pterostylis plumosa,NA,NA,NA,0.15,NA,0.3,NA,NA,keep,plant_height_to_keep,Pterostylis plumosa
Pterostylis sanguinea,NA,NA,NA,0.09,NA,NA,NA,0.3,keep,plant_height_to_keep,Pterostylis sanguinea
Pterostylis tunstallii,NA,NA,NA,0.05,NA,NA,NA,NA,keep,plant_height_to_keep,Pterostylis tunstallii
Pterostylis ziegeleri,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Pterostylis ziegeleri
Pterygopappus lawrencei,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Pterygopappus lawrencei
Ptilotus spathulatus,NA,NA,NA,0.2,NA,NA,NA,0.25,keep,plant_height_to_keep,Ptilotus spathulatus
Pultenaea daphnoides,NA,NA,NA,3,NA,3,NA,NA,omit,NA,Pultenaea daphnoides
Pultenaea dentata,NA,NA,NA,0.8,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea dentata
Pultenaea gunnii,NA,NA,NA,2,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea gunnii
Pultenaea juniperina,NA,NA,NA,1.5,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea juniperina
Pultenaea pedunculata,NA,NA,NA,0.1,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea pedunculata
Pultenaea prostrata,NA,NA,NA,0.5,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea prostrata
Pultenaea sericea,NA,NA,NA,0.2,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea sericea
Pultenaea stricta,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea stricta
Pultenaea tenuifolia,NA,NA,NA,1,NA,NA,NA,NA,keep,plant_height_to_keep,Pultenaea tenuifolia
Pyrorchis nigricans,NA,NA,NA,0.3,0.3,0.3,NA,0.3,omit,NA,Pyrorchis nigricans
Ranunculus amphitrichus,NA,NA,NA,0.35,NA,NA,0.3,NA,keep,plant_height_to_keep,Ranunculus amphitrichus
Ranunculus aquatilis var. diffusus,NA,NA,NA,1.28,NA,NA,NA,NA,keep,plant_height_to_keep,Batrachium trichophyllum
Ranunculus collinus,NA,NA,NA,0.22,NA,NA,0.3,NA,keep,plant_height_to_keep,Ranunculus collinus
Ranunculus decurvus,NA,NA,NA,0.36,NA,NA,0.3,NA,keep,plant_height_to_keep,Ranunculus decurvus
Ranunculus glabrifolius,NA,NA,NA,0.36,NA,NA,0.3,NA,keep,plant_height_to_keep,Ranunculus glabrifolius
Ranunculus lappaceus,1.7,NA,NA,0.5,NA,1.7,0.3,NA,keep,plant_height_to_keep,Ranunculus lappaceus
Ranunculus pascuinus,NA,NA,NA,0.36,NA,NA,0.3,NA,keep,plant_height_to_keep,Ranunculus pascuinus
