taxon_name,trait_name,value_type,value,unit,notes,,observation_id,original_name,value_original,leaf,form,original_text
Stachys byzantina,plant_height,maximum,0.8,m,good,,2722,Stachys byzantina,0.8,"basal leaves oblong-spathulate, 5-8 x 1.5-3.5 cm, denticulate to entire, woolly-villous; cauline leaves with a petiole 0.5-2.5 cm long, with a blade elliptic to oblong-lanceolate, becoming shorter upwards.","perennial herbs with a few quadrangular branches from a basal rosette, hardly branched, to 80 cm tall, white-woolly with fine long and often coiled hairs;","Description: Perennial herbs with a few quadrangular branches from a basal rosette, hardly branched, to 80 cm tall, white-woolly with fine long and often coiled hairs; basal leaves oblong-spathulate, 5-8 x 1.5-3.5 cm, denticulate to entire, woolly-villous; cauline leaves with a petiole 0.5-2.5 cm long, with a blade elliptic to oblong-lanceolate, becoming shorter upwards.Inflorescence a thyrse without a peduncle, with sessile cymose part-inflorescences forming dense clusters around the nodes and with a pair of bracts at first longer but shorter than subtending clusters towards the apex, with internodes slightly elongated and visible at the base; sepals connate to two-thirds their length, 10-veined, 8-10 mm long, almost regular, with pointed lobes narrower on the anterior side as compared with the posterior ones, villous outside and inside; corolla rose-pink, 2-lipped with tube about as long as the anterior lip, 12-15 mm long, villous on the outside of both lips, with the posterior lip obovate, hooded, with the anterior lip with 2 short lateral lobes and a 2-lobed central one; stamens inserted in the throat, with filaments hairy; anthers with 2 cells fertile and strongly diverging so that they are ultimately above one another in a vertical line, glabrous, more or less enclosed in the hood of the posterior lip of the corolla; ovary on a thick disk, deeply 4-lobed, with a slender style inserted near the base and curved along the posterior lip of the corolla, with a shortly 2-fid stigma.Mericarps broadly obovoid, 2.5-3 mm long, with the 2 lateral and inner margins keeled, with the attachment scar circular and protruding, smooth to finely granulate."
Orbea variegata,plant_height,maximum,0.15,m,good,,2729,Stapelia variegata,0.15,,,
Stellaria angustifolia,plant_height,maximum,0.25,m,good,,2730,Stellaria caespitosa,0.25,,,
Stellaria filiformis,plant_height,maximum,0.17,m,good,,2731,Stellaria filiformis,0.17,"leaves linear-lanceolate, mostly basal, subterete, circa 2 cm long;",annual glabrous weakly ascending herb;,"Description: Annual glabrous weakly ascending herb; stems filiform, shining, to c. 17 cm high; leaves linear-lanceolate, mostly basal, subterete, c. 2 cm long; stipules absent.Inflorescence a branching cyme with capillary pedicels; sepals 5, c. 2.5 mm long, 3-nerved; petals less than half the length of the sepals, hyaline; stamens 3-5; styles 3, free.Capsule slender, elliptic, about twice as long as the sepals; seeds c. 12, light-coloured, c. 0.5 mm diam., minutely papillose."
Stellaria media,plant_height,maximum,0.4,m,good,,2732,Stellaria media,0.4,"leaves ovate, circa 18 mm long, circa 10 mm wide, the lower leaves petiolate, the upper sessile.","annual, stems weak, ascending, with a line of white hairs on one side leading down from the junction of the leaves and alternating at each node, to circa 40 cm high;","Description: Annual, stems weak, ascending, with a line of white hairs on one side leading down from the junction of the leaves and alternating at each node, to c. 40 cm high; leaves ovate, c. 18 mm long, c. 10 mm wide, the lower leaves petiolate, the upper sessile.Flowers mostly in terminal cymes or less often axillary; pedicels glabrous; sepals 4-5 mm long, hairy; petals shorter, deeply 2-fid; stamens usually 3-10.Capsule scarcely longer than the sepals; seeds c. 1 mm diam."
Stemodia viscosa,plant_height,maximum,0.8,m,good,,2740,Stemodia viscosa,0.8,"leaves opposite, rarely in whorls of 3, obovate to elliptic, usually narrowly so, more or less auriculate, serrate, acute, at the base of the plant 3-6 cm long, shorter higher up and on young branches.","densely glandular hairy, viscid, strongly aromatic, robust perennial to circa 80 cm high, with branches decumbent to erect;","Description: Densely glandular hairy, viscid, strongly aromatic, robust perennial to c. 80 cm high, with branches decumbent to erect; leaves opposite, rarely in whorls of 3, obovate to elliptic, usually narrowly so, more or less auriculate, serrate, acute, at the base of the plant 3-6 cm long, shorter higher up and on young branches.Flowers in racemes or panicles, solitary in the axils of small to large leafy bracts; pedicels 0.5-2 cm long; sepals 3-5 mm long; corolla 5-9 mm long along the upper side, blue-purple, the lower lip forward-directed to down-curved, with spreading lobes, with a yellow patch behind in the mouth."
Stenopetalum sphaerocarpum,leaf_length,maximum,50,mm,good,,2744,Stenopetalum sphaerocarpum,50,"leaves pinnatifid with 2 or 3 pairs of lobes, to 5. cm long, reducing above.","annual herbs, wiry, straggling, to 30 cm tall, glabrous or sparsely papillose;","Description: Annual herbs, wiry, straggling, to 30 cm tall, glabrous or sparsely papillose; leaves pinnatifid with 2 or 3 pairs of lobes, to 5. cm long, reducing above.Sepals c. 2 mm long, strongly dimorphic; petals 3-6 mm long, with a slender apex, olive-green to purple.Silicula globose or broadly obovate, 3-5.5 mm long; pedicels stout, rigid, horizontal to recurved, 3-7 (rarely to 11) mm long; seeds oblong to ellipsoid, 1.5-2 mm long, 4-10 per locule."
Sternbergia lutea,plant_height,maximum,0.1,m,"remove, scape",,2746,Sternbergia lutea,0.1,"leaves 4-12 cm long, 5-18 mm broad;",,"Description: Bulb 2-3 cm diam.; leaves 4-12 cm long, 5-18 mm broad; scape 4-10 cm high; spathe 1, 1.8-3 cm long.Flowers solitary; perianth-segments 3-5 cm long, 7-15 mm broad, yellow; tube usually 5-8 mm long.Fruit subglobose, 8-10 mm diam."
Austrostipa acrociliata,plant_height,maximum,1.5,m,good,,2747,Stipa acrociliata,1.5,,,
Austrostipa blackii,plant_height,maximum,1,m,good,,2748,Stipa blackii,1,,,
Austrostipa breviglumis,plant_height,maximum,1.5,m,good,,2749,Stipa breviglumis,1.5,,,
Austrostipa curticoma,plant_height,maximum,1.2,m,good,,2750,Stipa curticoma,1.2,,,
Austrostipa densiflora,plant_height,maximum,1.5,m,good,,2751,Stipa densiflora,1.5,,,
Austrostipa drummondii,plant_height,maximum,1,m,good,,2752,Stipa drummondii,1,,,
Austrostipa echinata,plant_height,maximum,0.5,m,good,,2753,Stipa echinata,0.5,,,
Austrostipa eremophila,plant_height,maximum,0.85,m,good,,2755,Stipa eremophila,0.85,,,
Austrostipa exilis,plant_height,maximum,0.6,m,good,,2756,Stipa exilis,0.6,,,
Austrostipa flavescens,plant_height,maximum,1.2,m,good,,2757,Stipa flavescens,1.2,,,
Austrostipa hemipogon,plant_height,maximum,1,m,good,,2758,Stipa hemipogon,1,,,
Austrostipa lanata,plant_height,maximum,0.45,m,good,,2759,Stipa lanata,0.45,,,
Austrostipa macalpinei,leaf_length,minimum,50,mm,good,,2760,Stipa macalpinei,50,,,
Austrostipa macalpinei,plant_height,maximum,0.9,m,good,,2760,Stipa macalpinei,0.9,,,
Austrostipa mollis,plant_height,maximum,1,m,good,,2761,Stipa mollis,1,,,
Austrostipa multispiculis,plant_height,maximum,1,m,good,,2762,Stipa multispiculis,1,,,
Austrostipa mundula,plant_height,maximum,0.6,m,good,,2763,Stipa mundula,0.6,,,
Austrostipa nitida,plant_height,maximum,0.75,m,good,,2764,Stipa nitida,0.75,,,
Austrostipa nodosa,plant_height,maximum,1,m,good,,2765,Stipa nodosa,1,,,
Stylidium beaugleholei,leaf_length,minimum,3,mm,good,,2771,Stylidium beaugleholei,3,"leaves sessile, linear to linear-triangular, 3-5 x circa 0.7 mm, usually obtuse, fleshy.","delicate annual with an erect stem rarely up to 5 cm tall, occasionally with 2 or 3 erect branches from the basal rosette of 2-4 leaves, glabrous;","Description: Delicate annual with an erect stem rarely up to 5 cm tall, occasionally with 2 or 3 erect branches from the basal rosette of 2-4 leaves, glabrous; leaves sessile, linear to linear-triangular, 3-5 x c. 0.7 mm, usually obtuse, fleshy.Inflorescence 1 or rarely up to 3 monochasia each with 1-5 stalked flowers, glandular-pubescent; peduncle 1-3 cm long, glabrous to sparsely glandular-pubescent; bracts linear-lanceolate, c. 1 mm long; sepals scarcely connate except for 1 pair, c. 1 mm long; corolla with the tube shorter than the sepals, pale-pink above and a deeper rose with a darker stripe on the reverse, with lumps or short appendages in the throat; lobes oblong-oblanceolate with a rounded apex, unequally long, not paired, glabrous; labellum ovate, without appendages; column short, with greenish anthers; stigma an inconspicuous rounded tuft; ovary with many ovules along an elongate central placenta.Capsule narrowly obconical, 5-7 mm long, dehiscing mainly towards the apex; seeds narrowly ellipsoid, c. 0.2 mm long, with vertical ridges."
Stylidium beaugleholei,leaf_length,maximum,5,mm,good,,2771,Stylidium beaugleholei,5,"leaves sessile, linear to linear-triangular, 3-5 x circa 0.7 mm, usually obtuse, fleshy.","delicate annual with an erect stem rarely up to 5 cm tall, occasionally with 2 or 3 erect branches from the basal rosette of 2-4 leaves, glabrous;","Description: Delicate annual with an erect stem rarely up to 5 cm tall, occasionally with 2 or 3 erect branches from the basal rosette of 2-4 leaves, glabrous; leaves sessile, linear to linear-triangular, 3-5 x c. 0.7 mm, usually obtuse, fleshy.Inflorescence 1 or rarely up to 3 monochasia each with 1-5 stalked flowers, glandular-pubescent; peduncle 1-3 cm long, glabrous to sparsely glandular-pubescent; bracts linear-lanceolate, c. 1 mm long; sepals scarcely connate except for 1 pair, c. 1 mm long; corolla with the tube shorter than the sepals, pale-pink above and a deeper rose with a darker stripe on the reverse, with lumps or short appendages in the throat; lobes oblong-oblanceolate with a rounded apex, unequally long, not paired, glabrous; labellum ovate, without appendages; column short, with greenish anthers; stigma an inconspicuous rounded tuft; ovary with many ovules along an elongate central placenta.Capsule narrowly obconical, 5-7 mm long, dehiscing mainly towards the apex; seeds narrowly ellipsoid, c. 0.2 mm long, with vertical ridges."
Stylidium beaugleholei,leaf_width,maximum,0.7,mm,good,,2771,Stylidium beaugleholei,0.7,"leaves sessile, linear to linear-triangular, 3-5 x circa 0.7 mm, usually obtuse, fleshy.","delicate annual with an erect stem rarely up to 5 cm tall, occasionally with 2 or 3 erect branches from the basal rosette of 2-4 leaves, glabrous;","Description: Delicate annual with an erect stem rarely up to 5 cm tall, occasionally with 2 or 3 erect branches from the basal rosette of 2-4 leaves, glabrous; leaves sessile, linear to linear-triangular, 3-5 x c. 0.7 mm, usually obtuse, fleshy.Inflorescence 1 or rarely up to 3 monochasia each with 1-5 stalked flowers, glandular-pubescent; peduncle 1-3 cm long, glabrous to sparsely glandular-pubescent; bracts linear-lanceolate, c. 1 mm long; sepals scarcely connate except for 1 pair, c. 1 mm long; corolla with the tube shorter than the sepals, pale-pink above and a deeper rose with a darker stripe on the reverse, with lumps or short appendages in the throat; lobes oblong-oblanceolate with a rounded apex, unequally long, not paired, glabrous; labellum ovate, without appendages; column short, with greenish anthers; stigma an inconspicuous rounded tuft; ovary with many ovules along an elongate central placenta.Capsule narrowly obconical, 5-7 mm long, dehiscing mainly towards the apex; seeds narrowly ellipsoid, c. 0.2 mm long, with vertical ridges."
Stylidium calcaratum,leaf_length,minimum,2,mm,good,,2772,Stylidium calcaratum,2,"leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.","delicate annual with an erect stem circa 8 cm tall, th, little-branched, with usually 4 leaves in a basal rosette. sparsely glandular-pubescent;","Description: Delicate annual with an erect stem c. 8 cm tall, thread-like, little-branched, with usually 4 leaves in a basal rosette, sparsely glandular-pubescent; leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.Inflorescence corymb-like with 1, rarely several, monochasia with 1-3 flowers; peduncle 1.5-7 cm long, sparsely glandular-pubescent; bracts linear-lanceolate, 1-4 mm long; sepals scarcely connate, sparsely glandular-pubescent; lobes 2-4 mm long, often unequal; corolla with a tube shorter than the sepals, with a more or less well developed spur, with 2 appendages in the throat, white or pink and with various red markings or spots on the base of the upper petal pair; lobes oblong-oblanceolate with a rounded apex on the lower pair and truncate or a variously lobed apex on the upper pair, glabrous; labellum oblong-ovate, without lobes; column with a small tooth above the corolla throat; stigma a strap-like projection between the anthers; ovary with numerous ovules on a shortly stalked spherical central placenta.Capsule 3-5 mm diam.; seeds broadly ellipsoid, c. 0.3 mm long, with fine vertical ridges."
Stylidium calcaratum,leaf_length,maximum,6,mm,good,,2772,Stylidium calcaratum,6,"leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.","delicate annual with an erect stem circa 8 cm tall, th, little-branched, with usually 4 leaves in a basal rosette. sparsely glandular-pubescent;","Description: Delicate annual with an erect stem c. 8 cm tall, thread-like, little-branched, with usually 4 leaves in a basal rosette, sparsely glandular-pubescent; leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.Inflorescence corymb-like with 1, rarely several, monochasia with 1-3 flowers; peduncle 1.5-7 cm long, sparsely glandular-pubescent; bracts linear-lanceolate, 1-4 mm long; sepals scarcely connate, sparsely glandular-pubescent; lobes 2-4 mm long, often unequal; corolla with a tube shorter than the sepals, with a more or less well developed spur, with 2 appendages in the throat, white or pink and with various red markings or spots on the base of the upper petal pair; lobes oblong-oblanceolate with a rounded apex on the lower pair and truncate or a variously lobed apex on the upper pair, glabrous; labellum oblong-ovate, without lobes; column with a small tooth above the corolla throat; stigma a strap-like projection between the anthers; ovary with numerous ovules on a shortly stalked spherical central placenta.Capsule 3-5 mm diam.; seeds broadly ellipsoid, c. 0.3 mm long, with fine vertical ridges."
Stylidium calcaratum,leaf_width,minimum,0.5,mm,good,,2772,Stylidium calcaratum,0.5,"leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.","delicate annual with an erect stem circa 8 cm tall, th, little-branched, with usually 4 leaves in a basal rosette. sparsely glandular-pubescent;","Description: Delicate annual with an erect stem c. 8 cm tall, thread-like, little-branched, with usually 4 leaves in a basal rosette, sparsely glandular-pubescent; leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.Inflorescence corymb-like with 1, rarely several, monochasia with 1-3 flowers; peduncle 1.5-7 cm long, sparsely glandular-pubescent; bracts linear-lanceolate, 1-4 mm long; sepals scarcely connate, sparsely glandular-pubescent; lobes 2-4 mm long, often unequal; corolla with a tube shorter than the sepals, with a more or less well developed spur, with 2 appendages in the throat, white or pink and with various red markings or spots on the base of the upper petal pair; lobes oblong-oblanceolate with a rounded apex on the lower pair and truncate or a variously lobed apex on the upper pair, glabrous; labellum oblong-ovate, without lobes; column with a small tooth above the corolla throat; stigma a strap-like projection between the anthers; ovary with numerous ovules on a shortly stalked spherical central placenta.Capsule 3-5 mm diam.; seeds broadly ellipsoid, c. 0.3 mm long, with fine vertical ridges."
Stylidium calcaratum,leaf_width,maximum,3,mm,good,,2772,Stylidium calcaratum,3,"leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.","delicate annual with an erect stem circa 8 cm tall, th, little-branched, with usually 4 leaves in a basal rosette. sparsely glandular-pubescent;","Description: Delicate annual with an erect stem c. 8 cm tall, thread-like, little-branched, with usually 4 leaves in a basal rosette, sparsely glandular-pubescent; leaves with a petiole 0-2 mm long, obovate-spathulate to linear-oblanceolate, 2-6 x 0.5-3 mm, obtuse or rounded, flat, glabrous.Inflorescence corymb-like with 1, rarely several, monochasia with 1-3 flowers; peduncle 1.5-7 cm long, sparsely glandular-pubescent; bracts linear-lanceolate, 1-4 mm long; sepals scarcely connate, sparsely glandular-pubescent; lobes 2-4 mm long, often unequal; corolla with a tube shorter than the sepals, with a more or less well developed spur, with 2 appendages in the throat, white or pink and with various red markings or spots on the base of the upper petal pair; lobes oblong-oblanceolate with a rounded apex on the lower pair and truncate or a variously lobed apex on the upper pair, glabrous; labellum oblong-ovate, without lobes; column with a small tooth above the corolla throat; stigma a strap-like projection between the anthers; ovary with numerous ovules on a shortly stalked spherical central placenta.Capsule 3-5 mm diam.; seeds broadly ellipsoid, c. 0.3 mm long, with fine vertical ridges."
Stylidium graminifolium,leaf_length,minimum,50,mm,good,,2774,Stylidium graminifolium,50,"leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.","perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves;","Description: Perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves; leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.Inflorescence a raceme-like thyrse with axillary monochasia reduced to single short-stalked flowers (subtended by 2 bracts), more or less glandular-pubescent; peduncle 15-60 cm long, glabrous or glabrescent below becoming more glandular-pubescent upwards; bracts ovate to linear, 1.3-3 mm long; sepals connate into a minutely 2-lobed lip and minutely 3-lobed lip, glandular-pubescent; corolla with the tube scarcely longer than the sepals, pink with a papillose appendage in the throat, yellow-tipped; lobes oblanceolate with a rounded apex, subequal, vertically paired, glandular-pubescent outside; labellum oblanceolate-acuminate, with 2 subulate lobes towards the base; column red becoming darker with age, with long glands on either side of the anthers; stigma oblong, cushion-like; ovary with several ovules along an elongate central stalked placenta.Capsule ellipsoid, 7-12 mm long, dehiscing at the apex first then splitting along the whole length; seeds ellipsoid, c. 2 mm long, with 4 vertical ridges."
Stylidium graminifolium,leaf_length,maximum,300,mm,good,,2774,Stylidium graminifolium,300,"leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.","perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves;","Description: Perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves; leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.Inflorescence a raceme-like thyrse with axillary monochasia reduced to single short-stalked flowers (subtended by 2 bracts), more or less glandular-pubescent; peduncle 15-60 cm long, glabrous or glabrescent below becoming more glandular-pubescent upwards; bracts ovate to linear, 1.3-3 mm long; sepals connate into a minutely 2-lobed lip and minutely 3-lobed lip, glandular-pubescent; corolla with the tube scarcely longer than the sepals, pink with a papillose appendage in the throat, yellow-tipped; lobes oblanceolate with a rounded apex, subequal, vertically paired, glandular-pubescent outside; labellum oblanceolate-acuminate, with 2 subulate lobes towards the base; column red becoming darker with age, with long glands on either side of the anthers; stigma oblong, cushion-like; ovary with several ovules along an elongate central stalked placenta.Capsule ellipsoid, 7-12 mm long, dehiscing at the apex first then splitting along the whole length; seeds ellipsoid, c. 2 mm long, with 4 vertical ridges."
Stylidium graminifolium,leaf_width,minimum,1,mm,good,,2774,Stylidium graminifolium,1,"leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.","perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves;","Description: Perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves; leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.Inflorescence a raceme-like thyrse with axillary monochasia reduced to single short-stalked flowers (subtended by 2 bracts), more or less glandular-pubescent; peduncle 15-60 cm long, glabrous or glabrescent below becoming more glandular-pubescent upwards; bracts ovate to linear, 1.3-3 mm long; sepals connate into a minutely 2-lobed lip and minutely 3-lobed lip, glandular-pubescent; corolla with the tube scarcely longer than the sepals, pink with a papillose appendage in the throat, yellow-tipped; lobes oblanceolate with a rounded apex, subequal, vertically paired, glandular-pubescent outside; labellum oblanceolate-acuminate, with 2 subulate lobes towards the base; column red becoming darker with age, with long glands on either side of the anthers; stigma oblong, cushion-like; ovary with several ovules along an elongate central stalked placenta.Capsule ellipsoid, 7-12 mm long, dehiscing at the apex first then splitting along the whole length; seeds ellipsoid, c. 2 mm long, with 4 vertical ridges."
Stylidium graminifolium,leaf_width,maximum,6,mm,good,,2774,Stylidium graminifolium,6,"leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.","perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves;","Description: Perennials up to 60 cm high when flowering, with a short stout rootstock densely covered with tufted leaves; leaves linear-subulate, 5-30 x 0.1-0.6 cm, pointed but usually wearing off, entire or with sharp distant serrations mainly towards the apex, grooved above, keeled and with recurved margins below, tough, glabrous.Inflorescence a raceme-like thyrse with axillary monochasia reduced to single short-stalked flowers (subtended by 2 bracts), more or less glandular-pubescent; peduncle 15-60 cm long, glabrous or glabrescent below becoming more glandular-pubescent upwards; bracts ovate to linear, 1.3-3 mm long; sepals connate into a minutely 2-lobed lip and minutely 3-lobed lip, glandular-pubescent; corolla with the tube scarcely longer than the sepals, pink with a papillose appendage in the throat, yellow-tipped; lobes oblanceolate with a rounded apex, subequal, vertically paired, glandular-pubescent outside; labellum oblanceolate-acuminate, with 2 subulate lobes towards the base; column red becoming darker with age, with long glands on either side of the anthers; stigma oblong, cushion-like; ovary with several ovules along an elongate central stalked placenta.Capsule ellipsoid, 7-12 mm long, dehiscing at the apex first then splitting along the whole length; seeds ellipsoid, c. 2 mm long, with 4 vertical ridges."
Stylidium inundatum,leaf_length,minimum,2,mm,good,,2775,Stylidium inundatum,2,"leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.","delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous;","Description: Delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous; leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.Inflorescence a thyrse with 1-several monochasia each with 2-4 rarely 1-6 flowers, scarcely glandular; peduncle absent; bracts linear, 1-2 mm long; sepals scarcely connate except for the lower pair, c. 1 mm long, glabrous or scarcely glandular-pubescent; corolla with the tube shorter than the sepals, pink with a white patch around the throat, without appendages; lobes oblong-oblanceolate with a rounded apex, laterally and unequally paired, glabrous; labellum linear-triangular, without lobes; column short, deep-pink with darker anthers; stigma almost spherical and bulging; ovary with a few ovules along an elongated central placenta.Capsule narrowly obconical, 5-7 mm long, dehiscing mainly towards the apex; seeds ellipsoid, c. 0.2 mm long, with vertical ridges."
Stylidium inundatum,leaf_length,maximum,5,mm,good,,2775,Stylidium inundatum,5,"leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.","delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous;","Description: Delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous; leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.Inflorescence a thyrse with 1-several monochasia each with 2-4 rarely 1-6 flowers, scarcely glandular; peduncle absent; bracts linear, 1-2 mm long; sepals scarcely connate except for the lower pair, c. 1 mm long, glabrous or scarcely glandular-pubescent; corolla with the tube shorter than the sepals, pink with a white patch around the throat, without appendages; lobes oblong-oblanceolate with a rounded apex, laterally and unequally paired, glabrous; labellum linear-triangular, without lobes; column short, deep-pink with darker anthers; stigma almost spherical and bulging; ovary with a few ovules along an elongated central placenta.Capsule narrowly obconical, 5-7 mm long, dehiscing mainly towards the apex; seeds ellipsoid, c. 0.2 mm long, with vertical ridges."
Stylidium inundatum,leaf_width,minimum,1.5,mm,good,,2775,Stylidium inundatum,1.5,"leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.","delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous;","Description: Delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous; leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.Inflorescence a thyrse with 1-several monochasia each with 2-4 rarely 1-6 flowers, scarcely glandular; peduncle absent; bracts linear, 1-2 mm long; sepals scarcely connate except for the lower pair, c. 1 mm long, glabrous or scarcely glandular-pubescent; corolla with the tube shorter than the sepals, pink with a white patch around the throat, without appendages; lobes oblong-oblanceolate with a rounded apex, laterally and unequally paired, glabrous; labellum linear-triangular, without lobes; column short, deep-pink with darker anthers; stigma almost spherical and bulging; ovary with a few ovules along an elongated central placenta.Capsule narrowly obconical, 5-7 mm long, dehiscing mainly towards the apex; seeds ellipsoid, c. 0.2 mm long, with vertical ridges."
Stylidium inundatum,leaf_width,maximum,3,mm,good,,2775,Stylidium inundatum,3,"leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.","delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous;","Description: Delicate annual with erect stem up to 6 cm tall, with a short fleshy base crowned by a rosette of 3-6 leaves, glabrous; leaves sessile, -linear-lanceolate to linear-elliptic, 2-5 x 1.5-3 mm, acute or obtuse, entire, fleshy.Inflorescence a thyrse with 1-several monochasia each with 2-4 rarely 1-6 flowers, scarcely glandular; peduncle absent; bracts linear, 1-2 mm long; sepals scarcely connate except for the lower pair, c. 1 mm long, glabrous or scarcely glandular-pubescent; corolla with the tube shorter than the sepals, pink with a white patch around the throat, without appendages; lobes oblong-oblanceolate with a rounded apex, laterally and unequally paired, glabrous; labellum linear-triangular, without lobes; column short, deep-pink with darker anthers; stigma almost spherical and bulging; ovary with a few ovules along an elongated central placenta.Capsule narrowly obconical, 5-7 mm long, dehiscing mainly towards the apex; seeds ellipsoid, c. 0.2 mm long, with vertical ridges."
Stypandra glauca,leaf_length,minimum,100,mm,good,,2777,Stypandra glauca,100,,,"Description: Rootstock creeping; stem 30-100 cm high, woody at the base, hidden by the sheaths of the distichous leaves which are linear-lanceolate, 10-20 cm long, folded or flat.Flowers drooping in slender terminal dichotomous cymes leafy at the base; pedicels filiform, curved, 12-20 mm long; perianth bright-blue, c. 14 mm long.Capsule oblong, 8-12 mm long; seeds c. 2.5 mm long, not shining."
Stypandra glauca,leaf_length,maximum,200,mm,good,,2777,Stypandra glauca,200,,,"Description: Rootstock creeping; stem 30-100 cm high, woody at the base, hidden by the sheaths of the distichous leaves which are linear-lanceolate, 10-20 cm long, folded or flat.Flowers drooping in slender terminal dichotomous cymes leafy at the base; pedicels filiform, curved, 12-20 mm long; perianth bright-blue, c. 14 mm long.Capsule oblong, 8-12 mm long; seeds c. 2.5 mm long, not shining."
Stypandra glauca,plant_height,maximum,1,m,good,,2777,Stypandra glauca,1,NA,,"Description: Rootstock creeping; stem 30-100 cm high, woody at the base, hidden by the sheaths of the distichous leaves which are linear-lanceolate, 10-20 cm long, folded or flat.Flowers drooping in slender terminal dichotomous cymes leafy at the base; pedicels filiform, curved, 12-20 mm long; perianth bright-blue, c. 14 mm long.Capsule oblong, 8-12 mm long; seeds c. 2.5 mm long, not shining."
